标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【APP开发】自动点击竞价软件广告点击器 app版本制作,https://task.epwk.com/1008316/,524人,1人,1000-3000元,圆满完成,,思爱威7F675,需要手机登录 然后自动for循环 自动点击商品,2022-08-02,2022.08.08,任务编号：1008316,2500.0,5天,山东省-青岛市,菠菜软件定制工作室,https://shop.epwk.com/0z5o4x6glnjq/,菠菜软件定制工作室,出售服务,https://shop.epwk.com/0z5o4x6glnjq/chushou/,工作室,一品,60分,总 44 次中标，交易总金额,￥27.29万,菠菜软件定制工作室,,app协议网页协议脚本协议app开发抢购抢票,"￥300
            /起",脚本开发易语言autojs制作数据采集手机电脑网页协议,"￥500
            /起",采集软件python脚本开发定制/网站APP数据资料抓取搜集,"￥500
            /起",全网数据抓取/网站APP信息收集采集定制/数据分析/市场调研,"￥200
            /起",安卓模拟器按键精灵autojs免root手机脚本模拟抢单器,价格面议,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【APP开发】电脑，手机游戏自动下单软件开发,https://task.epwk.com/1008191/,640人,2人,3000-5000元,圆满完成,,o5abee3688fae7,电脑，手机游戏自动下单软件开发，电脑手机都可以用,2022-08-01,2022.08.06,任务编号：1008191,4500.0,5天,山东省-青岛市,菠菜软件定制工作室,https://shop.epwk.com/0z5o4x6glnjq/,菠菜软件定制工作室,出售服务,https://shop.epwk.com/0z5o4x6glnjq/chushou/,工作室,一品,60分,总 44 次中标，交易总金额,￥27.29万,菠菜软件定制工作室,,app协议网页协议脚本协议app开发抢购抢票,"￥300
            /起",脚本开发易语言autojs制作数据采集手机电脑网页协议,"￥500
            /起",采集软件python脚本开发定制/网站APP数据资料抓取搜集,"￥500
            /起",全网数据抓取/网站APP信息收集采集定制/数据分析/市场调研,"￥200
            /起",安卓模拟器按键精灵autojs免root手机脚本模拟抢单器,价格面议,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【小程序开发】汽车连锁直营门店小程序,https://task.epwk.com/1008153/,403人,1人,2万-5万元,圆满完成,,o5fba71af10ebf,汽车售后连锁直营门店的管理小程序，方便会员营销和门店管理，有相关经验的详聊,2022-08-01,2022.08.01,任务编号：1008153,35000.0,10天,湖南省-长沙市-岳麓区,湖南三行云智信息科技有限公司,https://shop.epwk.com/89dvgg2p4dl2/,湖南三行云智信息科技有限公司,出售服务,https://shop.epwk.com/89dvgg2p4dl2/chushou/,企业,一品,53分,总 128 次中标，交易总金额,￥402.04万,湖南三行云智信息科技有限公司,,区块链DAPP开发,"￥9999
            /起",企业网站定制开发,"￥2000
            /起",金融类APP订制开发,"￥50000
            /起",APP个性订制开发,"￥50000
            /起",医疗类 微信/APP 开发,"￥20000
            /起",三级分销-微信商城(接入微信支付/多方快递系统),"￥20000
            /套",B2B电商平台,"￥50000
            /套",读书公众号,"￥2000
            /套",VIS品牌形象设计,"￥2000
            /起",小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【脚本开发】安卓脚本/协议,https://task.epwk.com/1008061/,584人,1人,3000-5000元,圆满完成,,顶服cjIGk,app注册类脚本 安卓脚本/协议，具体详谈,2022-08-01,2022.11.21,任务编号：1008061,3200.0,5天,山东省-青岛市-黄岛区,菠菜软件定制工作室,https://shop.epwk.com/0z5o4x6glnjq/,菠菜软件定制工作室,出售服务,https://shop.epwk.com/0z5o4x6glnjq/chushou/,工作室,一品,60分,总 44 次中标，交易总金额,￥27.29万,菠菜软件定制工作室,,app协议网页协议脚本协议app开发抢购抢票,"￥300
            /起",脚本开发易语言autojs制作数据采集手机电脑网页协议,"￥500
            /起",采集软件python脚本开发定制/网站APP数据资料抓取搜集,"￥500
            /起",全网数据抓取/网站APP信息收集采集定制/数据分析/市场调研,"￥200
            /起",安卓模拟器按键精灵autojs免root手机脚本模拟抢单器,价格面议,,,,,,,,,脚本开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【网站二次开发】网站二次开发,https://task.epwk.com/1007759/,1014人,10人,1万-2万元,圆满完成,,威胜一筹5slQV,商城系统对接加油 话费充值 第三方优惠 接口，还有一个会员奖励系统。,2022-07-29,2022.08.29,任务编号：1007759,14000.0,"35天,10天,10天,20天,7天","河南省-洛阳市,山西省-运城市-盐湖区,北京市-北京市,山东省-烟台市,海南省-三亚市-吉阳区",洛阳蓝普网络技术有限公司,https://shop.epwk.com/v0n1x1mq257y/,洛阳蓝普网络技术有限公司,出售服务,https://shop.epwk.com/v0n1x1mq257y/chushou/,企业,一品,105分,总 388 次中标，交易总金额,￥199.47万,洛阳蓝普网络技术有限公司,,php项目定制开发,￥1000,微信小程序定制开发,"￥1000
            /件",,,,,,,,,,,,,,,网站二次开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【网站UI设计】H5 UI设计,https://task.epwk.com/1007345/,1953人,1人,3000-5000元,圆满完成,,hao76****161,36个页面Ui设计,2022-07-27,2022.08.01,任务编号：1007345,4200.0,5天,山东省-淄博市-张店区,淄博嘉朵网络科技有限公司,https://shop.epwk.com/2j5xog8yk5xm/,淄博嘉朵网络科技有限公司,出售服务,https://shop.epwk.com/2j5xog8yk5xm/chushou/,企业,一品,65分,总 60 次中标，交易总金额,￥27.79万,淄博嘉朵网络科技有限公司,,淘宝主图详情页,"￥800
            /起",小程序界面设计,"￥1899
            /起",APP界面设计,"￥1899
            /起",网页设计服务,"￥1899
            /起",,,,,,,,,,,网站UI设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【营销型网站】网站被植入代码，需要恢复,https://task.epwk.com/1007233/,540人,5人,1000-3000元,圆满完成,,mrsinmlee,网站被植入代码 （jyxinbang.com），现在打开是广告，需要恢复!1.  网站首页可以打开，但速度非常慢！2.  网站内页链接到了广告； 3.  最好提高一下网站的安全性,2022-07-26,2022.08.01,任务编号：1007233,1000.0,"5天,2天,15天","山东省-青岛市-黄岛区,河南省-洛阳市,山东省-烟台市",菠菜软件定制工作室,https://shop.epwk.com/0z5o4x6glnjq/,菠菜软件定制工作室,出售服务,https://shop.epwk.com/0z5o4x6glnjq/chushou/,工作室,一品,60分,总 44 次中标，交易总金额,￥27.29万,菠菜软件定制工作室,,app协议网页协议脚本协议app开发抢购抢票,"￥300
            /起",脚本开发易语言autojs制作数据采集手机电脑网页协议,"￥500
            /起",采集软件python脚本开发定制/网站APP数据资料抓取搜集,"￥500
            /起",全网数据抓取/网站APP信息收集采集定制/数据分析/市场调研,"￥200
            /起",安卓模拟器按键精灵autojs免root手机脚本模拟抢单器,价格面议,,,,,,,,,营销型网站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【APP开发】三明记忆影像记录会员APP开发（包含APP、微信小程序）,https://task.epwk.com/1007071/,1634人,7人,1万-2万元,圆满完成,,Aceman袁乾坤,影像记录下载付费；照片直播；会员购买；在线支付；摄影师认证；,2022-07-25,2023.03.20,任务编号：1007071,13000.0,"30天,15天,15天,20天","山东省-淄博市,四川省-自贡市,山东省-烟台市,河南省-新乡市-红旗区",淄博嘉朵网络科技有限公司,https://shop.epwk.com/2j5xog8yk5xm/,淄博嘉朵网络科技有限公司,出售服务,https://shop.epwk.com/2j5xog8yk5xm/chushou/,企业,一品,65分,总 60 次中标，交易总金额,￥27.79万,淄博嘉朵网络科技有限公司,,淘宝主图详情页,"￥800
            /起",小程序界面设计,"￥1899
            /起",APP界面设计,"￥1899
            /起",网页设计服务,"￥1899
            /起",,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【其他软件开发】超市pos+app开发,https://task.epwk.com/1006893/,1200人,2人,2万-5万元,圆满完成,,威链1PoFJ,超市進銷存結帳系統+手機端可用,2022-07-23,2023.07.07,任务编号：1006893,22000.0,"30天,30天","北京市-北京市-丰台区,山西省-太原市-万柏林区",慧联科技,https://shop.epwk.com/81n41qe8ynp6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他软件开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【小程序开发】开发旅行行程展示小程序,https://task.epwk.com/1006821/,1188人,11人,5000-10000元,圆满完成,,风速阁d8ABH,"1.开发小程序框架 
2.后台添加新卡片（包含文字标题、图片、地图定位信息、标签形式的文字、门票等细节文字）
3.后台制作行程（多个卡片排序、卡片间的文字信息）
4.可添加多个不同城市的行程（行程下的天数可选）",2022-07-23,2022.09.26,任务编号：1006821,5000.0,"20天,10天,20天,15天,20天,20天,30天,10天","北京市-北京市,山西省-运城市-盐湖区,山东省-淄博市,山西省-太原市,山东省-临沂市-河东区,北京市-北京市,北京市-北京市-丰台区,贵州省-贵阳市-息烽县",驿辰互联（北京）科技有限公司,https://shop.epwk.com/0jnekv2w4nv3/,驿辰互联（北京）科技有限公司,出售服务,https://shop.epwk.com/0jnekv2w4nv3/chushou/,企业,四品,44分,,,驿辰互联（北京）科技有限公司,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【软件UI设计】商城ui设计,https://task.epwk.com/1006601/,2058人,1人,1000元以内,圆满完成,,o5a47756f8256d,一个简单的多商户商城的ui设计,2022-07-21,2022.08.01,任务编号：1006601,800.0,3天,山东省-淄博市-张店区,淄博嘉朵网络科技有限公司,https://shop.epwk.com/2j5xog8yk5xm/,淄博嘉朵网络科技有限公司,出售服务,https://shop.epwk.com/2j5xog8yk5xm/chushou/,企业,一品,65分,总 60 次中标，交易总金额,￥27.79万,淄博嘉朵网络科技有限公司,,淘宝主图详情页,"￥800
            /起",小程序界面设计,"￥1899
            /起",APP界面设计,"￥1899
            /起",网页设计服务,"￥1899
            /起",,,,,,,,,,,软件UI设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【其他软件开发】做一个网站批量登陆程序,https://task.epwk.com/1006597/,371人,1人,1000元以内,圆满完成,,o5fd8****28140,批量登陆 过验证码 提取指定信息,2022-07-21,2022.07.22,任务编号：1006597,200.0,1天,辽宁省-大连市-中山区,企特约UYbq5,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他软件开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【小程序开发】物联网流量卡及设备管理平台,https://task.epwk.com/1006231/,479人,1人,2万-5万元,圆满完成,,o5fba71af10ebf,开发一个物联网流量卡管理平台，分为管理后台和小程序，要熟悉三大运营商的业务，知道如何对接运营商技术的，无经验勿扰！,2022-07-19,2022.07.19,任务编号：1006231,20000.0,20天,湖南省-长沙市-岳麓区,湖南三行云智信息科技有限公司,https://shop.epwk.com/89dvgg2p4dl2/,湖南三行云智信息科技有限公司,出售服务,https://shop.epwk.com/89dvgg2p4dl2/chushou/,企业,一品,53分,总 128 次中标，交易总金额,￥402.04万,湖南三行云智信息科技有限公司,,区块链DAPP开发,"￥9999
            /起",企业网站定制开发,"￥2000
            /起",金融类APP订制开发,"￥50000
            /起",APP个性订制开发,"￥50000
            /起",医疗类 微信/APP 开发,"￥20000
            /起",三级分销-微信商城(接入微信支付/多方快递系统),"￥20000
            /套",B2B电商平台,"￥50000
            /套",读书公众号,"￥2000
            /套",VIS品牌形象设计,"￥2000
            /起",小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【APP开发】关联人的安卓手机app里反复出现呼叫人的呼叫声,https://task.epwk.com/1006205/,475人,2人,3000-5000元,圆满完成,,拉8网,我们有一款生活服务app需要增加一个功能：关联人的安卓手机app里反复出现紧急呼救人的呼叫声（前端语言：java），参考软件：手机原装的紧急呼救,2022-07-19,2022.07.22,任务编号：1006205,3000.0,"2天,15天","北京市-北京市,山东省-烟台市",和若科技,https://shop.epwk.com/0jnekv2lynv3/,和若科技,出售服务,https://shop.epwk.com/0jnekv2lynv3/chushou/,企业,三品,42分,,,和若科技,,手机/PC等多端APP软件开发,"￥2000
            /日",后台服务开发,"￥2000
            /日",小程序开发服务,"￥1500
            /日",VR游戏，课件等开发,"￥2000
            /日",,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【其他网站】内部发布订单，结算，接受文件网站开发,https://task.epwk.com/1005538/,581人,2人,3000-5000元,圆满完成,,金进门,现需要建设一个可以接收，发布订单、统计工资、接收文件网站,2022-07-15,2022.07.29,任务编号：1005538,3600.0,10天,贵州省-贵阳市-息烽县,晴儿科技,https://shop.epwk.com/09drj14y353w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他网站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【小程序开发】新媒体运营小程序开发（已确定合作者）,https://task.epwk.com/1005487/,424人,1人,5000-10000元,圆满完成,,k4931****93,项目：新媒体运营小程序开发（已确定合作者）称呼：夏先生地区: 长春，服务商地域不限需求: 用户上传自己唱的歌到系统，并填写个人信息， 系统可以运营推广，后台可以导出个人信息的数据预算: 看服务商报价时间：下周要开发完成备注：微信是手机号,2022-07-14,2022.07.25,任务编号：1005487,5000.0,7天,吉林省-长春市,明为科技,https://shop.epwk.com/p05qj8goodev/,明为科技,出售服务,https://shop.epwk.com/p05qj8goodev/chushou/,企业,四品,74分,总 2 次中标，交易总金额,￥3.33万,明为科技,,(B2B2C)多商户商城产品,"￥45000
            /次",法律咨询服务APP产品,"￥20000
            /年",互联网医院APP产品,"￥20000
            /套",微信/头条/支付宝/百度小程序定制开发,"￥10000
            /起",微信公众平台搭建/搭建公众号/搭建服务号,"￥3000
            /起",投入品管理平台,价格面议,养殖数字化服务平台,价格面议,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【模板建站】企业信息展示网站开发,https://task.epwk.com/1005413/,1895人,1人,1000元以内,圆满完成,,Deep_Web,找一个看起大气一点的模板，帮忙改一个企业信息展示用的基础功能网站。要求很简单，主要就展示企业简介，企业文化，新闻动态这些就可以了，没有什么特殊需求。,2022-07-14,2022.07.23,任务编号：1005413,700.0,10天,湖北省-武汉市-江夏区,武汉尧轩科技有限公司,https://shop.epwk.com/0jnekv21ynv3/,武汉尧轩科技有限公司,出售服务,https://shop.epwk.com/0jnekv21ynv3/chushou/,企业,八品,41分,,,武汉尧轩科技有限公司,,,,,,,,,,,,,,,,,,,,模板建站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【APP开发】体育行业APP开发（第一笔费用）,https://task.epwk.com/1005378/,327人,1人,1万-2万元,圆满完成,,k4000****32,项目:体育行业APP开发称呼:李先生地区:重庆市需求: 体育行业APP开发，雇主比较外行，雇主可以提供参考的软件下载途径，登录账号密码，评估下相应功能，需要有客户端 ，后台，多端口混合开发，个人要做的，需要苹果和安卓端，预算:联系报价 注意：联系说一品威客小丽推荐，已谈好合作，按合同要求开发，合作愉快，勿扰,2022-07-14,2022.07.18,任务编号：1005378,15000.0,35天,北京市-北京市-朝阳区,华睿科技,https://shop.epwk.com/89dvg2lvzdl2/,华睿科技,出售服务,https://shop.epwk.com/89dvg2lvzdl2/chushou/,企业,五品,40分,,,华睿科技,,APP定制开发综合商城app生鲜配送app移动应用开发android应用开发,价格面议,IOS原生APP定制开发综合商城app生鲜配送app移动应用开发IOS应用开发,价格面议,金融APP定制开发综合商城app生鲜配送app移动应用开发IOS应用,价格面议,教育APP定制开发综合商城app生鲜配送app移动应用开发,价格面议,办公系统OA开发,价格面议,软件定制开发,价格面议,微信小程序定制开发微信开发微信公众号微信商城开发,价格面议,网站开发网站建设企业网站开发网站制作网站设计公司官网定制开发,价格面议,微信开发微信公众号微信商城开发微信小程序定制开发,价格面议,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【其他软件开发】开发简易的电脑小程序，输入数据显示图案,https://task.epwk.com/1005288/,565人,5人,1000-3000元,圆满完成,,戴沃达,要求    1：能够导入TXT或则excel数据    2：我提供显示图案的公式。    3：填入数字就能够显示图案,2022-07-13,2022.07.25,任务编号：1005288,2500.0,"10天,8天,7天,15天","北京市-北京市,四川省-自贡市,山西省-运城市-盐湖区,山东省-烟台市",北京万比邻科技,https://shop.epwk.com/89dvgxv0kdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他软件开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【小程序开发】外卖小程序开发,https://task.epwk.com/1005213/,397人,1人,3000-5000元,圆满完成,,威胜一筹KJEok,"类似于美团，但又跟美团不同，点餐APP+外卖，用于给小区下单，骑术计算方式不一样（骑手接单后可同时查看接附近小区的顺风单）。服务商有做过外卖小程序经验具体详谈搜索复制< iframe src="""">< /iframe>",2022-07-13,2022.09.13,任务编号：1005213,4500.0,7天,河南省-郑州市,码圈儿网络科技有限公司,https://shop.epwk.com/zqdplm0y9n1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【APP开发】商城项目制作,https://task.epwk.com/1005098/,342人,1人,5000-10000元,圆满完成,,o5fa0e663319ad,需要做一个电商项目，需要熟悉营销规则的开发人员，希望后续可以长久合作。,2022-07-12,2022.07.12,任务编号：1005098,6000.0,5天,湖南省-长沙市-岳麓区,湖南三行云智信息科技有限公司,https://shop.epwk.com/89dvgg2p4dl2/,湖南三行云智信息科技有限公司,出售服务,https://shop.epwk.com/89dvgg2p4dl2/chushou/,企业,一品,53分,总 128 次中标，交易总金额,￥402.04万,湖南三行云智信息科技有限公司,,区块链DAPP开发,"￥9999
            /起",企业网站定制开发,"￥2000
            /起",金融类APP订制开发,"￥50000
            /起",APP个性订制开发,"￥50000
            /起",医疗类 微信/APP 开发,"￥20000
            /起",三级分销-微信商城(接入微信支付/多方快递系统),"￥20000
            /套",B2B电商平台,"￥50000
            /套",读书公众号,"￥2000
            /套",VIS品牌形象设计,"￥2000
            /起",APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【网站二次开发】PHP+VUE网站升级二次开发,https://task.epwk.com/1004928/,582人,3人,1000-3000元,圆满完成,,金潞商2Nz8D,PHP+VUE网站升级二次开发,2022-07-12,2022.07.22,任务编号：1004928,1500.0,"3天,3天,10天","北京市-北京市-顺义区,山西省-运城市-盐湖区,河南省-洛阳市",驿辰互联（北京）科技有限公司,https://shop.epwk.com/0jnekv2w4nv3/,驿辰互联（北京）科技有限公司,出售服务,https://shop.epwk.com/0jnekv2w4nv3/chushou/,企业,四品,44分,,,驿辰互联（北京）科技有限公司,,,,,,,,,,,,,,,,,,,,网站二次开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【H5开发】预约安装程序开发,https://task.epwk.com/1004688/,1253人,14人,1000-3000元,圆满完成,,威火力UjuYd,一个二维码，扫描后填写信息提交，后台能查看信息。具体详谈。,2022-07-10,2022.08.24,任务编号：1004688,1000.0,"14天,2天,10天,3天,10天,10天,15天","河南省-洛阳市,山西省-运城市-盐湖区,山东省-淄博市-张店区,山西省-运城市-盐湖区,湖北省-武汉市,北京市-北京市-西城区,山东省-烟台市",洛阳蓝普网络技术有限公司,https://shop.epwk.com/v0n1x1mq257y/,洛阳蓝普网络技术有限公司,出售服务,https://shop.epwk.com/v0n1x1mq257y/chushou/,企业,一品,105分,总 388 次中标，交易总金额,￥199.47万,洛阳蓝普网络技术有限公司,,php项目定制开发,￥1000,微信小程序定制开发,"￥1000
            /件",,,,,,,,,,,,,,,H5开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【嵌入式软件】医疗APP蓝牙物联网开发,https://task.epwk.com/1004281/,684人,1人,2万-5万元,圆满完成,,o5fa0e663319ad,需要对串口、蓝牙协议熟悉的开发人员，目前需要解决疑难问题后继续后续的长久合作,2022-07-07,2022.07.07,任务编号：1004281,38000.0,10天,湖南省-长沙市-岳麓区,湖南三行云智信息科技有限公司,https://shop.epwk.com/89dvgg2p4dl2/,湖南三行云智信息科技有限公司,出售服务,https://shop.epwk.com/89dvgg2p4dl2/chushou/,企业,一品,53分,总 128 次中标，交易总金额,￥402.04万,湖南三行云智信息科技有限公司,,区块链DAPP开发,"￥9999
            /起",企业网站定制开发,"￥2000
            /起",金融类APP订制开发,"￥50000
            /起",APP个性订制开发,"￥50000
            /起",医疗类 微信/APP 开发,"￥20000
            /起",三级分销-微信商城(接入微信支付/多方快递系统),"￥20000
            /套",B2B电商平台,"￥50000
            /套",读书公众号,"￥2000
            /套",VIS品牌形象设计,"￥2000
            /起",嵌入式软件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【网站UI设计】需要设计首页，有品牌设计经验联系,https://task.epwk.com/1003611/,36926人,3人,1000元以内,圆满完成,,o5fe15a7ca109e,需要设计网站首页，比稿之后，全部设计工作都由供应商完成，先做首页报价也按照首页的报价。出两个版，两种风格。,2022-07-04,2023.03.14,任务编号：1003611,500.0,"3天,1天,2天","广东省-广州市,四川省-自贡市,山东省-淄博市",爱设计｜品牌视觉设计有限公司,https://shop.epwk.com/mod04xygl5yv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网站UI设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【响应式网站】软件行业官网制作,https://task.epwk.com/1003541/,655人,3人,3000-5000元,圆满完成,,友森联创,要求1、pc网站搭建2、网站自适应移动端3、网址支持修改以及二次开发可以提供参照样例。预算有限,2022-07-04,2022.07.18,任务编号：1003541,3000.0,"10天,20天","四川省-自贡市,山西省-太原市",黑羽网络-网站微信小程序开发,https://shop.epwk.com/p05qjzggrdev/,黑羽网络-网站微信小程序开发,出售服务,https://shop.epwk.com/p05qjzggrdev/chushou/,企业,二品,119分,总 58 次中标，交易总金额,￥10.1万,黑羽网络-网站微信小程序开发,,【设计师一对一】高端LOGO设计 高档定制 LOGO定制设计,"￥1
            /起",【黑羽网络】小程序开发/定制开发/手机网站/微信公众号开发,"￥1
            /起",微信公众号/小程序/H5定制开发/电脑端PC/移动端手机网站,"￥1
            /起",【黑羽网络】量身设计/KV设计/LOGO设计/海报设计/设计,"￥1
            /起",【黑羽网络】网站建设/网页设计/UI设计/页面设计,"￥1
            /起",【企业站专场】网站建设 网站制作 豪华企业网站所有栏目首页,"￥1
            /起",【黑羽网络】HTML5网站建设/量身设计/企业网站/黑羽网络,"￥1
            /详谈",【企业站专场】网站建设PC站送手机微信站 买一送二进行中,"￥1
            /详谈",微信公众号小程序H5定制开发电脑端PC移动端手机网站APP,价格面议,响应式网站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【微信开发】类似微信截图小程序开发,https://task.epwk.com/1002951/,2345人,7人,3000-5000元,圆满完成,,威火力WholL,小程序链接发出来，类似微信聊天，截图的，具体v聊,2022-06-29,2022.07.08,任务编号：1002951,4000.0,"15天,7天,15天,15天","山西省-太原市,山西省-运城市-盐湖区,北京市-北京市-西城区,山东省-烟台市",约瑟网络,https://shop.epwk.com/v0n1x46ox57y/,约瑟网络,出售服务,https://shop.epwk.com/v0n1x46ox57y/chushou/,企业,二品,85分,,,约瑟网络,,单片机开发定制FPGA智能硬件电子产品嵌入式设计电路原理图,"￥1000
            /起",微信公众号/小程序开发/餐饮/拼团/推广/跑腿/商城/分销/,"￥1000
            /起",微信小程序 同城餐饮生鲜外卖跑腿社区团购商城拼团分销系统定制,"￥1000
            /起",企业网站建设开发定制 前端开发 H5自适应网站 网页设计优化,"￥1000
            /起",APP开发同城餐饮跑腿外卖社区团购商城拼团分销系统定制,"￥1000
            /起",,,,,,,,,微信开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【小程序开发】小程序UI设计及页面开发,https://task.epwk.com/1003220/,3028人,15人,1000-3000元,圆满完成,,字节盒子,我们有一套小程序原型设计，需要UI设计和uniapp的页面开发，后端接口我们对接也可以，报价合理也可以全包。,2022-07-01,2022.07.28,任务编号：1003220,2000.0,"7天,10天,4天,5天,14天,1天,15天,13天","山东省-淄博市,北京市-北京市-海淀区,四川省-自贡市,山西省-运城市-盐湖区,河南省-洛阳市,辽宁省-沈阳市-东陵区,山东省-烟台市,广东省-珠海市-斗门区",子欧科技,https://shop.epwk.com/9w56eqv73dv1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【门户网站】仿一个网站开发,https://task.epwk.com/1002798/,844人,6人,1000元以内,圆满完成,,a8182****a,http://3.xvvsd.top/2/autocad/ 仿站 代价来 ，还有好多这种需求，没有接口 都是固定 数据。,2022-06-28,2022.06.29,任务编号：1002798,300.0,"2天,5天,15天","陕西省-西安市,山西省-运城市-盐湖区,河南省-洛阳市",老陆定制开发小程序\公众号\网站\APP,https://shop.epwk.com/zqdplm2j6n1v/,老陆定制开发小程序\公众号\网站\APP,出售服务,https://shop.epwk.com/zqdplm2j6n1v/chushou/,个人,九品,37分,,,老陆定制开发小程序\公众号\网站\APP,,,,,,,,,,,,,,,,,,,,门户网站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
【软件UI设计】儿童相机的UI设计,https://task.epwk.com/1002681/,306人,1人,1000元以内,圆满完成,,k8684****20,"项目:儿童相机的UI设计称呼:褚先生地区:广东省,东莞市需求:儿童相机的UI设计，雇主是工厂，要求有做过儿童相机的，比较擅长UI设计的服务商对接，不对口的勿扰，预算:联系报价 注意：联系说一品威客小丽推荐，",2022-06-28,2022.07.03,任务编号：1002681,320.0,3天,山东省-淄博市,淄博嘉朵网络科技有限公司,https://shop.epwk.com/2j5xog8yk5xm/,淄博嘉朵网络科技有限公司,出售服务,https://shop.epwk.com/2j5xog8yk5xm/chushou/,企业,一品,65分,总 60 次中标，交易总金额,￥27.79万,淄博嘉朵网络科技有限公司,,淘宝主图详情页,"￥800
            /起",小程序界面设计,"￥1899
            /起",APP界面设计,"￥1899
            /起",网页设计服务,"￥1899
            /起",,,,,,,,,,,软件UI设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022
