标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,Unnamed: 12,Unnamed: 13,Unnamed: 14,知识
【包装设计】瓶贴和对应包装盒设计,https://task.epwk.com/468681/,542人,1人,¥500,圆满完成,https://task.epwk.com/page2366.html?m=6&o=7,瓶贴和对应包装盒设计,直接雇佣￥ 500,￥ 500,任务编号：468681,2000-2900.csv,,,,"瓶贴设计, 包装盒设计"
【网站UI设计】一款充电宝的详情页设计,https://task.epwk.com/468685/,429人,1人,¥900,圆满完成,https://task.epwk.com/page2366.html?m=6&o=7,一款充电宝的详情页设计,直接雇佣￥ 900,￥ 900,任务编号：468685,2000-2900.csv,,,,"充电宝, 详情页设计"
【旅游服务】微商城,https://task.epwk.com/468687/,541人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2366.html?m=6&o=7,微商城,直接雇佣￥ 5000,￥ 5000,任务编号：468687,2000-2900.csv,,,,微商城
【企业官网】综合大型网站开发三期,https://task.epwk.com/468689/,94人,1人,"¥13,000",圆满完成,https://task.epwk.com/page2366.html?m=6&o=7,综合大型网站开发三期,直接雇佣￥ 13000,￥ 13000,任务编号：468689,2000-2900.csv,,,,"大型网站开发, 三期项目"
【网站UI设计】小象英语官方设计改版,https://task.epwk.com/468698/,321人,1人,"¥3,500",圆满完成,https://task.epwk.com/page2366.html?m=6&o=7,小象英语官方设计改版,直接雇佣￥ 3500,￥ 3500,任务编号：468698,2000-2900.csv,,,,"小象英语, 官方设计, 改版"
【企业官网】二手车网站开发,https://task.epwk.com/468699/,117人,1人,"¥23,000",圆满完成,https://task.epwk.com/page2366.html?m=6&o=7,二手车网站开发,直接雇佣￥ 23000,￥ 23000,任务编号：468699,2000-2900.csv,,,,"二手车网站, 网站开发"
【PPT设计】杭州宏大公寓策划方案,https://task.epwk.com/468702/,529人,1人,"¥18,000",圆满完成,https://task.epwk.com/page2366.html?m=6&o=7,杭州宏大公寓策划方案,直接雇佣￥ 18000,￥ 18000,任务编号：468702,2000-2900.csv,,,,"杭州宏大公寓, 策划方案, 公寓设计"
【横幅设计】地产围挡设计,https://task.epwk.com/468703/,876人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2366.html?m=6&o=7,地产围挡设计,直接雇佣￥ 50000,￥ 50000,任务编号：468703,2000-2900.csv,,,,"地产围挡, 设计"
【宣传册设计】产品宣传册,https://task.epwk.com/468706/,521人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2366.html?m=6&o=7,产品宣传册,直接雇佣￥ 50000,￥ 50000,任务编号：468706,2000-2900.csv,,,,"产品宣传册, 宣传册设计, 产品推广"
【背景墙设计】化妆品店形象升级,https://task.epwk.com/468708/,976人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2366.html?m=6&o=7,化妆品店形象升级,直接雇佣￥ 50000,￥ 50000,任务编号：468708,2000-2900.csv,,,,"化妆品店, 形象设计, 升级"
【VI设计】深圳思玛德科技品牌标志及简单VI设计,https://task.epwk.com/468711/,312人,1人,"¥8,888",圆满完成,https://task.epwk.com/page2366.html?m=6&o=7,深圳思玛德科技品牌标志及简单VI设计,直接雇佣￥ 8888,￥ 8888,任务编号：468711,2000-2900.csv,,,,"品牌标志, VI设计, 科技"
【小程序开发】企业内部财务系统软件开发,https://task.epwk.com/468712/,242人,1人,"¥30,000",圆满完成,https://task.epwk.com/page2366.html?m=6&o=7,企业内部财务系统软件开发,直接雇佣￥ 30000,￥ 30000,任务编号：468712,2000-2900.csv,,,,"企业内部财务系统, 软件开发"
【VI设计】3款外贸出口产品内外包装设计,https://task.epwk.com/468716/,206人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2366.html?m=6&o=7,3款外贸出口产品内外包装设计,直接雇佣￥ 5000,￥ 5000,任务编号：468716,2000-2900.csv,,,,"外贸出口产品, 包装设计, 内外包装"
【小程序开发】足浴会员系统开发,https://task.epwk.com/468717/,261人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2366.html?m=6&o=7,足浴会员系统开发,直接雇佣￥ 50000,￥ 50000,任务编号：468717,2000-2900.csv,,,,"足浴, 会员系统, 系统开发"
【包装设计】密封胶包装设计,https://task.epwk.com/468723/,361人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2366.html?m=6&o=7,密封胶包装设计,直接雇佣￥ 5000,￥ 5000,任务编号：468723,2000-2900.csv,,,,"密封胶, 包装设计"
【微信开发】微信服务号开发,https://task.epwk.com/468727/,460人,1人,"¥2,800",圆满完成,https://task.epwk.com/page2366.html?m=6&o=7,微信服务号开发,直接雇佣￥ 2800,￥ 2800,任务编号：468727,2000-2900.csv,,,,"微信服务号, 开发"
【包装设计】产品包装设计，面膜,https://task.epwk.com/468728/,334人,1人,¥300,圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,产品包装设计，面膜,直接雇佣￥ 300,￥ 300,任务编号：468728,2000-2900.csv,,,,"产品包装, 面膜设计"
三网网站制定  手机网站-PC端-微信端,https://task.epwk.com/468730/,94人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,三网网站制定  手机网站-PC端-微信端,直接雇佣￥ 5000,￥ 5000,任务编号：468730,2000-2900.csv,,,,"三网网站, 手机网站, 微信端"
有机蔬菜公众号开发,https://task.epwk.com/468731/,207人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,有机蔬菜公众号开发,直接雇佣￥ 40000,￥ 40000,任务编号：468731,2000-2900.csv,,,,"有机蔬菜, 微信公众号"
Socket通信模块开发,https://task.epwk.com/468732/,175人,1人,"¥12,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,Socket通信模块开发,直接雇佣￥ 12000,￥ 12000,任务编号：468732,2000-2900.csv,,,,Socket通信
新闻类实时资讯app源码,https://task.epwk.com/468741/,144人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,新闻类实时资讯app源码,直接雇佣￥ 50000,￥ 50000,任务编号：468741,2000-2900.csv,,,,"新闻资讯, 实时资讯, app源码"
广告,https://task.epwk.com/468742/,86人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,广告,直接雇佣￥ 5000,￥ 5000,任务编号：468742,2000-2900.csv,,,,广告
广告,https://task.epwk.com/468744/,62人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,广告,直接雇佣￥ 5000,￥ 5000,任务编号：468744,2000-2900.csv,,,,广告
【其他软件开发】手机app,https://task.epwk.com/468745/,369人,1人,"¥4,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,手机app,直接雇佣￥ 4000,￥ 4000,任务编号：468745,2000-2900.csv,,,,"手机应用, app设计"
【其他软件开发】直播软件,https://task.epwk.com/468746/,323人,1人,"¥4,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,直播软件,直接雇佣￥ 4000,￥ 4000,任务编号：468746,2000-2900.csv,,,,直播软件
【其他软件开发】团购,https://task.epwk.com/468753/,214人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,团购,直接雇佣￥ 5000,￥ 5000,任务编号：468753,2000-2900.csv,,,,团购
【其他软件开发】团购,https://task.epwk.com/468755/,246人,1人,"¥5,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,团购,直接雇佣￥ 5000,￥ 5000,任务编号：468755,2000-2900.csv,,,,团购
【其他软件开发】手机app,https://task.epwk.com/468756/,280人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,手机app,直接雇佣￥ 3000,￥ 3000,任务编号：468756,2000-2900.csv,,,,"手机应用, app设计"
【其他软件开发】企业网站,https://task.epwk.com/468757/,247人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,企业网站,直接雇佣￥ 3000,￥ 3000,任务编号：468757,2000-2900.csv,,,,"企业网站, 网站设计"
【小程序开发】app开发,https://task.epwk.com/468758/,262人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,app开发,直接雇佣￥ 50000,￥ 50000,任务编号：468758,2000-2900.csv,,,,app开发
【APP开发】教育APP开发,https://task.epwk.com/468766/,188人,1人,"¥49,999",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,教育APP开发,直接雇佣￥ 49999,￥ 49999,任务编号：468766,2000-2900.csv,,,,"教育APP, 开发"
【APP开发】教育APP开发,https://task.epwk.com/468767/,151人,1人,"¥49,999",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,教育APP开发,直接雇佣￥ 49999,￥ 49999,任务编号：468767,2000-2900.csv,,,,"教育APP, APP开发"
【微信开发】微信公众号开发,https://task.epwk.com/468768/,181人,1人,"¥12,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,微信公众号开发,直接雇佣￥ 12000,￥ 12000,任务编号：468768,2000-2900.csv,,,,"微信公众号, 开发"
【微信开发】直销APP系统+网站一期,https://task.epwk.com/468771/,456人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,直销APP系统+网站一期,直接雇佣￥ 40000,￥ 40000,任务编号：468771,2000-2900.csv,,,,"直销APP, 系统开发, 网站开发"
【小程序开发】程序功能开发一期,https://task.epwk.com/468772/,207人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,程序功能开发一期,直接雇佣￥ 50000,￥ 50000,任务编号：468772,2000-2900.csv,,,,"程序功能, 开发, 一期"
【小程序开发】程序功能开发二期,https://task.epwk.com/468773/,362人,1人,"¥43,146",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,程序功能开发二期,直接雇佣￥ 43146,￥ 43146,任务编号：468773,2000-2900.csv,,,,"程序功能, 开发, 二期"
【微信开发】直销APP系统+网站二期,https://task.epwk.com/468774/,234人,1人,"¥43,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,直销APP系统+网站二期,直接雇佣￥ 43000,￥ 43000,任务编号：468774,2000-2900.csv,,,,"直销APP, 系统开发, 网站开发"
【微信开发】电商APP开发一期,https://task.epwk.com/468775/,295人,1人,"¥14,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,电商APP开发一期,直接雇佣￥ 14000,￥ 14000,任务编号：468775,2000-2900.csv,,,,"电商APP, 开发, 一期"
【LOGO设计】企业LOGO及VI设计,https://task.epwk.com/468777/,271人,1人,"¥20,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,企业LOGO及VI设计,直接雇佣￥ 20000,￥ 20000,任务编号：468777,2000-2900.csv,,,,"企业LOGO, VI设计"
【OA系统】办公室系统开发一期,https://task.epwk.com/468779/,1545人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,办公室系统开发一期,直接雇佣￥ 50000,￥ 50000,任务编号：468779,2000-2900.csv,,,,"办公室系统, 系统开发"
【OA系统】办公室系统开发二期,https://task.epwk.com/468780/,1511人,1人,"¥1,953",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,办公室系统开发二期,直接雇佣￥ 1953,￥ 1953,任务编号：468780,2000-2900.csv,,,,"办公室系统, 系统开发, 二期"
【VI设计】餐饮vi 海报宣传,https://task.epwk.com/468787/,178人,1人,"¥6,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,餐饮vi 海报宣传,直接雇佣￥ 6000,￥ 6000,任务编号：468787,2000-2900.csv,,,,"餐饮vi, 海报设计, 宣传"
【产品外观设计】手表外观设计,https://task.epwk.com/468789/,1405人,1人,"¥5,100",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,手表外观设计,直接雇佣￥ 5100,￥ 5100,任务编号：468789,2000-2900.csv,,,,"手表外观, 设计"
【LOGO设计】机械标志设计,https://task.epwk.com/468798/,179人,1人,¥500,圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,机械标志设计,直接雇佣￥ 500,￥ 500,任务编号：468798,2000-2900.csv,,,,"机械标志, 设计"
【企业官网】网站建设,https://task.epwk.com/468810/,230人,1人,"¥4,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,网站建设,直接雇佣￥ 4000,￥ 4000,任务编号：468810,2000-2900.csv,,,,网站建设
【APP开发】功能强化微信开发,https://task.epwk.com/468811/,277人,1人,"¥41,000",圆满完成,https://task.epwk.com/page2365.html?m=6&o=7,功能强化微信开发,直接雇佣￥ 41000,￥ 41000,任务编号：468811,2000-2900.csv,,,,"功能强化, 微信开发"
【企业官网】网站开发,https://task.epwk.com/468812/,219人,1人,"¥39,820",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,网站开发,直接雇佣￥ 39820,￥ 39820,任务编号：468812,2000-2900.csv,,,,网站开发
【产品外观设计】工业产品外观设计,https://task.epwk.com/468813/,1513人,1人,"¥17,851",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,工业产品外观设计,直接雇佣￥ 17851,￥ 17851,任务编号：468813,2000-2900.csv,,,,"工业产品, 外观设计"
【店铺厂房】主题桌游装修设计,https://task.epwk.com/468814/,578人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,主题桌游装修设计,直接雇佣￥ 50000,￥ 50000,任务编号：468814,2000-2900.csv,,,,"主题桌游, 装修设计"
【店铺厂房】密室逃脱方案设计,https://task.epwk.com/468815/,1758人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,密室逃脱方案设计,直接雇佣￥ 50000,￥ 50000,任务编号：468815,2000-2900.csv,,,,"密室逃脱, 方案设计"
【别墅设计】洱海别墅设计,https://task.epwk.com/468817/,431人,1人,"¥22,284",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,洱海别墅设计,直接雇佣￥ 22284,￥ 22284,任务编号：468817,2000-2900.csv,,,,"洱海别墅, 设计"
【企业官网】北京微分销平台开发,https://task.epwk.com/468824/,164人,1人,"¥49,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,北京微分销平台开发,直接雇佣￥ 49000,￥ 49000,任务编号：468824,2000-2900.csv,,,,"微分销, 平台开发"
茉莉花茶内外包装，2款,https://task.epwk.com/468827/,114人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,茉莉花茶内外包装，2款,直接雇佣￥ 3000,￥ 3000,任务编号：468827,2000-2900.csv,,,,"茉莉花茶, 包装设计, 两款"
云闽天下网站源码,https://task.epwk.com/468828/,140人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,云闽天下网站源码,直接雇佣￥ 50000,￥ 50000,任务编号：468828,2000-2900.csv,,,,"云闽天下, 网站源码"
普洱茶内包装，2款,https://task.epwk.com/468829/,170人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,普洱茶内包装，2款,直接雇佣￥ 3000,￥ 3000,任务编号：468829,2000-2900.csv,,,,"普洱茶, 内包装, 2款"
黑茶内外包装，2款,https://task.epwk.com/468830/,75人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,黑茶内外包装，2款,直接雇佣￥ 3000,￥ 3000,任务编号：468830,2000-2900.csv,,,,"黑茶, 包装, 两款"
股票交易app源码,https://task.epwk.com/468833/,669人,1人,"¥49,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,股票交易app源码,直接雇佣￥ 49000,￥ 49000,任务编号：468833,2000-2900.csv,,,,"股票交易, app源码"
【微信开发】微信商城开发,https://task.epwk.com/468834/,189人,1人,"¥22,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,微信商城开发,直接雇佣￥ 22000,￥ 22000,任务编号：468834,2000-2900.csv,,,,"微信商城, 开发"
【企业官网】做一个点卡游戏卡回收的网站,https://task.epwk.com/468838/,385人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,做一个点卡游戏卡回收的网站,直接雇佣￥ 3000,￥ 3000,任务编号：468838,2000-2900.csv,,,,"点卡游戏, 卡回收, 网站"
电子政务平台功能点开发,https://task.epwk.com/468853/,132人,1人,"¥4,500",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,电子政务平台功能点开发,直接雇佣￥ 4500,￥ 4500,任务编号：468853,2000-2900.csv,,,,"电子政务, 平台功能, 功能点开发"
【印刷出版】海报印刷,https://task.epwk.com/468856/,198人,1人,"¥7,500",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,海报印刷,直接雇佣￥ 7500,￥ 7500,任务编号：468856,2000-2900.csv,,,,"海报, 印刷"
【印刷出版】海报印刷,https://task.epwk.com/468858/,188人,1人,"¥7,500",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,海报印刷,直接雇佣￥ 7500,￥ 7500,任务编号：468858,2000-2900.csv,,,,"海报, 印刷"
【包装设计】小儿咳嗽药，内外包装设计,https://task.epwk.com/468861/,425人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,小儿咳嗽药，内外包装设计,直接雇佣￥ 3000,￥ 3000,任务编号：468861,2000-2900.csv,,,,"小儿咳嗽药, 包装设计, 内外包装"
【FLASH制作】2秒车载导航动画片头制作,https://task.epwk.com/468867/,598人,1人,¥425,圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,2秒车载导航动画片头制作,直接雇佣￥ 425,￥ 425,任务编号：468867,2000-2900.csv,,,,"车载导航, 动画片头, 制作"
噪声监测器材app源码,https://task.epwk.com/468873/,124人,1人,"¥48,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,噪声监测器材app源码,直接雇佣￥ 48000,￥ 48000,任务编号：468873,2000-2900.csv,,,,"噪声监测, 器材, app源码"
星晴航空公司LOGO设计,https://task.epwk.com/468875/,263人,1人,¥500,圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,星晴航空公司LOGO设计,直接雇佣￥ 500,￥ 500,任务编号：468875,2000-2900.csv,,,,"星晴航空公司, LOGO设计"
电子书阅读器APP源码,https://task.epwk.com/468876/,303人,1人,"¥48,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,电子书阅读器APP源码,直接雇佣￥ 48000,￥ 48000,任务编号：468876,2000-2900.csv,,,,"电子书阅读器, APP源码"
青樾LOGO设计,https://task.epwk.com/468877/,118人,1人,"¥40,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,青樾LOGO设计,直接雇佣￥ 40000,￥ 40000,任务编号：468877,2000-2900.csv,,,,"青樾, LOGO设计"
农村电商LOGO设计,https://task.epwk.com/468879/,140人,1人,¥500,圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,农村电商LOGO设计,直接雇佣￥ 500,￥ 500,任务编号：468879,2000-2900.csv,,,,"农村电商, LOGO设计"
社交app源码,https://task.epwk.com/468880/,112人,1人,"¥50,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,社交app源码,直接雇佣￥ 50000,￥ 50000,任务编号：468880,2000-2900.csv,,,,"社交app, 源码"
【OA系统】物流系统开发,https://task.epwk.com/468884/,1429人,1人,"¥48,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,物流系统开发,直接雇佣￥ 48000,￥ 48000,任务编号：468884,2000-2900.csv,,,,"物流系统, 开发"
【APP开发】物流APP开发,https://task.epwk.com/468885/,188人,1人,"¥45,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,物流APP开发,直接雇佣￥ 45000,￥ 45000,任务编号：468885,2000-2900.csv,,,,"物流APP, 开发"
咖啡厅app源码,https://task.epwk.com/468886/,121人,1人,"¥45,000",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,咖啡厅app源码,直接雇佣￥ 45000,￥ 45000,任务编号：468886,2000-2900.csv,,,,"咖啡厅, app源码"
【微信开发】物流微信开发,https://task.epwk.com/468887/,288人,1人,"¥47,800",圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,物流微信开发,直接雇佣￥ 47800,￥ 47800,任务编号：468887,2000-2900.csv,,,,"物流, 微信公众号"
甜品店logo设计,https://task.epwk.com/468889/,492人,1人,¥500,圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,甜品店logo设计,直接雇佣￥ 500,￥ 500,任务编号：468889,2000-2900.csv,,,,"甜品店, logo设计"
【产品推广】新浪博客发布，带链接带图片,https://task.epwk.com/468890/,340人,1人,¥100,圆满完成,https://task.epwk.com/page2364.html?m=6&o=7,新浪博客发布，带链接带图片,直接雇佣￥ 100,￥ 100,任务编号：468890,2000-2900.csv,,,,"新浪博客, 链接, 图片"
【产品推广】新浪微博博文转发点赞,https://task.epwk.com/468891/,700人,1人,¥150,圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,新浪微博博文转发点赞,直接雇佣￥ 150,￥ 150,任务编号：468891,2000-2900.csv,,,,"微博博文, 转发, 点赞"
爱妈妈logo设计,https://task.epwk.com/468892/,81人,1人,"¥1,500",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,爱妈妈logo设计,直接雇佣￥ 1500,￥ 1500,任务编号：468892,2000-2900.csv,,,,"爱妈妈, logo设计"
【海报设计】宣传海报设计,https://task.epwk.com/468898/,302人,1人,"¥15,000",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,宣传海报设计,直接雇佣￥ 15000,￥ 15000,任务编号：468898,2000-2900.csv,,,,"宣传海报, 设计"
【创意短视频】视频动画制作,https://task.epwk.com/468905/,330人,1人,"¥1,000",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,视频动画制作,直接雇佣￥ 1000,￥ 1000,任务编号：468905,2000-2900.csv,,,,"视频动画, 制作"
【企业官网】企业门户形象建站，具有完整的门户功能：首页+新闻+产品,https://task.epwk.com/468906/,312人,1人,¥990,圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,企业门户形象建站，具有完整的门户功能：首页+新闻+产品,直接雇佣￥ 990,￥ 990,任务编号：468906,2000-2900.csv,,,,"企业门户, 门户功能, 首页, 新闻, 产品"
【企业官网】豪华定制网站 定制特别功能，HTML5制作，浏览器+平板+手机,https://task.epwk.com/468907/,137人,1人,"¥3,600",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,豪华定制网站 定制特别功能，HTML5制作，浏览器+平板+手机,直接雇佣￥ 3600,￥ 3600,任务编号：468907,2000-2900.csv,,,,"豪华定制网站, 特别功能, HTML5制作, 浏览器, 平板, 手机"
【企业官网】电商网站  B2C/B2B2C  PC/微信/App,https://task.epwk.com/468910/,279人,1人,"¥2,500",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,电商网站  B2C/B2B2C  PC/微信/App,直接雇佣￥ 2500,￥ 2500,任务编号：468910,2000-2900.csv,,,,"电商网站, B2C, B2B2C, PC, 微信, App"
【广告片/MV】小人物宣传视频,https://task.epwk.com/468917/,464人,1人,"¥21,310",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,小人物宣传视频,直接雇佣￥ 21310,￥ 21310,任务编号：468917,2000-2900.csv,,,,"小人物, 宣传视频"
【宣传册设计】春节系列画册,https://task.epwk.com/468921/,256人,1人,"¥49,999",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,春节系列画册,直接雇佣￥ 49999,￥ 49999,任务编号：468921,2000-2900.csv,,,,"春节画册, 系列设计"
【VI设计】餐饮连锁企业整体VI,https://task.epwk.com/468922/,209人,1人,"¥49,998",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,餐饮连锁企业整体VI,直接雇佣￥ 49998,￥ 49998,任务编号：468922,2000-2900.csv,,,,"餐饮连锁, VI设计, 企业形象"
【VI设计】互联网金融VI整体方案,https://task.epwk.com/468924/,185人,1人,"¥49,997",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,互联网金融VI整体方案,直接雇佣￥ 49997,￥ 49997,任务编号：468924,2000-2900.csv,,,,"互联网金融, VI设计, 整体方案"
【宣传册设计】国际酒店系列画册,https://task.epwk.com/468925/,206人,1人,"¥14,326",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,国际酒店系列画册,直接雇佣￥ 14326,￥ 14326,任务编号：468925,2000-2900.csv,,,,"国际酒店, 画册设计"
【企业官网】企业门户形象建站，具有完整的门户功能：首页+新闻+产品,https://task.epwk.com/468927/,239人,1人,¥990,圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,企业门户形象建站，具有完整的门户功能：首页+新闻+产品,直接雇佣￥ 990,￥ 990,任务编号：468927,2000-2900.csv,,,,"企业门户, 门户功能, 首页, 新闻, 产品"
【企业官网】高端定制门户 功能丰富，HTML5制作，支持：浏览器+平板+手机,https://task.epwk.com/468928/,251人,1人,"¥1,600",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,高端定制门户 功能丰富，HTML5制作，支持：浏览器+平板+手机,直接雇佣￥ 1600,￥ 1600,任务编号：468928,2000-2900.csv,,,,"高端定制门户, HTML5制作, 浏览器兼容, 平板兼容, 手机兼容"
【企业官网】豪华定制网站 定制特别功能，HTML5制作，浏览器+平板+手机,https://task.epwk.com/468929/,132人,1人,"¥3,600",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,豪华定制网站 定制特别功能，HTML5制作，浏览器+平板+手机,直接雇佣￥ 3600,￥ 3600,任务编号：468929,2000-2900.csv,,,,"豪华定制网站, 特别功能, HTML5制作, 浏览器, 平板, 手机"
【企业官网】电商网站  B2C/B2B2C  PC/微信/App,https://task.epwk.com/468930/,162人,1人,"¥5,500",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,电商网站  B2C/B2B2C  PC/微信/App,直接雇佣￥ 5500,￥ 5500,任务编号：468930,2000-2900.csv,,,,"电商网站, B2C, B2B2C, PC, 微信, App"
【电商网站】电商网站  B2C/B2B2C  PC/微信/App,https://task.epwk.com/468931/,330人,1人,"¥3,000",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,电商网站  B2C/B2B2C  PC/微信/App,直接雇佣￥ 3000,￥ 3000,任务编号：468931,2000-2900.csv,,,,"电商网站, B2C, B2B2C, PC, 微信, App"
【电商网站】豪华定制网站 定制特别功能，HTML5制作，浏览器+平板+手机,https://task.epwk.com/468933/,197人,1人,"¥2,500",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,豪华定制网站 定制特别功能，HTML5制作，浏览器+平板+手机,直接雇佣￥ 2500,￥ 2500,任务编号：468933,2000-2900.csv,,,,"豪华定制网站, 特别功能, HTML5制作, 浏览器, 平板, 手机"
【电商网站】高端定制门户 功能丰富，HTML5制作，支持：浏览器+平板+手机,https://task.epwk.com/468934/,332人,1人,"¥1,500",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,高端定制门户 功能丰富，HTML5制作，支持：浏览器+平板+手机,直接雇佣￥ 1500,￥ 1500,任务编号：468934,2000-2900.csv,,,,"高端定制门户, HTML5制作, 浏览器兼容, 平板兼容, 手机兼容"
【电商网站】企业门户形象建站，具有完整的门户功能：首页+新闻+产品,https://task.epwk.com/468935/,684人,1人,¥990,圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,企业门户形象建站，具有完整的门户功能：首页+新闻+产品,直接雇佣￥ 990,￥ 990,任务编号：468935,2000-2900.csv,,,,"企业门户, 门户功能, 首页, 新闻, 产品"
【影视拍摄】聚会摄影摄像,https://task.epwk.com/468939/,452人,1人,"¥32,000",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,聚会摄影摄像,直接雇佣￥ 32000,￥ 32000,任务编号：468939,2000-2900.csv,,,,"聚会摄影, 摄影摄像"
【APP开发】艾迪水壶产品供应数据查询iOS app,https://task.epwk.com/468942/,225人,1人,"¥18,100",圆满完成,https://task.epwk.com/page2363.html?m=6&o=7,艾迪水壶产品供应数据查询iOS app,直接雇佣￥ 18100,￥ 18100,任务编号：468942,2000-2900.csv,,,,"艾迪水壶, 产品供应, 数据查询, iOS app"
