标题,标题链接,查看数,参与数,需求价格,状态,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4
【包装设计】农产品包装设计,https://task.epwk.com/791094/,1061人,1人,1000元以内,圆满完成,k8393****13,项目：农产品包装设计称呼： 刘女士地区：吉林长春市需求：米类，豆类，菌类特产类包装设计，前期先做一款大米的包装，款式满意的话，可以合作后续的包装预算： 注意：微信是手机号  微信联系备注：一品威客WW【推广员任务】,2019.09.05,2019.09.18,任务编号：791094,￥500,3天,广东省-惠州市,两點设计工作室,https://shop.epwk.com/m7d7w9zwp5q8/,两點设计工作室,出售服务,https://shop.epwk.com/m7d7w9zwp5q8/chushou/,工作室,七品,37分,,,两點设计工作室,,电商详情页设计,"￥280
            /起",公司LOGO\班徽\招牌,"￥800
            /起",平面折页/三折宣传册设计,"￥140
            /起",平面海报传单设计,"￥80
            /件"
【LOGO设计】班徽专业设计,https://task.epwk.com/791028/,1533人,8人,1000元以内,圆满完成,o5d708646ccf19,"班徽专业设计预算：500以内知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2019.09.05,2019.09.05,任务编号：791028,"￥500,￥400,￥500,￥400,￥350,￥300","2天,3天,5天,3天,2天,3天","浙江省-杭州市-拱墅区,广东省-深圳市,山东省-烟台市,湖南省-衡阳市-蒸湘区,河南省-郑州市,广东省-深圳市",左艾右伊品牌设计,https://shop.epwk.com/0z5o4109onjq/,左艾右伊品牌设计,出售服务,https://shop.epwk.com/0z5o4109onjq/chushou/,企业,七品,60分,,,左艾右伊品牌设计,,包装设计,价格面议,网页设计,价格面议,海报招贴设计,价格面议,VI视觉识别系统设计,价格面议
【产品外观设计】电子产品外观的工业设计,https://task.epwk.com/790738/,2699人,1人,3000-5000元,圆满完成,o5d2be9b76ef3f,电子产品外观的工业设计：已谈好，合作愉快,2019.09.04,2019.10.26,任务编号：790738,￥4500,7天,广东省-深圳市,立桥产品设计,https://shop.epwk.com/v0n1x3kw057y/,立桥产品设计,出售服务,https://shop.epwk.com/v0n1x3kw057y/chushou/,企业,三品,40分,,,立桥产品设计,,外观结构电子设计,"￥1
            /套","复杂机械结构,机械传动设计","￥1
            /套",产品外观设计,价格面议,产品机械结构设计,价格面议
【LOGO设计】企业logo修改完善,https://task.epwk.com/790528/,723人,1人,1000元以内,圆满完成,k2142****05,冷链企业，现在有个图标需要找人修改完成，上午就要完成,2019.09.04,2019.09.04,任务编号：790528,￥200,1天,广东省-深圳市,47号设计工作室,https://shop.epwk.com/81n41mxm0np6/,,,,,,,,,,,,,,,,,,
【LOGO设计】餐饮店铺图标logo设计,https://task.epwk.com/790418/,838人,1人,1000元以内,圆满完成,k7649****30,餐饮店铺图标logo设计，用在美团上的，之前其他地方做的不满意（用了白色底，不显眼），不是很着急，预算200。加微信联系。,2019.09.03,2019.09.09,任务编号：790418,￥200,5天,广东省-东莞市-东莞市市辖区,幻之界工作室,https://shop.epwk.com/rp5z44rzjdx3/,,,,,,,,,,,,,,,,,,
【LOGO设计】急-猫头鹰商标设计,https://task.epwk.com/790314/,856人,9人,1000元以内,圆满完成,杭州天梭电梯,app，微信小程序商标设计商标名称：猫头鹰电梯管家商标样式：以猫头鹰为吉祥物，结合电梯管家属性。,2019.09.03,2019.09.23,任务编号：790314,"￥900,￥500,￥666,￥1000,￥800","3天,3天,3天,2天,5天","广东省-广州市-市辖区,广东省-深圳市,广东省-深圳市,上海市-市辖区-黄浦区,山东省-烟台市",一浅设计,https://shop.epwk.com/v0n1x6gx057y/,,,,,,,,,,,,,,,,,,
【海报设计】珠宝外墙海报设计5*7m,https://task.epwk.com/789981/,3601人,34人,1000元以内,圆满完成,o5d6aaa944b61b,珠宝品牌外墙海报设计,2019.09.02,2019.09.07,任务编号：789981,"￥588,￥500,￥500,￥999,￥400","4天,3天,3天,5天,2天","浙江省-杭州市,广东省-深圳市,福建省-泉州市,广东省-深圳市,上海市-市辖区-黄浦区",艺格品牌设计,https://shop.epwk.com/2j5jjy73z5pz/,,,,,,,,,,,,,,,,,,
【LOGO设计】酒品销售店铺logo设计,https://task.epwk.com/789931/,513人,1人,1000元以内,圆满完成,k1148****99,姓名：何先生   四川绵阳行业：酒品销售需求：logo设计，需要注册，后面还针对瓶子包装，外包装，酒标，VI 和门头等需要做设计，需要先看案例和报价是否合适工期：根据沟通预算：根据沟通注意： 不限,2019.09.02,2019.09.25,任务编号：789931,￥500,3天,山东省-淄博市,灵度文创品牌设计,https://shop.epwk.com/3gd2morjpner/,,,,,,,,,,,,,,,,,,
【海报设计】app的宣传图收益图制作,https://task.epwk.com/789905/,2386人,8人,1000元以内,圆满完成,o5bdf2686a81b4,app的宣传图收益图，需要几张  收益。以及宣传,2019.09.02,2019.09.12,任务编号：789905,"￥500,￥700,￥1000,￥1000,￥1000,￥500,￥800","3天,3天,25天,5天,5天,3天,4天","广东省-深圳市,广东省-深圳市,广东省-佛山市,广东省-珠海市,山东省-烟台市-芝罘区,北京市-北京市,四川省-成都市",FUC设计工作室,https://shop.epwk.com/81n41o30lnp6/,FUC设计工作室,出售服务,https://shop.epwk.com/81n41o30lnp6/chushou/,企业,六品,50分,,,FUC设计工作室,,详情页设计 保证满意！淘宝\天猫\东京\易购\亚马逊等,"￥588
            /价格详谈",网站设计 保证完成！影视\竞技\地产/餐饮/娱乐/学校/医院/服装/奢侈品/工程/互联网/科技/ 金融,"￥4999
            /价格详谈",海报设计 保证满意！影视\地产/餐饮/娱乐/学校/医院/服装/奢侈品/工程/互联网/科技/ 金融,"￥399
            /起",画册设计 保证满意！地产/餐饮/娱乐/学校/医院/服装/奢侈品/工程/互联网/科技/ 金融,"￥199
            /页"
【包装设计】简单包装设计,https://task.epwk.com/789200/,1854人,10人,1000元以内,圆满完成,o5d64a196ea534,名称：米酒（醪糟）              字体见下图商标：汇乐厂名：贵阳汇乐食品有限公司厂址：贵州贵阳市开阳县龙岗镇台湾产业园3期3号厂房3楼电话：15339518689规格：1＊24＊400g生产日期生产许可证编号：SC11552012110236三防标志包装外径 35.5＊31＊19.0cm总质量10.1kg具体需求双方沟通,2019.08.31,2019.09.12,任务编号：789200,"￥600,￥700,￥1000,￥300,￥600,￥800,￥800,￥999","2天,3天,25天,2天,3天,3天,5天,7天","辽宁省-沈阳市-铁西区,广东省-深圳市,广东省-佛山市,北京市-北京市-朝阳区,福建省-厦门市-思明区,湖南省-长沙市,四川省-成都市,广东省-深圳市",沈阳奥维广告传媒有限公司,https://shop.epwk.com/j7n38xoo25e1/,,,,,,,,,,,,,,,,,,
【名片设计】名片设计,https://task.epwk.com/788962/,1790人,1人,1000元以内,圆满完成,o5d67fd9f19900,名片设计，已经谈好，以实际沟通为准。,2019.08.30,2019.09.05,任务编号：788962,￥200,3天,广东省-深圳市,壹书苑品牌设计,https://shop.epwk.com/81n41y1yenp6/,,,,,,,,,,,,,,,,,,
【包装设计】收纳包设计,https://task.epwk.com/788219/,1986人,22人,1000元以内,圆满完成,o5d47c78a6cbab,根据具体的设计需求做出收纳包设计,2019.08.28,2019.09.05,任务编号：788219,"￥1000,￥800,￥1000,￥1000,￥1000,￥1000,￥1000","3天,3天,5天,7天,25天,5天,3天","山东省-青岛市,广东省-深圳市,北京市-北京市,广东省-深圳市-宝安区,广东省-佛山市,广东省-珠海市-市辖区,山东省-烟台市",新品设计,https://shop.epwk.com/2j5xo8e3x5xm/,新品设计,出售服务,https://shop.epwk.com/2j5xo8e3x5xm/chushou/,工作室,六品,40分,,,新品设计,,图案设计,价格面议,,,,,,
【包装设计】白酒包装设计,https://task.epwk.com/788123/,2307人,1人,1000-3000元,圆满完成,k3976****03,项目：包装设计姓名：付先生地区：广州需求：白酒包装设计，整套包装设计  广州跟佛山的都可以 要求提供案例跟报价 微信是手机注意：详谈预算：详谈,2019.08.28,2020.04.21,任务编号：788123,￥2000,5天,广东省-广州市-越秀区,雅致品牌管理公司 | 20年香港设计师公司,https://shop.epwk.com/m7d7w28jy5q8/,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【宣传册设计】学校宣传册买现成的模板,https://task.epwk.com/788049/,1043人,1人,1000元以内,圆满完成,k2122****86,叶先生  成都画册设计想要当地的设计师   项目：学校宣传册  需要做一个 画册 排版自己排版 需要买现成的模板  电子版的  让威客提供模板案例 直接加微信沟通  直接买现成的 。 1、培训机构需要做相册（画册）模版，2、画册设计风格以艺术教育为主，可以自己插入图片和修改文字，包括lougou。 已经谈好 按事先谈好的来 勿扰。,2019.08.28,2019.09.19,任务编号：788049,￥450,3天,陕西省-西安市-雁塔区,河南麒之麟网络科技有限公司,https://shop.epwk.com/09drjvmm353w/,,,,,,,,,,,,,,,,,,
【包装设计】咖啡速溶粉包颜色搭配,https://task.epwk.com/787999/,1074人,1人,1000元以内,圆满完成,k2335****64,咖啡速溶粉包颜色搭配，已经有设计了，但是印刷厂那边颜色搭配不出来，想要找人重新来配制颜色。具体沟通。,2019.08.28,2019.08.31,任务编号：787999,￥200,1天,重庆市-市,风彩传媒工作室,https://shop.epwk.com/78n96ypyonkv/,,,,,,,,,,,,,,,,,,
【LOGO设计】文化传媒公司LOGO设计,https://task.epwk.com/787721/,2384人,34人,1000元以内,圆满完成,o5d65103ce79e6,LOGO需大气 可自由发挥,2019.08.27,2019.09.06,任务编号：787721,"￥399,￥700,￥998,￥666,￥800,￥850,￥1000","2天,3天,5天,7天,3天,3天,25天","广东省-广州市,广东省-深圳市,广东省-珠海市-市辖区,广东省-深圳市,湖南省-长沙市,河北省-石家庄市,广东省-佛山市",企蛾品牌,https://shop.epwk.com/4rn8q3pywngm/,,,,,,,,,,,,,,,,,,
【LOGO设计】企业LOGO设计,https://task.epwk.com/787305/,553人,1人,1000元以内,圆满完成,o5b1394b15bb2b,已经谈好，按事先谈好的来 勿扰。,2019.08.26,2019.08.26,任务编号：787305,￥200,1天,贵州省-遵义市-红花岗区,硕恩仁设计,https://shop.epwk.com/v0n1xor9l57y/,,,,,,,,,,,,,,,,,,
【LOGO设计】美妆，化妆品公司logo 设计,https://task.epwk.com/787233/,1236人,4人,1000-3000元,圆满完成,o5ca970908e498,想设计个logo，公司是做美妆、化妆品，需要注册，尽快完成,2019.08.26,2019.08.28,任务编号：787233,"￥1800,￥2800,￥1000,￥1500","2天,7天,3天,7天","湖北省-武汉市-新洲区,四川省-成都市-锦江区,四川省-成都市,广东省-深圳市",凰辰设计工作室,https://shop.epwk.com/3gd2mo9ygner/,凰辰设计工作室,出售服务,https://shop.epwk.com/3gd2mo9ygner/chushou/,工作室,四品,40分,,,凰辰设计工作室,,室内装修/品质保障/定制服务/满意为止,"￥4999
            /起",企业VI设计/品质保障/原创设计/满意为止,"￥2999
            /起",名片设计/品质保障/原创设计/满意为止,"￥199
            /起",包装设计/品质保障/原创设计/满意为止,"￥999
            /起"
【LOGO设计】IT公司的logo设计,https://task.epwk.com/787188/,659人,1人,1000元以内,圆满完成,k9398****10,需求：IT公司的logo设计：需要商标注册已谈好合作，勿扰,2019.08.26,2019.09.10,任务编号：787188,￥260,5天,上海市-市辖区,上海暔尚广告设计公司,https://shop.epwk.com/z2nkzz1k4nqy/,上海暔尚广告设计公司,出售服务,https://shop.epwk.com/z2nkzz1k4nqy/chushou/,企业,二品,65分,,,上海暔尚广告设计公司,,ps平面设计包装宣传单册广告logo彩页画册喷绘排版易拉宝海报设计,价格面议,客厅电视背景墙装修效果图片制作家装室内设计图服务家居房子吊顶,价格面议,高端VI设计 品牌形象VIS设计 公司logo企业全套视觉识别系统设计,价格面议,招牌设计 店面门头设计效果图 实体店铺设计 广告牌匾 门面设计,"￥100
            /起"
【LOGO设计】花店LOGO设计,https://task.epwk.com/786732/,674人,1人,1000元以内,圆满完成,k9862****75,需求:花店的LOGO设计，“花馬亭”，突出主题，图案加文字设计,2019.08.24,2019.08.28,任务编号：786732,￥800,7天,广东省-深圳市-南山区,上映科技,https://shop.epwk.com/81n4119evnp6/,上映科技,出售服务,https://shop.epwk.com/81n4119evnp6/chushou/,企业,七品,40分,,,上映科技,,电商视觉设计,"￥200
            /起",海报创意,"￥200
            /起",标志与视觉识别系统,"￥1000
            /起",广告策划与设计,"￥500
            /起"
【LOGO设计】餐饮行业logo设计,https://task.epwk.com/786441/,555人,2人,1000-3000元,圆满完成,k9885****73,项目：logo设计姓名：周先生地区：湖北恩施需求：餐饮行业logo设计，地区不限要求性价比高微信注意：详谈预算：详谈,2019.08.23,2019.09.24,任务编号：786441,"￥1000,￥1000","8天,3天","四川省-成都市-龙泉驿区,湖北省-武汉市-新洲区",壹鑫品牌设计,https://shop.epwk.com/78dljmpel5lx/,,,,,,,,,,,,,,,,,,
【LOGO设计】平衡车教学机构logo设计,https://task.epwk.com/786431/,1049人,2人,1000元以内,圆满完成,k8463****12,项目：logo设计姓名：王女士地区：石家庄需求：平衡车教学机构logo设计，微信是手机注意：详谈预算：详谈,2019.08.23,2019.11.19,任务编号：786431,￥500,3天,陕西省-咸阳市-渭城区,十二星辰视觉设计,https://shop.epwk.com/zqdple2yon1v/,,,,,,,,,,,,,,,,,,
【LOGO设计】设计师文案策划,https://task.epwk.com/785604/,803人,1人,1000-3000元,圆满完成,k1387****39,陈先生 广州 要广州的威客联系， 自己这边是设计师，需要我们写文章，自己有图片 选一个主题 把设计师的作品融入进去 文章需要在公众号上发布（不用我们发）     需要威客有创业文案 需要比较有爆发力,2019.08.21,2019.09.30,任务编号：785604,￥1200,5天,广东省-广州市-市辖区,一浅设计,https://shop.epwk.com/v0n1x6gx057y/,,,,,,,,,,,,,,,,,,
【背景墙设计】会议室墙面设计,https://task.epwk.com/785574/,2175人,13人,1000元以内,圆满完成,o5d5cd6d94f371,想找一个有责任感，有创意，有情怀的设计师。工作需求：会议室墙面设计（其中一面墙），价格交流时沟通。有相关案例作品的优先。价格详谈。,2019.08.21,2019.09.12,任务编号：785574,"￥990,￥1000,￥600,￥800,￥800,￥1000,￥600","5天,25天,7天,3天,5天,3天,7天","山西省-太原市-小店区,广东省-佛山市,浙江省-金华市-义乌市,湖南省-长沙市,广西壮族自治区-贺州市-八步区,上海市-市辖区,山东省-青岛市-黄岛区",星创奇艺品牌创意机构,https://shop.epwk.com/3gd2mylmvner/,星创奇艺品牌创意机构,出售服务,https://shop.epwk.com/3gd2mylmvner/chushou/,企业,四品,100分,,,星创奇艺品牌创意机构,,空间设计酒店空间餐饮空间设计咨询,"￥100
            /㎡",星创奇艺 宣传品设计 公司宣传单 设计单页 平面设计,"￥150
            /面",星创奇艺高端商务名片总监设计定制个人公司企业工作证设计会员卡,"￥80
            /套",画册宣传册企业产品招商手册书籍PPTH5设计,"￥80
            /面"
【产品外观设计】便携婴儿收纳包设计修改,https://task.epwk.com/785534/,2300人,5人,1000元以内,圆满完成,o5d47c78a6cbab,"根据已有产品和明确的设计需求做出二代产品，在现有的设计上做调整，需要了解背包产品及面料的设计，做出效果图，已有的产品图如下，整体结构、尺寸都不变，设计需求为重新安排收纳格的分区，配色，增加拉链搭扣，具体详聊。（工作原因，如电话未接，请直接添加微信详聊）知识产权说明：我方支付设计制作费，即拥有作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用，设计者不得再向其他任何地方使用该设计作品。请有意向的设计师务必留下联系方式（手机号码、微信或QQ号码），便于就任务进行沟通。",2019.08.21,2019.08.28,任务编号：785534,"￥600,￥700,￥1000,￥3000","4天,3天,25天,7天","北京市-北京市-海淀区,广东省-深圳市,广东省-佛山市,广东省-广州市",可可视觉,https://shop.epwk.com/78n96yl72nkv/,,,,,,,,,,,,,,,,,,
【宣传册设计】大型人物画册平面设计,https://task.epwk.com/785540/,3290人,24人,3000-5000元,圆满完成,z5699****4,"内容：设计的图片和文字内容雇主方提供，设计方根据图片和文字内容及设计要求发挥创作。设计要求：l 1、设计风格清新、大气、典雅；l 2、有视觉冲击力，突出元素；l 3、能体现特色，但如限制了设计师的创意，可重新设计；l 4、附上创意说明；l 5、內文纸张尺寸：230mm x 330mm；l 6、内文页码总共大约80～90P；l 7、设计单价：60元/P；l 8、比稿确定后，需在5天内完成设计交稿；知识产权说明：· 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任；· 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品；·3、设计方需对雇主提供的图片和文字内容妥善保管，未经雇主允许不得公开雇主方资料。",2019.08.21,2020.01.06,任务编号：785540,"￥4880,￥5000,￥4000,￥5000,￥4800,￥5000,￥4000","6天,10天,5天,25天,15天,10天,7天","湖南省-长沙市-雨花区,山东省-青岛市,广东省-深圳市-宝安区,广东省-佛山市,浙江省-金华市-义乌市,北京市-北京市,江苏省-南京市-鼓楼区",脑洞中枢视觉设计事务所,https://shop.epwk.com/m7d7w2egr5q8/,脑洞中枢视觉设计事务所,出售服务,https://shop.epwk.com/m7d7w2egr5q8/chushou/,企业,三品,75分,,,脑洞中枢视觉设计事务所,,VI设计,"￥3500
            /起",书籍设计,价格面议,,,,
【产品外观设计】电子产品外观的工业设计,https://task.epwk.com/785464/,1068人,1人,5000-10000元,圆满完成,k3340****76,需求：直发器，卷发器，吹风机，美容美发的电子产品外观的工业设计预算：最终下单的价格雇主自己和技术服务商详谈地区：雇主在东莞万江，对技术服务商没有地区要求称呼：曾先生,2019.08.21,2019.09.19,任务编号：785464,￥5000,10天,广东省-佛山市-顺德区,极又又产品设计工作室,https://shop.epwk.com/4rn8q3re9ngm/,极又又产品设计工作室,出售服务,https://shop.epwk.com/4rn8q3re9ngm/chushou/,工作室,六品,39分,,,极又又产品设计工作室,,【资深设计师】外观设计,"￥5555
            /起",【资深结构工程师】结构设计,"￥6666
            /起",【专业建模】3D建模,"￥555
            /起",【产品图】渲染,"￥555
            /起"
【包装设计】食品外包装设计，纸箱设计,https://task.epwk.com/785274/,2264人,32人,1000-3000元,圆满完成,o5d5bbc75ea00a,食品外包装设计，纸箱设计，具体需求详谈,2019.08.20,2019.09.02,任务编号：785274,"￥1500,￥2000,￥2000,￥1000,￥2000,￥3000,￥3000,￥3000,￥3000","5天,7天,5天,7天,7天,5天,10天,5天,3天","四川省-成都市,山东省-青岛市,广东省-深圳市,广东省-深圳市-龙岗区,河北省-石家庄市-桥东区,江苏省-无锡市,四川省-成都市,广东省-深圳市,山东省-烟台市",尧鹿品牌设计/尧鹿 | Yaolu Design,https://shop.epwk.com/m7d7w2lkv5q8/,尧鹿品牌设计/尧鹿 | Yaolu De,出售服务,https://shop.epwk.com/m7d7w2lkv5q8/chushou/,企业,七品,39分,,,尧鹿品牌设计/尧鹿 | Yaolu De,,商标LOGO设计/食品/快销品/产品,"￥988
            /起",品牌包装设计/产品包装设计,"￥998
            /起",企业VIS系统设计/企业形象设计,"￥3888
            /起",品牌LOGO设计/店铺LOGO设计/企业LOGO设计,"￥988
            /起"
【LOGO设计】根据图片设计logo,https://task.epwk.com/784981/,1777人,22人,1000元以内,圆满完成,o5d5b4d6730a2a,"通过图片改为LOGO，周边加部分文字。预算：不会特别高知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2019.08.20,2019.08.23,任务编号：784981,"￥300,￥500,￥290,￥888,￥588,￥300,￥800,￥666","3天,3天,2天,7天,3天,2天,2天,7天","浙江省-杭州市-余杭区,广东省-深圳市-市辖区,四川省-成都市,广东省-广州市,浙江省-台州市,湖北省-武汉市-江夏区,河南省-郑州市,广东省-深圳市-龙岗区",创艺设品牌设计,https://shop.epwk.com/89dvgx0jzdl2/,创艺设品牌设计,出售服务,https://shop.epwk.com/89dvgx0jzdl2/chushou/,企业,七品,70分,,,创艺设品牌设计,,logo设计,"￥1588
            /起",logo 设计,￥288,,,,
【宣传册设计】服务宣传画册设计,https://task.epwk.com/784767/,2834人,47人,3000-5000元,圆满完成,q1250****37,公司想制作画册：工作内容：公司提供文案和照片，服务方负责排版设计，要求符合公共服务行业形象（如银行、电信业、供水供电行业等）。数量：A4大小，预计约50P；时间：8月23日-8月28日初稿，后期2次集中反馈修改；版权要求：本产品将面对社会公众发布，请注意版权问题；价格：请服务商按P报价。,2019.08.19,2019.10.11,任务编号：784767,"￥3000,￥800,￥150,￥120,￥3000,￥800,￥1000,￥1000,￥200","10天,3天,5天,15天,20天,7天,15天,15天,10天","江苏省-南京市-鼓楼区,广东省-深圳市,上海市-市辖区,四川省-内江市-威远县,重庆市,北京市-北京市-通州区,湖南省-长沙市,广东省-珠海市,湖南省-长沙市",妙笔生花动画，设计，漫画和原画,https://shop.epwk.com/z2nkzx23xnqy/,,,,,,,,,,,,,,,,,,
【LOGO设计】旅行行业logo设计,https://task.epwk.com/784771/,541人,1人,1000元以内,圆满完成,vitorru,旅行行业logo设计，已谈好合作勿扰,2019.08.19,2019.08.19,任务编号：784771,￥200,2天,陕西省-咸阳市-渭城区,云海阁工作室,https://shop.epwk.com/81n41ogklnp6/,云海阁工作室,出售服务,https://shop.epwk.com/81n41ogklnp6/chushou/,工作室,五品,39分,,,云海阁工作室,,网站开发,价格面议,App开发,价格面议,应用软件开发,价格面议,微信小程序开发,价格面议
【招牌设计】品牌LOGO设计,https://task.epwk.com/784493/,1987人,15人,1000元以内,圆满完成,立信知识产权,专卖店形象LOGO标识设计，分别为“土豆王子”与“地瓜王子”主要用于制作土豆条及烤地瓜经营,2019.08.18,2019.08.29,任务编号：784493,"￥350,￥1000,￥1200,￥850,￥666,￥1000","3天,25天,7天,3天,7天,10天","陕西省-咸阳市-渭城区,广东省-佛山市,浙江省-金华市,安徽省-淮南市-田家庵区,广东省-深圳市-龙岗区,山东省-潍坊市-奎文区",十二星辰视觉设计,https://shop.epwk.com/zqdple2yon1v/,,,,,,,,,,,,,,,,,,
【VI设计】猫粮的vi设计,https://task.epwk.com/784585/,1186人,1人,3000-5000元,圆满完成,vitorru,项目：猫粮的vi设计：熟悉猫粮的，高端的定位，包括起名，logo需要设计已谈好，合作愉快,2019.08.19,2019.08.19,任务编号：784585,￥4200,2天,福建省-福州市,福州五週网络科技有限公司,https://shop.epwk.com/9w56ee173dv1/,福州五週网络科技有限公司,出售服务,https://shop.epwk.com/9w56ee173dv1/chushou/,企业,一品,80分,,,福州五週网络科技有限公司,,网站页面设计,价格面议,宝贝详情图设计,￥1500,logo设计,"￥500
            /次",网站搭建,价格面议
【插画设计】美食产品插画设计,https://task.epwk.com/784464/,1701人,6人,1000元以内,圆满完成,忆雪流年,需要设计一张美食产品插画，适用于多种颜色背景。请勿致电，QQ联系。要求：必须原创，3天内完成，预算200元，能接受的再联系我，以免浪费彼此时间。,2019.08.18,2019.08.22,任务编号：784464,"￥200,￥800,￥200","3天,5天,3天","河南省-郑州市,四川省-成都市,河北省-石家庄市-长安区",盘根设计,https://shop.epwk.com/2j5xo81wk5xm/,盘根设计,出售服务,https://shop.epwk.com/2j5xo81wk5xm/chushou/,企业,七品,40分,,,盘根设计,,包装设计,价格面议,LOGO设计,价格面议,园林景观设计,价格面议,店铺门头设计,价格面议
【LOGO设计】广告宣传单设计,https://task.epwk.com/784575/,745人,1人,1000元以内,圆满完成,k7406****63,项目：广告设计姓名：赵女士地区：山东济南需求：广告宣传单设计 加微信注意：详谈预算：详谈,2019.08.19,2019.08.20,任务编号：784575,￥150,1天,四川省-成都市-龙泉驿区,壹鑫品牌设计,https://shop.epwk.com/78dljmpel5lx/,,,,,,,,,,,,,,,,,,
【产品外观设计】卫浴陶瓷挂件设计,https://task.epwk.com/783775/,3051人,1人,3000-5000元,圆满完成,cztyler,要求简洁实用，原创，符合中国人的审美观，本产品是对国内销售的。体积不可太大。设计包括卫生间的不锈钢收纳设计为陶瓷的，有镜子前面的化妆品板，毛巾架，肥皂架，衣钩，洗手液瓶。以不锈钢五件套为样板做出可以用于陶瓷生产的、可以用于免打孔/钻孔两用如果设计的好的话 后面还有一系列的产品需要开发。,2019.08.16,2019.11.19,任务编号：783775,￥2000,5天,广东省-深圳市,映善中国,https://shop.epwk.com/09drjep7153w/,映善中国,出售服务,https://shop.epwk.com/09drjep7153w/chushou/,企业,一品,110分,总 190 次中标，交易总金额,￥128.29万,映善中国,,品牌企业VI / VIS / SI 系统设计,"￥100
            /件",产品外观 / 结构设计        工业设计 / 机械设计,"￥100
            /起",,,,
【LOGO设计】饮料的包装标签设计,https://task.epwk.com/783426/,822人,1人,1000-3000元,圆满完成,k4313****60,需求：饮料的包装标签设计预算：最终下单的价格雇主自己和设计服务商详谈地区：只找广州的设计服务商称呼：魏先生,2019.08.15,2019.11.05,任务编号：783426,￥1000,5天,广东省-广州市-越秀区,雅致品牌管理公司 | 20年香港设计师公司,https://shop.epwk.com/m7d7w28jy5q8/,,,,,,,,,,,,,,,,,,
【主图设计】拼多多产品图片制作,https://task.epwk.com/783362/,2539人,2人,1000元以内,圆满完成,o5cca71871d21f,拼多多产品图片制作，暂定一款，有参考模板和功能详情，包含轮播图和详情图，用于产品上架。最好熟悉拼多多图片尺寸等要求，有相关经验，期待长期合作。图片可参考模板竞品，要求不能与竞品产生潜在版权或投诉问题。,2019.08.15,2019.08.24,任务编号：783362,"￥700,￥800","7天,5天","天津市-市辖区-南开区,天津市-市辖区",设计域品牌设计工作室,https://shop.epwk.com/7g5yk1em6n0q/,,,,,,,,,,,,,,,,,,
【LOGO设计】线路板行业LOGO设计,https://task.epwk.com/782839/,784人,2人,1000元以内,圆满完成,k5028****77,称呼：唐女士   项目：线路板行业LOGO设计  带案例加微信沟通  XZ推广员  （听起来客户在忙）,2019.08.14,2019.08.28,任务编号：782839,"￥800,￥1000","5天,1天","广东省-广州市-市辖区,陕西省-西安市-雁塔区",一浅设计,https://shop.epwk.com/v0n1x6gx057y/,,,,,,,,,,,,,,,,,,
【包装设计】燕窝包装设计,https://task.epwk.com/782779/,635人,1人,1000元以内,圆满完成,o5d536be96adbb,包装设计，高贵大方。已谈定合作，勿扰！,2019.08.14,2019.11.27,任务编号：782779,,,,沐鱼设计,https://shop.epwk.com/qgdmjqo78dke/,,,,,,,,,,,,,,,,,,
【包装设计】日化包装设计,https://task.epwk.com/782202/,1577人,9人,1000元以内,圆满完成,o590ee3bd941dd,本人长期需要设计日化稿件，需要有创意，设计理念超前，包装设计新颖。可以建立长期合作伙伴,2019.08.12,2019.09.01,任务编号：782202,"￥200,￥500,￥1000,￥1000,￥500,￥500","3天,3天,5天,5天,4天,3天","河南省-郑州市,广东省-深圳市,山东省-烟台市-芝罘区,湖南省-长沙市,北京市-北京市-海淀区,广东省-深圳市-龙岗区",芃麦创意设计,https://shop.epwk.com/zqdplg2yon1v/,,,,,,,,,,,,,,,,,,
