标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【数据采集】处理订单网站开发，数据处理,https://task.epwk.com/967065/,892人,4人,1000-3000元,圆满完成,招标,o617cf3eda8807,处理订单网站开发，数据入录和保存，具体详谈,2021.11.03,2021.11.08,任务编号：967065,"￥1500,￥1000,￥2500","2天,10天,10天","广东省-深圳市,河南省-洛阳市,山东省-枣庄市",深圳全栈开发工作室,https://shop.epwk.com/89dvgvy3kdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】请人做数据采集,https://task.epwk.com/963071/,9918人,1人,1000元以内,圆满完成,招标,水手20,因业务需要，我方拟请人通过网络采集整理客户的信息。一、具体要求如下：1、客户类型：定制家具的生产厂商2、客户所在地：加拿大安大略省（Ontario Canada) 3、收集到的信息填写在附件《厂商信息收集.xlsx》中提供给我方即可我方会提供一定的关键字提示信息，以助于乙方完成数据的收集，但是主要还是要靠乙方独立完成初步估计该省大概有400家左右符合条件的厂商（也就是说，大概会有400条左右的数据）二、对乙方的要求：1、较好的英文阅读能力；2、能够科学上网（因为需要用到Google搜索）；三、报价及费用计算方式：拟采用如下方式报价及计算费用：1、报价：由于初期不知道最终会收集到多少条信息，故请乙方不要报此项工作的总价，而是报收集到的每条信息的单价，即 a 元/条，并提供预计完成时间（就是说乙方提出一个具体的 a 的值作为报价，并提出预计完成时间）；2、将按照如下公式计算最终的费用：最终费用=a 元/条x 收集到的信息总条数 - a 元/条x 收集到的错误信息的总条数 x 1.2 - a 元/条x 遗漏信息的总条数 x 0.2其中“收集到的错误信息的总条数”及“遗漏信息的总条数”由甲方在验收时给出有关的证据后确定；注：如果某条数据的部分字段（例如联系人姓名、电话号码等）的信息乙方未收集到，除非甲方能够证明这些信息的确是可以从网络搜索到的，否则这些字段就被视为正常无法获取的信息，那么本条数据仍然计为合格数据；四、费用支付方式：合同签署后甲方支付250元，乙双方支付50元到平台作为保证金以表达诚意（若后续任何一方失信，失信方缴纳到平台的费用即作为给对方的赔偿），然后乙方开始工作，工作完成后乙方告诉甲方收集到的信息的总条数，然后甲方追加支付一些费用到平台，使得总支付费用（含之前已经支付的250元）= a 元/条x 收集到的信息总条数，然后乙方把收集到的全部数据提供给甲方验收，按照前面所说的计费方式计算最终费用后甲方按多还少补的原则向平台缴纳或领回差额，最后乙方与平台做结算并领回保证金和项目费用。有关实施由平台监管落实。五、若双方此次能够顺利愉快地合作，后续可能会把此工作扩大到加拿大的其它省份及美国各州。六、若有疑问请加微信做进一步的沟通。七、以上，谢谢！,2021.10.26,2021.12.24,任务编号：963071,￥200,7天,广西-南宁市,广西顺隽信息工程有限责任公司,https://shop.epwk.com/0z5o4x1x7njq/,广西顺隽信息工程有限责任公司,出售服务,https://shop.epwk.com/0z5o4x1x7njq/chushou/,企业,九品,42分,,,广西顺隽信息工程有限责任公司,,PC端程序逆向开发,价格面议,小程序定制开发,价格面议,App定制开发,价格面议,,,,,,,,,,,,
【数据采集】酒店房价收集,https://task.epwk.com/896782/,6373人,1人,1000元以内,圆满完成,招标,xdxu1991,在某一个指定的日期采集 某个指定酒店品牌的房价   包括全国所有城市,2020.10.07,2020.11.27,任务编号：896782,￥300,2天,山东省-烟台市,长毛象软件工作室,https://shop.epwk.com/v0n1xo92l57y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】携程网酒店数据手动采集 (五个小时可完成),https://task.epwk.com/896727/,2620人,1人,1000元以内,圆满完成,招标,xdxu1991,我想采集携程网在某一个节点 比如12月31号那一天每个城市有多少家酒店（这个搜索之后会弹出来） 有多少“连锁酒店” 分类里面可以筛选 有多少“高端酒店” 等等,2020.10.07,2020.10.07,任务编号：896727,￥200,1天,山东省-烟台市-福山区,长毛象软件工作室,https://shop.epwk.com/v0n1xo92l57y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】数据采集,https://task.epwk.com/823435/,4700人,4人,3000-5000元,圆满完成,招标,o5d8d9b10109d5,采集数据，,2019.12.19,2020.01.07,任务编号：823435,"￥3000,￥5000","3天,1天","陕西省-西安市,湖北省-武汉市-武昌区",西安安睿科技,https://shop.epwk.com/78n96yy68nkv/,西安安睿科技,出售服务,https://shop.epwk.com/78n96yy68nkv/chushou/,企业,六品,59分,总 2 次中标，交易总金额,￥8000.00,西安安睿科技,,,,,,,,,,,,,,,,,,,
【数据采集】求mongo db转sql sever接口软件,https://task.epwk.com/812730/,2323人,1人,3000-5000元,圆满完成,招标,lzj650601,寻求mongo db转sql sever接口软件，希望有实际经验和类似接口的公司或个人联系，其他勿扰！,2019.11.15,2019.11.21,任务编号：812730,￥3000,5天,广东省-汕头市-龙湖区,汕头市讯博信息科技有限公司,https://shop.epwk.com/rp5z4xx48dx3/,汕头市讯博信息科技有限公司,出售服务,https://shop.epwk.com/rp5z4xx48dx3/chushou/,企业,一品,55分,,,汕头市讯博信息科技有限公司,,高端网站建设开发,价格面议,品牌网站建设开发,价格面议,企业网站建设开发,价格面议,微信公众平台开发,价格面议,C++/Qt桌面软件开发,价格面议,商城系统开发,价格面议,微信小程序开发,价格面议,,,,
【数据采集】开发一个自动数据收集器,https://task.epwk.com/799265/,2805人,1人,1000-3000元,圆满完成,招标,o5d91b43ce6f25,开发一个自动数据收集器  要求自动复制到OFFICE表格上。需服务商报价,2019.09.30,2019.10.04,任务编号：799265,￥1000,3天,湖北省-武汉市,武汉轻洽网络技术有限公司,https://shop.epwk.com/j7n38oqx25e1/,武汉轻洽网络技术有限公司,出售服务,https://shop.epwk.com/j7n38oqx25e1/chushou/,企业,一品,60分,,,武汉轻洽网络技术有限公司,,财务代记账系统 会计公司企业代理记账 定制开发 提供源码,"￥10000
            /件",软件开发 系统开发 定制  C# BS 前后端 二次开发,"￥10000
            /件",企业官网定制 对接企业内部系统 订单系统 分销系统CRM系统,"￥10000
            /件",OA办公系统 客诉资产 员工考勤 各类审批 定制开发提供源码,"￥10000
            /件",社区物业系统 业主 维修上报 线上收费 定制开发 提供源码,"￥10000
            /件",标准库管理软件 行业标准 标准下载 信息系统 多维度分析,"￥10000
            /件",博客系统 主题定制博客系统 定制开发 提供源码 C# Net,"￥10000
            /件",学校答题系统 题库 试卷生成 成绩分析 过程监管 提供源码,"￥10000
            /件",电商系统 用户 商品物流配送 分销渠道多平台 提供源码,"￥10000
            /件"
【数据采集】采集QQ中的公开信息数据,https://task.epwk.com/769088/,3299人,3人,1000元以内,圆满完成,招标,同八字网,需要采集QQ中公开的信息包括QQ号码、年龄、生日、城市。赏金看数据的多少确定。,2019.07.09,2019.07.15,任务编号：769088,"￥700,￥800,￥900","2天,3天,1天","安徽省-合肥市,四川省-成都市-双流县,河南省-许昌市-市辖区",贝轩数据采集,https://shop.epwk.com/mod04zerr5yv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】需要在税率网站采集数据信息导出csv文件,https://task.epwk.com/761898/,2621人,2人,1000元以内,圆满完成,招标,o5d0a239e705c4,http://cess.tax360.com.cn/Contentl.htm?cd=72269199从以上网页采集海关商品码HS包含首两位数数73至92的数据，需要的标题是：“海关商品码”，“退税税率（%）”，“起始日期”，“终止日期”；最后write the data  to csv ，导出csv即可。请将导出数据发给我，如果R也适用的话，连同源代码一起发给我，谢谢。（备注：关于海关商品码HS码的说明见https://www.hsbianma.com/该网页的第15类点开第73章开始一直到第18类的第92章，比如在73章，点击“查看”，就可以查看到所有HS码了。）,2019.06.20,2019.07.08,任务编号：761898,￥240,2天,广东省-广州市,易数云数据服务平台,https://shop.epwk.com/7g5yk1yy9n0q/,易数云数据服务平台,出售服务,https://shop.epwk.com/7g5yk1yy9n0q/chushou/,企业,七品,40分,,,易数云数据服务平台,,数据采集/数据爬取/网页数据抓取/采集软件定制/数据监控,"￥100
            /件",Python爬虫算法数据分析/java/r语言分析/spss/数据分析建模,"￥100
            /件",Python爬虫算法/python软件定制/数据采集软件定制/数据采集,"￥100
            /件",,,,,,,,,,,,
【数据采集】导出网站的产品信息,https://task.epwk.com/756896/,4355人,17人,1000-3000元,圆满完成,招标,o57f8****27430,1.产品的SKU 2.产品的标题3.产品的URL4.产品的价格保存成CSV文档。价格可谈。,2019.06.06,2019.06.09,任务编号：756896,"￥1000,￥150,￥1000,￥1500,￥500,￥360,￥500,￥459,￥500,￥500","3天,3天,5天,10天,2天,2天,2天,5天,1天,3天","上海市-市辖区-黄浦区,上海市-市辖区-虹口区,广东省-广州市,辽宁省-大连市-旅顺口区,福建省-厦门市-思明区,广东省-东莞市-东莞市市辖区,广东省-深圳市,江苏省-南京市-栖霞区,河北省-廊坊市-三河市,上海市-上海市-长宁区",上海云飞网络科技工作室,https://shop.epwk.com/09drjv9v153w/,上海云飞网络科技工作室,出售服务,https://shop.epwk.com/09drjv9v153w/chushou/,工作室,三品,39分,,,上海云飞网络科技工作室,,合法网站定制/WEB应用定制/管理后台定制,价格面议,微信小程序定制开发,价格面议,,,,,,,,,,,,,,
【其他人工智能】GitHub 现成的源码安装在我的电脑上,https://task.epwk.com/744738/,2331人,4人,1000元以内,圆满完成,招标,limiday,GitHub 现成的源码安装在我的电脑上  试跑GitHub 现成的源码安装在我的电脑上 代码地址： https://github.com/NVlabs/noise2noise要求：帮我安装好，能试跑起来。我目前有一部WIN7的电脑 显卡GTX1050  3G   ，若要配合装别的系统，一并包含在内。弄完还有一个类似的代码安装，另谈,2019.05.09,2019.05.23,任务编号：744738,"￥200,￥300,￥1000,￥1000","3天,2天,10天,2天","上海市-市辖区-徐汇区,广东省-广州市-海珠区,北京市-北京市-海淀区,江苏省-苏州市-虎丘区",linhaoqi027,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
