标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,,,
【ERP系统】ERP系统软件开发第二期,https://task.epwk.com/583618/,1919人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1701.html?m=6&o=7,ERP系统软件开发第二期,直接雇佣￥ 50000,￥ 50000,任务编号：583618,1534-2000.csv,,,
【直播】视频直播软件开发,https://task.epwk.com/583620/,301人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1701.html?m=6&o=7,视频直播软件开发,直接雇佣￥ 50000,￥ 50000,任务编号：583620,1534-2000.csv,,,
【医疗健康】医院预约系统开发,https://task.epwk.com/583622/,257人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1701.html?m=6&o=7,医院预约系统开发,直接雇佣￥ 50000,￥ 50000,任务编号：583622,1534-2000.csv,,,
【其他软件开发】做一个一机多屏的软件开发（二期）,https://task.epwk.com/583627/,227人,1人,"¥4,500",圆满完成,https://task.epwk.com/page1701.html?m=6&o=7,做一个一机多屏的软件开发（二期）,直接雇佣￥ 4500,￥ 4500,任务编号：583627,1534-2000.csv,,,
【微信代运营】微信代运营,https://task.epwk.com/583634/,373人,1人,"¥15,000",圆满完成,https://task.epwk.com/page1701.html?m=6&o=7,微信代运营,直接雇佣￥ 15000,￥ 15000,任务编号：583634,1534-2000.csv,,,
【LOGO设计】logo设计,https://task.epwk.com/583650/,333人,1人,¥750,圆满完成,https://task.epwk.com/page1701.html?m=6&o=7,logo设计,直接雇佣￥ 750,￥ 750,任务编号：583650,1534-2000.csv,,,
【图片处理】修图处理,https://task.epwk.com/583689/,372人,1人,"¥7,550",圆满完成,https://task.epwk.com/page1701.html?m=6&o=7,修图处理,直接雇佣￥ 7550,￥ 7550,任务编号：583689,1534-2000.csv,,,
【APP开发】类似抖音APP开发,https://task.epwk.com/583738/,216人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1701.html?m=6&o=7,类似抖音APP开发,直接雇佣￥ 30000,￥ 30000,任务编号：583738,1534-2000.csv,,,
【企业官网】教育网站设计开发,https://task.epwk.com/583759/,451人,1人,"¥74,000",圆满完成,https://task.epwk.com/page1701.html?m=6&o=7,教育网站设计开发,直接雇佣￥ 74000,￥ 74000,任务编号：583759,1534-2000.csv,,,
【行政管理】行政管理软件开发一期,https://task.epwk.com/583814/,275人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1701.html?m=6&o=7,行政管理软件开发一期,直接雇佣￥ 50000,￥ 50000,任务编号：583814,1534-2000.csv,,,
产品包装设计,https://task.epwk.com/583825/,215人,1人,"¥28,098",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,产品包装设计,直接雇佣￥ 28098,￥ 28098,任务编号：583825,1534-2000.csv,,,
【微信开发】手机充值微信公众号开发,https://task.epwk.com/583830/,304人,1人,"¥5,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,手机充值微信公众号开发,直接雇佣￥ 5000,￥ 5000,任务编号：583830,1534-2000.csv,,,
【LOGO设计】舞蹈培训行业VI设计,https://task.epwk.com/583836/,373人,1人,"¥34,999",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,舞蹈培训行业VI设计,直接雇佣￥ 34999,￥ 34999,任务编号：583836,1534-2000.csv,,,
【图片处理】修图,https://task.epwk.com/583837/,358人,1人,"¥7,510",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,修图,直接雇佣￥ 7510,￥ 7510,任务编号：583837,1534-2000.csv,,,
【图片处理】照片修图处理,https://task.epwk.com/583838/,328人,1人,"¥3,920",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,照片修图处理,直接雇佣￥ 3920,￥ 3920,任务编号：583838,1534-2000.csv,,,
【产品原型设计】一款详情页设计,https://task.epwk.com/583849/,1023人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,一款详情页设计,直接雇佣￥ 1000,￥ 1000,任务编号：583849,1534-2000.csv,,,
【效果图设计】毛坯美甲店装修效果图设计,https://task.epwk.com/583855/,556人,1人,"¥45,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,毛坯美甲店装修效果图设计,直接雇佣￥ 45000,￥ 45000,任务编号：583855,1534-2000.csv,,,
【LOGO设计】LOGO设计,https://task.epwk.com/583864/,181人,1人,¥578,圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,LOGO设计,直接雇佣￥ 578,￥ 578,任务编号：583864,1534-2000.csv,,,
【包装设计】牛太郎餐纸包装设计,https://task.epwk.com/583873/,461人,1人,"¥3,999",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,牛太郎餐纸包装设计,直接雇佣￥ 3999,￥ 3999,任务编号：583873,1534-2000.csv,,,
【金融】金融理财软件开发,https://task.epwk.com/583882/,401人,1人,"¥20,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,金融理财软件开发,直接雇佣￥ 20000,￥ 20000,任务编号：583882,1534-2000.csv,,,
【嵌入式软件】手机控制硬件开发,https://task.epwk.com/583898/,9745人,1人,"¥18,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,手机控制硬件开发,直接雇佣￥ 18000,￥ 18000,任务编号：583898,1534-2000.csv,,,
【企业宣传片】平台宣传片制作,https://task.epwk.com/583913/,881人,1人,"¥3,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,平台宣传片制作,直接雇佣￥ 3000,￥ 3000,任务编号：583913,1534-2000.csv,,,
【智能家居软件】智能家居软件开发,https://task.epwk.com/583917/,1783人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,智能家居软件开发,直接雇佣￥ 10000,￥ 10000,任务编号：583917,1534-2000.csv,,,
【其他管理软件】管理软件开发,https://task.epwk.com/583918/,1416人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,管理软件开发,直接雇佣￥ 50000,￥ 50000,任务编号：583918,1534-2000.csv,,,
【微信开发】微信公众号开发建设,https://task.epwk.com/583920/,247人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,微信公众号开发建设,直接雇佣￥ 50000,￥ 50000,任务编号：583920,1534-2000.csv,,,
【直播】购买现成直播源码,https://task.epwk.com/583921/,280人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,购买现成直播源码,直接雇佣￥ 50000,￥ 50000,任务编号：583921,1534-2000.csv,,,
【小程序开发】编写图像识别算法,https://task.epwk.com/583922/,600人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,编写图像识别算法,直接雇佣￥ 50000,￥ 50000,任务编号：583922,1534-2000.csv,,,
【其他管理软件】管理软件开发第二期,https://task.epwk.com/583923/,1503人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,管理软件开发第二期,直接雇佣￥ 50000,￥ 50000,任务编号：583923,1534-2000.csv,,,
【APP开发】社区交友APP开发,https://task.epwk.com/583928/,205人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,社区交友APP开发,直接雇佣￥ 50000,￥ 50000,任务编号：583928,1534-2000.csv,,,
【LOGO设计】帮忙设计一张logo,https://task.epwk.com/583933/,391人,1人,¥900,圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,帮忙设计一张logo,直接雇佣￥ 900,￥ 900,任务编号：583933,1534-2000.csv,,,
【微信代运营】微信代运营,https://task.epwk.com/583957/,273人,1人,"¥28,281",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,微信代运营,直接雇佣￥ 28281,￥ 28281,任务编号：583957,1534-2000.csv,,,
【小程序开发】小程序设计,https://task.epwk.com/583961/,320人,1人,"¥2,500",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,小程序设计,直接雇佣￥ 2500,￥ 2500,任务编号：583961,1534-2000.csv,,,
【产品推广】百度问答200条,https://task.epwk.com/583967/,227人,1人,¥800,圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,百度问答200条,直接雇佣￥ 800,￥ 800,任务编号：583967,1534-2000.csv,,,
【小程序开发】供应商管理系统开发一期,https://task.epwk.com/583971/,224人,1人,"¥8,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,供应商管理系统开发一期,直接雇佣￥ 8000,￥ 8000,任务编号：583971,1534-2000.csv,,,
【小程序开发】供应商管理系统开发二期,https://task.epwk.com/583975/,221人,1人,"¥13,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,供应商管理系统开发二期,直接雇佣￥ 13000,￥ 13000,任务编号：583975,1534-2000.csv,,,
【小程序开发】汽车管理软件界面设计,https://task.epwk.com/583993/,348人,1人,"¥3,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,汽车管理软件界面设计,直接雇佣￥ 3000,￥ 3000,任务编号：583993,1534-2000.csv,,,
【微信代运营】微信代运营,https://task.epwk.com/583997/,275人,1人,"¥25,749",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,微信代运营,直接雇佣￥ 25749,￥ 25749,任务编号：583997,1534-2000.csv,,,
【APP开发】在线任务发布的平台APP定制开发,https://task.epwk.com/584015/,315人,1人,"¥60,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,在线任务发布的平台APP定制开发,直接雇佣￥ 60000,￥ 60000,任务编号：584015,1534-2000.csv,,,
【英语】翻译两篇研报,https://task.epwk.com/584022/,2341人,1人,"¥56,000",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,翻译两篇研报,直接雇佣￥ 56000,￥ 56000,任务编号：584022,1534-2000.csv,,,
【微信代运营】微信代运营,https://task.epwk.com/584027/,430人,1人,"¥29,083",圆满完成,https://task.epwk.com/page1700.html?m=6&o=7,微信代运营,直接雇佣￥ 29083,￥ 29083,任务编号：584027,1534-2000.csv,,,
【别墅设计】漳州龙海6层别墅设计,https://task.epwk.com/584051/,314人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,漳州龙海6层别墅设计,直接雇佣￥ 30000,￥ 30000,任务编号：584051,1534-2000.csv,,,
【别墅设计】龙岩漳平6层别墅设计,https://task.epwk.com/584053/,280人,1人,"¥25,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,龙岩漳平6层别墅设计,直接雇佣￥ 25000,￥ 25000,任务编号：584053,1534-2000.csv,,,
【单身公寓设计】福州连江老人院设计,https://task.epwk.com/584056/,326人,1人,"¥28,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,福州连江老人院设计,直接雇佣￥ 28000,￥ 28000,任务编号：584056,1534-2000.csv,,,
【LOGO设计】【久铭乐】商标、网站、企业商业餐饮品牌门店公司VIS,https://task.epwk.com/584077/,315人,1人,"¥29,995",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,【久铭乐】商标、网站、企业商业餐饮品牌门店公司VIS,直接雇佣￥ 29995,￥ 29995,任务编号：584077,1534-2000.csv,,,
【LOGO设计】SERTY 商标设计,https://task.epwk.com/584084/,185人,1人,"¥3,999",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,SERTY 商标设计,直接雇佣￥ 3999,￥ 3999,任务编号：584084,1534-2000.csv,,,
【LOGO设计】商标、网站、企业商业餐饮品牌门店公司VIS,https://task.epwk.com/584085/,306人,1人,"¥29,017",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,商标、网站、企业商业餐饮品牌门店公司VIS,直接雇佣￥ 29017,￥ 29017,任务编号：584085,1534-2000.csv,,,
【VI设计】伞树品牌vi设计,https://task.epwk.com/584093/,301人,1人,"¥4,600",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,伞树品牌vi设计,直接雇佣￥ 4600,￥ 4600,任务编号：584093,1534-2000.csv,,,
【财务管理系统】财务管理软件开发,https://task.epwk.com/584104/,1687人,1人,"¥25,500",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,财务管理软件开发,直接雇佣￥ 25500,￥ 25500,任务编号：584104,1534-2000.csv,,,
【项目管理软件】合同项目管理定制系统,https://task.epwk.com/584105/,2408人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,合同项目管理定制系统,直接雇佣￥ 30000,￥ 30000,任务编号：584105,1534-2000.csv,,,
新十代品牌设计,https://task.epwk.com/584128/,171人,1人,"¥19,450",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,新十代品牌设计,直接雇佣￥ 19450,￥ 19450,任务编号：584128,1534-2000.csv,,,
【LOGO设计】吉林省源晟企业,https://task.epwk.com/584131/,454人,1人,"¥2,640",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,吉林省源晟企业,直接雇佣￥ 2640,￥ 2640,任务编号：584131,1534-2000.csv,,,
【产品外观设计】盐城市同济科技有限公司   新产品外观设计,https://task.epwk.com/584136/,1600人,1人,"¥21,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,盐城市同济科技有限公司   新产品外观设计,直接雇佣￥ 21000,￥ 21000,任务编号：584136,1534-2000.csv,,,
企业网站建设,https://task.epwk.com/584155/,466人,1人,"¥19,899",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,企业网站建设,直接雇佣￥ 19899,￥ 19899,任务编号：584155,1534-2000.csv,,,
【其他软件开发】数据程序优化（三期）,https://task.epwk.com/584159/,272人,1人,"¥3,500",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,数据程序优化（三期）,直接雇佣￥ 3500,￥ 3500,任务编号：584159,1534-2000.csv,,,
【其他软件开发】做一个一机多屏的软件开发（三期）,https://task.epwk.com/584161/,180人,1人,"¥3,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,做一个一机多屏的软件开发（三期）,直接雇佣￥ 3000,￥ 3000,任务编号：584161,1534-2000.csv,,,
【ERP系统】ERP安全及bug测试，客户要求,https://task.epwk.com/584169/,1700人,1人,"¥20,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,ERP安全及bug测试，客户要求,直接雇佣￥ 20000,￥ 20000,任务编号：584169,1534-2000.csv,,,
【视频定制】专题片,https://task.epwk.com/584177/,1137人,1人,"¥31,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,专题片,直接雇佣￥ 31000,￥ 31000,任务编号：584177,1534-2000.csv,,,
【新房装修】后现代风格整体家装方案,https://task.epwk.com/584188/,631人,1人,"¥17,900",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,后现代风格整体家装方案,直接雇佣￥ 17900,￥ 17900,任务编号：584188,1534-2000.csv,,,
【宣传册设计】印刷-首款支付,https://task.epwk.com/584222/,388人,1人,"¥20,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,印刷-首款支付,直接雇佣￥ 20000,￥ 20000,任务编号：584222,1534-2000.csv,,,
【宣传册设计】画册印刷首款,https://task.epwk.com/584224/,378人,1人,"¥20,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,画册印刷首款,直接雇佣￥ 20000,￥ 20000,任务编号：584224,1534-2000.csv,,,
【宣传册设计】三折页印刷-首款,https://task.epwk.com/584229/,348人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,三折页印刷-首款,直接雇佣￥ 10000,￥ 10000,任务编号：584229,1534-2000.csv,,,
【详情页设计】详情页设计,https://task.epwk.com/584249/,607人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,详情页设计,直接雇佣￥ 1000,￥ 1000,任务编号：584249,1534-2000.csv,,,
结合我司美瞳产品，设计相关海报主题及商城设计，要求设计细节详尽。,https://task.epwk.com/584259/,214人,1人,"¥8,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,结合我司美瞳产品，设计相关海报主题及商城设计，要求设计细节详尽。,直接雇佣￥ 8000,￥ 8000,任务编号：584259,1534-2000.csv,,,
【图片处理】修图处理,https://task.epwk.com/584270/,438人,1人,"¥6,350",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,修图处理,直接雇佣￥ 6350,￥ 6350,任务编号：584270,1534-2000.csv,,,
【企业官网】日用陶瓷企业网站建设,https://task.epwk.com/584278/,203人,1人,"¥4,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,日用陶瓷企业网站建设,直接雇佣￥ 4000,￥ 4000,任务编号：584278,1534-2000.csv,,,
【详情页设计】第一款水杯详情页设计,https://task.epwk.com/584293/,526人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,第一款水杯详情页设计,直接雇佣￥ 1000,￥ 1000,任务编号：584293,1534-2000.csv,,,
【详情页设计】优道水杯-主图 详情页制作,https://task.epwk.com/584296/,501人,1人,"¥2,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,优道水杯-主图 详情页制作,直接雇佣￥ 2000,￥ 2000,任务编号：584296,1534-2000.csv,,,
【旅游服务】旅游咨询服务,https://task.epwk.com/584302/,526人,1人,"¥1,000",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,旅游咨询服务,直接雇佣￥ 1000,￥ 1000,任务编号：584302,1534-2000.csv,,,
【LOGO设计】字体设计,https://task.epwk.com/584352/,1661人,1人,¥787,圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,字体设计,直接雇佣￥ 787,￥ 787,任务编号：584352,1534-2000.csv,,,
【礼品设计】利宁礼品盒设计,https://task.epwk.com/584353/,1066人,1人,"¥3,998",圆满完成,https://task.epwk.com/page1699.html?m=6&o=7,利宁礼品盒设计,直接雇佣￥ 3998,￥ 3998,任务编号：584353,1534-2000.csv,,,
【其他宣传品设计】花种册子印刷,https://task.epwk.com/584369/,580人,1人,"¥7,500",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,花种册子印刷,直接雇佣￥ 7500,￥ 7500,任务编号：584369,1534-2000.csv,,,
【微信开发】配送公众平台开发,https://task.epwk.com/584391/,222人,1人,"¥40,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,配送公众平台开发,直接雇佣￥ 40000,￥ 40000,任务编号：584391,1534-2000.csv,,,
【企业官网】综合PC网站开发,https://task.epwk.com/584393/,185人,1人,"¥40,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,综合PC网站开发,直接雇佣￥ 40000,￥ 40000,任务编号：584393,1534-2000.csv,,,
【APP开发】软件定制开发尾款,https://task.epwk.com/584403/,178人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,软件定制开发尾款,直接雇佣￥ 10000,￥ 10000,任务编号：584403,1534-2000.csv,,,
【LOGO设计】Logo 设计,https://task.epwk.com/584451/,233人,1人,¥500,圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,Logo 设计,直接雇佣￥ 500,￥ 500,任务编号：584451,1534-2000.csv,,,
【行政管理】行政管理软件开发二期,https://task.epwk.com/584468/,332人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,行政管理软件开发二期,直接雇佣￥ 50000,￥ 50000,任务编号：584468,1534-2000.csv,,,
【APP开发】APP话费流量充值模块的优化,https://task.epwk.com/584477/,211人,1人,"¥2,390",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,APP话费流量充值模块的优化,直接雇佣￥ 2390,￥ 2390,任务编号：584477,1534-2000.csv,,,
【其他行业】营销工具软件开发,https://task.epwk.com/584480/,306人,1人,"¥6,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,营销工具软件开发,直接雇佣￥ 6000,￥ 6000,任务编号：584480,1534-2000.csv,,,
【行政管理】行政管理软件开发三期,https://task.epwk.com/584483/,340人,1人,"¥34,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,行政管理软件开发三期,直接雇佣￥ 34000,￥ 34000,任务编号：584483,1534-2000.csv,,,
【VI设计】金和商贸城VI基础系列设计,https://task.epwk.com/584488/,686人,1人,"¥18,660",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,金和商贸城VI基础系列设计,直接雇佣￥ 18660,￥ 18660,任务编号：584488,1534-2000.csv,,,
【APP开发】网贷功能APP定制开发,https://task.epwk.com/584495/,190人,1人,"¥22,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,网贷功能APP定制开发,直接雇佣￥ 22000,￥ 22000,任务编号：584495,1534-2000.csv,,,
【APP开发】IOS前端开发,https://task.epwk.com/584499/,188人,1人,"¥38,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,IOS前端开发,直接雇佣￥ 38000,￥ 38000,任务编号：584499,1534-2000.csv,,,
【APP开发】H5开发和管理后台开发,https://task.epwk.com/584504/,231人,1人,"¥46,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,H5开发和管理后台开发,直接雇佣￥ 46000,￥ 46000,任务编号：584504,1534-2000.csv,,,
【店铺装修】元宵节天猫 京东店铺装修,https://task.epwk.com/584506/,504人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,元宵节天猫 京东店铺装修,直接雇佣￥ 30000,￥ 30000,任务编号：584506,1534-2000.csv,,,
【产品原型设计】帮忙修一批图片,https://task.epwk.com/584507/,590人,1人,"¥2,500",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,帮忙修一批图片,直接雇佣￥ 2500,￥ 2500,任务编号：584507,1534-2000.csv,,,
【网站UI设计】商城系统开发,https://task.epwk.com/584509/,867人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,商城系统开发,直接雇佣￥ 10000,￥ 10000,任务编号：584509,1534-2000.csv,,,
【小程序开发】帮忙修改一个微信小程序,https://task.epwk.com/584511/,151人,1人,"¥2,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,帮忙修改一个微信小程序,直接雇佣￥ 2000,￥ 2000,任务编号：584511,1534-2000.csv,,,
【APP开发】彩票网站二期功能,https://task.epwk.com/584512/,294人,1人,"¥4,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,彩票网站二期功能,直接雇佣￥ 4000,￥ 4000,任务编号：584512,1534-2000.csv,,,
【企业官网】类似于51talk网站开发,https://task.epwk.com/584526/,253人,1人,"¥35,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,类似于51talk网站开发,直接雇佣￥ 35000,￥ 35000,任务编号：584526,1534-2000.csv,,,
【企业官网】类似于51talk网站开发第二期,https://task.epwk.com/584527/,155人,1人,"¥25,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,类似于51talk网站开发第二期,直接雇佣￥ 25000,￥ 25000,任务编号：584527,1534-2000.csv,,,
【小程序开发】视频剪辑软件开发,https://task.epwk.com/584528/,2081人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,视频剪辑软件开发,直接雇佣￥ 50000,￥ 50000,任务编号：584528,1534-2000.csv,,,
【APP开发】拿货网原APP升级开发,https://task.epwk.com/584529/,178人,1人,"¥9,900",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,拿货网原APP升级开发,直接雇佣￥ 9900,￥ 9900,任务编号：584529,1534-2000.csv,,,
【直播】直播软件程序优化,https://task.epwk.com/584531/,267人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,直播软件程序优化,直接雇佣￥ 50000,￥ 50000,任务编号：584531,1534-2000.csv,,,
【VI设计】母婴连锁社区门店VI设计,https://task.epwk.com/584532/,268人,1人,"¥25,500",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,母婴连锁社区门店VI设计,直接雇佣￥ 25500,￥ 25500,任务编号：584532,1534-2000.csv,,,
【宣传策划】化妆品三八节公众号文案,https://task.epwk.com/584533/,612人,1人,¥200,圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,化妆品三八节公众号文案,直接雇佣￥ 200,￥ 200,任务编号：584533,1534-2000.csv,,,
【APP开发】行业应用软件开发一期,https://task.epwk.com/584541/,392人,1人,"¥34,300",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,行业应用软件开发一期,直接雇佣￥ 34300,￥ 34300,任务编号：584541,1534-2000.csv,,,
【APP开发】行业应用软件开发二期,https://task.epwk.com/584545/,259人,1人,"¥41,500",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,行业应用软件开发二期,直接雇佣￥ 41500,￥ 41500,任务编号：584545,1534-2000.csv,,,
【广告策划】微信H5\官方网站\品牌手册\旗舰店设计,https://task.epwk.com/584555/,969人,1人,"¥36,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,微信H5官方网站品牌手册旗舰店设计,直接雇佣￥ 36000,￥ 36000,任务编号：584555,1534-2000.csv,,,
【VI设计】艾灸面膜VI应用设计,https://task.epwk.com/584600/,352人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,艾灸面膜VI应用设计,直接雇佣￥ 10000,￥ 10000,任务编号：584600,1534-2000.csv,,,
【VI设计】艾灸面膜包装设计,https://task.epwk.com/584601/,293人,1人,"¥4,980",圆满完成,https://task.epwk.com/page1698.html?m=6&o=7,艾灸面膜包装设计,直接雇佣￥ 4980,￥ 4980,任务编号：584601,1534-2000.csv,,,
【别墅设计】自建房别墅民宿设计,https://task.epwk.com/584658/,664人,1人,"¥46,000",圆满完成,https://task.epwk.com/page1697.html?m=6&o=7,自建房别墅民宿设计,直接雇佣￥ 46000,￥ 46000,任务编号：584658,1534-2000.csv,,,
物联网智能服务器,https://task.epwk.com/584671/,713人,1人,"¥10,000",圆满完成,https://task.epwk.com/page1697.html?m=6&o=7,物联网智能服务器,直接雇佣￥ 10000,￥ 10000,任务编号：584671,1534-2000.csv,,,
【别墅设计】华安6层别墅设计,https://task.epwk.com/584696/,308人,1人,"¥29,000",圆满完成,https://task.epwk.com/page1697.html?m=6&o=7,华安6层别墅设计,直接雇佣￥ 29000,￥ 29000,任务编号：584696,1534-2000.csv,,,
【APP开发】购买APP源码,https://task.epwk.com/584701/,918人,1人,"¥93,000",圆满完成,https://task.epwk.com/page1697.html?m=6&o=7,购买APP源码,直接雇佣￥ 93000,￥ 93000,任务编号：584701,1534-2000.csv,,,
【LOGO设计】巨嘴鸟图形标识,https://task.epwk.com/584723/,290人,1人,¥500,圆满完成,https://task.epwk.com/page1697.html?m=6&o=7,巨嘴鸟图形标识,直接雇佣￥ 500,￥ 500,任务编号：584723,1534-2000.csv,,,
定制类产品画册设计,https://task.epwk.com/584725/,237人,1人,"¥9,550",圆满完成,https://task.epwk.com/page1697.html?m=6&o=7,定制类产品画册设计,直接雇佣￥ 9550,￥ 9550,任务编号：584725,1534-2000.csv,,,
【店铺装修】网站诊断及维护,https://task.epwk.com/584726/,480人,1人,"¥50,000",圆满完成,https://task.epwk.com/page1697.html?m=6&o=7,网站诊断及维护,直接雇佣￥ 50000,￥ 50000,任务编号：584726,1534-2000.csv,,,
【VI设计】vi,https://task.epwk.com/584727/,304人,1人,"¥30,000",圆满完成,https://task.epwk.com/page1697.html?m=6&o=7,vi,直接雇佣￥ 30000,￥ 30000,任务编号：584727,1534-2000.csv,,,
【VI设计】vi设计,https://task.epwk.com/584730/,428人,1人,"¥15,000",圆满完成,https://task.epwk.com/page1697.html?m=6&o=7,vi设计,直接雇佣￥ 15000,￥ 15000,任务编号：584730,1534-2000.csv,,,
【VI设计】日料高端vis,https://task.epwk.com/584732/,1004人,1人,"¥27,000",圆满完成,https://task.epwk.com/page1697.html?m=6&o=7,日料高端vis,直接雇佣￥ 27000,￥ 27000,任务编号：584732,1534-2000.csv,,,
【其他工业设计】图纸修改,https://task.epwk.com/584746/,1686人,1人,"¥15,950",圆满完成,https://task.epwk.com/page1697.html?m=6&o=7,图纸修改,直接雇佣￥ 15950,￥ 15950,任务编号：584746,1534-2000.csv,,,
