标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【复式设计】复式办公室装修设计,https://task.epwk.com/963933/,275人,1人,"¥3,000",圆满完成,复式设计,k6198****9,办公室装修设计风格：现代，简约，时尚，大气。功能分区要明显，3个独立办公室，一楼做前台和茶水间,2021-10-02,2021.10.12,任务编号：963933,3000.0,3天,湖南省-常德市-市辖区,那作创意设计公司,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】康复医院大厅装修设计,https://task.epwk.com/964141/,205人,1人,"¥6,000",圆满完成,医疗机构,k7267****6,大厅要有三部分区域，收银区域，取药处和等候区，简约就好，不用太复杂,2021-10-02,2021.10.12,任务编号：964141,6000.0,3天,浙江省-温州市-市辖区,A+图纸深化设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【样板间】2居简约样板间设计,https://task.epwk.com/964120/,458人,2人,"¥1,500",圆满完成,样板间,k4128****6,是一套90平2居房，整体要布局合理，搭配时尚,2021-10-02,2021.10.16,任务编号：964120,1500.0,"5天,5天","湖北省-孝感市-市辖区,陕西省-西安市-市辖区",大地空间概念设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【工程造价】房屋建筑工程造价,https://task.epwk.com/964771/,474人,1人,"¥4,000",圆满完成,工程造价,k4664****6,6层以下居住房屋建筑，做一个整套的工程预算,2021-10-02,2021.10.12,任务编号：964771,4000.0,5天,山东省-潍坊市-市辖区,苏舒设计工作室,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】儿童眼科医院设计,https://task.epwk.com/964140/,511人,2人,"¥3,000",圆满完成,医疗机构,k6379****7,医院主营儿童近视、弱视矫正治疗。风格：可带有卡通元素，前台带有医院logo，有企业墙和党政宣传栏,2021-10-02,2021.10.12,任务编号：964140,3000.0,"3天,5天","湖北省-襄阳市-市辖区,江西省-南昌市-市辖区",九毫米空间设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【自建房】求自建房装修方案,https://task.epwk.com/963311/,195人,1人,"¥1,000",圆满完成,自建房,k9095****8,面积：80平地基，三层框架结构。需求：1、内部布局可稍作调整，二楼需带阳台，主卧要求有洗手间。2、整体风格简洁、偏时尚，耐看，目前外墙个人倾向涂料。3、外观3D效果图和简单的施工方案说明；4、平面布置图、水电布置图、大厅、厨房和主要房间的效果图。,2021-10-02,2021.10.13,任务编号：963311,1000.0,6天,湖北省-孝感市-市辖区,k519318507,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】酒店房间设计,https://task.epwk.com/962939/,229人,1人,"¥2,000",圆满完成,娱乐休闲,k9508****4,设计要求：地面装修考虑地毯，卫生间与卧室隔墙采用玻璃隔断或实墙加玻璃窗隔断，或装修费用在5万左右。,2021-10-01,2021.10.13,任务编号：962939,2000.0,3天,江苏省-南京市-市辖区,方向店铺设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】五星酒店江景房房间设计,https://task.epwk.com/962940/,172人,1人,"¥2,500",圆满完成,娱乐休闲,k7614****5,套内面积67平方米，风格：简欧、低调奢华、温馨。本房间东面为江景。要求布局合理，功能实用，充分考虑入住客人的心理需求,2021-10-01,2021.10.15,任务编号：962940,2500.0,5天,江苏省-南京市-市辖区,九毫米空间设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】男性专科医院装修设计,https://task.epwk.com/962702/,183人,1人,"¥3,000",圆满完成,医疗机构,k8545****5,大厅涵盖前台、挂号、取药、收费区，每层都要有护士站，病房是2-3人间,2021-10-01,2021.10.12,任务编号：962702,3000.0,3天,贵州省-贵阳市-市辖区,静阁空间设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【样板间】360度全景样板间设计,https://task.epwk.com/962696/,340人,1人,"¥1,500",圆满完成,样板间,k3019****5,售楼处360度全景样板间，有立体感，布局合理,2021-10-01,2021.10.12,任务编号：962696,1500.0,5天,浙江省-杭州市-市辖区,格律设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【工程造价】市政排水工程造价！急！！,https://task.epwk.com/961324/,526人,1人,"¥5,000",圆满完成,工程造价,k2005****1,1.人行道： 花岗岩12300平米，50*25*4CM、2.立缘石： 花岗岩2400米，90*12*35CM 3.卧石： 花岗岩2250米，45*30*9cm 4.平缘石： 花岗岩1798米，120*10*20 5.管道 (钢混II级承插） D300 135米 D500 220米 D600 949米 D800 860米 6.∮1250检查井27 个 .∮1000检查井36个。7.砖砌偏沟式雨水口 66个,2021-10-01,2021.10.14,任务编号：961324,5000.0,5天,浙江省-杭州市-市辖区,夏鼎设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】酒店大堂水吧设计装修,https://task.epwk.com/962704/,220人,1人,"¥1,500",圆满完成,娱乐休闲,k8545****5,在一个温泉酒店的中厅设计一个水吧。要求：西式酒吧风格的水吧，材质要求是玻璃透明的，要有一个可以展示红酒的展架。,2021-10-01,2021.10.15,任务编号：962704,1500.0,5天,河北省-石家庄市-市辖区,玖猫设计工作室,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【样板间】vr样板间设计图,https://task.epwk.com/962697/,371人,1人,"¥3,000",圆满完成,样板间,k4786****8,样板间需要VR图、分布效果图、施工图（简约时尚风格 黑白灰，主色：灰色）,2021-10-01,2021.10.10,任务编号：962697,3000.0,3天,湖北省-孝感市-市辖区,君道空间设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】毛坯房-KTV设计,https://task.epwk.com/961322/,251人,3人,"¥1,200",圆满完成,娱乐休闲,k9772****7,面积：250平，设计要求：每个房间不同风格，主题包厢。元素：个性、年轻、时尚,2021-10-01,2021.10.11,任务编号：961322,1200.0,"3天,5天,5天","陕西省-西安市-市辖区,新疆-乌鲁木齐市-市辖区,安徽省-芜湖市-市辖区",拍档设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】社区门诊部,https://task.epwk.com/962700/,282人,1人,"¥2,000",圆满完成,医疗机构,k3796****7,面积：600，一共需要7间诊室，一个注射大厅，风格白色为主,2021-10-01,2021.10.13,任务编号：962700,2000.0,6天,甘肃省-兰州市-市辖区,k531286305,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【样板间】欧式样板间设计,https://task.epwk.com/961320/,366人,1人,"¥1,000",圆满完成,样板间,k3011****5,装修风格：欧式现代/古典，厅室：2房1厅,2021-10-01,2021.10.14,任务编号：961320,1000.0,6天,浙江省-杭州市-市辖区,乔治室内设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】宠物医院整体装修设计,https://task.epwk.com/962701/,431人,3人,"¥2,000",圆满完成,医疗机构,k1355****2,风格：简约干净，靠墙一侧要工作人员办公区域，另一侧有货架摆放宠物用品，要有三处操作台供宠物洗澡美容,2021-10-01,2021.10.13,任务编号：962701,2000.0,"5天,5天,5天","吉林省-吉林市-市辖区,黑龙江省-哈尔滨市-市辖区,青海省-西宁市-市辖区",清晰空间设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【复式设计】洋房复式装修设计,https://task.epwk.com/962467/,581人,1人,"¥15,000",圆满完成,复式设计,k6758****8,负一楼毛胚挑高5.1米做一个夹层（标准层高）下面一层矮一点，功能区格局有大概整理好了可看附件，前后两个花园简单设计一下主要是南面的。面积一楼产权102套内估计90多点，楼下是一楼的投影面积+3个车位的面积。,2021-10-01,2021.10.12,任务编号：962467,15000.0,5天,上海市-上海市-市辖区,鑫博新设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【复式设计】复式书房设计,https://task.epwk.com/961319/,485人,2人,¥800,圆满完成,复式设计,k4915****6,想把楼上做成书房，屋顶是斜面，楼梯最好可以做成折梯,2021-10-01,2021.10.13,任务编号：961319,800.0,"3天,5天","上海市-上海市-市辖区,云南省-昆明市-市辖区",思间设计中心,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【复式设计】一层半复式阁楼设计,https://task.epwk.com/962466/,320人,1人,"¥4,000",圆满完成,复式设计,k2938****5,阁楼最高部分为2.9M，阁楼全部为挑空，我会将挑空部分全部搭建楼板，厨房与客厅的强会部分拆除，增加房屋的透光,2021-10-01,2021.10.13,任务编号：962466,4000.0,6天,湖北省-孝感市-市辖区,品言设计空间,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【导视设计】需要设计地产标识导视系统,https://task.epwk.com/961318/,542人,2人,"¥10,000",圆满完成,导视设计,k8385****6,要有导视牌，指示牌，索引牌，小区标识牌，温馨提示牌，停车场牌，宣传栏等,2021-10-01,2021.10.14,任务编号：961318,10000.0,"6天,6天","河南省-新乡市-市辖区,江西省-南昌市-市辖区",思间设计中心,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【复式设计】复式第二层楼顶装修设计,https://task.epwk.com/962465/,229人,1人,"¥1,000",圆满完成,复式设计,k7431****1,复式第二层楼顶太低感觉很压抑，想把窗户扩大采光好一点，,2021-10-01,2021.10.12,任务编号：962465,1000.0,6天,安徽省-芜湖市-市辖区,k961182550,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】美容医疗机构,https://task.epwk.com/961321/,156人,1人,"¥1,000",圆满完成,医疗机构,k3272****4,面积：130平，层高4.5米，一楼，会客区，消毒间，员工休息间，卫生间，洗毛巾，配料间，前台,2021-10-01,2021.10.12,任务编号：961321,1000.0,6天,安徽省-合肥市-市辖区,俱东风文创设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】中医诊所办公室装修设计,https://task.epwk.com/962703/,466人,2人,"¥5,000",圆满完成,医疗机构,k1906****3,风格：简约大气，一楼接待大厅，二楼医生办公室3间，财务室1间，会议室1间。尽量节约，不要太复杂,2021-10-01,2021.10.12,任务编号：962703,5000.0,"5天,5天","广东省-深圳市-市辖区,河南省-商丘市-市辖区",所见空间设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】中医院整体装修设计,https://task.epwk.com/966863/,192人,1人,"¥5,000",圆满完成,医疗机构,k9765****7,两层，风格：中式风格。要求：一楼导诊台、取药处、等候区。二楼五间医生诊室、等候区、财务室,2021-09-30,2021.10.12,任务编号：966863,5000.0,6天,上海市-上海市-市辖区,筑8设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】很简单的酒店大厅设计,https://task.epwk.com/967736/,244人,1人,"¥1,000",圆满完成,娱乐休闲,k5564****5,尺寸空间自己定，设计出来的效果图真实感要强，大厅前台的背景墙上需要logo,2021-09-30,2021.10.12,任务编号：967736,1000.0,3天,福建省-福州市-市辖区,k374008976,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】宾馆客房设计,https://task.epwk.com/967737/,227人,1人,"¥2,000",圆满完成,娱乐休闲,k2327****8,洗手间标高2.55  客房标高2.75。期待设计出风格时尚 精致 有特色的原创作品,2021-09-30,2021.10.10,任务编号：967737,2000.0,5天,辽宁省-葫芦岛市-市辖区,尚淼设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【自建房】老家自建房两层,https://task.epwk.com/966573/,158人,1人,"¥1,000",圆满完成,自建房,k6178****6,房屋坐北朝南，一楼占地开间7.5米～进深10米。东南西面可开窗，房子后面不能开窗，二楼前面飘1.5米,2021-09-30,2021.10.11,任务编号：966573,1000.0,3天,上海市-上海市-市辖区,银翼效果图设计表现,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【样板间】售楼部样板间设计,https://task.epwk.com/971304/,198人,1人,"¥3,000",圆满完成,样板间,k4406****7,户型为两房一厅一卫和三方两厅一卫，要宽敞明亮，风格要简约,2021-09-30,2021.10.12,任务编号：971304,3000.0,3天,四川省-成都市-市辖区,名视设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【复式设计】复式洋房庭院设计,https://task.epwk.com/971329/,146人,1人,"¥1,000",圆满完成,复式设计,k4790****7,装修风格：田园风格，面积：50平米，总面积约为7*7的正方形，出门正对靠山的斜坡。两侧一面是高墙，一面是铁栅栏,2021-09-30,2021.10.11,任务编号：971329,1000.0,3天,江苏省-南京市-市辖区,婴知道设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】图书馆休闲区设计布置,https://task.epwk.com/967738/,185人,1人,"¥2,000",圆满完成,娱乐休闲,k5799****1,进门口为服务区，设计服务台。空间分为图书区（书架），阅览区（桌椅），休闲区（休闲桌椅或沙发等），空间搭配合理，产品设计美观。,2021-09-30,2021.10.11,任务编号：967738,2000.0,5天,河南省-商丘市-市辖区,梵不高设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】女性专科医院装修设计,https://task.epwk.com/966862/,251人,2人,"¥10,000",圆满完成,医疗机构,k4880****1,面积：2508.37，共5层，一楼是接待区，二楼是诊室，三楼是手术区，四楼五楼是病房。风格是粉色的暖色调为主,2021-09-29,2021.10.15,任务编号：966862,10000.0,"6天,7天","内蒙古-赤峰市-市辖区,山东省-潍坊市-市辖区",拓昇装饰设计工程,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】360平米养生会所整体装修设计,https://task.epwk.com/967734/,183人,1人,"¥1,500",圆满完成,娱乐休闲,k9340****0,面积：360平米，风格与养生主题相关即可，看起来要舒适典雅,2021-09-29,2021.10.11,任务编号：967734,1500.0,5天,福建省-福州市-市辖区,千唐装饰设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】社区医院装修设计,https://task.epwk.com/966861/,87人,1人,"¥1,000",圆满完成,医疗机构,k1880****2,主要有内科、呼吸科、小儿科。共两层，一楼是导诊台和药房，二楼是诊室。风格要简约,2021-09-29,2021.10.14,任务编号：966861,1000.0,5天,天津市-天津市-市辖区,骏邦设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【复式设计】复式别墅设计,https://task.epwk.com/971327/,309人,1人,"¥10,000",圆满完成,复式设计,k9732****0,面积：247，整体风格：徽派现代 ，简约不简单，有足够的创意设计 。能给人足够的惊喜，不需要太多的奢华元素，但要实用、温馨，有休闲、休憩空间 。,2021-09-29,2021.10.12,任务编号：971327,10000.0,5天,湖南省-常德市-市辖区,永空间设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】私房菜店面设计,https://task.epwk.com/967733/,388人,1人,"¥1,200",圆满完成,娱乐休闲,k7893****2,店铺一共两层，共200平。1、店面时尚、大气、整洁、高档，有连锁店的形象和感觉。2、二楼可以设计成隔断,2021-09-29,2021.10.11,任务编号：967733,1200.0,4天,北京市-北京市-市辖区,谷瑞空间营造设计工作室,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】试管医院一楼大厅设计,https://task.epwk.com/966859/,111人,1人,"¥1,000",圆满完成,医疗机构,k1939****6,走廊和候诊厅应宽敞明亮，标识鲜明。候诊厅周围设护士站、问讯处、卫生间等辅助设施。,2021-09-28,2021.10.12,任务编号：966859,1000.0,5天,浙江省-丽水市-市辖区,感觉空间设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】需要给口腔医院做整体设计,https://task.epwk.com/966860/,247人,1人,"¥5,000",圆满完成,医疗机构,k3483****2,一楼负责接待和咨询，等候区布局要有沙发和书刊给病人。所有诊室的墙面要用耐腐蚀、易清洁的材料,2021-09-28,2021.10.11,任务编号：966860,5000.0,5天,广东省-汕头市-市辖区,k519318507,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】五星级酒店美容Spa会所接待厅设计,https://task.epwk.com/967730/,183人,1人,¥500,圆满完成,娱乐休闲,k8385****6,要求能体现美容会所特征，高端，大气，上档次。另外还有一块背景墙，该背景墙宽6.4米，高2.4米,2021-09-28,2021.10.12,任务编号：967730,500.0,3天,浙江省-温州市-市辖区,华艺装修设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【娱乐休闲】楼盘休闲体验厅装修设计,https://task.epwk.com/967731/,167人,1人,¥500,圆满完成,娱乐休闲,k6929****6,面积：300，楼盘休闲体验厅。健身区：用工装涂黑吊顶，健身区、儿童区地面用地胶。注意尽量简洁,2021-09-28,2021.10.11,任务编号：967731,500.0,3天,贵州省-贵阳市-市辖区,印刻空间设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【自建房】自建房自住设计,https://task.epwk.com/966572/,255人,1人,"¥1,000",圆满完成,自建房,k4188****5,一楼是车库。从第二层起，南面可向外跳1.3-1.5米，东面可向外跳0.6米；朝向：正门朝南面，背朝北面(为方便方向描述，以正门的方向为正面);东面自二楼以上与旁边的房子间隔0.6米，除过道外尽量不要开窗；西面自一楼起与隔壁房子间隔0.2米，除过道外尽量不要开窗;,2021-09-27,2021.10.07,任务编号：966572,1000.0,3天,湖北省-孝感市-市辖区,空间展示设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【自建房】两层自建房设计做商铺用,https://task.epwk.com/966571/,393人,2人,"¥1,000",圆满完成,自建房,k4291****5,第一层做门面，商铺设计，带厨房，卫生间，卧室，和车库。夹层带厨卫。二层中间一条通走廊，前面独立单间，后面做一个小套间带厨卫，计划做宾馆房或茶楼小型手游开发。,2021-09-27,2021.10.06,任务编号：966571,1000.0,"3天,5天","浙江省-杭州市-市辖区,四川省-成都市-市辖区",顶构定制家具展厅设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【样板间】我需要商品房的样板间设计,https://task.epwk.com/967852/,213人,1人,"¥2,000",圆满完成,样板间,k8363****8,1.客厅前面大阳台与客厅合并 2.阳台设计洗衣烘干设备并有隐形的晾衣设备 3.客厅或餐厅一侧设置长条的贮藏柜 4.还要设置1500*600钢琴放置位置,2021-09-27,2021.10.08,任务编号：967852,2000.0,3天,上海市-上海市-市辖区,山东北川设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他家装服务】8平方平面图施工图设计,https://task.epwk.com/957352/,374人,1人,¥100,圆满完成,其他家装服务,邬路遥,水电图铺砖图墙面图（护墙板）吊顶图（格栅）前台沙发布局图,2021-09-26,2021.09.28,任务编号：957352,100.0,1天,山西省-晋中市-榆次区,米兰全案设计,https://shop.epwk.com/09drj1qx353w/,米兰全案设计,出售服务,https://shop.epwk.com/09drj1qx353w/chushou/,工作室,五品,39分,,,米兰全案设计,,,,,,,,,,,,,,,,,,,
【娱乐休闲】儿童游乐园设计,https://task.epwk.com/967729/,183人,1人,"¥1,000",圆满完成,娱乐休闲,k1060****1,场地12*20米，周边围栏高度1米，滑雪梯高度3.8米，滑雪梯上围栏高度1.5米，总高度是5.3米。滑雪梯后面围栏设计一个三角形尖顶雪山， 可以高出围栏高度1米左右；,2021-09-25,2021.10.08,任务编号：967729,1000.0,5天,湖北省-武汉市-市辖区,莫宁空间设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【自建房】我需要自建房设计,https://task.epwk.com/966569/,236人,1人,¥800,圆满完成,自建房,k6753****7,4.5米墙可开窗;11米墙不能开窗。我的初步设想：一层，卷闸门、车库，杂物间。二层：上下楼梯，客厅，餐厅，厨房。三层：卧室，卫生间，淋浴间,2021-09-25,2021.10.07,任务编号：966569,800.0,3天,江苏省-南京市-市辖区,黑马创意装饰设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【医疗机构】私立妇产医院的室内环境设计,https://task.epwk.com/966856/,175人,3人,"¥2,000",圆满完成,医疗机构,k3796****7,风格：温馨舒适优雅，家居式的医疗室,2021-09-25,2021.10.06,任务编号：966856,2000.0,"5天,5天,5天","广东省-珠海市-市辖区,江西省-上尧市-市辖区,山西省-太原市-市辖区",幻悟空间设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【自建房】乡间自建房屋装修设计,https://task.epwk.com/966567/,265人,1人,"¥2,000",圆满完成,自建房,k6895****8,装修风格：中式现代/古典。房屋分类：旧房，乡村四合院，左右21米，前后22米。需有客厅、主卧、客房、独立餐厅、厨房、卫生间各1间。简约、大气、实用、环保,2021-09-24,2021.10.07,任务编号：966567,2000.0,5天,云南省-昆明市-市辖区,壹点壹客设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【自建房】自建厂房入户大堂设计,https://task.epwk.com/966568/,254人,2人,"¥2,500",圆满完成,自建房,k2268****6,面积：110，设计要求：1、设计风格简洁大方，以白色为主。2、大堂必须有形象墙、公司介绍和产品介绍的位置。3、作品风格、形式不限，但必须原创。,2021-09-24,2021.10.08,任务编号：966568,2500.0,"6天,6天","四川省-成都市-市辖区,福建省-厦门市-市辖区",毕索思空间设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】办公室工位摆放设计,https://task.epwk.com/956177/,782人,3人,¥500,圆满完成,效果图设计,o61475d1c18192,办公室工位摆放设计，最后一张是平面图，实际场地是空的，只有承重墙跟柱子，其他地方都是空的,2021-09-20,2021.09.29,任务编号：956177,500.0,"7天,1天","河南省-郑州市-中原区,北京市-北京市-东城区",河南礼诚装饰工程有限公司,https://shop.epwk.com/78n962v3onkv/,河南礼诚装饰工程有限公司,出售服务,https://shop.epwk.com/78n962v3onkv/chushou/,企业,七品,61分,总 3 次中标，交易总金额,￥2100.00,河南礼诚装饰工程有限公司,,现代风格设计,"￥50
            /㎡",3D效果图制作,"￥30
            /㎡",,,,,,,,,,,,,,
【其他家装服务】家用吧台设计,https://task.epwk.com/958237/,552人,2人,"¥1,000",圆满完成,其他家装服务,k3114****6,吧台设计在餐厅旁边的位置，不当餐桌用，只为了装饰，好看一些，风格不限,2021-09-14,2021.09.29,任务编号：958237,1000.0,"5天,3天","重庆市-沙坪坝区-市辖区,江西省-上尧市-市辖区",k649574198,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【展台展厅】四合院布局图尾款,https://task.epwk.com/929765/,587人,1人,"¥2,400",圆满完成,展台展厅,vitorru,四合院布局图尾款,2021-04-15,2021.04.29,任务编号：929765,2400.0,5天,广东省-深圳市,深圳山河品牌顾问,https://shop.epwk.com/89dvgvkmgdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【展台展厅】四合院布局图首款,https://task.epwk.com/929764/,551人,1人,"¥1,600",圆满完成,展台展厅,vitorru,四合院布局图首款,2021-04-15,2021.04.15,任务编号：929764,1600.0,1天,广东省-深圳市,深圳山河品牌顾问,https://shop.epwk.com/89dvgvkmgdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】商铺需要一个设计效果图,https://task.epwk.com/927906/,719人,1人,¥500,圆满完成,效果图设计,Wang020121,我有个商铺，需要一个设计效果图，素材装修风格我都有，只要做个效果图就行了。。其他的不需要做，能做的联系我，紧急！！！,2021-04-05,2021.04.10,任务编号：927906,500.0,5天,北京市-北京市-丰台区,北京美陈广告有限公司,https://shop.epwk.com/j7n38q22l5e1/,北京美陈广告有限公司,出售服务,https://shop.epwk.com/j7n38q22l5e1/chushou/,企业,六品,40分,,,北京美陈广告有限公司,,商业美陈,"￥1000
            /起",创意设计,"￥500
            /起",动画制作,"￥1000
            /起",商业街区设计,"￥1000
            /起",,,,,,,,,,
【施工图设计】家装水电施工图纸(专业人事请进）,https://task.epwk.com/927048/,918人,1人,¥300,圆满完成,施工图设计,o5f8d0ca0b9ef2,包含但不限于以下内容：一、灯具布置，绘制灯具位置的具体尺寸，方便工人准确找出电线暗合施工位置，以及开灯孔的位置。二、开关连线，绘制开关的位置，以及开关方式和连接到哪些灯具。三、强电布置，强电线路和功率，插座的位置绘制。四、弱点布置，弱点线路，面板的位置绘制。五、水路布置，给排水的布置，明确进水口，排水口的位置。布局图和具体需求微信提供，图纸需要源文件，将有专业水电工验收，有丰富经验的来。,2021-03-30,2021.04.12,任务编号：927048,300.0,2天,广东省-佛山市-顺德区,呈昊装饰设计,https://shop.epwk.com/mod04qvlk5yv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】县城商品房毛坯装修设计图，装修施工图，装修方案,https://task.epwk.com/926978/,1574人,3人,¥800,圆满完成,效果图设计,邦居工作室,附户型图，（面积117平方米）装修方案是指：设计图里的材料是什么材料,2021-03-30,2021.06.24,任务编号：926978,800.0,"498天,3天","重庆市-市辖区-万州区,河南省-新乡市",饭饭设计@_@,https://shop.epwk.com/78n96z1v2nkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【施工图设计】按手稿描绘店铺原始结构图,https://task.epwk.com/917262/,1223人,5人,¥100,圆满完成,施工图设计,luo35****049,按手稿描绘原始结构图,2021-01-25,2021.01.28,任务编号：917262,100.0,"1天,1天,1天,1天,1天","广东省-广州市,重庆市-市辖区-万州区,山东省-济南市,河南省-周口市-郸城县,山东省-青岛市",匠行天下,https://shop.epwk.com/81n41pwylnp6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【施工图设计】按图纸把原始平面图描绘出来,https://task.epwk.com/917120/,878人,1人,¥100,圆满完成,施工图设计,luo35****049,按图纸把原始平面图描绘出来,2021-01-23,2021.01.26,任务编号：917120,100.0,1天,内蒙古-呼和浩特市-回民区,圆舟传媒,https://shop.epwk.com/j7n381kk25e1/,圆舟传媒,出售服务,https://shop.epwk.com/j7n381kk25e1/chushou/,企业,七品,37分,,,圆舟传媒,,MAX效果图,"￥50
            /件",CAD施工图,"￥10
            /件",logo设计,"￥240
            /件",logo设计,"￥340
            /件",logo设计,"￥400
            /件",logo设计,"￥600
            /件",logo设计,"￥800
            /件",logo设计,"￥1200
            /件",logo设计,"￥1600
            /件"
