标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【企业官网】宠物社区网站建设,https://task.epwk.com/293951/,6502人,38人,¥6000,圆满完成,,pingpangwangzi99,网站用途：宠物爱好者社交网站开发语言：php（根据自身情况而定）参考网站：www.１７ｓｕｃａｉ.com具体要求：1、网页设计及制作：首页，栏目页，整体风格请模仿１７素材网，要大气上档次。2、功能模块：见网站功能需求文档3、网站维护：服务商需要提供后期维护支持及网站后台功能培训4、其他要求：开发语言最好是ＰＨＰ，工期约为20-25天左右请参与竞标的朋友们，自行下载文档看详细功能需求，本人最多只能给6000的价格，一定要求通过一品威客网进行担保交易，不接受私下线下交易，这个价格可能略低，但是本人是替一个生物实验室做的项目，我们希望寻找一个靠谱的合作商，长期合作，此次交易如能愉快合作，一定给中标的开发者介绍更多本实验室其他网站项目，不信勿扰，非诚勿扰，服务态度太差勿扰！另，本人提供所有功能设计图纸，开发者无须从头开始重新构思网站功能，但需要设计网站界面美工。我们必须要全套的源代码和技术开发文档，请开发者告知本人所使用的所有开发软件即本人获取源代码以后，开发者需提供指导帮助本人成功部署运行源代码。一旦成交，本人将拥有全套源代码及网站版权，开发者未经同意，不得将本网站源代码和域名扩散、传阅第三者。开发者须同意协助本人修改网站上的字体内容。开发周期：20~25 天   开发者需提供后期的维护和一定的技术指导，我们已有域名到时候会提供给中标者，以便让网站上线。我们已有logo到时候也请开发者放在网站合适位置。开发者须先下载网站功能需求文档再来竞标，一旦中标即表示同意网站功能需求文档中最后部分的特别声明。,2014-07-08,2014.08.22,任务编号：293951,6000.0,"20天,30天,7天,10天,25天,7天,7天,7天,7天,45天","湖北省-武汉市-江岸区,福建省-厦门市-思明区,上海市-市辖区-闵行区,江苏省-徐州市-泉山区,上海市-市辖区-杨浦区,江苏省-徐州市-鼓楼区,广东省-珠海市-香洲区,湖北省-武汉市-江汉区,江苏省-徐州市-泉山区,江苏省-南京市-玄武区",武汉零久云科技有限公司,https://shop.epwk.com/4rn8qv8lwngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,企业官网,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【APP开发】APP应用开发第一期,https://task.epwk.com/293913/,3982人,2人,¥10000,圆满完成,,gmjimmy,主要是不同分类的商铺及服务列表、地图分布，用户的注册和搜寻、评价，具体详谈，要求：每天要上报开发进度，代码最后要属于雇主，要做好注释，方便以后的维护与继续开发。总价35000元，第一期先支付10000,2014-07-08,2014.07.13,任务编号：293913,10000.0,"10天,7天","重庆市-市辖区-渝中区,广东省-深圳市-宝安区",重庆路遥科技有限公司,https://shop.epwk.com/09drjoq8l53w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【微信开发】微信公众号开发,https://task.epwk.com/293799/,7867人,19人,¥5000,圆满完成,,a6355****1,微信公众号开发。包服务器，后台，带支付宝功能。图1为例子，大概这样做。按照图2做成三个板块图3为图2购物专区的跳转，里面有商品的分类。图4为店铺的按钮图案。,2014-07-07,2014.08.09,任务编号：293799,5000.0,"14天,30天,30天,14天,30天,14天,14天,14天,14天,25天,14天,14天","山东省-济南市-历城区,福建省-厦门市-思明区,江西省-赣州市-章贡区,湖北省-武汉市-武昌区,北京市-北京市-海淀区,福建省-厦门市-翔安区,浙江省-嘉兴市-秀洲区,天津市-市辖区-塘沽区,广东省-深圳市-宝安区,福建省-厦门市-市辖区,福建省-厦门市-思明区,福建省-厦门市-市辖区",济南巨森信息科技有限公司,https://shop.epwk.com/zqdpl0qkgn1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,微信开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【小程序开发】json格式提交,https://task.epwk.com/293626/,2832人,2人,¥300,圆满完成,,狼行一生,实现以下功能：1. 将数据通过post提交，模式为json2.asp将数据通过soap的模式提交，并读取反馈回来的数据能解决以上任何一个问题，均可联系我，只需要提交+读取反馈回来的（数据回来后，不需要你做分析，我会自己做）温馨提醒：任务征集期间，交易双方交流可通过一品威客站内信、任务交流区联系雇主！,2014-07-07,2014.07.11,任务编号：293626,300.0,"7天,7天","江苏省-南京市-江宁区,北京市-北京市-西城区",逸兴工作室,https://shop.epwk.com/09drjo0o353w/,逸兴工作室,出售服务,https://shop.epwk.com/09drjo0o353w/chushou/,工作室,五品,29分,,,逸兴工作室,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【企业官网】thinksns 修改官方微吧应用,https://task.epwk.com/293130/,3125人,1人,¥500,圆满完成,,o53b4edb37caf3,开发语言：php（根据自身情况而定）具体要求：修改开源web app thinksns的官方应用微吧。功能描述：用户关注微吧后，任何人在微吧发布的帖子均会出现在该用户的timeline推送中。只要实现这个功能即可，要求比较简单。非诚勿扰。其他要求：工期约为5天左右,2014-07-03,2014.07.12,任务编号：293130,500.0,7天,湖南省-长沙市-岳麓区,湖南米云信息科技有限公司,https://shop.epwk.com/4rn8qvj16ngm/,湖南米云信息科技有限公司,出售服务,https://shop.epwk.com/4rn8qvj16ngm/chushou/,企业,二品,30分,,,湖南米云信息科技有限公司,,各类APP软件开发,1000,手机WAP网站建设,价格面议,网站高级定制服务,价格面议,办公系统开发定制,价格面议,多用户商城网站,价格面议,单用户商城,价格面议,,,,,,,企业官网,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【小程序开发】JAVA网站改版,https://task.epwk.com/292762/,2700人,2人,¥2500,圆满完成,,mf537c0ddc314bd,网站改版。已切好图。java+tomcat构架。要求把老页面代码全部替换为做好的代码。,2014-07-01,2014.07.29,任务编号：292762,1500.0,"14天,7天","上海市-市辖区-黄浦区,广东省-深圳市-宝安区",磐石科技,https://shop.epwk.com/9w56ee7jkdv1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【电商网站】比价网站建设,https://task.epwk.com/292529/,6769人,27人,¥15000,圆满完成,,o53b0e1538e9de,PHP，后台可以手工输入指定的网址，（范围：全网），时间：1个月内完成。提供类似作品1、所设计的作品，包含网页风格及使用的图片素材，应为原创或有合法授权，如侵犯他人著作权，由设计者承担所有法律责任； 2、设计方必须提供所设计作品的全部html页面与源代码、源文件； 3、设计作品经我方采用，并支付费用后，我方即拥有该作品知识产权，设计者不得在其他任何地方使用该设计作品；,2014-06-30,2014.08.29,任务编号：292529,15000.0,"31天,15天,15天,30天,30天,15天,15天,30天,15天,15天,25天,15天","广东省-深圳市-宝安区,福建省-厦门市-湖里区,江苏省-南京市-玄武区,北京市-北京市-海淀区,福建省-厦门市-思明区,黑龙江-哈尔滨市-呼兰区,重庆市-市辖区-九龙坡区,福建省-厦门市-思明区,四川省-成都市-温江区,福建省-厦门市-集美区,上海市-市辖区-闵行区,广东省-广州市-荔湾区",夸克时代,https://shop.epwk.com/p05qjo7l1dev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,电商网站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【电商网站】程序定制,https://task.epwk.com/292403/,2384人,1人,¥500,圆满完成,,o53af779a00123,程序定制,2014-06-29,2014.06.29,任务编号：292403,500.0,2天,江西省-宜春市-袁州区,o5386b93f077c1,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,电商网站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【APP开发】语音App开发项目2期IOS版开发,https://task.epwk.com/292349/,4506人,10人,¥2925,圆满完成,,渔人码头,语音App开发具体要求：1. 该语音App主要功能是为了让用户下载语音，离线听（在线听也可以）。用户端大概就只有6个页面，前面1-3页一层层点击进去，就能在第4页找到想要的语音。用户可通过搜索在本App上查找语音。用户不能上传语音。2. App后台：由营运方统一通过外链添加语音。3. 具体功能和页面请看附件。4. 需要ios版本和安卓版本，需上传IOS和安卓市场项目2期：ios版开发Native App（原生App）的设计和制作，用obj-C编写，后台用.net或者php编写,2014-06-28,2014.09.01,任务编号：292349,2925.0,"7天,30天,7天,7天,7天,7天,7天,7天,7天,7天","山东省-济宁市-市中区,福建省-厦门市-思明区,上海市-市辖区-闵行区,广东省-广州市-海珠区,北京市-北京市-朝阳区,福建省-厦门市-市辖区,广东省-深圳市-福田区,福建省-厦门市-思明区,福建省-厦门市-集美区,福建省-厦门市-思明区",中天信息科技,https://shop.epwk.com/2j5xov89g5xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【APP开发】语音App开发项目1期（iOS和安卓版）UI设计,https://task.epwk.com/292333/,4143人,4人,¥650,圆满完成,,渔人码头,语音App开发具体要求：1. 该语音App主要功能是为了让用户下载语音，离线听（在线听也可以）。用户端大概就只有6个页面，前面1-3页一层层点击进去，就能在第4页找到想要的语音。用户可通过搜索在本App上查找语音。用户不能上传语音。2. App后台：由营运方统一通过外链添加语音。3. 具体功能和页面请看附件。4. 需要ios版本和安卓版本，需上传IOS和安卓市场项目1期：（iOS和安卓版）UI设计 、logo设计 整体设计风格：干净，色彩明亮，简洁，卡通风格，带一点手绘的感觉,2014-06-28,2014.07.06,任务编号：292333,650.0,"7天,7天,7天,30天","山东省-济宁市-市中区,福建省-厦门市-思明区,福建省-厦门市-市辖区,福建省-厦门市-思明区",中天信息科技,https://shop.epwk.com/2j5xov89g5xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【小程序开发】开发建设应用型网站,https://task.epwk.com/292156/,5402人,11人,¥1500,圆满完成,,caolaoshi2014,开发个建设应用型网站有经验的威客给我留言,2014-06-27,2014.08.06,任务编号：292156,1500.0,"7天,7天,7天,7天,15天,15天,7天,7天,7天,7天","北京市-北京市-朝阳区,广东省-深圳市-宝安区,福建省-厦门市-思明区,河南周口,江苏省-淮安市-清河区,广东省-深圳市-宝安区,福建省-厦门市-思明区,上海市-市辖区-黄浦区,广东省-广州市-海珠区,福建省-厦门市-市辖区",鑫鼎传媒,https://shop.epwk.com/78n96vv8onkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【企业官网】酒店管理系统改进（asp.net+jQ实现）,https://task.epwk.com/292049/,5231人,11人,¥3000,圆满完成,,Devil1,具体要求：详细参见附件需求，BS架构已完成大部分功能，现主要需要增加团队入住功能与挂账功能。需要有实力的公司或个人来参与。要求：1、有相关技术能力 2、对酒店业务了解 3、周期也有一定要求。温馨提醒：任务征集期间，交易双方交流可通过一品威客站内信、任务交流区联系雇主！,2014-06-26,2014.08.02,任务编号：292049,3000.0,"10天,30天,9天,9天,9天,9天,9天,9天,9天,9天,9天","广东省-深圳市-宝安区,江苏省-南京市-江宁区,福建省-厦门市-集美区,上海市-市辖区-浦东新区,浙江省-嘉兴市-秀洲区,福建省-厦门市-翔安区,广东省-珠海市-香洲区,福建省-厦门市-思明区,上海市-市辖区-嘉定区,广东省-深圳市-宝安区,福建省-厦门市-思明区",维创时代网络科技公司,https://shop.epwk.com/zqdpl4gmgn1v/,维创时代网络科技公司,出售服务,https://shop.epwk.com/zqdpl4gmgn1v/chushou/,企业,三品,60分,总 21 次中标，交易总金额,￥8.51万,维创时代网络科技公司,,画册设计、宣传单、易拉宝、招牌设计,价格面议,海报设计、包装、封面、广告、彩页,价格面议,VI设计、名片设计、商标设计、台历设计,价格面议,LOGO设计,价格面议,电商系统（带分销，公众号，小程序，代理商，秒杀拼团）,"￥16800
            /套",WeShop 电商管理系统(多用户),"￥12800
            /套",APP 定制开发,价格面议,微信公众号定制化开发,价格面议,wechose CMS内容管理系统,"￥1380
            /次",企业官网,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【企业官网】网站图片特效修改,https://task.epwk.com/291999/,1988人,1人,¥180,圆满完成,,chuaing,放大的效果是向四周放大，速度缓慢一些，放大后不要太大，小一点；,2014-06-26,2014.06.27,任务编号：291999,180.0,7天,湖北省-武汉市-武昌区,如是设计工作室,https://shop.epwk.com/j7n38g7z25e1/,如是设计工作室,出售服务,https://shop.epwk.com/j7n38g7z25e1/chushou/,工作室,三品,40分,,,如是设计工作室,,前端开发,"￥100
            /页",,,,,,,,,,,,,,,,,企业官网,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【网站UI设计】用div布局网页,https://task.epwk.com/291754/,3979人,7人,¥100,圆满完成,,o53a99e42366c6,用div布局2个首页。效果图都是现成的。,2014-06-24,2014.06.27,任务编号：291754,100.0,"1天,4天,4天,4天,4天,4天","四川省-成都市-双流县,广东省-珠海市-香洲区,湖北省-武汉市-武昌区,福建省-漳州市-龙文区,浙江省-嘉兴市-秀洲区,重庆市-市辖区-南岸区",成都翠花网络,https://shop.epwk.com/j7n38goel5e1/,成都翠花网络,出售服务,https://shop.epwk.com/j7n38goel5e1/chushou/,个人,九品,37分,,,成都翠花网络,,,,,,,,,,,,,,,,,,,,网站UI设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【APP开发】只有一个界面的IOS调试程序应用,https://task.epwk.com/291631/,3460人,2人,¥1500,圆满完成,,szc55,ios的测试，只有一个界面，而且界面已经设计完毕；功能描述：通过蓝牙4.0上传数据，在手机界面实时上显示即可；要求：开发者做过蓝牙4.0的通信开发。3天时间完成。,2014-06-24,2014.07.08,任务编号：291631,1000.0,3天,福建省-厦门市-翔安区,火鸟团队,https://shop.epwk.com/3gd2mg84pner/,火鸟团队,出售服务,https://shop.epwk.com/3gd2mg84pner/chushou/,工作室,七品,38分,,,火鸟团队,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【企业官网】按方案模仿一个网站,https://task.epwk.com/291440/,4709人,20人,¥2000,圆满完成,,艺术帮设计摄影,我们主要是展示案例的网站  我们也已经设计出整个网站的设计方案（详见附件）所需要的就是把我们的方案做成网页源码，需要有后台，欢迎联系询问具体内容,2014-06-23,2014.07.18,任务编号：291440,2000.0,"30天,7天,7天,7天,7天,15天,7天,7天,7天,7天,7天","湖北省-武汉市-洪山区,北京市-北京市-崇文区,福建省-厦门市-集美区,河北省沧州市,广东省-珠海市-香洲区,山东省-青岛市-黄岛区,福建省-厦门市-集美区,上海市-市辖区-闵行区,上海市-市辖区-浦东新区,福建省-厦门市-思明区,四川省-成都市-金牛区",云诺科技,https://shop.epwk.com/9w56egyv6dv1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,企业官网,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【企业官网】企业网站建设,https://task.epwk.com/291372/,5633人,25人,¥600,圆满完成,,oyzp1818,参考：http://www.cinf.com.cn/         http://www.dimine.net:6868/,2014-06-22,2014.07.04,任务编号：291372,600.0,"7天,7天,7天,7天,7天,7天,7天,7天,7天,15天,7天","湖北省-武汉市-武昌区,上海市-市辖区-浦东新区,广东省-广州市-番禺区,重庆市-市辖区-九龙坡区,黑龙江-哈尔滨市-呼兰区,河南省-郑州市-金水区,江苏省-南通市-海安县,四川省-成都市-温江区,天津市-市辖区-河东区,广东省-广州市-天河区,福建省-厦门市-思明区",如是设计工作室,https://shop.epwk.com/j7n38g7z25e1/,如是设计工作室,出售服务,https://shop.epwk.com/j7n38g7z25e1/chushou/,工作室,三品,40分,,,如是设计工作室,,前端开发,"￥100
            /页",,,,,,,,,,,,,,,,,企业官网,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【游戏其他】聚享游简单任务6元秒结算,https://task.epwk.com/322368/,3048人,2人,¥510,,,o548fc6f6ce978,任务地址：http://www.juxiangyou.com/r1496402  只有通过任务地址注册才能获得有效任务资格任务要求：账户U币达到30000U币就完成任务  不明白加我Q  875444712   合作共赢   在线秒结算技 巧：1.通过任务地址完成注册就送10000U币2.注册后点击后上面注册即可得20000U币 链接3也可以完成小游戏赚钱， 等于平台给你3块钱 我在给你3块钱。4.达到任务要求的截图，上传图片提交任务（截图需ID和U币数在同一张截图）5.同一IP已注册过的就不要领取任务了5.全天在线秒批  诚信做人 才会得到更多回报。,2014-12-16,,任务编号：322368,510.0,,,B任务编号：322368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,游戏其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【电商网站】【威客信用】功能建议或bug征集,https://task.epwk.com/322336/,26443人,186人,"¥3,000",,,epweike,威客信用功能上线啦！    威客信用功能是通过对用户资质、真实性认证、可信交易行为、口碑评价等各种数据的集合，以信用等级和信用成长值方式，呈现综合信用情况，以作为雇主选择威客的参考依据...（具体规则就不多说啦，查看热腾腾的帮助说明吧：http://www.epweike.com/help/bang_146275.html ）    伙伴们速来提意见吧！我们会虚心接受并优化，每个合格稿件3元喔~稿件要求：（1）真实有效。只要是关于威客信用功能的任何建议或bug（错误故障）都可以提出来！视觉上，功能上，等等等，都可以；（2）描述具体。最好能图文结合；格式可以参考附件。（3）重复不计。相同的bug或建议，按照提交时间的先后来判断，谁先提交谁先中标并获得赏金；（4）稿件不可隐藏，便于其他人判断是否已经有别人提交过类似内容了。,2014-12-16,,任务编号：322336,3000.0,,,B任务编号：322336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,电商网站,,,,,,,,,,,,,,,,,,,,,,￥240,"个人 |            
            北京专业网站建设","工作室 |            
            风尚网络工作室","工作室 |            
            风尚网络工作室",zmh513,"工作室 |            
            极限创意设计","个人 |            
            乐活创享","工作室 |            
            山西米立科技",笨丫头,清水坪,"工作室 |            
            月贝凡广告策划",,,,,2014
【软件UI设计】系统UI界面首页征集，寻求长期合作的伙伴,https://task.epwk.com/325378/,4379人,4人,"¥1,000",,,厦门希骏,Form-World关系型表格数据库应用软件开发平台（以下简称Fom-World平台）是以现成表格为开发对象的数据库应用软件开发平台。平台可以装载各行业的数据库应用系统。当前征集的UI介面就是应用于某应用系统的背景图像。系统背景UI界面首页设计，只需按要求完成界面的设计即可（详细内容请看附件）。大家所交稿件，我们最后都将统一给我们客户选择，客户选择的即为中标，并且可以来完成剩下项目的内容。此次任务的稿件中，我们会选择三个设计中的稿件为中标者。要求：    1、关系架构图里面的内容要全部显示在设计的这张界面上。 2、界面的logo用我们提供的，文字“英融生态圈”改为“英融资本通” 3、界面的风格与logo能够相对应，颜色要求不超过3个颜色，底调要精致，有厚重感、层次感。 4、页面大小统一为A4纸。 5、有实际的设计工作经验，提供3个以上真实案例作品.新手、应届、新入行勿扰。加QQ时候请先给出原创作品图。 6、提交作品图即可。 7、如果您有任何疑问，或者有更好的想法，请不要犹豫，联系我们 8、附件里面的关系结构内容，其中“（有链接）”此为提示该内容是有链接功能的。按此文字，页面将跳转到相应的页面。 9、具体参考内容详见附件  联系QQ：2983545881 请标明来意。有关Form-World平台参看http://www.form-world.com.cn,2014-12-31,,任务编号：325378,1000.0,,,林点商业设计空间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,软件UI设计,,￥ 1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【网站UI设计】简单的环保公益网站广告牌设计,https://task.epwk.com/251033/,7306人,5人,¥300,,,hbjsjdq,公益性任务，期待热心环保与公益的您来参与，环保公益网站www.hbjsjdq.com需要添加一些宣传条幅，规格:950*150 760*90 270*390一组(图片数量越多越好)，内容是宣传环保酵素，广告图片和广告语可以根据环保酵素的内容自己发挥。 背景可以是绿色环保类的图片或者大自然美景，右侧加上微信公号二维码，右下角有www.hbjsjdq.com网址的水印，相关资料:http://mp.weixin.qq.com/s?__biz=MjM5Njg4NTEzMg==&mid=10013691&idx=1&sn=f69653233a1367bac2681a36df781e39#rdhttp://mp.weixin.qq.com/s?__biz=MjM5Njg4NTEzMg==&mid=10013611&idx=1&sn=26cd25e489c89a88241d85fda18280e0#rd http://mp.weixin.qq.com/s?__biz=MjM5Njg4NTEzMg==&mid=200019637&idx=1&sn=a92f2b81645543237f2b09bff103195a#rd,2014-03-07,,任务编号：251033,300.0,,,简约艺术,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,网站UI设计,,￥ 300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【公司起名】新公司取名,,7528人,38人,¥100,圆满完成,,mf180****7933,"商务服务公司名称征集主要经营：代理记账、汽车租赁、担保服务、法律服务、软件开发、人力资源等等主要面对客户群：1、针对小微企业的后勤管理要求：1、突出小微企业后勤管理服务。2、名称响亮，易记，文雅，有创意但不失稳重;(必需可以注册公司的)2、最好有中、英文两种名称，并可注册商标3、附上创意说明。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2014-12-31,2015.01.17,任务编号：325384,100.0,,,品牌天下，名者为先,,,,,个人,七品,40分,,,,,品牌取名,"￥100
            /次",,,,,,,,,,,,,,,,,公司起名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【品牌起名】家具品牌取名,,8428人,55人,¥200,圆满完成,,mf182****7374,一、需求：1.本公司主营高端柜体，所取名称需国际化、年轻化，名称响亮，无生僻字，易记忆，有创意，可体现品牌价值，可注册商标。2.中英文同时命名，名称译名准确。中文字数控制在2-3个字。3.名称能有利于品牌形象的设计塑造。4.为避免重复内容及网络复制，每位投标者所取名字不得多于5个。 5.名称未被使用过，能通过国家商标局的注册使用。取名后，请附带在中国商标网做个查询结果，能够在中国商标局注册。 6.附上创意说明。 二、知识产权的说明 ：1、所创作的名称必须为原创，不得与其它企业或品牌名称类似，抄袭剽窃他人作品。不得侵犯他人著作权；如有侵犯他人著作权，由竞标者承担所有法律责任；各位竞标者一定要注意所设计作品的不重复性，如有雷同或无法进行商标注册将无法参与竞标。2、竞标方创作的名称一经选中，则视为同意征集方拥有对该名称的所有权。最终中标的名称，其全部权利（包括但不限于知识产权、著作权、使用权、发布权、处分权)归我方，即拥有该名称的独立完整知识产权。我方除征集费外，无需向竞标者支付任何费用。3、中标的名称，我方支付征集费后，竞标者不得再在其他任何地方使用该名称，或为第三人提供该作品创意方案，否则构成侵权，我方保留依法追究设计方法律责任的权利。4、如选中某名称，但需要进行适当微调，希望中标者能依据我们的意见适当调整。5、征集结果公布后，未采用的作品即可自行处理。6、参加此竞标者被视为同意以上声明。三、任务征集期间，交易双方交流可通过:一品威客站内信、任务详情之威客任务交流区或咨询一品威客在线客服人员。,2014-12-29,2015.02.19,任务编号：324868,200.0,,,一天天的长大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,品牌起名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【公司起名】电子商务公司取名,,11957人,25人,¥100,圆满完成,,eag1e5,1、名字简单好记、有内涵。2、给出名字解释。3、名字是要能够注册的才有效，不能注册的是无效稿件。,2014-12-28,2015.01.09,任务编号：324777,100.0,,,意点品牌策划,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公司起名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【公司起名】寿司店起名取名,,13678人,60人,¥100,圆满完成,,ly137****9961,"具体要求：易记、顺口、独特新颖，中高档寿司店名称。中、英文名皆可！知识产权说明 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任； 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2014-12-26,2015.01.25,任务编号：324522,100.0,,,卧龙商铺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公司起名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【公司起名】公司起名,,5505人,41人,¥150,圆满完成,,o549d****45717,"公司名称征集，本公司位于山西省吕梁市中阳县。                            经营介绍：设计、生产、销售橱柜门、免漆门、隔断镂空、浮雕壁画等。        要求：                                    1、名称响亮，易记，文雅，有创意但不失稳重;(必需可以注册公司的)；                            2、最好有中、英文两种名称，并可注册商标；3、名字最好和公司经营内容有联系；4、附上创意说明。                            知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2014-12-26,2015.03.09,任务编号：324579,150.0,,,高阁雅依创意工作室,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,公司起名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【成人起名】改名,,12263人,105人,¥138,圆满完成,,SixGod,本人姓“姚”广东人。孩子2015年2月中出生，还不知性别。所以请 男/女 各改一个名字。名字最好 粤语 和 普通话 都顺口易记、一个字最好，两个字也接受，笔画不要太复杂。呃！钱不多。。好像要求有点多，请见量。  如重名按先交稿中标。,2014-12-25,2015.01.19,任务编号：324338,138.0,,,lijie28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,成人起名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
【品牌起名】微信公众平台品牌起名,,8279人,81人,¥200,圆满完成,,zhangzili222,"微信公众平台起名字平台主要想做 垂直领域 商城累的，，客户群体，主要是80,90后，平台主要推广演唱会门票，面膜之类的。起的名字一定要，可爱，好记，容易传播，读起来上口",2014-12-25,2015.01.08,任务编号：324321,200.0,,,开罗和罗马,,,,,工作室,六品,38分,,,,,软文软文,"￥100
            /次",,,,,,,,,,,,,,,,,品牌起名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
