ID,Transaction_Price,Publication_Time,[z],type
任务编号：324260,510,2014/12/25,2,订单
任务编号：324171,500,2014/12/24,2,订单
任务编号：324074,500,2014/12/24,2,订单
任务编号：324064,500,2014/12/24,2,订单
任务编号：324015,600,2014/12/24,2,订单
任务编号：323233,500,2014/12/20,2,订单
任务编号：322663,510,2014/12/17,2,订单
任务编号：322408,501,2014/12/16,2,订单
任务编号：321411,500,2014/12/11,2,订单
任务编号：320516,510,2014/12/6,2,订单
任务编号：320003,500,2014/12/3,2,订单
任务编号：319971,750,2014/12/3,2,订单
任务编号：319799,200,2014/12/2,2,订单
任务编号：319568,100,2014/12/1,2,订单
任务编号：319417,500,2014/11/30,2,订单
任务编号：319352,100,2014/11/30,2,订单
任务编号：319257,100,2014/11/29,2,订单
任务编号：319245,100,2014/11/29,2,订单
任务编号：319184,100,2014/11/28,2,订单
任务编号：318821,100,2014/11/27,2,订单
任务编号：318559,100,2014/11/26,2,订单
任务编号：318544,100,2014/11/25,2,订单
任务编号：317622,100,2014/11/20,2,订单
任务编号：317349,100,2014/11/19,2,订单
任务编号：317143,150,2014/11/18,2,订单
任务编号：316919,100,2014/11/17,2,订单
任务编号：315764,120,2014/11/11,2,订单
任务编号：314401,100,2014/11/4,2,订单
任务编号：313702,100,2014/10/31,2,订单
任务编号：313563,100,2014/10/30,2,订单
任务编号：313139,300,2014/10/29,2,订单
任务编号：312495,100,2014/10/24,2,订单
任务编号：311236,300,2014/10/18,2,订单
任务编号：311216,100,2014/10/18,2,订单
任务编号：310856,100,2014/10/16,2,订单
任务编号：310733,100,2014/10/15,2,订单
任务编号：310078,100,2014/10/12,2,订单
任务编号：309719,100,2014/10/10,2,订单
任务编号：309622,160,2014/10/9,2,订单
任务编号：309201,300,2014/10/6,2,订单
任务编号：309192,300,2014/10/6,2,订单
任务编号：309190,100,2014/10/6,2,订单
任务编号：309169,1000,2014/10/6,2,订单
任务编号：307931,200,2014/9/26,2,订单
任务编号：307894,400,2014/9/25,2,订单
任务编号：307538,100,2014/9/24,2,订单
任务编号：306946,100,2014/9/20,2,订单
任务编号：306628,100,2014/9/18,2,订单
任务编号：306574,165,2014/9/18,2,订单
任务编号：306242,105,2014/9/17,2,订单
任务编号：306241,100,2014/9/17,2,订单
任务编号：305591,100,2014/9/13,2,订单
任务编号：305713,100,2014/9/14,2,订单
任务编号：305704,100,2014/9/14,2,订单
任务编号：305702,100,2014/9/14,2,订单
任务编号：305662,100,2014/9/13,2,订单
任务编号：305086,500,2014/9/10,2,订单
任务编号：305080,210,2014/9/10,2,订单
任务编号：304770,1000,2014/9/8,2,订单
任务编号：304540,100,2014/9/5,2,订单
任务编号：304074,100,2014/9/3,2,订单
任务编号：304036,100,2014/9/3,2,订单
任务编号：303809,700,2014/9/2,2,订单
任务编号：303735,100,2014/9/1,2,订单
任务编号：303496,100,2014/8/31,2,订单
任务编号：303447,100,2014/8/30,2,订单
任务编号：303457,100,2014/8/30,2,订单
任务编号：303339,100,2014/8/29,2,订单
任务编号：303235,100,2014/8/29,2,订单
任务编号：303044,100,2014/8/28,2,订单
任务编号：302769,100,2014/8/27,2,订单
任务编号：302723,100,2014/8/26,2,订单
任务编号：302699,100,2014/8/26,2,订单
任务编号：302375,300,2014/8/25,2,订单
任务编号：302121,200,2014/8/22,2,订单
任务编号：302117,100,2014/8/22,2,订单
任务编号：301920,100,2014/8/21,2,订单
任务编号：301949,530,2014/8/22,2,订单
任务编号：301676,100,2014/8/20,2,订单
任务编号：301261,100,2014/8/19,2,订单
任务编号：301186,100,2014/8/18,2,订单
任务编号：301156,100,2014/8/18,2,订单
任务编号：300969,800,2014/8/16,2,订单
任务编号：300841,100,2014/8/15,2,订单
任务编号：300661,100,2014/8/14,2,订单
任务编号：300496,100,2014/8/13,2,订单
任务编号：300340,100,2014/8/12,2,订单
任务编号：299833,1000,2014/8/10,2,订单
任务编号：299136,198,2014/8/6,2,订单
任务编号：298392,100,2014/8/3,2,订单
任务编号：297470,100,2014/7/29,2,订单
任务编号：297851,1500,2014/7/31,2,订单
任务编号：297829,100,2014/7/31,2,订单
任务编号：297640,200,2014/7/30,2,订单
任务编号：297213,300,2014/7/28,2,订单
任务编号：296799,200,2014/7/25,2,订单
任务编号：295812,220,2014/7/19,2,订单
任务编号：295177,100,2014/7/16,2,订单
任务编号：295179,100,2014/7/16,2,订单
任务编号：294174,200,2014/7/10,2,订单
任务编号：293448,100,2014/7/5,2,订单
任务编号：292842,100,2014/7/1,2,订单
任务编号：292124,100,2014/6/26,2,订单
任务编号：292132,100,2014/6/26,2,订单
任务编号：291907,100,2014/6/25,2,订单
任务编号：291393,220,2014/6/22,2,订单
任务编号：291022,100,2014/6/19,2,订单
任务编号：291020,100,2014/6/19,2,订单
任务编号：289758,200,2014/6/11,2,订单
任务编号：289292,500,2014/6/8,2,订单
任务编号：289251,220,2014/6/7,2,订单
任务编号：288445,2100,2014/6/1,2,订单
任务编号：257404,50,2014/4/17,2,订单
任务编号：318744,100,2014/11/26,2,订单
任务编号：322452,2560,2014/12/17,2,订单
任务编号：319256,2200,2014/11/29,2,订单
任务编号：317538,2000,2014/11/20,2,订单
任务编号：317470,35000,2014/11/20,2,订单
任务编号：317469,5000,2014/11/20,2,订单
任务编号：315010,8000,2014/11/7,2,订单
任务编号：307365,450,2014/9/23,2,订单
任务编号：307170,450,2014/9/22,2,订单
任务编号：297524,100,2014/7/29,2,订单
任务编号：296496,100,2014/7/23,2,订单
任务编号：294629,50,2014/7/12,2,订单
任务编号：292336,50,2014/6/28,2,订单
任务编号：291695,800,2014/6/24,2,订单
任务编号：291395,50,2014/6/22,2,订单
任务编号：291359,100,2014/6/21,2,订单
任务编号：290947,5000,2014/6/19,2,订单
任务编号：290895,50,2014/6/18,2,订单
任务编号：290394,50,2014/6/16,2,订单
任务编号：290028,50,2014/6/12,2,订单
任务编号：289435,50,2014/6/9,2,订单
任务编号：288049,150,2014/5/28,2,订单
任务编号：287346,6000,2014/5/24,2,订单
任务编号：285988,5000,2014/5/15,2,订单
任务编号：285052,60,2014/5/8,2,订单
任务编号：284127,50,2014/5/2,2,订单
任务编号：283590,6000,2014/4/28,2,订单
任务编号：255442,500,2014/4/8,2,订单
任务编号：254694,6000,2014/4/2,2,订单
任务编号：251756,50,2014/3/12,2,订单
任务编号：251747,50,2014/3/12,2,订单
任务编号：250381,6000,2014/3/3,2,订单
任务编号：283576,70,2014/4/28,2,订单
任务编号：323294,300,2014/12/20,2,订单
任务编号：320282,300,2014/12/4,2,订单
任务编号：314539,350,2014/11/5,2,订单
任务编号：313736,1000,2014/10/31,2,订单
任务编号：311555,500,2014/10/20,2,订单
任务编号：304451,400,2014/9/5,2,订单
任务编号：302291,600,2014/8/24,2,订单
任务编号：299443,100,2014/8/8,2,订单
任务编号：299034,500,2014/8/6,2,订单
任务编号：294412,200,2014/7/11,2,订单
任务编号：293842,900,2014/7/8,2,订单
任务编号：293723,100,2014/7/7,2,订单
任务编号：290152,300,2014/6/13,2,订单
任务编号：287184,100,2014/5/22,2,订单
任务编号：258275,500,2014/4/23,2,订单
任务编号：257764,300,2014/4/20,2,订单
任务编号：257763,300,2014/4/20,2,订单
任务编号：257723,200,2014/4/20,2,订单
任务编号：254080,2000,2014/3/27,2,订单
任务编号：254077,1000,2014/3/27,2,订单
任务编号：253138,300,2014/3/21,2,订单
任务编号：251539,300,2014/3/11,2,订单
任务编号：248309,500,2014/2/16,2,订单
任务编号：247287,200,2014/2/7,2,订单
任务编号：247048,150,2014/1/26,2,订单
任务编号：245253,500,2014/1/10,2,订单
任务编号：322344,5000,2014/12/16,2,订单
任务编号：319047,400,2014/11/28,2,订单
任务编号：310040,800,2014/10/12,2,订单
任务编号：309588,850,2014/10/9,2,订单
任务编号：306793,1000,2014/9/19,2,订单
任务编号：305129,880,2014/9/11,2,订单
任务编号：299792,1500,2014/8/10,2,订单
任务编号：295685,3000,2014/7/18,2,订单
任务编号：293828,500,2014/7/8,2,订单
任务编号：290593,300,2014/6/17,2,订单
任务编号：290475,100,2014/6/16,2,订单
任务编号：289934,1000,2014/6/12,2,订单
任务编号：289513,500,2014/6/9,2,订单
任务编号：288796,600,2014/6/4,2,订单
任务编号：287715,500,2014/5/27,2,订单
任务编号：286077,500,2014/5/15,2,订单
任务编号：284413,1000,2014/5/5,2,订单
任务编号：255529,800,2014/4/8,2,订单
任务编号：254716,200,2014/4/2,2,订单
任务编号：247069,2000,2014/1/27,2,订单
任务编号：246146,2500,2014/1/18,2,订单
任务编号：324825,400,2014/12/28,2,订单
任务编号：324496,20000,2014/12/26,2,订单
任务编号：323208,20000,2014/12/20,2,订单
任务编号：322079,2000,2014/12/15,2,订单
任务编号：321974,300,2014/12/15,2,订单
任务编号：320543,200,2014/12/6,2,订单
任务编号：320528,20000,2014/12/6,2,订单
任务编号：319384,500,2014/11/30,2,订单
任务编号：318780,350,2014/11/26,2,订单
任务编号：317689,20000,2014/11/21,2,订单
任务编号：317596,100,2014/11/20,2,订单
任务编号：316853,100,2014/11/17,2,订单
任务编号：311851,200,2014/10/21,2,订单
任务编号：311598,200,2014/10/20,2,订单
任务编号：308048,2600,2014/9/26,2,订单
任务编号：307881,100,2014/9/25,2,订单
任务编号：306754,100,2014/9/19,2,订单
任务编号：304025,200,2014/9/3,2,订单
任务编号：302764,800,2014/8/27,2,订单
任务编号：302401,500,2014/8/25,2,订单
任务编号：299220,600,2014/8/7,2,订单
任务编号：297585,1200,2014/7/30,2,订单
任务编号：292739,100,2014/7/1,2,订单
任务编号：291924,50,2014/6/25,2,订单
任务编号：291453,200,2014/6/23,2,订单
任务编号：291398,500,2014/6/22,2,订单
任务编号：290684,3000,2014/6/17,2,订单
任务编号：288849,600,2014/6/5,2,订单
任务编号：288480,400,2014/6/2,2,订单
任务编号：288352,300,2014/5/30,2,订单
任务编号：287666,120,2014/5/26,2,订单
任务编号：285892,300,2014/5/14,2,订单
任务编号：284467,800,2014/5/5,2,订单
任务编号：284567,200,2014/5/6,2,订单
任务编号：284517,600,2014/5/5,2,订单
任务编号：258202,500,2014/4/23,2,订单
任务编号：258118,500,2014/4/22,2,订单
任务编号：256149,600,2014/4/13,2,订单
任务编号：254310,1000,2014/3/30,2,订单
任务编号：253699,225,2014/3/25,2,订单
任务编号：250186,150,2014/3/1,2,订单
任务编号：249021,600,2014/2/21,2,订单
任务编号：248528,500,2014/2/18,2,订单
任务编号：284172,500,2014/5/3,2,订单
任务编号：309454,100,2014/10/9,2,订单
任务编号：307528,300,2014/9/24,2,订单
任务编号：298515,300,2014/8/4,2,订单
任务编号：256215,300,2014/4/14,2,订单
任务编号：321114,1000,2014/12/9,2,订单
任务编号：318003,1000,2014/11/23,2,订单
任务编号：317983,1000,2014/11/23,2,订单
任务编号：315384,100,2014/11/9,2,订单
任务编号：305549,500,2014/9/12,2,订单
任务编号：304864,1000,2014/9/9,2,订单
任务编号：291387,1500,2014/6/22,2,订单
任务编号：290795,1000,2014/6/18,2,订单
任务编号：289341,100,2014/6/8,2,订单
任务编号：287149,100,2014/5/22,2,订单
任务编号：285307,3000,2014/5/11,2,订单
任务编号：257954,1000,2014/4/22,2,订单
任务编号：257846,4000,2014/4/21,2,订单
任务编号：253517,100,2014/3/24,2,订单
任务编号：250669,900,2014/3/5,2,订单
任务编号：246945,150,2014/1/26,2,订单
任务编号：245773,100,2014/1/15,2,订单
任务编号：324967,1700,2014/12/29,2,订单
任务编号：323493,150,2014/12/22,2,订单
任务编号：322397,179,2014/12/16,2,订单
任务编号：322100,100,2014/12/15,2,订单
任务编号：321233,800,2014/12/10,2,订单
任务编号：319735,160,2014/12/2,2,订单
任务编号：318971,150,2014/11/27,2,订单
任务编号：316120,20000,2014/11/13,2,订单
任务编号：315814,9000,2014/11/12,2,订单
任务编号：315238,100,2014/11/8,2,订单
任务编号：312509,6000,2014/10/24,2,订单
任务编号：310292,200,2014/10/13,2,订单
任务编号：309917,400,2014/10/11,2,订单
任务编号：309695,100,2014/10/10,2,订单
任务编号：309044,110,2014/10/5,2,订单
任务编号：306689,300,2014/9/19,2,订单
任务编号：305028,300,2014/9/10,2,订单
任务编号：299124,173,2014/8/6,2,订单
任务编号：297928,5000,2014/7/31,2,订单
任务编号：297137,150,2014/7/28,2,订单
任务编号：296694,100,2014/7/24,2,订单
任务编号：292901,200,2014/7/2,2,订单
任务编号：292289,100,2014/6/27,2,订单
任务编号：292229,50,2014/6/27,2,订单
任务编号：291228,50,2014/6/20,2,订单
任务编号：290716,50,2014/6/17,2,订单
任务编号：288103,500,2014/5/29,2,订单
任务编号：287646,100,2014/5/26,2,订单
任务编号：286740,500,2014/5/20,2,订单
任务编号：285923,50,2014/5/14,2,订单
任务编号：285624,2400,2014/5/13,2,订单
任务编号：258020,100,2014/4/22,2,订单
任务编号：258000,700,2014/4/22,2,订单
任务编号：256388,860,2014/4/15,2,订单
任务编号：256174,100,2014/4/13,2,订单
任务编号：254094,500,2014/3/28,2,订单
任务编号：253496,300,2014/3/24,2,订单
任务编号：253329,50,2014/3/22,2,订单
任务编号：302023,100,2014/8/22,2,订单
任务编号：297758,200,2014/7/30,2,订单
任务编号：322055,450,2014/12/15,2,订单
任务编号：324861,300,2014/12/29,2,订单
任务编号：325346,2000,2014/12/31,2,订单
任务编号：325180,100,2014/12/30,2,订单
任务编号：325117,100,2014/12/30,2,订单
任务编号：325162,100,2014/12/30,2,订单
任务编号：325103,500,2014/12/30,2,订单
任务编号：325101,300,2014/12/30,2,订单
任务编号：325001,108,2014/12/29,2,订单
任务编号：324945,300,2014/12/29,2,订单
任务编号：324816,500,2014/12/28,2,订单
任务编号：324268,300,2014/12/25,2,订单
任务编号：324617,300,2014/12/26,2,订单
任务编号：324726,100,2014/12/27,2,订单
任务编号：324705,210,2014/12/27,2,订单
任务编号：324662,100,2014/12/26,2,订单
任务编号：324589,500,2014/12/26,2,订单
任务编号：324485,260,2014/12/26,2,订单
任务编号：324416,200,2014/12/25,2,订单
任务编号：323795,200,2014/12/23,2,订单
任务编号：323845,300,2014/12/23,2,订单
任务编号：324312,200,2014/12/25,2,订单
任务编号：324192,500,2014/12/24,2,订单
任务编号：324193,200,2014/12/24,2,订单
任务编号：324020,1000,2014/12/24,2,订单
任务编号：324096,500,2014/12/24,2,订单
任务编号：324097,200,2014/12/24,2,订单
任务编号：323992,1900,2014/12/24,2,订单
任务编号：323929,600,2014/12/23,2,订单
任务编号：323859,200,2014/12/23,2,订单
任务编号：323858,300,2014/12/23,2,订单
任务编号：323802,1000,2014/12/23,2,订单
任务编号：323697,600,2014/12/23,2,订单
任务编号：323696,250,2014/12/23,2,订单
任务编号：323652,518,2014/12/22,2,订单
任务编号：323501,100,2014/12/22,2,订单
任务编号：323514,600,2014/12/22,2,订单
任务编号：323410,3000,2014/12/22,2,订单
任务编号：323456,777,2014/12/22,2,订单
任务编号：323383,500,2014/12/21,2,订单
任务编号：323352,200,2014/12/21,2,订单
任务编号：323339,500,2014/12/21,2,订单
任务编号：323245,250,2014/12/20,2,订单
任务编号：323215,500,2014/12/20,2,订单
任务编号：323178,300,2014/12/19,2,订单
任务编号：323084,500,2014/12/19,2,订单
任务编号：323086,800,2014/12/19,2,订单
任务编号：323009,100,2014/12/19,2,订单
任务编号：323016,600,2014/12/19,2,订单
任务编号：322905,500,2014/12/18,2,订单
任务编号：322808,300,2014/12/18,2,订单
任务编号：322805,900,2014/12/18,2,订单
任务编号：322759,100,2014/12/18,2,订单
任务编号：322724,1000,2014/12/18,2,订单
任务编号：322564,900,2014/12/17,2,订单
任务编号：322343,300,2014/12/16,2,订单
任务编号：322338,360,2014/12/16,2,订单
任务编号：322259,1000,2014/12/16,2,订单
任务编号：322291,500,2014/12/16,2,订单
任务编号：322268,960,2014/12/16,2,订单
任务编号：322179,200,2014/12/15,2,订单
任务编号：322174,130,2014/12/15,2,订单
任务编号：322097,250,2014/12/15,2,订单
任务编号：322101,250,2014/12/15,2,订单
任务编号：322102,150,2014/12/15,2,订单
任务编号：322076,200,2014/12/15,2,订单
任务编号：322026,100,2014/12/15,2,订单
任务编号：322036,500,2014/12/15,2,订单
任务编号：321955,1200,2014/12/14,2,订单
任务编号：321930,1000,2014/12/14,2,订单
任务编号：321928,300,2014/12/14,2,订单
任务编号：321858,200,2014/12/13,2,订单
任务编号：321818,2000,2014/12/13,2,订单
任务编号：321837,100,2014/12/13,2,订单
任务编号：321823,300,2014/12/13,2,订单
任务编号：321784,400,2014/12/12,2,订单
任务编号：321785,150,2014/12/12,2,订单
任务编号：321650,100,2014/12/12,2,订单
任务编号：321652,100,2014/12/12,2,订单
任务编号：321648,100,2014/12/12,2,订单
任务编号：321645,120,2014/12/12,2,订单
任务编号：321624,300,2014/12/12,2,订单
任务编号：321513,600,2014/12/11,2,订单
任务编号：321467,1200,2014/12/11,2,订单
任务编号：321449,300,2014/12/11,2,订单
任务编号：321431,800,2014/12/11,2,订单
任务编号：321382,800,2014/12/11,2,订单
任务编号：321331,360,2014/12/10,2,订单
任务编号：321317,100,2014/12/10,2,订单
任务编号：321293,200,2014/12/10,2,订单
任务编号：321126,300,2014/12/9,2,订单
任务编号：321108,300,2014/12/9,2,订单
任务编号：321067,300,2014/12/9,2,订单
任务编号：321066,500,2014/12/9,2,订单
任务编号：321021,600,2014/12/9,2,订单
任务编号：320978,300,2014/12/9,2,订单
任务编号：320901,300,2014/12/8,2,订单
任务编号：320865,300,2014/12/8,2,订单
任务编号：320712,100,2014/12/8,2,订单
任务编号：320693,300,2014/12/7,2,订单
任务编号：320662,1000,2014/12/7,2,订单
任务编号：320626,800,2014/12/7,2,订单
任务编号：320621,300,2014/12/7,2,订单
任务编号：320590,500,2014/12/6,2,订单
任务编号：320452,800,2014/12/5,2,订单
任务编号：320444,300,2014/12/5,2,订单
任务编号：320418,300,2014/12/5,2,订单
任务编号：319905,100,2014/12/3,2,订单
任务编号：320056,300,2014/12/3,2,订单
任务编号：320043,300,2014/12/3,2,订单
任务编号：319949,333,2014/12/3,2,订单
任务编号：319930,300,2014/12/3,2,订单
任务编号：319897,800,2014/12/2,2,订单
任务编号：319896,350,2014/12/2,2,订单
任务编号：319834,300,2014/12/2,2,订单
任务编号：319827,300,2014/12/2,2,订单
任务编号：319814,300,2014/12/2,2,订单
任务编号：319763,500,2014/12/2,2,订单
任务编号：319696,500,2014/12/1,2,订单
任务编号：319611,300,2014/12/1,2,订单
任务编号：319480,500,2014/12/1,2,订单
任务编号：319450,550,2014/12/1,2,订单
任务编号：319401,360,2014/11/30,2,订单
任务编号：319265,400,2014/11/29,2,订单
任务编号：319250,1200,2014/11/29,2,订单
任务编号：319212,1000,2014/11/28,2,订单
任务编号：319183,1000,2014/11/28,2,订单
任务编号：319037,100,2014/11/28,2,订单
任务编号：319101,300,2014/11/28,2,订单
任务编号：319048,600,2014/11/28,2,订单
任务编号：318746,500,2014/11/26,2,订单
任务编号：318859,150,2014/11/27,2,订单
任务编号：318773,500,2014/11/26,2,订单
任务编号：318933,500,2014/11/27,2,订单
任务编号：318919,300,2014/11/27,2,订单
任务编号：318895,300,2014/11/27,2,订单
任务编号：318819,500,2014/11/27,2,订单
任务编号：318788,500,2014/11/26,2,订单
任务编号：318789,500,2014/11/26,2,订单
任务编号：318640,1000,2014/11/26,2,订单
任务编号：318755,200,2014/11/26,2,订单
任务编号：318745,300,2014/11/26,2,订单
任务编号：318741,300,2014/11/26,2,订单
任务编号：318515,560,2014/11/25,2,订单
任务编号：318728,150,2014/11/26,2,订单
任务编号：318633,100,2014/11/26,2,订单
任务编号：318593,500,2014/11/26,2,订单
任务编号：318631,500,2014/11/26,2,订单
任务编号：318484,588,2014/11/25,2,订单
任务编号：318329,1200,2014/11/25,2,订单
任务编号：317849,500,2014/11/21,2,订单
任务编号：318299,1200,2014/11/24,2,订单
任务编号：318233,300,2014/11/24,2,订单
任务编号：318226,1000,2014/11/24,2,订单
任务编号：318230,1000,2014/11/24,2,订单
任务编号：318205,300,2014/11/24,2,订单
任务编号：318195,800,2014/11/24,2,订单
任务编号：318185,300,2014/11/24,2,订单
任务编号：318109,1000,2014/11/24,2,订单
任务编号：317717,2000,2014/11/21,2,订单
任务编号：318120,800,2014/11/24,2,订单
任务编号：318112,300,2014/11/24,2,订单
任务编号：318099,500,2014/11/24,2,订单
任务编号：318058,300,2014/11/23,2,订单
任务编号：317933,1080,2014/11/22,2,订单
任务编号：317929,300,2014/11/22,2,订单
任务编号：317861,300,2014/11/21,2,订单
任务编号：317376,200,2014/11/19,2,订单
任务编号：317718,800,2014/11/21,2,订单
任务编号：317700,300,2014/11/21,2,订单
任务编号：317619,360,2014/11/20,2,订单
任务编号：317439,300,2014/11/20,2,订单
任务编号：317577,300,2014/11/20,2,订单
任务编号：317572,300,2014/11/20,2,订单
任务编号：317446,300,2014/11/20,2,订单
任务编号：316355,500,2014/11/14,2,订单
任务编号：317405,300,2014/11/20,2,订单
任务编号：317323,200,2014/11/19,2,订单
任务编号：317160,200,2014/11/18,2,订单
任务编号：317107,300,2014/11/18,2,订单
任务编号：317043,500,2014/11/18,2,订单
任务编号：317053,1500,2014/11/18,2,订单
任务编号：316760,350,2014/11/17,2,订单
任务编号：314844,500,2014/11/6,2,订单
任务编号：316338,200,2014/11/14,2,订单
任务编号：316956,100,2014/11/18,2,订单
任务编号：316889,300,2014/11/17,2,订单
任务编号：316769,300,2014/11/17,2,订单
任务编号：316761,300,2014/11/17,2,订单
任务编号：316682,300,2014/11/16,2,订单
任务编号：316631,500,2014/11/16,2,订单
任务编号：316604,5000,2014/11/15,2,订单
任务编号：316514,200,2014/11/15,2,订单
任务编号：316477,100,2014/11/14,2,订单
任务编号：316459,300,2014/11/14,2,订单
任务编号：316458,600,2014/11/14,2,订单
任务编号：316291,500,2014/11/14,2,订单
任务编号：316177,500,2014/11/13,2,订单
任务编号：316076,100,2014/11/13,2,订单
任务编号：316115,300,2014/11/13,2,订单
任务编号：316074,150,2014/11/13,2,订单
任务编号：315992,300,2014/11/12,2,订单
任务编号：316059,600,2014/11/13,2,订单
任务编号：315880,1200,2014/11/12,2,订单
任务编号：315856,700,2014/11/12,2,订单
任务编号：315798,250,2014/11/12,2,订单
任务编号：315778,500,2014/11/11,2,订单
任务编号：315759,300,2014/11/11,2,订单
任务编号：315741,300,2014/11/11,2,订单
任务编号：315691,500,2014/11/11,2,订单
任务编号：315657,300,2014/11/11,2,订单
任务编号：315449,1000,2014/11/10,2,订单
任务编号：315614,300,2014/11/11,2,订单
任务编号：315512,500,2014/11/10,2,订单
任务编号：315412,200,2014/11/9,2,订单
任务编号：315421,300,2014/11/9,2,订单
任务编号：315420,500,2014/11/9,2,订单
任务编号：315285,300,2014/11/8,2,订单
任务编号：315322,360,2014/11/9,2,订单
任务编号：315318,360,2014/11/9,2,订单
任务编号：315317,500,2014/11/9,2,订单
任务编号：315275,500,2014/11/8,2,订单
任务编号：315257,388,2014/11/8,2,订单
任务编号：315235,388,2014/11/8,2,订单
任务编号：315181,500,2014/11/7,2,订单
任务编号：315085,1800,2014/11/7,2,订单
任务编号：315169,500,2014/11/7,2,订单
任务编号：315118,300,2014/11/7,2,订单
任务编号：315151,100,2014/11/7,2,订单
任务编号：314488,200,2014/11/5,2,订单
任务编号：315064,300,2014/11/7,2,订单
任务编号：315041,300,2014/11/7,2,订单
任务编号：314999,300,2014/11/7,2,订单
任务编号：314984,499,2014/11/6,2,订单
任务编号：314869,200,2014/11/6,2,订单
任务编号：314853,300,2014/11/6,2,订单
任务编号：314758,400,2014/11/6,2,订单
任务编号：314720,300,2014/11/5,2,订单
任务编号：314685,500,2014/11/5,2,订单
任务编号：314675,500,2014/11/5,2,订单
任务编号：314653,300,2014/11/5,2,订单
任务编号：314618,300,2014/11/5,2,订单
任务编号：314611,300,2014/11/5,2,订单
任务编号：314603,300,2014/11/5,2,订单
任务编号：314557,300,2014/11/5,2,订单
任务编号：314497,300,2014/11/5,2,订单
任务编号：314063,800,2014/11/3,2,订单
任务编号：314469,600,2014/11/5,2,订单
任务编号：313728,300,2014/10/31,2,订单
任务编号：314350,600,2014/11/4,2,订单
任务编号：314319,200,2014/11/4,2,订单
任务编号：314326,100,2014/11/4,2,订单
任务编号：314311,300,2014/11/4,2,订单
任务编号：314288,500,2014/11/4,2,订单
任务编号：314237,300,2014/11/4,2,订单
任务编号：314223,600,2014/11/3,2,订单
任务编号：313719,960,2014/10/31,2,订单
任务编号：313963,500,2014/11/2,2,订单
任务编号：314047,200,2014/11/3,2,订单
任务编号：313992,200,2014/11/2,2,订单
任务编号：314003,300,2014/11/3,2,订单
任务编号：313933,400,2014/11/2,2,订单
任务编号：313925,500,2014/11/2,2,订单
任务编号：313913,500,2014/11/2,2,订单
任务编号：313854,360,2014/11/1,2,订单
任务编号：313843,200,2014/11/1,2,订单
任务编号：313824,300,2014/11/1,2,订单
任务编号：313809,1000,2014/11/1,2,订单
任务编号：313808,360,2014/11/1,2,订单
任务编号：313785,300,2014/10/31,2,订单
任务编号：313765,600,2014/10/31,2,订单
任务编号：313769,300,2014/10/31,2,订单
任务编号：313713,1000,2014/10/31,2,订单
任务编号：313697,500,2014/10/31,2,订单
任务编号：313676,500,2014/10/31,2,订单
任务编号：313586,300,2014/10/31,2,订单
任务编号：313604,500,2014/10/31,2,订单
任务编号：313567,200,2014/10/30,2,订单
任务编号：313568,300,2014/10/30,2,订单
任务编号：313531,350,2014/10/30,2,订单
任务编号：313412,300,2014/10/30,2,订单
任务编号：313325,100,2014/10/29,2,订单
任务编号：313321,300,2014/10/29,2,订单
任务编号：313324,470,2014/10/29,2,订单
任务编号：313328,550,2014/10/29,2,订单
任务编号：313301,300,2014/10/29,2,订单
任务编号：313246,300,2014/10/29,2,订单
任务编号：313193,400,2014/10/29,2,订单
任务编号：313144,1000,2014/10/29,2,订单
任务编号：313162,500,2014/10/29,2,订单
任务编号：312250,500,2014/10/23,2,订单
任务编号：313118,300,2014/10/28,2,订单
任务编号：312825,1500,2014/10/27,2,订单
任务编号：312816,300,2014/10/27,2,订单
任务编号：312695,300,2014/10/26,2,订单
任务编号：312669,300,2014/10/26,2,订单
任务编号：312627,300,2014/10/26,2,订单
任务编号：312601,200,2014/10/25,2,订单
任务编号：312594,1500,2014/10/25,2,订单
任务编号：312569,500,2014/10/25,2,订单
任务编号：312547,500,2014/10/25,2,订单
任务编号：312390,300,2014/10/24,2,订单
任务编号：312304,400,2014/10/23,2,订单
任务编号：312206,300,2014/10/23,2,订单
任务编号：312246,800,2014/10/23,2,订单
任务编号：312100,100,2014/10/22,2,订单
任务编号：311879,500,2014/10/22,2,订单
任务编号：311995,1000,2014/10/22,2,订单
任务编号：311589,3000,2014/10/20,2,订单
任务编号：311847,100,2014/10/21,2,订单
任务编号：311817,2000,2014/10/21,2,订单
任务编号：311796,150,2014/10/21,2,订单
任务编号：311793,150,2014/10/21,2,订单
任务编号：311784,1000,2014/10/21,2,订单
任务编号：311714,200,2014/10/21,2,订单
任务编号：311696,600,2014/10/21,2,订单
任务编号：311677,500,2014/10/21,2,订单
任务编号：311631,800,2014/10/21,2,订单
任务编号：311366,150,2014/10/19,2,订单
任务编号：311280,500,2014/10/18,2,订单
任务编号：311195,500,2014/10/17,2,订单
任务编号：311238,100,2014/10/18,2,订单
任务编号：311158,600,2014/10/17,2,订单
任务编号：311135,300,2014/10/17,2,订单
任务编号：310998,700,2014/10/17,2,订单
任务编号：310976,300,2014/10/16,2,订单
任务编号：310995,500,2014/10/17,2,订单
任务编号：310911,800,2014/10/16,2,订单
任务编号：310907,300,2014/10/16,2,订单
任务编号：310857,500,2014/10/16,2,订单
任务编号：310816,300,2014/10/16,2,订单
任务编号：310777,300,2014/10/16,2,订单
任务编号：310740,300,2014/10/15,2,订单
