标题,browser,字段1,价格,status
【新房装修】思明半山御景套房设计,836人,1人,¥12500,圆满完成
【效果图设计】展位设计方案构思,643人,1人,¥40000,圆满完成
【施工图设计】130房小区平层铺砖施工,782人,1人,¥9571,圆满完成
【效果图设计】客餐厅全景效果图制作,667人,1人,¥480,圆满完成
【别墅设计】漳州东山县6层别墅设计,351人,1人,¥24000,圆满完成
,,,,
【教育场所】彩色童年幼儿园建筑设计,391人,1人,¥24500,圆满完成
【新房装修】珍珠湾别墅翻新设计,944人,1人,¥23800,圆满完成
【效果图设计】效果图制作设计,401人,1人,¥500,圆满完成
【单身公寓设计】广东湛江民俗公寓建筑设计,833人,1人,¥24000,圆满完成
【其他建筑设计】3D建模,1065人,1人,¥4500,圆满完成
【别墅设计】漳平新桥镇6层别墅设计,589人,1人,¥28000,圆满完成
【其他建筑设计】《商混现浇坡面屋顶设计》,543人,1人,¥600,圆满完成
【新房装修】厦门松柏别墅,813人,1人,¥23600,圆满完成
【别墅设计】永定下洋6层别墅设计,377人,1人,¥27000,圆满完成
【教育场所】浙江星海湾幼儿园建筑设计,469人,1人,¥24700,圆满完成
【施工图设计】130房小区平层水电最后一期,827人,1人,¥9352,圆满完成
【别墅设计】一个根据效果图做施工图,548人,1人,¥4400,圆满完成
【别墅设计】江西上饶农村别墅设计,664人,1人,¥23500,圆满完成
【别墅设计】同安顶村中式别墅设计,379人,1人,¥24000,圆满完成
【店铺厂房】店面装修设计效果图,804人,1人,¥25000,圆满完成
【其他家装服务】三室两厅室内设计,1504人,1人,¥1000,圆满完成
【效果图设计】山水产业园深化设计,708人,1人,¥60850,圆满完成
【教育场所】天际线幼儿园施工图设计,444人,1人,¥24600,圆满完成
【店铺厂房】鹿港小镇咖啡店面设计,571人,1人,¥24000,圆满完成
【新房装修】嘉莲里别墅,779人,1人,¥25250,圆满完成
【新房装修】130房小区平层水电施工验收,669人,1人,¥8161,圆满完成
【其他家装服务】家装施工图装修图设计,735人,1人,¥37000,圆满完成
【其他家装服务】B D  E 户型智能货图纸设计完善,395人,1人,¥9800,圆满完成
【别墅设计】和平镇石鼓山五层别墅设计,385人,1人,¥24000,圆满完成
【教育场所】天天向上幼儿园建筑设计,410人,1人,¥24500,圆满完成
【其他建筑设计】3D设计公装渲染图,855人,1人,¥3000,圆满完成
【教育场所】蓝精灵幼儿园建筑设计,304人,1人,¥23000,圆满完成
【其他家装服务】130房小区平层水电施工招标,344人,1人,¥8366,圆满完成
【新房装修】思明华新路花园别墅翻新设计,767人,1人,¥32000,圆满完成
【别墅设计】同安田洋6层别墅设计,401人,1人,¥25500,圆满完成
,,,,
【其他家装服务】别墅装修效果图施工图设计,699人,1人,¥20000,圆满完成
【其他家装服务】店铺装修效果图,921人,1人,¥20000,圆满完成
【其他建筑设计】山水农庄产业街,761人,1人,¥33000,圆满完成
【其他建筑设计】星海光幼儿园建筑设计,597人,1人,¥25000,圆满完成
【酒店宾馆】建福之家宾馆设计,863人,1人,¥28000,圆满完成
【教育场所】星光贝贝幼儿园建筑设计,314人,1人,¥27000,圆满完成
【别墅设计】同安洪塘头村6层别墅设计,349人,1人,¥25000,圆满完成
【新房装修】别墅室内装修设计,981人,1人,¥3980,圆满完成
【庭院设计】民宿整体风格设计方案,1757人,1人,¥50000,圆满完成
【酒店宾馆】四季酒店BIM暖通出图,1915人,1人,¥8500,圆满完成
【教育场所】鑫贝坊早教中心建筑设计,277人,1人,¥26000,圆满完成
【店铺厂房】印象龙岩餐厅店面设计,449人,1人,¥24500,圆满完成
【新房装修】山水芳邻复式楼设计,890人,1人,¥16000,圆满完成
【其他家装服务】速度披萨店面重新装修平面设计,393人,1人,¥1970,圆满完成
【单身公寓设计】缘客来青年旅社施工图设计,577人,1人,¥27000,圆满完成
【酒店宾馆】四季酒店BIM出图,1878人,1人,¥7088,圆满完成
【教育场所】大地幼儿园建筑设计,220人,1人,¥24000,圆满完成
【别墅设计】农村5层自建别墅设计,860人,1人,¥40000,圆满完成
【别墅设计】平和时尚6层别墅设计,433人,1人,¥26000,圆满完成
【效果图设计】超市效果图,684人,1人,¥850,圆满完成
【效果图设计】效果图完善,972人,1人,¥1000,圆满完成
【新房装修】厦门新力别墅翻新设计,959人,1人,¥33200,圆满完成
【其他家装服务】四季酒店-空调给排水,616人,1人,¥8200,圆满完成
【别墅设计】江西上饶5层别墅设计,449人,1人,¥25000,圆满完成
【酒店宾馆】蓝城酒店竣工图,474人,1人,¥9850,圆满完成
【效果图设计】东正颐和府一期景观设计,1521人,1人,¥63000,圆满完成
【效果图设计】个人健身房效果图设计,418人,1人,¥300,圆满完成
【新房装修】国贸春天套房设计,998人,1人,¥26500,圆满完成
【单身公寓设计】侠客行青年旅社建筑设计,861人,1人,¥23000,圆满完成
【软装设计】公司形象墙设计,373人,1人,¥20000,圆满完成
,,,,
【别墅设计】西山岩5层别墅设计,483人,1人,¥26000,圆满完成
【其他家装服务】毕华丽海景别墅翻新设计,522人,1人,¥30500,圆满完成
【单身公寓设计】杨厝埔6层农村别墅设计,526人,1人,¥22000,圆满完成
【教育场所】鑫贝坊幼儿园建筑设计,292人,1人,¥26000,圆满完成
【新房装修】厦门东坪山私人别墅翻新设计,823人,1人,¥31500,圆满完成
【展台展厅】展馆设计,1442人,1人,¥50000,圆满完成
【效果图设计】酒店大堂效果图修改,277人,1人,¥5600,圆满完成
【园林设计】四季酒店景观图纸设计,1093人,1人,¥9600,圆满完成
【别墅设计】【省平台，七年工作室】自建房、别墅设计 国内外工程实例,998人,1人,¥700,圆满完成
【效果图设计】阳光海岸一期售楼处设计,252人,1人,¥26000,圆满完成
【店铺厂房】3000平方米工业厂房设计,556人,1人,¥28000,圆满完成
【施工图设计】禹州中央海岸楼中楼室内设计,1132人,1人,¥23000,圆满完成
【软装设计】企业logo兼形象墙设计,710人,1人,¥800,圆满完成
【别墅设计】乐海镇6层别墅设计,399人,1人,¥23000,圆满完成
【教育场所】昂乐幼儿园施工图设计,304人,1人,¥27500,圆满完成
【其他家装服务】130平四房室内装修方案设计,719人,1人,¥14265,圆满完成
【办公空间】青松牧业办公楼设计,706人,1人,¥33800,圆满完成
【教育场所】东桥乐活幼儿园建筑设计,489人,1人,¥27000,圆满完成
【别墅设计】后吴6层欧式别墅设计,411人,1人,¥26000,圆满完成
【办公空间】休息区改造,770人,1人,¥1000,圆满完成
【新房装修】新房橱柜设计和生产,1080人,1人,¥37000,圆满完成
【新房装修】翔安别墅翻新设计,872人,1人,¥22500,圆满完成
【别墅设计】上杭5层别墅设计,455人,1人,¥13000,圆满完成
【别墅设计】诏安5层农村别墅设计,461人,1人,¥21000,圆满完成
【教育场所】鑫星宝贝幼儿园建筑设计,309人,1人,¥26000,圆满完成
【商业空间】怡迈家园主入口设计,623人,1人,¥30800,圆满完成
【酒店宾馆】天悦酒店样板房A户型方案设计,589人,1人,¥13900,圆满完成
【展台展厅】拓火传媒 制作建筑效果图 360全景 改造项目表现 俯瞰图,426人,1人,¥1000,圆满完成
【别墅设计】福田6层农村别墅建筑设计,475人,1人,¥24500,圆满完成
【单身公寓设计】节能灯宣传软文撰写,594人,1人,¥800,圆满完成
,,,,
【新房装修】禹洲香溪里别墅设计,797人,1人,¥23600,圆满完成
【商业空间】萧县菜市场概念设计方案,1076人,1人,¥11800,圆满完成
【教育场所】苏厝星光幼儿园建筑设计,299人,1人,¥27000,圆满完成
【其他建筑设计】3D设计公装渲染图,583人,1人,¥700,圆满完成
【新房装修】北欧风格130平四房室内装修方案设计,890人,1人,¥8376,圆满完成
【别墅设计】古田6层农家别墅设计,572人,1人,¥24000,圆满完成
【其他家装服务】怡迈工作室设计,384人,1人,¥33000,圆满完成
【智能家居系統】131方四房现代简欧装修方案设计,746人,1人,¥7251,圆满完成
【教育场所】宁化开心王国幼儿园设计,300人,1人,¥24000,圆满完成
【施工图设计】河南南阳银基商贸城大厅及公共区域,1137人,1人,¥68000,圆满完成
【新房装修】厦门海堤680平米别墅翻新设计,736人,1人,¥13500,圆满完成
【园林设计】中式民宿庭院效果图设计（全景）,1491人,1人,¥12500,圆满完成
【单身公寓设计】下墩新式民宿建筑设计,609人,1人,¥26000,圆满完成
【新房装修】凤凰城别墅翻新设计，680平米,671人,1人,¥13800,圆满完成
【别墅设计】苏北6层农村别墅设计,638人,1人,¥27500,圆满完成
【新房装修】湖里区天琴湾三层半别墅室内设计,966人,1人,¥14000,圆满完成
【其他家装服务】展馆设计,473人,1人,¥50000,圆满完成
【新房装修】90平米套房设计,1034人,1人,¥2500,圆满完成
【其他家装服务】300平别墅装修设计（第二期）,1670人,1人,¥60000,圆满完成
【单身公寓设计】智慧猫早教机,643人,1人,¥23500,圆满完成
【单身公寓设计】设计一套智能灯具,585人,1人,¥28000,圆满完成
【其他家装服务】130平四房室内装修方案设计,682人,1人,¥6727,圆满完成
【店铺厂房】旋转乐趣咖啡厅设计,493人,1人,¥19800,圆满完成
【其他建筑设计】展位设计,592人,1人,¥5000,圆满完成
【其他建筑设计】帮我设计一个办公空间,621人,1人,¥3000,圆满完成
【新房装修】和宁里安置房套房设计,903人,1人,¥2500,圆满完成
【其他家装服务】店铺装修设计图,572人,1人,¥20000,圆满完成
【别墅设计】东桥6层农村别墅设计,402人,1人,¥28500,圆满完成
【办公空间】办公楼设计,665人,1人,¥21300,圆满完成
【软装设计】画册KT板形象墙设计餐饮/企业文化墙,606人,1人,¥800,圆满完成
,,,,
【别墅设计】福田镇6层别墅设计,491人,1人,¥27000,圆满完成
【别墅设计】300平别墅装修设计,559人,1人,¥32000,圆满完成
【其他建筑设计】自建房外立面及内部格式设计,672人,1人,¥1000,圆满完成
【新房装修】130平四房室内装修方案设计,1133人,1人,¥13412,圆满完成
【新房装修】鹭江一号商品房设计,822人,1人,¥14000,圆满完成
【软装设计】店面形象墙设计,571人,1人,¥1800,圆满完成
【单身公寓设计】感德6层农村民宅设计,717人,1人,¥25000,圆满完成
【新房装修】住宅设计,999人,1人,¥300,圆满完成
【新房装修】家装设计,1426人,1人,¥200,圆满完成
【软装设计】形象墙设计,855人,1人,¥10000,圆满完成
【单身公寓设计】石浔6层农村别墅设计,819人,1人,¥25500,圆满完成
【别墅设计】开心乐园幼儿园设计,676人,1人,¥28000,圆满完成
【新房装修】书房装修方案,718人,1人,¥20000,圆满完成
【新房装修】厦门西提别墅设计,1117人,1人,¥27100,圆满完成
【新房装修】客厅装修效果图,1499人,1人,¥50000,圆满完成
【餐饮饮食】餐厅效果图设计,609人,1人,¥10000,圆满完成
【新房装修】橱柜公司的整套设计,295人,1人,¥2000,圆满完成
【施工图设计】店铺施工图设计,750人,1人,¥20000,圆满完成
【教育场所】欢乐东方幼儿园,515人,1人,¥29000,圆满完成
【其他家装服务】室内设计方案,489人,1人,¥40000,圆满完成
【新房装修】思明沁园小区套房设计,622人,1人,¥6800,圆满完成
【酒店宾馆】惠安闽南酒店设计,863人,1人,¥35000,圆满完成
【其他建筑设计】滁州3000平农家乐设计,604人,1人,¥27000,圆满完成
【餐饮饮食】厦门中山路时代空间咖啡厅店面设计,507人,1人,¥28000,圆满完成
【其他家装服务】茶叶店铺装修,658人,1人,¥1110,圆满完成
【效果图设计】广州茶饮店室内设计,370人,1人,¥2500,圆满完成
【别墅设计】白交祠5层别墅设计,626人,1人,¥25000,圆满完成
【店铺厂房】店面施工图和效果图设计,457人,1人,¥40000,圆满完成
【施工图设计】办公室施工图设计,1429人,1人,¥50000,圆满完成
【办公空间】办公室效果图设计,1205人,1人,¥50000,圆满完成
,,,,
【新房装修】马銮湾金岭别墅一期,999人,1人,¥19800,圆满完成
【别墅设计】蔗内5层农村别墅设计,461人,1人,¥26000,圆满完成
【别墅设计】古湖5层农村别墅设计,584人,1人,¥17000,圆满完成
【别墅设计】官桥镇6层别墅设计,410人,1人,¥26000,圆满完成
【办公空间】工作室效果图设计,629人,1人,¥40000,圆满完成
【其他公装设计】水族馆空间及效果设计,674人,1人,¥50000,圆满完成
【效果图设计】美术馆效果图设计,512人,1人,¥50000,圆满完成
【酒店宾馆】酒店装修设计,758人,1人,¥40000,圆满完成
【商业空间】创意超市施工图设计,597人,1人,¥50000,圆满完成
【施工图设计】餐吧施工图设计,760人,1人,¥50000,圆满完成
【店铺厂房】店铺装修设计,394人,1人,¥40000,圆满完成
【效果图设计】居家装修效果图设计,686人,1人,¥50000,圆满完成
【施工图设计】商场施工图设计,701人,1人,¥50000,圆满完成
【新房装修】建发联墅别墅设计,683人,1人,¥13000,圆满完成
【餐饮饮食】餐厅装修设计,402人,1人,¥40000,圆满完成
【施工图设计】别墅施工图设计,1013人,1人,¥50000,圆满完成
【庭院设计】花园整体设计,1197人,1人,¥50000,圆满完成
【教育场所】神奇世界幼儿园,313人,1人,¥28900,圆满完成
【其他家装服务】民宿整体设计,468人,1人,¥45000,圆满完成
【施工图设计】三室两厅施工图设计,822人,1人,¥40000,圆满完成
【橱柜定制】衣柜定制含制作,1721人,1人,¥50000,圆满完成
【其他公装设计】创意育婴室设计,449人,1人,¥50000,圆满完成
【别墅设计】双溪新中式别墅设计,419人,1人,¥28000,圆满完成
【酒店宾馆】鳌头创新民宿设计,620人,1人,¥29000,圆满完成
【新房装修】长泰十里南山别墅一期,757人,1人,¥14800,圆满完成
【其他家装服务】130平四房室内装修方案设计,846人,1人,¥5615,圆满完成
【其他家装服务】自建房施工图设计,816人,1人,¥20000,圆满完成
【其他家装服务】三居室全屋橱柜设计和生产,542人,1人,¥30000,圆满完成
【效果图设计】新野大润发超市室内设计,467人,1人,¥43000,圆满完成
【效果图设计】餐厅装修效果图设计,276人,1人,¥40000,圆满完成
,,,,
【效果图设计】新房装修效果图设计,647人,1人,¥50000,圆满完成
【办公空间】创意办公区设计,653人,1人,¥50000,圆满完成
【其他家装服务】展会展馆设计方案,561人,1人,¥50000,圆满完成
【新房装修】仙岳山庄别墅设计,712人,1人,¥16800,圆满完成
【别墅设计】澳溪6层别墅设计,355人,1人,¥28000,圆满完成
【施工图设计】餐吧施工图设计,623人,1人,¥40000,圆满完成
【餐饮饮食】餐吧装修设计,703人,1人,¥50000,圆满完成
【展台展厅】酒类展示会空间设计,846人,1人,¥50000,圆满完成
【商业空间】超市施工图设计,536人,1人,¥40000,圆满完成
【别墅设计】商务别墅效果图设计,659人,1人,¥50000,圆满完成
【别墅设计】商务别墅外观设计,670人,1人,¥50000,圆满完成
【教育场所】星光贝贝幼儿园设计,354人,1人,¥28000,圆满完成
【店铺厂房】店面装修施工图设计,597人,1人,¥45000,圆满完成
【餐饮饮食】休闲餐吧效果图设计,492人,1人,¥45000,圆满完成
【庭院设计】度假村绿植设计,833人,1人,¥50000,圆满完成
【别墅设计】抚州3层别墅设计,394人,1人,¥17000,圆满完成
【效果图设计】酒吧效果图设计,385人,1人,¥50000,圆满完成
【效果图设计】装修效果图设计,436人,1人,¥50000,圆满完成
【施工图设计】自建房施工图设计,771人,1人,¥50000,圆满完成
【别墅设计】湖头6层别墅设计,344人,1人,¥25000,圆满完成
【施工图设计】自建房施工图设计,846人,1人,¥50000,圆满完成
【餐饮饮食】工业风餐厅装修设计,682人,1人,¥50000,圆满完成
【效果图设计】居家装修效果图设计,556人,1人,¥50000,圆满完成
【效果图设计】工作室装修效果图设计,293人,1人,¥40000,圆满完成
【展台展厅】秋季服装展会舞台搭建设计,1068人,1人,¥50000,圆满完成
【新房装修】翔安中城别墅,1082人,1人,¥14250,圆满完成
【园林设计】园林景观设计,2041人,1人,¥40000,圆满完成
【教育场所】蓝色星空幼儿园设计,377人,1人,¥30500,圆满完成
【酒店宾馆】冠豸山旅社施工图设计,608人,1人,¥30000,圆满完成
【酒店宾馆】酒店装修设计2,582人,1人,¥50000,圆满完成
,,,,
【酒店宾馆】酒店装修设计,558人,1人,¥50000,圆满完成
【衣柜定制】三居室全屋衣柜设计和生产,1866人,1人,¥40000,圆满完成
【新房装修】漳州十里南山别墅二期,807人,1人,¥14500,圆满完成
【餐饮饮食】酒吧餐吧设计,399人,1人,¥50000,圆满完成
【餐饮饮食】咖啡餐吧设计,460人,1人,¥50000,圆满完成
【别墅设计】抚州6层农村别墅设计,454人,1人,¥20500,圆满完成
【教育场所】快乐童年幼儿园设计,637人,1人,¥28500,圆满完成
【餐饮饮食】咖啡厅装修设计,352人,1人,¥50000,圆满完成
【酒店宾馆】商务酒店装修设计,570人,1人,¥50000,圆满完成
【新房装修】厦门皇府御园别墅换新设计,892人,1人,¥18000,圆满完成
【园林设计】花园园林设计,1521人,1人,¥45000,圆满完成
【别墅设计】商务别墅施工图及效果图设计,837人,1人,¥55000,圆满完成
【别墅设计】广东湛江6层别墅设计,341人,1人,¥29000,圆满完成
【庭院设计】三明农家乐景观设计,779人,1人,¥32000,圆满完成
【店铺厂房】茶叶店装修设计,544人,1人,¥50000,圆满完成
【商业空间】商场活动策划及设计,604人,1人,¥50000,圆满完成
【其他家装服务】餐饮空间设计第二期,490人,1人,¥6100,圆满完成
【其他公装设计】展会展馆设计,582人,1人,¥50000,圆满完成
【新房装修】厦门马銮湾套房设计,706人,1人,¥8000,圆满完成
【软装设计】餐厅整体设计及搭配,1085人,1人,¥50000,圆满完成
【教育场所】吉米欢乐幼儿园设计,272人,1人,¥21000,圆满完成
【别墅设计】度假别墅园林设计,511人,1人,¥20000,圆满完成
【别墅设计】度假别墅外观设计,600人,1人,¥50000,圆满完成
【新房装修】厦门凤凰山庄别墅,788人,1人,¥24800,圆满完成
【别墅设计】丽水6层别墅设计,325人,1人,¥21500,圆满完成
【其他公装设计】三居室整屋家具设计方案,655人,1人,¥24000,圆满完成
【橱柜定制】竞品模块收集,782人,1人,¥17000,圆满完成
【单身公寓设计】仙游老年活动中心,561人,1人,¥21000,圆满完成
【别墅设计】别墅效果图设计,615人,1人,¥5000,圆满完成
【展台展厅】企业展厅初步设计方案,676人,1人,¥2000,圆满完成
,,,,
【教育场所】欢乐谷幼儿园施工图设计,479人,1人,¥21000,圆满完成
【别墅设计】萍乡6层别墅设计,355人,1人,¥27000,圆满完成
【新房装修】室内设计,1115人,1人,¥400,圆满完成
【单身公寓设计】霞浦老年公寓设计,655人,1人,¥29000,圆满完成
【效果图设计】旧房改造,501人,1人,¥1000,圆满完成
【效果图设计】装修/建筑设计,474人,1人,¥1500,圆满完成
【教育场所】星空幼儿园施工图设计,341人,1人,¥28000,圆满完成
【别墅设计】福田乡4层别墅设计,458人,1人,¥18000,圆满完成
【效果图设计】源梦景观设计工作室,339人,1人,¥2000,圆满完成
【别墅设计】和平镇6层别墅设计,316人,1人,¥27000,圆满完成
【其他家装服务】厦门比华丽海景别墅设计,507人,1人,¥17280,圆满完成
【别墅设计】龙岩铁山6层别墅设计,463人,1人,¥23500,圆满完成
【效果图设计】无印良品风格家装设计,445人,1人,¥15000,圆满完成
【教育场所】青苹果幼儿园施工图设计,332人,1人,¥28000,圆满完成
【店铺厂房】乌鲁木齐HB运营店面设计,477人,1人,¥45000,圆满完成
【酒店宾馆】越池特色民宿施工图设计,641人,1人,¥26000,圆满完成
【其他家装服务】室内装修设计,475人,1人,¥2038,圆满完成
【别墅设计】海沧6层农村别墅设计,334人,1人,¥20500,圆满完成
【软装设计】自建房装修设计，北欧风格二期,1552人,1人,¥5000,圆满完成
【别墅设计】永春6层别墅设计,397人,1人,¥22000,圆满完成
【单身公寓设计】古山老年公寓设计,576人,1人,¥21000,圆满完成
【别墅设计】厦门筼筜别墅,293人,1人,¥23000,圆满完成
【别墅设计】港尾6层别墅设计,303人,1人,¥27000,圆满完成
【单身公寓设计】福建东山青年旅社施工图设计,605人,1人,¥28000,圆满完成
【别墅设计】厦门西门华侨别墅设计,303人,1人,¥23800,圆满完成
【效果图设计】帮忙画几张AUTOCAD图纸,846人,1人,¥50,圆满完成
【新房装修】泉恪网络店面装修,884人,1人,¥4795,圆满完成
【别墅设计】建筑农村别墅设计,374人,1人,¥26000,圆满完成
【店铺厂房】福清2200平厂房设计,374人,1人,¥23500,圆满完成
【效果图设计】厦门旗山壹号公馆别墅设计,271人,1人,¥18850,圆满完成
,,,,
【别墅设计】西洋村6层别墅设计,335人,1人,¥29000,圆满完成
【庭院设计】大田农家乐景观设计,612人,1人,¥26000,圆满完成
【别墅设计】五显镇5层别墅设计,295人,1人,¥25000,圆满完成
【店铺厂房】宁德2000平厂房设计,385人,1人,¥27000,圆满完成
【施工图设计】大型游乐场建设四期,684人,1人,¥34000,圆满完成
【施工图设计】大型游乐场建设三期,555人,1人,¥35000,圆满完成
【施工图设计】大型游乐场建设二期,683人,1人,¥30000,圆满完成
【施工图设计】大型游乐场建设,770人,1人,¥48000,圆满完成
【别墅设计】洪塘镇6层别墅设计,286人,1人,¥26500,圆满完成
【单身公寓设计】九江老人公寓设计,572人,1人,¥26000,圆满完成
【店铺厂房】安溪2200平厂房,361人,1人,¥25000,圆满完成
【别墅设计】福州晋安区6层别墅设计,408人,1人,¥30000,圆满完成
【效果图设计】厦门帝景苑套房设计,379人,1人,¥18800,圆满完成
【店铺厂房】东莞2000平工业厂房,365人,1人,¥24500,圆满完成
【别墅设计】安义县6层别墅设计,354人,1人,¥27500,圆满完成
【酒店宾馆】古田农家旅社施工图设计,670人,1人,¥32000,圆满完成
【其他家装服务】饮品店装修设计图,814人,1人,¥10000,圆满完成
【店铺厂房】效果图设计,445人,1人,¥1000,圆满完成
【办公空间】办公室亚克力板材制作,677人,1人,¥3400,圆满完成
【新房装修】橱柜设计二期,643人,1人,¥44000,圆满完成
【其他家装服务】南京白金汉爵大酒店客房区设计,1950人,1人,¥60000,圆满完成
【新房装修】橱柜设计,417人,1人,¥21000,圆满完成
【效果图设计】产品效果图制作,392人,1人,¥700,圆满完成
【酒店宾馆】霞浦2000平民宿设计,935人,1人,¥31000,圆满完成
【效果图设计】效果图设计,698人,1人,¥500,圆满完成
【别墅设计】仙游6层别墅设计,321人,1人,¥22500,圆满完成
【其他家装服务】帮忙设计几张室内装修效果图，工装展厅类,903人,1人,¥200,圆满完成
【其他家装服务】店铺设计,575人,1人,¥50000,圆满完成
【别墅设计】厦门西堤别墅设计,343人,1人,¥27180,圆满完成
【别墅设计】新桥6层别墅设计,370人,1人,¥31000,圆满完成
,,,,
【新房装修】四式卫生间设计,817人,1人,¥150,圆满完成
【单身公寓设计】六鳌旅社施工图设计,521人,1人,¥27000,圆满完成
【园林设计】园林规划第二期,1276人,1人,¥40000,圆满完成
【别墅设计】漳平官田6别墅设计,301人,1人,¥29500,圆满完成
【单身公寓设计】六鳌民宿设计,608人,1人,¥26000,圆满完成
【新房装修】衣柜设计_橱柜设计,439人,1人,¥100,圆满完成
【其他建筑设计】林中小屋2套结施图,491人,1人,¥1200,圆满完成
【别墅设计】琼头农村别墅设计,434人,1人,¥32000,圆满完成
【园林设计】园林规划,1255人,1人,¥40000,圆满完成
【别墅设计】沙县农家别墅设计,310人,1人,¥27600,圆满完成
【其他家装服务】厦门同安禹州香溪里别墅设计,526人,1人,¥21350,圆满完成
【酒店宾馆】尤溪小旅馆设计,666人,1人,¥29500,圆满完成
【教育场所】小星星幼儿园设计,405人,1人,¥27500,圆满完成
【教育场所】新希望幼儿园设计,585人,1人,¥26000,圆满完成
【其他家装服务】商场效果图设计,1303人,1人,¥5000,圆满完成
【别墅设计】思明洛可可度假别墅设计,435人,1人,¥30188,圆满完成
【店铺厂房】角美200平咖啡店设计,451人,1人,¥27000,圆满完成
【办公空间】厂区办公室设计,692人,1人,¥2400,圆满完成
【单身公寓设计】平潭6层农家小楼设计,453人,1人,¥26000,圆满完成
【其他家装服务】微信朋友圈推广,759人,1人,¥50,圆满完成
【单身公寓设计】南昌老年公寓设计,463人,1人,¥28800,圆满完成
【其他家装服务】设计制作写字楼施工图,724人,1人,¥1000,圆满完成
【别墅设计】古雷6层别墅设计,324人,1人,¥28000,圆满完成
【软装设计】三房全屋设计,1196人,1人,¥22100,圆满完成
【酒店宾馆】崇武民宿旅馆设计,538人,1人,¥28000,圆满完成
【酒店宾馆】崇武民宿旅馆设计,503人,1人,¥27500,圆满完成
【店铺厂房】平潭300平方米店面设计,608人,1人,¥27000,圆满完成
【单身公寓设计】连江6层别墅设计,463人,1人,¥30000,圆满完成
【别墅设计】厦门湖里优山美地别墅设计,404人,1人,¥21500,圆满完成
【餐饮饮食】海沧商业街200平米店面设计,751人,1人,¥28000,圆满完成
,,,,
【店铺厂房】诏安300平方米店面设计,589人,1人,¥32000,圆满完成
【其他家装服务】办公室装修设计效果图,506人,1人,¥10000,圆满完成
【效果图设计】四室两厅设计方案,523人,1人,¥3000,圆满完成
【其他家装服务】公司大楼设计方案,522人,1人,¥18000,圆满完成
【其他家装服务】快餐店设计图,517人,1人,¥8000,圆满完成
【单身公寓设计】惠安老年公寓设计,498人,1人,¥21000,圆满完成
【别墅设计】德化600平方米别墅设计,372人,1人,¥28000,圆满完成
【别墅设计】宁波6层别墅设计,325人,1人,¥26000,圆满完成
【效果图设计】培训室、会议室效果图设计制作,280人,1人,¥500,圆满完成
【别墅设计】华安县湖林乡独栋商品房设计,502人,1人,¥22000,圆满完成
【其他家装服务】店铺装修设计,463人,1人,¥20000,圆满完成
【单身公寓设计】永定老年公寓设计,392人,1人,¥31000,圆满完成
【效果图设计】帮忙出一套效果图,515人,1人,¥1500,圆满完成
【其他建筑设计】商业步行街景观设计,950人,1人,¥49500,圆满完成
【别墅设计】漳州港独别墅设计,375人,1人,¥11000,圆满完成
【别墅设计】江西赣州6层别墅设计,375人,1人,¥23000,圆满完成
【效果图设计】户型图和效果图设计,460人,1人,¥2500,圆满完成
【单身公寓设计】民宿装修设计,537人,1人,¥29000,圆满完成
【其他家装服务】璟湾二十八钰独栋别墅设计,506人,1人,¥16600,圆满完成
【别墅设计】海沧新阳5层别墅设计,780人,1人,¥33000,圆满完成
【别墅设计】建瓯6层别墅设计,1183人,1人,¥38000,圆满完成
【新房装修】房屋设计,1240人,1人,¥2000,圆满完成
【新房装修】北欧风格半包设计,1158人,1人,¥29800,圆满完成
【餐饮饮食】日式居酒屋的设计,604人,1人,¥28000,圆满完成
【效果图设计】酒吧装修方案,543人,1人,¥19500,圆满完成
【新房装修】四式卫生间设计,983人,1人,¥300,圆满完成
【其他家装服务】餐厅装修设计方案,569人,1人,¥50000,圆满完成
【庭院设计】建筑工程设计,779人,1人,¥22814,圆满完成
【单身公寓设计】湖南长沙老年公寓设计,733人,1人,¥32000,圆满完成
【新房装修】后现代风格效果图,1013人,1人,¥20000,圆满完成
,,,,
【效果图设计】带阁楼房屋装修效果图设计,574人,1人,¥19830,圆满完成
【其他建筑设计】幕墙设计二次修改,750人,1人,¥3500,圆满完成
【施工图设计】加州小镇226平地砖铺贴方案,773人,1人,¥19500,圆满完成
【衣柜定制】远洋香奈整体家居设计,1402人,1人,¥19000,圆满完成
【新房装修】平面设计文字,931人,1人,¥8382,圆满完成
【效果图设计】劳模展厅3D效果图设计,442人,1人,¥1000,圆满完成
【商业空间】江西优佳生鲜超市设计,732人,1人,¥40000,圆满完成
【效果图设计】北欧简约风,353人,1人,¥20000,圆满完成
【单身公寓设计】龙岩永福镇独栋商品房设计,357人,1人,¥30000,圆满完成
【效果图设计】酒吧后厨整改,273人,1人,¥20000,圆满完成
【施工图设计】翡翠湖四室二厅铺贴方案,651人,1人,¥19900,圆满完成
【效果图设计】房屋效果图设计,245人,1人,¥19800,圆满完成
【软装设计】紫锦祥园3层460平整体铺装方案,845人,1人,¥29000,圆满完成
【衣柜定制】整屋家具设计方案,1682人,1人,¥28000,圆满完成
【别墅设计】武平5层别墅设计,676人,1人,¥20000,圆满完成
【软装设计】墙砖铺贴方案,740人,1人,¥20100,圆满完成
【效果图设计】胡桃里主题酒吧设计方案,387人,1人,¥19500,圆满完成
【效果图设计】店面装修效果图修改,234人,1人,¥10000,圆满完成
