标题,browser,字段1,价格,status
【宣传策划】PPT设计,328人,1人,¥600,圆满完成
【宣传策划】文案撰写,465人,1人,¥900,圆满完成
【品牌故事】整合营销,310人,1人,¥4000,圆满完成
【品牌故事】品牌全网整合,464人,1人,¥12000,圆满完成
【品牌故事】百度百科,353人,1人,¥6000,圆满完成
【品牌故事】品牌塑造,320人,1人,¥6000,圆满完成
【文学创作】文案撰写,1603人,1人,¥1400,圆满完成
【项目策划】营销合伙人项目计划,992人,1人,¥6000,圆满完成
【软文发布】品牌文案传播,351人,1人,¥2420,圆满完成
【品牌故事】微信代运营,367人,1人,¥1800,圆满完成
【品牌故事】品牌策划塑造,339人,1人,¥4200,圆满完成
【品牌故事】品牌塑造,317人,1人,¥5500,圆满完成
【软文发布】新闻发布,335人,1人,¥5020,圆满完成
,,,,
【宣传策划】微信代运营,404人,1人,¥3180,圆满完成
【宣传策划】品牌塑造全网整合,203人,1人,¥6800,圆满完成
【宣传策划】公众号文章两篇,391人,1人,¥700,圆满完成
【宣传策划】微信公众号推广,145人,1人,¥800,圆满完成
【宣传策划】文案撰写微信爆款推文,228人,1人,¥500,圆满完成
【百科/问答撰写】品牌塑造,806人,1人,¥8000,圆满完成
【百科/问答撰写】百度百科,922人,1人,¥6000,圆满完成
【品牌故事】全网整合营销,480人,1人,¥4500,圆满完成
【品牌故事】品牌塑造,704人,1人,¥12000,圆满完成
【宣传策划】PPT设计,453人,1人,¥920,圆满完成
【宣传策划】logo设计,329人,1人,¥580,圆满完成
【宣传策划】文案撰写,165人,1人,¥500,圆满完成
【宣传策划】消费扶贫推文,2319人,1人,¥220,圆满完成
【品牌故事】新闻媒体发布,404人,1人,¥1580,圆满完成
【品牌故事】品牌塑造,301人,1人,¥3000,圆满完成
【软文发布】新闻媒体自媒体,543人,1人,¥4000,圆满完成
【品牌故事】品牌策划,498人,1人,¥4000,圆满完成
【百科/问答撰写】百科创建,703人,1人,¥7000,圆满完成
【品牌故事】品牌全案塑造,302人,1人,¥8000,圆满完成
【品牌故事】百度百科,347人,1人,¥4000,圆满完成
【品牌故事】品牌塑造,309人,1人,¥5000,圆满完成
【软文发布】品牌塑造,213人,1人,¥4000,圆满完成
【软文发布】新闻媒体发布,227人,1人,¥5000,圆满完成
【宣传策划】微信推广,371人,1人,¥400,圆满完成
【宣传策划】腾讯视频播放量,318人,1人,¥800,圆满完成
【宣传策划】文案撰写,150人,1人,¥800,圆满完成
【宣传策划】停车收费文案策划,718人,1人,¥500,圆满完成
【编辑校对】一篇文章 需要校对,3159人,1人,¥300,圆满完成
【品牌故事】品牌塑造,513人,1人,¥6000,圆满完成
【软文发布】新闻媒体发布,285人,1人,¥3000,圆满完成
,,,,
【品牌故事】百度百科创建,288人,1人,¥4000,圆满完成
【宣传策划】品牌塑造,145人,1人,¥5000,圆满完成
【宣传策划】文案撰写3篇,164人,1人,¥900,圆满完成
【宣传策划】微信公众号推广,190人,1人,¥600,圆满完成
【宣传策划】文案撰写,131人,1人,¥500,圆满完成
【百科/问答撰写】百度搜狗互动百科,864人,1人,¥5000,圆满完成
【品牌故事】品牌塑造,308人,1人,¥8000,圆满完成
【软文发布】新闻媒体发稿,547人,1人,¥5000,圆满完成
【品牌故事】品牌塑造,493人,1人,¥12000,圆满完成
【百科/问答撰写】百度百科创建,622人,1人,¥6000,圆满完成
【品牌故事】品牌策划,412人,1人,¥8000,圆满完成
【宣传策划】视频推广播放量,163人,1人,¥700,圆满完成
【宣传策划】微信公众号推广,159人,1人,¥800,圆满完成
【宣传策划】文案撰写,549人,1人,¥500,圆满完成
【百科/问答撰写】品牌塑造,676人,1人,¥12000,圆满完成
【百科/问答撰写】百度百科,671人,1人,¥6000,圆满完成
【品牌故事】新闻媒体代发,997人,1人,¥5000,圆满完成
【品牌故事】品牌塑造,296人,1人,¥6000,圆满完成
【产品卖点】公众号文案推广,1377人,1人,¥40000,圆满完成
【软文发布】新闻发布,302人,1人,¥5400,圆满完成
【广告策划】广告策划,1305人,1人,¥60000,圆满完成
【软文发布】新闻稿两篇,272人,1人,¥1000,圆满完成
【品牌故事】品牌塑造,309人,1人,¥6000,圆满完成
【品牌起名】取名起名公司起名品牌起名,649人,1人,¥145,圆满完成
【品牌故事】品牌营销策划,726人,1人,¥40000,圆满完成
【品牌故事】百科,350人,1人,¥3000,圆满完成
【品牌故事】品牌塑造,586人,1人,¥12000,圆满完成
【软文发布】新闻媒体加b2b,201人,1人,¥4200,圆满完成
【品牌故事】微信代运营,357人,1人,¥5800,圆满完成
【品牌故事】品牌塑造,362人,1人,¥6000,圆满完成
,,,,
【品牌故事】微信群朋友圈,338人,1人,¥600,圆满完成
【品牌故事】文案策划,302人,1人,¥500,圆满完成
【品牌故事】公司品牌策故,398人,1人,¥500,圆满完成
【品牌故事】微信代运营,291人,1人,¥3000,圆满完成
【品牌故事】品牌塑造,868人,1人,¥12000,圆满完成
【宣传策划】新闻媒体发布,178人,1人,¥4000,圆满完成
【宣传策划】百度互动百科,163人,1人,¥6000,圆满完成
【宣传策划】品牌塑造,422人,1人,¥8000,圆满完成
【宣传策划】微信推广,272人,1人,¥700,圆满完成
【宣传策划】视频推广,137人,1人,¥800,圆满完成
【宣传策划】公众号文案策划,227人,1人,¥500,圆满完成
【宣传策划】4月公众号推文,1336人,1人,¥5000,圆满完成
【宣传策划】微信爆款推文商业计划书撰写,428人,1人,¥400,圆满完成
【百科/问答撰写】百度百科创建,583人,1人,¥4000,圆满完成
【品牌故事】品牌全案,156人,1人,¥5000,圆满完成
【品牌故事】品牌塑造,159人,1人,¥6000,圆满完成
【品牌故事】新闻源稿,221人,1人,¥3000,圆满完成
【品牌故事】品牌塑造,155人,1人,¥8000,圆满完成
【品牌故事】微信公众号推广,420人,1人,¥600,圆满完成
【品牌故事】PPT设计,368人,1人,¥600,圆满完成
【品牌故事】品牌故事,406人,1人,¥800,圆满完成
【品牌故事】百科创建,163人,1人,¥7000,圆满完成
【品牌故事】品牌塑造,248人,1人,¥8000,圆满完成
【软文发布】新闻发布,396人,1人,¥3000,圆满完成
【宣传策划】品牌塑造,536人,1人,¥12000,圆满完成
【宣传策划】微信代运营,377人,1人,¥5000,圆满完成
【宣传策划】营销软文,170人,1人,¥500,圆满完成
【宣传策划】微信公众号推广,319人,1人,¥600,圆满完成
【宣传策划】文案撰写,105人,1人,¥900,圆满完成
【专业代笔】A股每日复盘,992人,1人,¥5000,圆满完成
,,,,
【软文发布】新闻稿微信稿写作新闻源代发,528人,1人,¥5000,圆满完成
【品牌故事】微信代运营,166人,1人,¥3000,圆满完成
【品牌故事】品牌塑造,764人,1人,¥12000,圆满完成
【宣传策划】微信推广转发,356人,1人,¥600,圆满完成
【宣传策划】公众号扫码关注,1056人,1人,¥600,圆满完成
【宣传策划】文案撰写3篇,143人,1人,¥800,圆满完成
【软文发布】高收录媒体发布100家,347人,1人,¥8000,圆满完成
【软文发布】新闻媒体发布,515人,1人,¥9000,圆满完成
【百科/问答撰写】品牌塑造,700人,1人,¥6800,圆满完成
【百科/问答撰写】百度百科内容添加,755人,1人,¥5000,圆满完成
【品牌故事】品牌整合塑造,200人,1人,¥7000,圆满完成
【百科/问答撰写】百度搜狗百科创建,858人,1人,¥7000,圆满完成
【软文发布】新闻源稿发布,367人,1人,¥5200,圆满完成
【品牌故事】品牌全案,188人,1人,¥5000,圆满完成
【品牌故事】品牌塑造,514人,1人,¥9800,圆满完成
【品牌故事】品牌百度塑造,187人,1人,¥2000,圆满完成
【品牌起名】logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,1047人,1人,¥6800,圆满完成
【宣传策划】文案策划,265人,1人,¥1500,圆满完成
【百科/问答撰写】品牌塑造,641人,1人,¥4500,圆满完成
【百科/问答撰写】百度百科,695人,1人,¥2000,圆满完成
【品牌故事】新闻媒体撰写稿发布,230人,1人,¥2420,圆满完成
【品牌故事】公众号代运营,222人,1人,¥2580,圆满完成
【品牌故事】品牌塑造,269人,1人,¥3000,圆满完成
【百科/问答撰写】百度搜狗互动百科创建,949人,1人,¥5500,圆满完成
【宣传策划】整合营销套餐,348人,1人,¥6880,圆满完成
【宣传策划】品牌塑造,418人,1人,¥5000,圆满完成
【宣传策划】视频推广播放量,157人,1人,¥600,圆满完成
【宣传策划】微信群转发,410人,1人,¥500,圆满完成
【宣传策划】公众号文案撰写两篇,267人,1人,¥800,圆满完成
【百科/问答撰写】百度百科优化内容,579人,1人,¥6500,圆满完成
,,,,
【品牌故事】品牌全网整合塑造,407人,1人,¥9800,圆满完成
【品牌故事】活动文案策划,430人,1人,¥700,圆满完成
【品牌故事】文案撰写,167人,1人,¥300,圆满完成
【品牌故事】公众号代运营,275人,1人,¥2200,圆满完成
【品牌故事】公众号推广,185人,1人,¥500,圆满完成
【软文发布】整合营销,292人,1人,¥7000,圆满完成
【软文发布】新闻媒体发布,252人,1人,¥5000,圆满完成
【品牌故事】企业品牌塑造,256人,1人,¥6000,圆满完成
【宣传策划】品牌塑造,225人,1人,¥7500,圆满完成
【宣传策划】新闻媒体自媒体,225人,1人,¥4500,圆满完成
【宣传策划】品牌故事,378人,1人,¥500,圆满完成
【宣传策划】微信公众号推广,334人,1人,¥800,圆满完成
【宣传策划】文案撰写,146人,1人,¥600,圆满完成
【品牌故事】品牌塑造,169人,1人,¥8000,圆满完成
【品牌故事】百度百科,139人,1人,¥4000,圆满完成
【品牌故事】品牌塑造,778人,1人,¥12000,圆满完成
【品牌故事】百科创建,134人,1人,¥3000,圆满完成
【品牌故事】品牌全案,119人,1人,¥3000,圆满完成
【品牌故事】品牌塑造,209人,1人,¥7000,圆满完成
【商业提案】夏恺莲品牌全案策划,880人,1人,¥18500,圆满完成
【宣传策划】政府优惠园区核定征收文案撰写,267人,1人,¥300,圆满完成
【品牌故事】微信代运营,163人,1人,¥2500,圆满完成
【品牌故事】文案撰写,174人,1人,¥1500,圆满完成
【品牌故事】品牌塑造,303人,1人,¥2000,圆满完成
【品牌故事】品牌全案,389人,1人,¥3000,圆满完成
【品牌故事】品牌塑造,398人,1人,¥6800,圆满完成
【品牌故事】公众号代运营,490人,1人,¥2600,圆满完成
【品牌故事】新闻媒体发布,242人,1人,¥3000,圆满完成
【品牌故事】百度百科创建,330人,1人,¥2700,圆满完成
【品牌故事】文案撰写,247人,1人,¥1300,圆满完成
,,,,
【品牌故事】品牌塑造,207人,1人,¥3400,圆满完成
【百科/问答撰写】网站定制开发,714人,1人,¥5430,圆满完成
【百科/问答撰写】10组百度百科及50组百度问答撰写发布,892人,1人,¥15230,圆满完成
【品牌起名】logo设计LOGO设计企业商标原创 公司品牌标志logo设计 微信公众号LOGO设计餐饮卡通,1585人,1人,¥17888,圆满完成
【产品卖点】产品方案写作,560人,1人,¥600,圆满完成
【宣传策划】整合营销全案,265人,1人,¥7500,圆满完成
【宣传策划】文案撰写,119人,1人,¥3000,圆满完成
【品牌故事】品牌全案文案,253人,1人,¥1000,圆满完成
【品牌故事】品牌塑造,126人,1人,¥3000,圆满完成
【品牌故事】新闻发布,491人,1人,¥2000,圆满完成
【品牌故事】公众号代运营,150人,1人,¥1500,圆满完成
【品牌故事】品牌塑造,171人,1人,¥2000,圆满完成
【软文发布】整店装修,367人,1人,¥3000,圆满完成
【软文发布】品牌全案,308人,1人,¥1500,圆满完成
【软文发布】PPT设计,427人,1人,¥1200,圆满完成
【软文发布】品牌塑造,207人,1人,¥5000,圆满完成
【品牌故事】品牌塑造,575人,1人,¥9320,圆满完成
【品牌故事】公众号代运营,358人,1人,¥3200,圆满完成
【品牌故事】文案策划,148人,1人,¥2000,圆满完成
【品牌故事】品牌塑造,310人,1人,¥5000,圆满完成
【品牌故事】全网整合营销,257人,1人,¥4500,圆满完成
【品牌故事】百度百科创建,175人,1人,¥1200,圆满完成
【品牌故事】品牌塑造,234人,1人,¥3000,圆满完成
【营销推广软文】企业软文发布第三期,621人,1人,¥16000,圆满完成
【营销推广软文】企业软文发布第二期,630人,1人,¥36000,圆满完成
【商业提案】纪梵莎品牌微商商业模式计划书,676人,1人,¥50000,圆满完成
【专业代笔】公众号文案策划,363人,1人,¥1500,圆满完成
【软文发布】品牌全案塑造,364人,1人,¥2000,圆满完成
【软文发布】企业软文发布,309人,1人,¥14010,圆满完成
【软文发布】品牌塑造,266人,1人,¥9700,圆满完成
,,,,
【专业代笔】品牌全案策划,606人,1人,¥2500,圆满完成
【其他内容创作】招商加盟文案,1361人,1人,¥1900,圆满完成
【软文发布】品牌塑造,138人,1人,¥5000,圆满完成
【品牌故事】微信代运营,194人,1人,¥5980,圆满完成
【品牌故事】品牌塑造,394人,1人,¥8900,圆满完成
【商业提案】慕然初遇品牌商业计划书,540人,1人,¥27600,圆满完成
【软文发布】品牌营销塑造,216人,1人,¥9800,圆满完成
【商业提案】纪梵莎品牌年度微商渠道商业计划书,683人,1人,¥50000,圆满完成
【商业提案】纪梵莎品牌年度微商渠道商业计划书,889人,1人,¥50000,圆满完成
【品牌故事】广告营销策划,1013人,1人,¥43000,圆满完成
【品牌故事】品牌策划推广,1135人,1人,¥50000,圆满完成
【编辑校对】录音听写,2381人,1人,¥60,圆满完成
【品牌故事】百科人物,330人,1人,¥5800,圆满完成
【品牌故事】品牌全案,183人,1人,¥3500,圆满完成
【软文发布】品牌故事,384人,1人,¥2300,圆满完成
【品牌故事】整合营销,190人,1人,¥7500,圆满完成
【品牌故事】微信代运营,162人,1人,¥4800,圆满完成
【软文发布】PPT设计,173人,1人,¥1700,圆满完成
【品牌故事】品牌塑造,470人,1人,¥6600,圆满完成
【软文发布】品牌塑造,155人,1人,¥4800,圆满完成
【百科/问答撰写】百科创建,586人,1人,¥3000,圆满完成
【软文发布】品牌塑造,137人,1人,¥4680,圆满完成
【产品卖点】创意广告设计,1109人,1人,¥35000,圆满完成
【产品卖点】品牌文案策划,408人,1人,¥20000,圆满完成
【软文发布】企业视觉VI设计,410人,1人,¥3250,圆满完成
【软文发布】整店装修,110人,1人,¥4800,圆满完成
【软文发布】企业logo设计,227人,1人,¥2100,圆满完成
【软文发布】外卖包装设计,158人,1人,¥2750,圆满完成
【软文发布】PPT设计,186人,1人,¥2300,圆满完成
【软文发布】品牌塑造,163人,1人,¥4800,圆满完成
,,,,
【软文发布】视觉VI设计,230人,1人,¥7000,圆满完成
【软文发布】宣传册设计,191人,1人,¥2200,圆满完成
【软文发布】宣传单设计三折页,302人,1人,¥2300,圆满完成
【软文发布】PPT设计,164人,1人,¥2800,圆满完成
【软文发布】品牌塑造,178人,1人,¥5700,圆满完成
【专业代笔】小河马广告文案设计,567人,1人,¥1970,圆满完成
【品牌故事】品牌文化撰写,723人,1人,¥10000,圆满完成
【商业提案】纪梵莎品牌商业计划书,469人,1人,¥37707,圆满完成
【宣传策划】方便火锅营销策划,1161人,1人,¥60000,圆满完成
【宣传策划】植物饮料营销策划,1131人,1人,¥65000,圆满完成
【商业提案】vava品牌商业计划书,479人,1人,¥19860,圆满完成
【软文发布】外卖包装设计,156人,1人,¥1300,圆满完成
【软文发布】LOGO设计,168人,1人,¥800,圆满完成
【软文发布】PPT设计,146人,1人,¥1300,圆满完成
【软文发布】品牌塑造,160人,1人,¥3800,圆满完成
【商业提案】vava品牌商业计划书,617人,1人,¥49450,圆满完成
【软文发布】企业logo设计,174人,1人,¥800,圆满完成
【软文发布】包装设计,176人,1人,¥1200,圆满完成
【软文发布】画册设计,171人,1人,¥2800,圆满完成
【软文发布】PPT设计,137人,1人,¥1300,圆满完成
【软文发布】品牌塑造,142人,1人,¥4400,圆满完成
【软文发布】公司品牌logo设计,168人,1人,¥1000,圆满完成
【软文发布】整店装修,128人,1人,¥2900,圆满完成
【软文发布】瓶贴设计,139人,1人,¥1800,圆满完成
【软文发布】海报设计,202人,1人,¥2800,圆满完成
【软文发布】PPT设计,166人,1人,¥2300,圆满完成
【软文发布】品牌塑造,158人,1人,¥4800,圆满完成
【软文发布】整店装修,155人,1人,¥5400,圆满完成
【软文发布】PPT设计,215人,1人,¥2800,圆满完成
【软文发布】品牌塑造,135人,1人,¥3800,圆满完成
,,,,
【项目策划】旅游项目策划,1113人,1人,¥20000,圆满完成
【营销推广软文】返利类推广软文,695人,1人,¥400,圆满完成
【宣传策划】动画和宣传片服务方案,1213人,1人,¥700,圆满完成
【宣传策划】淘宝众筹文案1篇,858人,1人,¥100,圆满完成
【宣传策划】取与回写窗口内容撰写,197人,1人,¥500,圆满完成
【软文发布】品牌塑造,119人,1人,¥3400,圆满完成
【软文发布】品牌塑造,139人,1人,¥2100,圆满完成
【宣传策划】商业计划书项目融资计划书路演PPT设计可行性研究报告商业BP,366人,1人,¥500,圆满完成
【宣传策划】商业计划书项目融资计划书路演PPT设计可行性研究报告商业BP,437人,1人,¥500,圆满完成
【宣传策划】商业计划书项目融资计划书路演PPT设计可行性研究报告商业BP,195人,1人,¥500,圆满完成
【宣传策划】商业计划书项目融资计划书路演PPT设计可行性研究报告商业BP,217人,1人,¥500,圆满完成
【宣传策划】商业计划书项目融资计划书路演PPT设计可行性研究报告商业BP,190人,1人,¥500,圆满完成
【商业提案】格魅品牌商业计划书,502人,1人,¥48700,圆满完成
【宣传策划】商业计划书项目融资计划书路演PPT设计可行性研究报告商业BP,143人,1人,¥500,圆满完成
【宣传策划】商业计划书项目融资计划书路演PPT设计可行性研究报告商业BP,184人,1人,¥500,圆满完成
【宣传策划】商业计划书项目融资计划书路演PPT设计可行性研究报告商业BP,256人,1人,¥500,圆满完成
【商业提案】格魅商业品牌计划书,563人,1人,¥11000,圆满完成
【宣传策划】公司新产品的冷启动方案策划,535人,1人,¥3000,圆满完成
【商业提案】微信代运营,308人,1人,¥1800,圆满完成
【商业提案】文案撰写,216人,1人,¥1300,圆满完成
【商业提案】PPT设计,269人,1人,¥2300,圆满完成
【商业提案】商业计划书招商,271人,1人,¥1800,圆满完成
【宣传策划】商业计划书项目融资计划书路演PPT设计可行性研究报告商业BP,301人,1人,¥500,圆满完成
【宣传策划】商业计划书项目融资计划书路演PPT设计可行性研究报告商业BP,166人,1人,¥500,圆满完成
【宣传策划】商业计划书项目融资计划书路演PPT设计可行性研究报告商业BP,164人,1人,¥500,圆满完成
【宣传策划】商业计划书项目融资计划书路演PPT设计可行性研究报告商业BP,356人,1人,¥500,圆满完成
【宣传策划】商业计划书项目融资计划书路演PPT设计可行性研究报告商业BP,246人,1人,¥500,圆满完成
【宣传策划】商业计划书项目融资计划书路演PPT设计可行性研究报告商业BP,505人,1人,¥500,圆满完成
【商业提案】商业计划书项目融资计划书路演PPT设计可行性研究报告,467人,1人,¥11550,圆满完成
【宣传策划】文案策划文案提炼微博微信文案众筹文案专业代新闻稿撰写营销软文代写等,372人,1人,¥200,圆满完成
,,,,
【商业提案】品牌信息,308人,1人,¥4200,圆满完成
【宣传策划】文案策划文案提炼微博微信文案众筹文案专业代新闻稿撰写营销软文代写等,313人,1人,¥200,圆满完成
【宣传策划】文案策划文案提炼微博微信文案众筹文案专业代新闻稿撰写营销软文代写等,285人,1人,¥200,圆满完成
【商业提案】商业计划书招商,147人,1人,¥2500,圆满完成
【宣传策划】文案策划文案提炼微博微信文案众筹文案专业代新闻稿撰写营销软文代写等,240人,1人,¥160,圆满完成
【宣传策划】文案策划文案提炼微博微信文案众筹文案专业代新闻稿撰写营销软文代写等,188人,1人,¥140,圆满完成
【宣传策划】文案策划文案提炼微博微信文案众筹文案专业代新闻稿撰写营销软文代写等,150人,1人,¥200,圆满完成
【宣传策划】文案策划文案提炼微博微信文案众筹文案专业代新闻稿撰写营销软文代写等,174人,1人,¥160,圆满完成
【宣传策划】文案策划文案提炼微博微信文案众筹文案专业代新闻稿撰写营销软文代写等,475人,1人,¥240,圆满完成
【宣传策划】文案策划文案提炼微博微信文案众筹文案专业代新闻稿撰写营销软文代写等,196人,1人,¥200,圆满完成
【商业提案】微信公众号推广,151人,1人,¥3200,圆满完成
【商业提案】微信公众号推广,360人,1人,¥2800,圆满完成
【商业提案】微信代运营,206人,1人,¥3200,圆满完成
【商业提案】产品营销,274人,1人,¥7300,圆满完成
【商业提案】文案撰写,201人,1人,¥2400,圆满完成
【商业提案】PPT设计定制,246人,1人,¥2800,圆满完成
【商业提案】品牌故事,213人,1人,¥1800,圆满完成
【商业提案】商业计划书,248人,1人,¥2700,圆满完成
【商业提案】PPT设计制作,264人,1人,¥3500,圆满完成
【商业提案】视频推广播放量,206人,1人,¥4800,圆满完成
【商业提案】微信公众号推广,243人,1人,¥3600,圆满完成
【商业提案】微信代运营,253人,1人,¥4800,圆满完成
【商业提案】整合营销,296人,1人,¥7800,圆满完成
【商业提案】文案撰写,136人,1人,¥2800,圆满完成
【商业提案】PPT设计,215人,1人,¥2300,圆满完成
【商业提案】品牌故事,395人,1人,¥2800,圆满完成
【商业提案】商业计划书招商,126人,1人,¥2200,圆满完成
【商业提案】产品精修图片处理,210人,1人,¥1200,圆满完成
【软文发布】营销软文发布,383人,1人,¥25000,圆满完成
【商业提案】企业公司品牌logo,142人,1人,¥2500,圆满完成
,,,,
【商业提案】整店装修,181人,1人,¥5800,圆满完成
【商业提案】手提袋设计,200人,1人,¥2800,圆满完成
【商业提案】产品精修图片,331人,1人,¥1200,圆满完成
【商业提案】活动海报设计4,246人,1人,¥2200,圆满完成
【商业提案】活动全案策划,245人,1人,¥2800,圆满完成
【商业提案】画册设计,223人,1人,¥4700,圆满完成
【商业提案】品牌故事,129人,1人,¥3500,圆满完成
【商业提案】外卖包装设计,292人,1人,¥1800,圆满完成
【商业提案】企业公司品牌logo,287人,1人,¥1500,圆满完成
【商业提案】产品精修图片处理,324人,1人,¥800,圆满完成
【商业提案】活动海报设计2张,190人,1人,¥1200,圆满完成
【商业提案】活动全案,217人,1人,¥1800,圆满完成
【商业提案】画册设计,183人,1人,¥3600,圆满完成
【商业提案】整店装修,169人,1人,¥9800,圆满完成
【商业提案】品牌全案,142人,1人,¥3200,圆满完成
【产品卖点】新品发布文案撰写,2030人,1人,¥8000,圆满完成
【商业提案】视频推广,171人,1人,¥1800,圆满完成
【商业提案】微信代运营,349人,1人,¥2200,圆满完成
【商业提案】微信公众号推广,112人,1人,¥2600,圆满完成
【商业提案】微信代运营,164人,1人,¥2200,圆满完成
【商业提案】整合营销,163人,1人,¥8200,圆满完成
【商业提案】文案撰写,127人,1人,¥2200,圆满完成
【商业提案】PPT设计,391人,1人,¥2300,圆满完成
【商业提案】品牌全案,617人,1人,¥2500,圆满完成
【商业提案】商业计划书,113人,1人,¥2200,圆满完成
【商业提案】慕然初遇品牌商业计划书,1620人,1人,¥27400,圆满完成
【宣传策划】文案策划文案提炼微博微信文案众筹文案专业代新闻稿撰写营销软文代写等,167人,1人,¥240,圆满完成
【宣传策划】文案策划文案提炼微博微信文案众筹文案专业代新闻稿撰写营销软文代写等,315人,1人,¥100,圆满完成
【宣传策划】文案策划文案提炼微博微信文案众筹文案专业代新闻稿撰写营销软文代写等,321人,1人,¥360,圆满完成
【宣传策划】广告词撰写,449人,1人,¥100,圆满完成
,,,,
【宣传策划】软文推广,429人,1人,¥300,圆满完成
【宣传策划】文案策划文案提炼微博微信文案众筹文案专业代新闻稿撰写营销软文代写等,166人,1人,¥100,圆满完成
【宣传策划】文案策划文案提炼微博微信文案众筹文案专业代新闻稿撰写营销软文代写等,417人,1人,¥240,圆满完成
【宣传策划】文案策划文案提炼微博微信文案众筹文案专业代新闻稿撰写营销软文代写等,307人,1人,¥160,圆满完成
【宣传策划】软文推广撰写,272人,1人,¥200,圆满完成
【宣传策划】企业文案策划,792人,1人,¥1000,圆满完成
【宣传策划】电商设计,397人,1人,¥2000,圆满完成
【宣传策划】画册宣传册设计,290人,1人,¥2000,圆满完成
【宣传策划】传单折页设计,269人,1人,¥1000,圆满完成
【宣传策划】微信代运营,235人,1人,¥2000,圆满完成
【宣传策划】淘宝整店装修,401人,1人,¥2800,圆满完成
【宣传策划】品牌全案品牌故事品牌策划方案公司简介产品广告语撰写微信招商文案公众号,470人,1人,¥3000,圆满完成
【宣传策划】PPT设计年会商业计划书路演报告PPT模板制作招商课件PPT策划美化润色总结报告广告,299人,1人,¥1200,圆满完成
【宣传策划】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,226人,1人,¥2000,圆满完成
【宣传策划】医疗商业计划书,933人,1人,¥3000,圆满完成
【软文发布】营销软文发布,503人,1人,¥42675,圆满完成
【营销推广软文】营销软文,805人,1人,¥100,圆满完成
【专业代笔】收集200条资料,757人,1人,¥200,圆满完成
【品牌起名】品牌/产品/店铺/服务/公司起名取名（近似商标查询，不限制数量提供）,617人,1人,¥399,圆满完成
【商业提案】商业计划书,347人,1人,¥20000,圆满完成
【宣传策划】微信公众号代运营,972人,1人,¥5000,圆满完成
【宣传策划】微信公众号代运营,1015人,1人,¥5000,圆满完成
【宣传策划】新媒体创意文案软文写作撰牌故事,1131人,1人,¥5500,圆满完成
【商业提案】PPT设计,209人,1人,¥1000,圆满完成
【商业提案】商业计划书,189人,1人,¥2000,圆满完成
【商业提案】商业计划书,421人,1人,¥16000,圆满完成
【宣传策划】文案策划文案提炼微博微信文案众筹文案专业代新闻稿撰写营销软文代写等,311人,1人,¥500,圆满完成
【商业提案】PPT设计,349人,1人,¥1500,圆满完成
【商业提案】品牌故事,104人,1人,¥1500,圆满完成
【商业提案】PPT设计,239人,1人,¥1000,圆满完成
,,,,
【商业提案】品牌故事,134人,1人,¥1000,圆满完成
【商业提案】品牌故事,110人,1人,¥1500,圆满完成
【商业提案】品牌策划,140人,1人,¥1500,圆满完成
【商业提案】商业计划书,101人,1人,¥2000,圆满完成
【商业提案】商业计划书,181人,1人,¥2000,圆满完成
【商业提案】商业计划书,115人,1人,¥2000,圆满完成
【商业提案】品牌故事,134人,1人,¥2000,圆满完成
【商业提案】PPT设计,360人,1人,¥1000,圆满完成
【商业提案】品牌故事,146人,1人,¥1000,圆满完成
【商业提案】商业计划书,160人,1人,¥2000,圆满完成
【商业提案】商业计划书,109人,1人,¥2000,圆满完成
【软文发布】营销软文发布,463人,1人,¥25000,圆满完成
【商业提案】品牌故事,148人,1人,¥1500,圆满完成
【商业提案】品牌故事,165人,1人,¥1500,圆满完成
【商业提案】商业计划书,166人,1人,¥2000,圆满完成
【商业提案】品牌故事,150人,1人,¥1000,圆满完成
【商业提案】商业计划书招商,216人,1人,¥2000,圆满完成
【专业代笔】PPT设计,465人,1人,¥1800,圆满完成
【商业提案】商业计划书,402人,1人,¥20000,圆满完成
【商业提案】PPT设计,191人,1人,¥1000,圆满完成
【商业提案】品牌故事,125人,1人,¥1000,圆满完成
【商业提案】品牌故事,118人,1人,¥1000,圆满完成
【商业提案】商业计划书,181人,1人,¥2000,圆满完成
【宣传策划】企业宣传文案,578人,1人,¥3000,圆满完成
【专业代笔】PPT设计制作,738人,1人,¥600,圆满完成
【品牌起名】菁燕食光,431人,1人,¥50,圆满完成
【商业提案】微信公众号推广微信推广微信粉丝微信群转发微信朋友圈转发大号推广站外推广文章阅读量,221人,1人,¥2800,圆满完成
【商业提案】微信代运营微信公众号代运营微信爆文推广微信文案撰写广告语代写微信推文品牌故事电商文案,296人,1人,¥4200,圆满完成
【商业提案】文案撰写微信爆款推文商业计划书路演PPT融资文案论坛文案微信文案微博文案宣传文案产品故事,207人,1人,¥2000,圆满完成
【商业提案】PPT设计定制策划制作美化润色企业公司代做商业幻灯片公司宣传册,240人,1人,¥3000,圆满完成
,,,,
【商业提案】品牌故事品牌策划方案公司简介产品广告语撰写微信招商文案公众号,314人,1人,¥5000,圆满完成
【商业提案】商业计划书招商创业融资计划书路演PPT项目书商业策划融资BP,223人,1人,¥3000,圆满完成
