标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【公司起名】XX酒店用品有限公司取名,https://task.epwk.com/473510/,3132人,86人,¥100,圆满完成,单人悬赏,mf152****2080,适合酒店、宾馆用品行业，能够通过商标申请审核，两个字或者三个字都可以。,2017.02.06,2017.03.23,任务编号：473510,,,,乐心传媒工作室,https://shop.epwk.com/z2nkzz662nqy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】女宝宝取名,https://task.epwk.com/473420/,5488人,134人,¥100,圆满完成,单人悬赏,jing09,女宝宝取名的任务，需要三个字，希望宝宝做事不骄不傲，做事低调，心胸能宽广大度，姜姓，是女孩。或者有更好的意义含义的名字也可以提供！希望能创意新颖名字中不要带 金 木  火                1、附上创意说明。,2017.02.06,2017.11.19,任务编号：473420,,,,胖墩太瘦,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】互联网平台型品牌名称征集,https://task.epwk.com/473379/,7499人,162人,¥1000,圆满完成,单人悬赏,mf158****7226,需求一个好的品牌名称，具体要求如下：1、可以注册商标9、32、35、41、43类越全越好2、主要是用于网上商城的名称3、包含“吃喝玩乐”的平台，有好吃好喝的鲜花饼、甜茶系列、功能性食品，有好玩好乐的娱乐场所、酒吧、KTV，平台是吃喝玩乐还升值保值赚钱4、名称需要琅琅上口、通俗易懂、易于展示、且有文化底蕴5、此类名称现在别人做的比较中意的案列：味蕾•新久会6、定夺好名称后可以继续设计LOGO的更好,2017.02.06,2017.02.15,任务编号：473379,,,,无双51——品牌服务直通车,https://shop.epwk.com/7lngq0m63dmr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】公司品牌起名,https://task.epwk.com/473357/,4104人,140人,¥150,圆满完成,单人悬赏,mf137****8585,"我公司是一家生物技术公司，从事蛹虫草栽培、加工生产、延长开发产品等项目（计划下游延长开发产品主要有蛹虫草拼配茶、蛹虫草粉、虫草酒、虫草饮料，上游延长产品以蛹虫草培养基为辅料饲养散养生态虫草鸡）。蛹虫草是一种药食两用真菌，与冬虫夏草同属不同种，也含有虫草素、虫草酸、虫草多糖、腺苷等营养源和药源，长期食用在提高人体免疫力、降三高、补肾阳等方面有功效。公司定位大健康食品（目前方向上不做保健品和药品），今后以酱香型虫草酒和虫草饮料为主要开发产品。公司愿景“绿色世界、健康未来”，希冀为社会提供绿色健康的产品。现苦于没有想到最理想的品牌名称，特于一品威客发布征求任务，拜托大家了！       我公司目前属于小微企业，但想要有大的目标。 品牌名称最好两个字、简约大气、寓意深刻、大众易于识别和接受，也要利于今后产品定位和推广。知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2017.02.06,2017.03.20,任务编号：473357,,,,明尼苏达猪工作室,https://shop.epwk.com/81n41164onp6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】给儿童益智乐园起名,https://task.epwk.com/473138/,4637人,151人,¥200,圆满完成,单人悬赏,mf181****8265,我要求把儿童玩的奇妙，探索的趣味，励志的故事，玩中学，学中玩，学乐还有品牌容易记和传播等体现出来。先起名再注册，要有创新性。,2017.02.05,2017.05.15,任务编号：473138,,,,乐心传媒工作室,https://shop.epwk.com/z2nkzz662nqy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】折扣网网站取名,https://task.epwk.com/472825/,4563人,155人,¥100,圆满完成,单人悬赏,张108,取名要有意义，折扣网，集思广益,2017.02.03,2018.02.22,任务编号：472825,,,,友我不知,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】取名：一个可以随时随地用车的网站,https://task.epwk.com/472856/,3907人,161人,¥100,圆满完成,单人悬赏,张108,一个可以随时随地用车的网站,2017.02.03,2018.02.22,任务编号：472856,,,,fire69,https://shop.epwk.com/mod04g0v05yv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【百科/问答撰写】微信公众平台母婴类文章征集,https://task.epwk.com/472739/,3538人,19人,¥150,圆满完成,单人悬赏,mf183****0806,1、创作原因：微信公众平台 母婴类 文章2、需求内容：关于孕期，孕中，育儿，家庭儿童食谱，儿童健康饮食 类 均可3、创作要求：要求原创 原创 原创  重要的事情...4，文章有可读性，专业性5，字数500字左右,2017.02.02,2017.04.17,任务编号：472739,,,,赏个馒头,https://shop.epwk.com/78n966x9xnkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】宝宝名字征集,https://task.epwk.com/472568/,4568人,86人,¥100,圆满完成,单人悬赏,这样的,男孩、2017年1月16日下午1点35分出生、姓周、起3个字的名                      具体要求：1、字音好：读起来顺口、字音悦耳，注意阴阳平仄，富于节奏感，朗朗上口（顺溜不拗口），不要有不好的谐音，不易联想起外号2、字义好：寓意深刻、蕴涵丰富、有典故出处3、构思好：清新不俗、独具特色、与众不同4、重要数理好：生克平衡、五行相生，利喜用神，五格、三才全吉祥如意5、易认易念易写，好听好看好记，无歧意无不良联想谐音，吉利吉庆吉祥重要要求：名字要符合传统命理五行、数理格局。请结合周易五行八卦的算法、生辰八字、五行旺衰喜忌进行综合分析，交稿时附带详尽的名称寓意，命理分析，解释名字并说明名字和生辰八字的联系，提交详细的起名方案。备注：来到这里希望集思广益，烦请各位朋友帮忙，请有缘人给我家宝贝起个名字和小名，谢谢！请勿敷衍了事让雇主先中标再提交详细方案，如果您的方案确实让我们满意，我们会中标后再追加费用以表示我们的谢意。,2017.01.30,2017.03.19,任务编号：472568,,,,英德市飓风网络科技有限公司,https://shop.epwk.com/7g5yk8p42n0q/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】起英语书名,https://task.epwk.com/472460/,6080人,136人,¥400,圆满完成,单人悬赏,薛憨子,信阳学嘉教育文化传播有限公司：下设湖北襄阳学嘉教育科技有限公司和潢川学嘉教育小桔灯作文学校。公司成立于2014年，主要从事中学英语教材教辅研究、开发、出版、发行和作文培训。公司坚持产品原创，保持领先，不断开发用户需求的产品，服务于一线广大师生，请广大英杰起英语词汇和听力书名。起名要求：1、书名最好两个字，不能超过四个字；2、名字要大气、时尚、易记，有内涵，音韵和谐，寓意好，朗朗上口，构思巧妙、文通隽永；3、有独特的创意，不仅易懂、易记、易识别，还要注意书封面版面设计的特点，字体笔画不宜太多，不能够有生僻字；4、有让大众“过目不忘”的效果；5、应说明所取的名字价值所在，好在哪里，有什么寓意，创意何在，附上构思说明宣传语不少于50字；6、要结合初、高中学生生性活泼、好动、好奇、富于幻想、个性强等特点来综合考虑构思；7、名字翻译成英语不易太长，要有故事最好有来历；8、参考百度搜北京维多克英语、武汉青于蓝文化传播有限公司起的书名《核按钮》。,2017.01.25,2017.02.18,任务编号：472460,,,,五艺之星,https://shop.epwk.com/78dljwoxp5lx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌故事】超级畅销书作者应具备的条件征集,https://task.epwk.com/472456/,3239人,21人,¥100,圆满完成,单人悬赏,mf185****0389,成为销量在100万册以上的超级畅销书作者（其所应具备的条件有哪些？）也就是我需要知道这些条件是哪一些，麻烦说明清楚，论述清楚怎么样才能成为销量在100万册以上的超级畅销书作者字数要求：700字左右，不要求填多好，也不需要是原创，符合要求就好,2017.01.25,2017.10.30,任务编号：472456,,,,小凿子的工作空间,https://shop.epwk.com/09drjegm353w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】矿泉水销售的电商平台品牌取名,https://task.epwk.com/472010/,4867人,96人,¥150,圆满完成,单人悬赏,mf186****9688,一：公司说明及取名要求：故事说明：成为百姓信任的标杆品牌。1、公司经营各类:全球的饮用水，矿泉水，果汁饮料，及全品类与水相关的产品等；2、名字包含中文名与英文名两部分，商标符合行业特点.3、易读、易记、易传播、有档次、 有美誉度；4、字数限制：中文2～4个字（3字为上，2字为中，4字为下）， 英文部分最好不超过8个字母；5、可进行商标注册，能够通过名称的预先核准，中标威客需配合后期修改；6、可注册域名（.com域名或CN域名）；7、投稿作品要有创意说明；8、禁止模板投稿（所投稿件需是专为我们的需要量身定做） 二： 知识产权声明：1.所设计的作品应为原创，为第一次发布，未在国家商标局注册过，未侵犯他人著作权；如有侵犯他人著作权，由设计者承担所有法律责任。2.如中标，设计方必须提供以上要求设计作品完整的方案，包括各种矢量图形源文件和所用到的字体，以方便进行修改完善和印刷。3.中标的设计作品，我方支付设计制作费后，即拥有该作品知识产权，包括著作权、使用权和发布权等，有权对设计作品进行修改、组合和应用。4.设计作品一经采用，所有权、修改权和使用权均归我方所有，设计者不得在其他任何地方使用该设计作品，包括并不限于著作权、使用权、发布权以及对设计作品进行修改、组合、应用等权利。否则构成侵权，本公司保留依法追究设计方法律责任的权利。5.征集结果公布后，未采用的作品即可自行处理。6.参加此设计任务者被视为同意以上所有声明。,2017.01.21,2017.02.26,任务编号：472010,,,,無木设计,https://shop.epwk.com/78n966xz0nkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】游戏账号租赁网站命名征集,https://task.epwk.com/472032/,3057人,91人,¥150,圆满完成,单人悬赏,Mr130****3040,游戏账号租赁网站命名，2-4个字，需要结合域名 关键词等,2017.01.21,2017.02.23,任务编号：472032,,,,mf18645985675,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【宝宝起名】褚姓女宝宝起名,https://task.epwk.com/471889/,6359人,132人,¥200,圆满完成,单人悬赏,mf159****0922,"1、出生日期 阳历2017年1月18日 上午9点39分，体重7.4斤，刨腹产

2、名字取三个字，宝宝是家里老二，哥哥叫褚昕*（第三个字隐藏），第二个字可以和哥哥相同也可以不同。忌讳用字：文，平，年，芳。母亲姓朱。

3、不使用生僻字,简洁大气，读起来朗朗上口，不拗口，不易重名，名字谐音没有不好的联想，寓意要吉祥，听起来没有歧义,字义好，

4、符合传统命理五行，数理格局，结合周易五行八卦的算法生辰八字，五行旺衰喜忌进行综合分析交稿时附带详尽的名称寓意，命理分析，解释名字和生辰八字的联系，提交详细的起名方案。

 

麻烦在网上直接找软件起的就别来发了，谢谢。",2017.01.20,2017.04.08,任务编号：471889,,,,精瀚堂品牌设计策划,https://shop.epwk.com/9w56ee42kdv1/,精瀚堂品牌设计策划,出售服务,https://shop.epwk.com/9w56ee42kdv1/chushou/,企业,六品,45分,,,精瀚堂品牌设计策划,,大幅广告,"￥1198
            /件",DM传单设计,"￥798
            /件",海报设计,"￥998
            /件",VI设计,9998,VI设计,7998,VI设计,4998,logo标志设计,"￥998
            /件",logo标志设计,"￥998
            /件",logo标志设计,"￥798
            /件"
【公司起名】舞蹈室中文取名,https://task.epwk.com/471842/,5779人,103人,¥100,圆满完成,单人悬赏,mf187****0118,"我的舞蹈室要取名字，英文名字bobay dance中文名字一直没定下来。要求：1,、能注册商标          2、**舞蹈艺术培训中心/**国际舞蹈艺术培训中心（名称2-4个字范围内），和英文名称要相呼应，要和舞蹈有关。注：舞蹈类型是以时尚元素为主，拉丁.芭蕾.瑜伽普拉提。对应人群少儿和中年的培训方向。取的名字要符合人群并体现时尚元素。",2017.01.20,2017.08.10,任务编号：471842,,,,女战士小N,https://shop.epwk.com/mod044o605yv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】商贸公司起名,https://task.epwk.com/471849/,3334人,96人,¥100,圆满完成,单人悬赏,wg8886,商贸公司主营家居用品、服装、电器、工艺品等。要求：名字要大气、容易记忆，2 - 3个字，不要英翻的名字，可以通过工商审核。,2017.01.20,2017.04.24,任务编号：471849,,,,明尼苏达猪工作室,https://shop.epwk.com/81n41164onp6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】有声读物暨听书类产品起名,https://task.epwk.com/471737/,4609人,152人,¥150,圆满完成,单人悬赏,mf186****7324,有声读物暨听书类产品起名1、主要用于网站、微信、APP等2、能够体现有声读物相关特点。3、互联网、信息服务行业 ，主要为图书馆、教育机构、军队、残疾人等提供有声阅读服务。商标网无重可注册,2017.01.19,2017.02.23,任务编号：471737,,,,精瀚堂品牌设计策划,https://shop.epwk.com/9w56ee42kdv1/,精瀚堂品牌设计策划,出售服务,https://shop.epwk.com/9w56ee42kdv1/chushou/,企业,六品,45分,,,精瀚堂品牌设计策划,,大幅广告,"￥1198
            /件",DM传单设计,"￥798
            /件",海报设计,"￥998
            /件",VI设计,9998,VI设计,7998,VI设计,4998,logo标志设计,"￥998
            /件",logo标志设计,"￥998
            /件",logo标志设计,"￥798
            /件"
【品牌起名】猫狗宠物食品品牌名称,https://task.epwk.com/471658/,3313人,111人,¥100,圆满完成,单人悬赏,mf187****3186,猫狗宠物食品品牌名称（必须可在商标局31大类可注册）简单、大方，易于记忆，识别性高，看一次就终生难忘的那种。,2017.01.18,2017.02.18,任务编号：471658,,,,诗轩创艺,https://shop.epwk.com/zqdpl4xyon1v/,诗轩创艺,出售服务,https://shop.epwk.com/zqdpl4xyon1v/chushou/,个人,七品,40分,,,诗轩创艺,,中文命名：鹅骁将,"￥500
            /起",,,,,,,,,,,,,,,,
【公司起名】化工类B2B网站起名,https://task.epwk.com/471385/,2604人,133人,¥360,圆满完成,单人悬赏,o587d94216ba00,具体要求：为 化工B2B网站 起名，网站为化工行业B2B站，主要提供产品在线交易，产品报价，供求供应。要求： 1、名字大气、易读易记；2、名字富有行业或者国际气息最佳；3、健康向上，不拗口，易于传播4、目前同行业的名字有：大禹网，海纳百川，找化工网，找原料网，卖化塑,2017.01.17,2017.02.24,任务编号：471385,,,,第二铺,https://shop.epwk.com/4rn8qqr61ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】农产品品牌取名,https://task.epwk.com/471297/,4128人,104人,¥100,圆满完成,单人悬赏,mf186****9688,"一：公司说明及取名要求：故事说明：有5个优秀青年下乡当了5个贫困村的村支书！为了扶贫正能量，让百姓致富起来，现在5个年轻的新村支书共同建立一个有机农产供应链公司利用互联网的技术和物联网.让产品走出去，成为百姓信任的标杆品牌。1、公司经营各类绿色有机农副产品，如：绿色水果、绿色农产品，土特产等；2、名字包含中文名与英文名两部分，商标符合行业特点、具有地域特色（主要原产地为：江苏南通启东地区，合作镇，合文化，勤劳的质朴的）；3、易读、易记、易传播、有档次、 有美誉度；4、字数限制：中文2～4个字（3字为上，2字为中，4字为下）， 英文部分最好不超过8个字母；5、可进行商标注册，能够通过名称的预先核准，中标威客需配合后期修改；6、可注册域名（.com域名或CN域名）；7、投稿作品要有创意说明；8、禁止模板投稿（所投稿件需是专为我们的需要量身定做） 二： 知识产权声明：1.所设计的作品应为原创，为第一次发布，未在国家商标局注册过，未侵犯他人著作权；如有侵犯他人著作权，由设计者承担所有法律责任。2.如中标，设计方必须提供以上要求设计作品完整的方案，包括各种矢量图形源文件和所用到的字体，以方便进行修改完善和印刷。3.中标的设计作品，我方支付设计制作费后，即拥有该作品知识产权，包括著作权、使用权和发布权等，有权对设计作品进行修改、组合和应用。4.设计作品一经采用，所有权、修改权和使用权均归我方所有，设计者不得在其他任何地方使用该设计作品，包括并不限于著作权、使用权、发布权以及对设计作品进行修改、组合、应用等权利。否则构成侵权，本公司保留依法追究设计方法律责任的权利。5.征集结果公布后，未采用的作品即可自行处理。6.参加此设计任务者被视为同意以上所有声明。,一：公司说明及取名要求：故事说明：有5个优秀青年下乡当了5个贫困村的村支书！为了扶贫正能量，让百姓致富起来，现在5个年轻的新村支书共同建立一个有机农产供应链公司利用互联网的技术和物联网.让产品走出去，成为百姓信任的标杆品牌。1、公司经营各类绿色有机农副产品，如：绿色水果、绿色农产品，土特产等；2、名字包含中文名与英文名两部分，商标符合行业特点、具有地域特色（主要原产地为：江苏南通启东地区，合作镇，合文化，勤劳的质朴的）；3、易读、易记、易传播、有档次、 有美誉度；4、字数限制：中文2～4个字（3字为上，2字为中，4字为下）， 英文部分最好不超过8个字母；5、可进行商标注册，能够通过名称的预先核准，中标威客需配合后期修改；6、可注册域名（.com域名或CN域名）；7、投稿作品要有创意说明；8、禁止模板投稿（所投稿件需是专为我们的需要量身定做） 二： 知识产权声明：1.所设计的作品应为原创，为第一次发布，未在国家商标局注册过，未侵犯他人著作权；如有侵犯他人著作权，由设计者承担所有法律责任。2.如中标，设计方必须提供以上要求设计作品完整的方案，包括各种矢量图形源文件和所用到的字体，以方便进行修改完善和印刷。3.中标的设计作品，我方支付设计制作费后，即拥有该作品知识产权，包括著作权、使用权和发布权等，有权对设计作品进行修改、组合和应用。4.设计作品一经采用，所有权、修改权和使用权均归我方所有，设计者不得在其他任何地方使用该设计作品，包括并不限于著作权、使用权、发布权以及对设计作品进行修改、组合、应用等权利。否则构成侵权，本公司保留依法追究设计方法律责任的权利。5.征集结果公布后，未采用的作品即可自行处理。6.参加此设计任务者被视为同意以上所有声明。",2017.01.16,2017.01.27,任务编号：471297,,,,無木设计,https://shop.epwk.com/78n966xz0nkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】化妆品品牌起名,https://task.epwk.com/470995/,7077人,165人,¥150,圆满完成,单人悬赏,mf186****1440,"化妆品品牌起名征集，可注册商标。产品以提取草本植物精华为原料，立志做国内化妆品的佼佼者。要求：                                            1、命名响亮，易记，易传播，朗朗上口。有新颖个性，体现绿色健康，安全。                            2、最好有中、英文两种名称，并可注册商标                                        3、附上创意说明。4、如：一叶子、水密码。投稿要隐蔽可加联系QQ:516497514 微信：18631881440                            知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2017.01.15,2017.02.08,任务编号：470995,,,,wuwudo,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】淘客站取名征集,https://task.epwk.com/470889/,4176人,107人,¥100,圆满完成,单人悬赏,mf180****3322,网站域名5so5go淘客导购网站求一站名，不明白淘客的请百度。谢谢现在的名字地域太窄，想换1、名字2-4个字，中文。（网络上没有相同名称，也别跟大网站相仿如淘宝、京东、趣购等等）2、名字简单好记，跟域名5so5go相关。3、请带上创意说明。,2017.01.14,2017.01.27,任务编号：470889,,,,创意伙伴,https://shop.epwk.com/78n96z018nkv/,创意伙伴,出售服务,https://shop.epwk.com/78n96z018nkv/chushou/,个人,九品,35分,,,创意伙伴,,,,,,,,,,,,,,,,,,,
【品牌起名】软件服务名称取名,https://task.epwk.com/470773/,3830人,86人,¥100,圆满完成,单人悬赏,xavier,本人现在要做一个软件服务，是为淘宝天猫商家提供一款电商运营的软件服务。软件服务简述：此软件服务基于微信社群营销的管理系统，把淘宝和微信有效的结合起来，简单说：用微信来管理粉丝老客户，从而实现了真正的老客户营销，相比淘宝站内的会员管理软件，虽然功能强大，但活动通知只能短信通知。而我这个，实现淘宝微信互通，里面涵盖很多和买家互动功能，比如：晒图有礼，类似于买家秀，淘宝买家给卖家评价晒图了或分享了，然后商家给一些打赏好处。取名要求：1、字数：2-3个2、不能有重名，尤其是在百度等搜索不能查到和别人的服务名称一样，尤其是软件。3、名称的拼音域名.com必须是没有被注册， 比如：六大小 域名就是 liudaxiao.com 4、拒绝一些俗气的名称，如：粉丝通，等。5、取的名称必须活泼、新生代气息，符合当代90、00后潮流，不要那些参照五行复古的，不要用软件功能来取名称投稿要求：1、写出名称 和对应COM拼音域名，原则上必须是名称和 拼音域名COM未注册，但如果取名惊人也可以。2、写出名称释义。,2017.01.13,2017.02.03,任务编号：470773,,,,美其名曰,https://shop.epwk.com/p05qjj7ewdev/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】品牌广告语征集,https://task.epwk.com/470493/,4496人,137人,¥200,圆满完成,单人悬赏,mf130****4630,需要对我们的品牌策划一个广告语1、我们是生产和销售集成吊顶（家装吊顶）2、我们的产品适合厨房吊顶，卫生间吊顶，客厅吊顶，卧室吊顶，餐厅吊顶等，所以统称“全屋吊顶”2、我们的品牌是“格勒”3、我们的风格是：简约、耐看、大气4、希望策划的广告语不要太长（控制在10个以内）5、读起来朗朗上口，方便记忆，不要用偏僻字,2017.01.12,2017.03.10,任务编号：470493,,,,轻舞飞扬1698,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】休闲餐厅品牌起名,https://task.epwk.com/470501/,5076人,168人,¥100,圆满完成,单人悬赏,mf186****1307,本店定位休闲餐厅，产品有重庆小面、广式甜品、风味小吃！品牌名字要求：文艺范、内涵范等等有亮点都可，因现有的小店需要品牌化拓展，之前品牌不能注册需要更换一个可以注册的品牌名，比如同行的 遇见小面 品牌就很不错。品牌2-4字都可以。烦请大家出谋划策，想一个品牌名（附带广告词和品牌释义）需要43餐饮类可注册的,2017.01.12,2017.04.23,任务编号：470501,,,,明尼苏达猪工作室,https://shop.epwk.com/81n41164onp6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】公司品牌商标起名,https://task.epwk.com/470483/,5279人,136人,¥500,圆满完成,单人悬赏,Mr137****6275,"公司名称征集，本公司位于苏州。 经营介绍： 新公司是现公司旗下的专业产品销售与服务的类型，以施工为主，新公司全国连锁，各个区域都有分公司。  产品主要二类： （该名字一定要可以被注册） 1、产品为家装、工装、酒店等瓷砖缝隙专用材料 2、以施工、产品销售以及服务为主的模式  要求：（该名字一定要可以被注册） 1、名称响亮，易记，最好是能跟生活息息相关的 2、类似于红蚂蚁、金螳螂、金龟子、或者是蜗牛之类的 3、该名字将被应用于公司名字、产品品牌商标、工程服务名，所以需要大气、简洁、明快知识产权说明：（该名字一定要可以被注册） 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;  2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2017.01.12,2017.06.26,任务编号：470483,,,,明尼苏达猪工作室,https://shop.epwk.com/81n41164onp6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】网店+实体店 品牌起名,https://task.epwk.com/470391/,3382人,117人,¥100,圆满完成,单人悬赏,行者小杨,店铺主要经营 软陶人偶定制 ，软陶饰品等私人定制1：作品为原创，能注册商标2：易上口，易推广，雅俗共赏，积极快乐3：求后期长期合作者，非诚勿扰！附件内有经营主要产品  以及本行业优秀店铺 ，工作室名称供大家参考感恩！感谢！,2017.01.11,2017.01.22,任务编号：470391,,,,火耳品牌策划,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【广告策划】五金产品广告语征集,https://task.epwk.com/470309/,1418人,69人,¥150,圆满完成,单人悬赏,Mr137****1568,产品名称1：“一品辅金”产品名称2：“十分器派”产品类别：铰链，门锁，滑轨，紧固件等五金器材。表达重点：足质足量，拒绝市场上以次充好，缺斤短两的低价竞争。                   具有深刻的工艺文化内涵。最终目的：确定最终应采用的品牌名称，赋予品牌深厚的文化内涵，以方便后期的各种宣传，在这个同质化的世界中，能够做到不同凡响。任务：两个名称中甄选出最终应采用的那个,2017.01.11,2017.02.02,任务编号：470309,,,,竹漪阁,https://shop.epwk.com/7g5ykyjxgn0q/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】电器品牌名称征集,https://task.epwk.com/470305/,2485人,88人,¥100,圆满完成,单人悬赏,厨房电器潘先生,"电器品牌名称征集                    经营介绍：         家电和小家电净水机     7类和11类商标名称注册                     要求：                                            1、名称响亮，易记，有创意(必需可以注册公司的)                                        2、最好有中、英文两种名称，并可注册商标                                        3、附上创意说明。                                        知识产权说明：                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                        2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2017.01.11,2017.02.24,任务编号：470305,,,,明尼苏达猪工作室,https://shop.epwk.com/81n41164onp6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【专业代笔】年终总结新春寄语撰写,https://task.epwk.com/470207/,4349人,35人,¥200,圆满完成,单人悬赏,Mr180****5881,计算机类科技公司数字话化工中心，都是年轻的人（大概都是20左右）想写一篇文章鼓励他们 ，让他们带回给家人看，大概200字左右,2017.01.11,2017.02.18,任务编号：470207,,,,七斗半文案,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【品牌起名】连锁羊肉汤羊杂汤快餐店起名要注册商标,https://task.epwk.com/470176/,3712人,129人,¥200,圆满完成,单人悬赏,mf135****0660,连锁羊肉汤羊杂汤烤肉等羊主题快餐连锁店名字，要注册商标，主要经营羊肉汤，羊杂汤，羊蹄子，烤肉等与羊相关的餐食。要于羊有关联或有创意，简单易记又与羊有关不能太普通，起名前可以先在商标网上查询是否注册过，否则无法申请商标，餐馆在新疆，能关键新疆更好！,2017.01.11,2017.02.18,任务编号：470176,,,,万思新的商铺,https://shop.epwk.com/09drjxwl153w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【公司起名】机电产品销售公司名称征集,https://task.epwk.com/469960/,2705人,100人,¥200,圆满完成,单人悬赏,o5842bd4aecd60,新开一家公司，以焊接设备、数控、自动化为主的机电产品销售公司，现需注册公司名称。寻求有识之士帮助要求：·         1、芜湖市***有限公司名称大气、简洁、明快有一定意义，给人印象深刻。·         2、能体现特色  需要保证原创，创意新颖，贴合本行业性质，名称字数不限。,2017.01.09,2017.02.02,任务编号：469960,,,,不二策划/网络工作室,https://shop.epwk.com/qgdmjjeordke/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
