标题,browser,字段1,价格,status
【印刷出版】炸鸡店宣传海报,748人,1人,¥3900,圆满完成
【印刷出版】户外广告牌制作印刷安装,345人,1人,¥15000,圆满完成
【代办/跑腿】海淘网站推广合作,493人,1人,¥10000,圆满完成
【代办/跑腿】金银纪念币代购-建军90周年,432人,1人,¥7060,圆满完成
【家政服务】奇瑞汽车销售展览,515人,1人,¥19634,圆满完成
【印刷出版】包装盒印刷,239人,1人,¥4000,圆满完成
【印刷出版】天津学森科技1000册宣传册印刷,245人,1人,¥2450,圆满完成
【意大利语】翻译需求,627人,1人,¥12000,圆满完成
【家政服务】凌志活动场地清场,452人,1人,¥19945,圆满完成
,,,,
【运势测算】thinkpad电脑w系列代购,816人,1人,¥8750,圆满完成
【家政服务】水系统服务,1510人,1人,¥8600,圆满完成
【代办/跑腿】为我代购平台和转运平台提供推广方案,642人,1人,¥20000,圆满完成
【印刷出版】宣传书印刷,603人,1人,¥15000,圆满完成
【意大利语】为企业客户进行产品说明书翻译,498人,1人,¥10000,圆满完成
【婚庆服务】婚礼策划,897人,1人,¥18966,圆满完成
【家政服务】雷克萨斯商务展览运输服务,522人,1人,¥17968,圆满完成
【代办/跑腿】邮票代购 长江小版,284人,1人,¥5599,圆满完成
【招商加盟】加盟商培训服务,1223人,1人,¥10000,圆满完成
【意大利语】请为公司客户翻译产品说明书,452人,1人,¥10000,圆满完成
【代办/跑腿】建军90周年金银币小规格套装,383人,1人,¥9300,圆满完成
【家政服务】海滨情侣路海滨派对,450人,1人,¥10536,圆满完成
【意大利语】需要意大利语翻译,601人,1人,¥10000,圆满完成
【家政服务】家里有个四个月大的小法斗,2345人,1人,¥10000,圆满完成
【印刷出版】产品宣传册印刷,359人,1人,¥11000,圆满完成
【家政服务】大型汽车运输,385人,1人,¥18920,圆满完成
【旅游服务】需要代购thinkpad,494人,1人,¥8799,圆满完成
【印刷出版】户外广告牌制作印刷,347人,1人,¥18000,圆满完成
【代办/跑腿】ThinkPad美国行货代购,268人,1人,¥6500,圆满完成
【印刷出版】画册印刷,226人,1人,¥14000,圆满完成
【家政服务】商场车辆进驻，需要大型货车数台,379人,1人,¥18250,圆满完成
【代办/跑腿】金银纪念币代购,238人,1人,¥5000,圆满完成
【印刷出版】户外宣传海报印刷,234人,1人,¥12000,圆满完成
【印刷出版】机油格印刷,213人,1人,¥13000,圆满完成
【代办/跑腿】代购thinkpad x1 carbon 5,332人,1人,¥10000,圆满完成
【家政服务】需要大型货车数台,401人,1人,¥23560,圆满完成
【印刷出版】画册印刷,204人,1人,¥10000,圆满完成
【代办/跑腿】请代购1台T71笔记本（百分之35订金）,198人,1人,¥2550,圆满完成
【家政服务】大型车展进场,332人,1人,¥17679,圆满完成
【印刷出版】画册印刷,203人,1人,¥10000,圆满完成
,,,,
【代办/跑腿】青海自行车赛银币,234人,1人,¥3479,圆满完成
【家政服务】装修材料搬运,444人,1人,¥14670,圆满完成
【旅游服务】充电桩包月,380人,1人,¥2768,圆满完成
【旅游服务】具体私信联系,381人,1人,¥828,圆满完成
【旅游服务】充电桩包月,562人,1人,¥2598,圆满完成
【旅游服务】充电桩包月,302人,1人,¥918,圆满完成
【家政服务】大型商场进场,604人,1人,¥28948,圆满完成
【旅游服务】具体私信联系,403人,1人,¥698,圆满完成
【旅游服务】具体私信联系,445人,1人,¥698,圆满完成
【旅游服务】充电桩及场地设备提供,326人,1人,¥2798,圆满完成
【旅游服务】具体私信联系,369人,1人,¥918,圆满完成
【代办/跑腿】ThinkPad X1 yoga 2,421人,1人,¥13100,圆满完成
【旅游服务】充电桩包月,750人,1人,¥2618,圆满完成
【旅游服务】充电桩包月,509人,1人,¥2448,圆满完成
【印刷出版】印刷画册费用,290人,1人,¥5305,圆满完成
【印刷出版】包装盒印刷,372人,1人,¥13000,圆满完成
【咨询服务】云服务器租用,318人,1人,¥2500,圆满完成
【旅游服务】具体私信联系,422人,1人,¥866,圆满完成
【婚庆服务】婚礼跟拍单机位,757人,1人,¥9600,圆满完成
【旅游服务】充电桩包月,253人,1人,¥2398,圆满完成
【家政服务】废车辆运输，车辆运输货车,348人,1人,¥11480,圆满完成
【旅游服务】充电桩包月,305人,1人,¥2698,圆满完成
【代办/跑腿】代购新款thinkpad 超极本,443人,1人,¥14000,圆满完成
【家政服务】大型废车场搬迁,407人,1人,¥15570,圆满完成
【旅游服务】具体私信联系,243人,1人,¥766,圆满完成
【代办/跑腿】G20峰会小版,318人,1人,¥2573,圆满完成
【代办/跑腿】文房四宝丝绸小版,247人,1人,¥2400,圆满完成
【印刷出版】画册印刷,483人,1人,¥10000,圆满完成
【旅游服务】具体私信联系,261人,1人,¥766,圆满完成
【旅游服务】具体私信联系,206人,1人,¥168,圆满完成
,,,,
【旅游服务】具体私信联系,219人,1人,¥902,圆满完成
【婚庆服务】婚礼跟拍双机位,477人,1人,¥11000,圆满完成
【代办/跑腿】购买X1 Carbon 5一台,232人,1人,¥4600,圆满完成
【旅游服务】具体私信联系,245人,1人,¥862,圆满完成
【旅游服务】具体私信联系,460人,1人,¥762,圆满完成
【旅游服务】具体私信联系,239人,1人,¥832,圆满完成
【印刷出版】包装盒印刷,547人,1人,¥15000,圆满完成
【代办/跑腿】需要一套熊猫35周年金银币,248人,1人,¥2091,圆满完成
【家政服务】大型活动退场,416人,1人,¥14890,圆满完成
【咨询服务】云服务器租用享返利,281人,1人,¥3000,圆满完成
【旅游服务】具体私信联系,234人,1人,¥832,圆满完成
【家政服务】大型活动进场,491人,1人,¥31130,圆满完成
【代办/跑腿】一带一路金银币,224人,1人,¥2940,圆满完成
【印刷出版】画册印刷,242人,1人,¥8600,圆满完成
【旅游服务】租用一天私信,502人,1人,¥928,圆满完成
【旅游服务】热情撒哈拉线路设计,459人,1人,¥15000,圆满完成
【旅游服务】租车一天，联系,404人,1人,¥860,圆满完成
【咨询服务】云服务器租用享返利,305人,1人,¥7500,圆满完成
【旅游服务】具体私聊！,360人,1人,¥860,圆满完成
【印刷出版】画册印刷,242人,1人,¥9000,圆满完成
【代办/跑腿】鸡，金银币一套,196人,1人,¥1991,圆满完成
【婚庆服务】婚礼跟拍双机位,413人,1人,¥18000,圆满完成
【家政服务】大型活动拆迁,365人,1人,¥14180,圆满完成
【咨询服务】云服务器租用享返利,446人,1人,¥8000,圆满完成
【代办/跑腿】迪士尼大本票,240人,1人,¥3040,圆满完成
【咨询服务】需求帮助,831人,1人,¥4999,圆满完成
【旅游服务】具体私信确认,285人,1人,¥860,圆满完成
【家政服务】大型展览进场,408人,1人,¥12270,圆满完成
【印刷出版】汽油滤清器包装盒印刷,249人,1人,¥9000,圆满完成
【旅游服务】北非摩洛哥特色线路,384人,1人,¥15000,圆满完成
,,,,
【旅游服务】已私信联系,246人,1人,¥860,圆满完成
【代办/跑腿】购买恐龙大本票,315人,1人,¥2999,圆满完成
【家政服务】大型公益活动进场,363人,1人,¥15380,圆满完成
【旅游服务】详细需求私聊,452人,1人,¥860,圆满完成
【印刷出版】空气滤清器包装盒印刷大盒,165人,1人,¥10000,圆满完成
【旅游服务】充电,491人,1人,¥196,圆满完成
【代办/跑腿】代购欧盟发现纪念二战胜利纪念币订金,331人,1人,¥7000,圆满完成
【旅游服务】12345677,472人,1人,¥168,圆满完成
【旅游服务】私信联系说明,507人,1人,¥197,圆满完成
【印刷出版】产品包装盒印刷,215人,1人,¥14000,圆满完成
【代办/跑腿】代购恐龙小型张,220人,1人,¥2600,圆满完成
【婚庆服务】婚礼摄影，双边跟拍,669人,1人,¥27000,圆满完成
【咨询服务】心理咨询,1195人,1人,¥15900,圆满完成
【印刷出版】画册印刷,195人,1人,¥11000,圆满完成
【家政服务】大型地产项目,350人,1人,¥15120,圆满完成
【印刷出版】帮我打字，图片我发给你，你将图片里的文字翻译成word一万字100元初定,2280人,1人,¥100,圆满完成
【家政服务】地产项目进场，九州房产,412人,1人,¥21130,圆满完成
【咨询服务】云服务器租用享返利,419人,1人,¥6000,圆满完成
【代办/跑腿】邮票代购,381人,1人,¥10000,圆满完成
【婚庆服务】婚礼摄影,630人,1人,¥16300,圆满完成
【家政服务】大型地产项目进场,469人,1人,¥14100,圆满完成
【印刷出版】画册宣传册印刷,296人,1人,¥15000,圆满完成
【代办/跑腿】代购Dell投影仪一台,565人,1人,¥5000,圆满完成
【印刷出版】机油滤芯包装盒印刷,245人,1人,¥15000,圆满完成
【家政服务】上冲名城商城搬迁,381人,1人,¥19710,圆满完成
【婚庆服务】婚礼跟拍,653人,1人,¥16600,圆满完成
【代办/跑腿】一带一路纪念邮票代购,374人,1人,¥10000,圆满完成
【家政服务】大型商展货物进场,385人,1人,¥17790,圆满完成
【印刷出版】画册印刷,440人,1人,¥5000,圆满完成
【印刷出版】洋葱汁修改和印刷5000张,168人,1人,¥1100,圆满完成
,,,,
【代办/跑腿】代购联系和dell笔记本各10台，订金,1182人,1人,¥20000,圆满完成
【印刷出版】画册印刷,208人,1人,¥5000,圆满完成
【代办/跑腿】猴年彩色金银币,316人,1人,¥5000,圆满完成
【家政服务】大型商圈货品搬迁,343人,1人,¥14380,圆满完成
【代办/跑腿】办公ThinkPad代购,400人,1人,¥10000,圆满完成
【印刷出版】包装盒印刷,205人,1人,¥13000,圆满完成
【代办/跑腿】美版X1代购,555人,1人,¥20000,圆满完成
【代办/跑腿】代购X1 C5 美国行货,233人,1人,¥5000,圆满完成
【家政服务】大型综合性广场进驻,327人,1人,¥18890,圆满完成
【咨询服务】心理咨询治疗,641人,1人,¥15000,圆满完成
【咨询服务】租用服务器,332人,1人,¥3000,圆满完成
【代办/跑腿】公司笔记本代购,642人,1人,¥13000,圆满完成
【印刷出版】优惠券印刷,584人,1人,¥12000,圆满完成
【印刷出版】产品设计印刷,262人,1人,¥18000,圆满完成
【印刷出版】画册设计与印刷,388人,1人,¥12000,圆满完成
【家政服务】大型商业活动拆迁,403人,1人,¥23333,圆满完成
【代办/跑腿】代购25日周杰伦演唱会门票,516人,1人,¥8000,圆满完成
【代办/跑腿】请帮忙代购美国2012年发行的纪念币,218人,1人,¥5000,圆满完成
【咨询服务】租用服务器,268人,1人,¥8300,圆满完成
【印刷出版】机油滤芯包装盒印刷,507人,1人,¥14000,圆满完成
【家政服务】大型商业活动展览,349人,1人,¥14050,圆满完成
【咨询服务】已电话沟通,532人,1人,¥10008,圆满完成
【家政服务】大型活动运输,355人,1人,¥21660,圆满完成
【代办/跑腿】第37届佳邮,470人,1人,¥3100,圆满完成
【代办/跑腿】代购2017年发行的纪念币定金,242人,1人,¥4000,圆满完成
【印刷出版】柴油机油格包装盒印刷,249人,1人,¥10000,圆满完成
【咨询服务】租用服务器,602人,1人,¥3000,圆满完成
【代办/跑腿】代购近几年生肖邮票,274人,1人,¥4000,圆满完成
【印刷出版】产品包装盒印刷,254人,1人,¥12000,圆满完成
【旅游服务】川藏线陪游补充方案,567人,1人,¥4000,圆满完成
,,,,
【代办/跑腿】需要一套鸡年本色封装币和鸡年福字币,279人,1人,¥3100,圆满完成
【代办/跑腿】联想Ideapad一台,243人,1人,¥4000,圆满完成
【代办/跑腿】请代购纪念币,294人,1人,¥4000,圆满完成
【印刷出版】企业展会产品海报设计,257人,1人,¥500,圆满完成
【印刷出版】画册印刷,250人,1人,¥9000,圆满完成
【印刷出版】企业黄页画册印刷,208人,1人,¥12000,圆满完成
【代办/跑腿】需美国行货X1,293人,1人,¥6000,圆满完成
【代办/跑腿】请帮忙代购5台,427人,1人,¥5000,圆满完成
【婚庆服务】婚礼拍摄,671人,1人,¥33400,圆满完成
【印刷出版】产品宣传海报，及印刷。,221人,1人,¥1000,圆满完成
【家政服务】大型公益活动现场搭建,283人,1人,¥14050,圆满完成
【印刷出版】画册印刷,306人,1人,¥328,圆满完成
【印刷出版】机油格包装盒印刷,192人,1人,¥13000,圆满完成
【婚庆服务】婚纱摄影加摄像,561人,1人,¥10000,圆满完成
【婚庆服务】婚纱摄影加摄像,433人,1人,¥20000,圆满完成
【婚庆服务】雪地婚纱摄影,553人,1人,¥43000,圆满完成
【印刷出版】宣传册印刷服务,182人,1人,¥13000,圆满完成
【家政服务】大型运输车队吊装,273人,1人,¥15227,圆满完成
【婚庆服务】4-1号婚礼跟拍,433人,1人,¥11000,圆满完成
【咨询服务】租用云服务器并部署工程,248人,1人,¥4500,圆满完成
【家政服务】大型设备吊装,233人,1人,¥15280,圆满完成
【咨询服务】已初步沟通交流,547人,1人,¥5700,圆满完成
【家政服务】大型设备运输,552人,1人,¥20890,圆满完成
【印刷出版】易拉宝,410人,1人,¥180,圆满完成
【印刷出版】名片印刷,224人,1人,¥2000,圆满完成
【婚庆服务】婚纱摄影,659人,1人,¥19500,圆满完成
【印刷出版】空气滤清器产品宣传画册印刷,205人,1人,¥10000,圆满完成
【英语】阿里巴巴国际站产品翻译,1176人,1人,¥1500,圆满完成
【咨询服务】觉得人生很迷茫，想找医生看看,315人,1人,¥8880,圆满完成
【印刷出版】户外广告牌印刷,410人,1人,¥6500,圆满完成
,,,,
【印刷出版】机油格产品宣传册印刷,189人,1人,¥7500,圆满完成
【旅游服务】西部自驾线路开发设计,461人,1人,¥20000,圆满完成
【印刷出版】企业画册1000份,557人,1人,¥6000,圆满完成
【咨询服务】云服务器租用,263人,1人,¥3500,圆满完成
【家政服务】大型车展货车运输,449人,1人,¥10410,圆满完成
【婚庆服务】周日婚礼摄影及后期制作,462人,1人,¥12200,圆满完成
【家政服务】大型货车装卸,412人,1人,¥20267,圆满完成
【咨询服务】心理咨询,669人,1人,¥4980,圆满完成
【印刷出版】单页折页设计印刷,466人,1人,¥370,圆满完成
【印刷出版】画册印刷,242人,1人,¥7500,圆满完成
【印刷出版】海报设计印刷,199人,1人,¥7500,圆满完成
【婚庆服务】婚礼摄影,483人,1人,¥25000,圆满完成
【家政服务】大型货车数台搬迁,382人,1人,¥15600,圆满完成
【旅游服务】南美洲大冒险,712人,1人,¥30000,圆满完成
【印刷出版】海报印刷,209人,1人,¥8000,圆满完成
【印刷出版】海报设计印刷,203人,1人,¥7000,圆满完成
【家政服务】大型综合性商场进驻,253人,1人,¥19838,圆满完成
【咨询服务】心理咨询,564人,1人,¥910,圆满完成
【婚庆服务】婚庆酒店VI以及宣传册设计,469人,1人,¥38000,圆满完成
【家政服务】大型活动进场,254人,1人,¥17940,圆满完成
【印刷出版】宣传册印刷,196人,1人,¥6500,圆满完成
【印刷出版】画册印刷,268人,1人,¥7500,圆满完成
【印刷出版】海报印刷,183人,1人,¥7500,圆满完成
【印刷出版】海报印刷,160人,1人,¥7500,圆满完成
【咨询服务】空间租用,522人,1人,¥3000,圆满完成
【婚庆服务】婚礼全程摄影跟拍,391人,1人,¥17700,圆满完成
【英语】长编英文翻译 100万字,542人,1人,¥480,圆满完成
【家政服务】大型活动现场搬迁,204人,1人,¥13250,圆满完成
【印刷出版】海报印刷,156人,1人,¥14000,圆满完成
【旅游服务】预订2月25.26号两天酒店,317人,1人,¥2000,圆满完成
,,,,
【咨询服务】租用空间,222人,1人,¥1500,圆满完成
【印刷出版】有部分要调色确认己标注,371人,1人,¥50,圆满完成
【意大利语】翻译,687人,1人,¥120,圆满完成
【家政服务】大型公益活动展会,233人,1人,¥13650,圆满完成
【日语】专业团队翻译服务,1814人,1人,¥15,圆满完成
【印刷出版】海报印刷,167人,1人,¥7000,圆满完成
【印刷出版】海报印刷,185人,1人,¥7000,圆满完成
【英语】产品英语内容翻译,984人,1人,¥1540,圆满完成
【家政服务】大型设备运输,251人,1人,¥19298,圆满完成
【咨询服务】留学美国咨询,664人,1人,¥20,圆满完成
【招商加盟】银行渠道推广,1372人,1人,¥4999,圆满完成
【咨询服务】想移民美国纽约,267人,1人,¥1000,圆满完成
【咨询服务】雅思备考咨询,462人,1人,¥10,圆满完成
【印刷出版】海报印刷,187人,1人,¥7500,圆满完成
【印刷出版】海报印刷,229人,1人,¥7500,圆满完成
【婚庆服务】婚礼全程跟拍,437人,1人,¥35000,圆满完成
【婚庆服务】婚礼全程跟拍,976人,1人,¥50000,圆满完成
【婚庆服务】总监级摄影师拍摄,360人,1人,¥15000,圆满完成
【家政服务】大型吊装设备任务,172人,1人,¥16360,圆满完成
【咨询服务】购买云服务器,353人,1人,¥10800,圆满完成
【印刷出版】海报印刷,149人,1人,¥6500,圆满完成
【印刷出版】海报印刷,146人,1人,¥6500,圆满完成
【婚庆服务】婚纱摄影,402人,1人,¥9200,圆满完成
【家政服务】大型活动设备搬迁,356人,1人,¥16609,圆满完成
【印刷出版】海报印刷,159人,1人,¥5000,圆满完成
【咨询服务】服务器租用,300人,1人,¥5000,圆满完成
【家政服务】大型迎春晚会现场清理,399人,1人,¥23990,圆满完成
【印刷出版】海报印刷,408人,1人,¥5000,圆满完成
【家政服务】大型设备运输,267人,1人,¥12293,圆满完成
【文化艺术服务】久谐文化答谢晚宴,1169人,1人,¥40000,圆满完成
,,,,
【印刷出版】海报印刷,208人,1人,¥7500,圆满完成
【家政服务】大型年会礼品搬运,435人,1人,¥17753,圆满完成
【印刷出版】海报印刷,486人,1人,¥5000,圆满完成
【印刷出版】海报印刷,232人,1人,¥10000,圆满完成
【文化艺术服务】科学小超人尾牙节目需求,453人,1人,¥20000,圆满完成
【印刷出版】海报印刷,454人,1人,¥15000,圆满完成
【印刷出版】海报印刷,203人,1人,¥7500,圆满完成
【印刷出版】海报印刷,113人,1人,¥7500,圆满完成
【家政服务】大型年会活动策划,302人,1人,¥20595,圆满完成
【印刷出版】海报印刷,213人,1人,¥7500,圆满完成
【印刷出版】海报印刷,204人,1人,¥7500,圆满完成
【印刷出版】海报印刷,187人,1人,¥7500,圆满完成
【印刷出版】海报印刷,197人,1人,¥7500,圆满完成
【旅游服务】微商城,540人,1人,¥5000,圆满完成
【旅游服务】微商城,389人,1人,¥4000,圆满完成
【旅游服务】手机app,397人,1人,¥3000,圆满完成
【旅游服务】企业网站,356人,1人,¥5000,圆满完成
【旅游服务】网站建设,551人,1人,¥5000,圆满完成
【旅游服务】企业网站,324人,1人,¥5000,圆满完成
【家政服务】大型元旦车展撤场,363人,1人,¥16420,圆满完成
【婚庆服务】记录跟拍及后期制作,650人,1人,¥42000,圆满完成
【印刷出版】海报印刷,379人,1人,¥7500,圆满完成
【印刷出版】海报印刷,293人,1人,¥7500,圆满完成
【家政服务】大型设备搬迁,270人,1人,¥15447,圆满完成
【家政服务】大型活动搬迁,447人,1人,¥16658,圆满完成
【印刷出版】海报印刷,127人,1人,¥7500,圆满完成
【印刷出版】海报印刷,243人,1人,¥7500,圆满完成
【印刷出版】画册设计制作,493人,1人,¥28000,圆满完成
【咨询服务】租用服务器部署项目,293人,1人,¥3500,圆满完成
【印刷出版】海报印刷,159人,1人,¥7500,圆满完成
,,,,
【印刷出版】海报印刷,183人,1人,¥7500,圆满完成
【旅游服务】微商城,418人,1人,¥20000,圆满完成
【旅游服务】网站建设,308人,1人,¥20000,圆满完成
【旅游服务】网站建设,339人,1人,¥20000,圆满完成
【旅游服务】团购,569人,1人,¥30000,圆满完成
【家政服务】大型活动离场,268人,1人,¥15256,圆满完成
【印刷出版】画册印刷6000份,292人,1人,¥18000,圆满完成
【家政服务】大型吊装货运,211人,1人,¥10430,圆满完成
【家政服务】大型商场进驻,274人,1人,¥17130,圆满完成
【印刷出版】海报印刷,158人,1人,¥7500,圆满完成
【旅游服务】企业网站,262人,1人,¥20000,圆满完成
【旅游服务】网站建设,225人,1人,¥20000,圆满完成
【旅游服务】滴滴出行,334人,1人,¥20000,圆满完成
【旅游服务】直播软件,274人,1人,¥20000,圆满完成
【旅游服务】团购,227人,1人,¥20000,圆满完成
【家政服务】大型设备搬迁,176人,1人,¥11514,圆满完成
【婚庆服务】婚礼摄影服务,352人,1人,¥21758,圆满完成
【印刷出版】海报印刷,174人,1人,¥7500,圆满完成
【印刷出版】海报印刷,97人,1人,¥7500,圆满完成
【咨询服务】租用服务器,270人,1人,¥3000,圆满完成
【旅游服务】补充非洲线路细节内容,312人,1人,¥8000,圆满完成
【家政服务】大型活动现场设备吊装,282人,1人,¥7508,圆满完成
【家政服务】大型跨市运输任务,318人,1人,¥14756,圆满完成
【印刷出版】巢凤寺折页及福袋制作,451人,1人,¥25000,圆满完成
【家政服务】大型设备搬迁,153人,1人,¥10765,圆满完成
【家政服务】大型设备搬迁,203人,1人,¥6856,圆满完成
【咨询服务】租用服务器,232人,1人,¥4000,圆满完成
【印刷出版】海报印刷,150人,1人,¥7500,圆满完成
【家政服务】大型设备搬迁,306人,1人,¥17529,圆满完成
【旅游服务】西藏自驾线路设计,484人,1人,¥11650,圆满完成
,,,,
【印刷出版】海报印刷,186人,1人,¥7500,圆满完成
【家政服务】大型设备搬迁,346人,1人,¥11678,圆满完成
【家政服务】大型设备转移,251人,1人,¥20321,圆满完成
【印刷出版】VI手册制作+宣传资料印刷,1252人,1人,¥93000,圆满完成
【家政服务】大型楼盘活动设备进场,299人,1人,¥11159,圆满完成
【印刷出版】海报印刷,189人,1人,¥7500,圆满完成
【印刷出版】海报印刷,165人,1人,¥7500,圆满完成
【印刷出版】宣传物料设计制作,413人,1人,¥20000,圆满完成
【英语】经管类论文翻译,598人,1人,¥1500,圆满完成
【印刷出版】广告宣传资料印刷制作,2100人,1人,¥94000,圆满完成
【家政服务】大型活动布置场馆,263人,1人,¥14077,圆满完成
【印刷出版】海报印刷,152人,1人,¥8000,圆满完成
【印刷出版】海报印刷,151人,1人,¥7000,圆满完成
【印刷出版】宣传资料印刷,1524人,1人,¥60800,圆满完成
【印刷出版】书籍设计与印刷,337人,1人,¥10000,圆满完成
【英语】伪原创英文文章10 篇撰写,607人,1人,¥200,圆满完成
【旅游服务】东非和南非线路综合设计,633人,1人,¥18500,圆满完成
【家政服务】大型场馆搬迁,242人,1人,¥5486,圆满完成
【印刷出版】海报印刷,194人,1人,¥6000,圆满完成
【印刷出版】海报印刷,187人,1人,¥7000,圆满完成
【印刷出版】海报印刷,205人,1人,¥7000,圆满完成
【家政服务】大型器械搬迁至珠海航展馆,385人,1人,¥13410,圆满完成
【婚庆服务】高端婚礼策划,585人,1人,¥38000,圆满完成
【旅游服务】帮忙代定苏州希尔顿11月5日一晚,410人,1人,¥500,圆满完成
【代办/跑腿】希尔顿会员卡注册,803人,1人,¥270,圆满完成
【旅游服务】俄罗斯旅游线路设计,931人,1人,¥8500,圆满完成
【印刷出版】海报印刷,203人,1人,¥6000,圆满完成
【印刷出版】海报印刷,196人,1人,¥8000,圆满完成
【婚庆服务】婚礼照片ps以及电子相册制作,784人,1人,¥8700,圆满完成
【家政服务】珠海航展运输搬运,325人,1人,¥16493,圆满完成
,,,,
【印刷出版】15本VI手册制作,504人,1人,¥22500,圆满完成
【咨询服务】银行项目开发培训,314人,1人,¥7100,圆满完成
【印刷出版】画版印刷,217人,1人,¥10000,圆满完成
【印刷出版】3折页印刷，共52000份,379人,1人,¥23300,圆满完成
【家政服务】大型设备吊装 时间紧迫,276人,1人,¥16380,圆满完成
【印刷出版】海报印刷,179人,1人,¥10000,圆满完成
【家政服务】航展展馆大型器械搬迁,326人,1人,¥16270,圆满完成
【印刷出版】画报印刷,253人,1人,¥5600,圆满完成
【印刷出版】画报印刷,207人,1人,¥12400,圆满完成
【咨询服务】租用云服务器,201人,1人,¥8000,圆满完成
【家政服务】大型设备转移，时间紧迫,253人,1人,¥17103,圆满完成
【家政服务】大型设备搬迁，时间紧迫,309人,1人,¥10850,圆满完成
【咨询服务】移民咨询,559人,1人,¥7800,圆满完成
【家政服务】大型商场进场，需大型货车数台,508人,1人,¥9560,圆满完成
【印刷出版】画报印刷,292人,1人,¥15000,圆满完成
【家政服务】大型工厂建设材料搬运,173人,1人,¥8831,圆满完成
【印刷出版】画册印刷,347人,1人,¥28500,圆满完成
【家政服务】大型设备搬迁,314人,1人,¥7758,圆满完成
【网络接单】要求个人认证以及企业认证成功账号,365人,1人,¥250,圆满完成
【印刷出版】画册印刷,204人,1人,¥6000,圆满完成
【印刷出版】画册印刷,253人,1人,¥8000,圆满完成
【家政服务】国庆大型车展活动清场,538人,1人,¥7582,圆满完成
【印刷出版】宣传册设计,229人,1人,¥5000,圆满完成
【印刷出版】画册印刷,149人,1人,¥14000,圆满完成
【家政服务】大型商业圈搬迁,487人,1人,¥13888,圆满完成
【家政服务】吉大商业街店铺搬迁 大型设备,465人,1人,¥5868,圆满完成
【印刷出版】画册印刷,143人,1人,¥10000,圆满完成
【家教辅导】家教,5153人,1人,¥300,圆满完成
【家政服务】要求自带有货车，地点珠海华发新城,628人,1人,¥6000,圆满完成
【印刷出版】画册印刷,160人,1人,¥8000,圆满完成
,,,,
【印刷出版】期刊设计印刷,608人,1人,¥20000,圆满完成
【印刷出版】画册印刷,110人,1人,¥10000,圆满完成
【咨询服务】租用服务器,306人,1人,¥2300,圆满完成
【印刷出版】画册印刷,225人,1人,¥10300,圆满完成
【印刷出版】惠刷招商海报,300人,1人,¥4200,圆满完成
【印刷出版】机油格产品包装盒印刷,195人,1人,¥4900,圆满完成
【印刷出版】条形码不干胶印刷,189人,1人,¥5300,圆满完成
【印刷出版】海报印刷,230人,1人,¥5000,圆满完成
【咨询服务】租用服务器,397人,1人,¥6000,圆满完成
【印刷出版】画册印刷,301人,1人,¥8200,圆满完成
【印刷出版】宣传册印刷,196人,1人,¥4800,圆满完成
【印刷出版】画册印刷,272人,1人,¥9900,圆满完成
【印刷出版】海报印刷,193人,1人,¥4500,圆满完成
【印刷出版】画册印刷,135人,1人,¥1100,圆满完成
【咨询服务】云服务器租用,480人,1人,¥5000,圆满完成
【印刷出版】企业宣传册印刷,179人,1人,¥5400,圆满完成
【印刷出版】海报印刷,192人,1人,¥5800,圆满完成
【咨询服务】云主机租用与项目部署,302人,1人,¥4500,圆满完成
【印刷出版】宣传册印刷,283人,1人,¥5000,圆满完成
【英语】宣传册翻译,461人,1人,¥200,圆满完成
【咨询服务】空间租用,338人,1人,¥2500,圆满完成
【印刷出版】画册海报印刷,222人,1人,¥10000,圆满完成
【印刷出版】画册印刷,130人,1人,¥13000,圆满完成
【文化艺术服务】美女用户的头像和相册资料,748人,1人,¥15,圆满完成
【印刷出版】至尚企业周刊,528人,1人,¥2780,圆满完成
【印刷出版】海报印刷,154人,1人,¥13000,圆满完成
【咨询服务】网站租用空间,318人,1人,¥2500,圆满完成
【印刷出版】画册印刷,152人,1人,¥13700,圆满完成
【咨询服务】租用云服务器,445人,1人,¥6000,圆满完成
【印刷出版】画册印刷,210人,1人,¥10000,圆满完成
,,,,
【咨询服务】管理系统云服务器租用,348人,1人,¥2000,圆满完成
【咨询服务】云服务器租用,358人,1人,¥10000,圆满完成
【印刷出版】宣传页设计,260人,1人,¥1700,圆满完成
【印刷出版】海报印刷,197人,1人,¥10000,圆满完成
【印刷出版】宣传册印刷,199人,1人,¥10000,圆满完成
【咨询服务】租用云服务器,245人,1人,¥4000,圆满完成
【印刷出版】宣传册印刷,233人,1人,¥11000,圆满完成
【咨询服务】租用云服务器,232人,1人,¥5000,圆满完成
【数据录入】问卷文档数据录入尾款,1157人,1人,¥180,圆满完成
【印刷出版】宣传册印刷,254人,1人,¥11600,圆满完成
【印刷出版】宣传册印刷,356人,1人,¥10000,圆满完成
【印刷出版】画册宣传册印刷,195人,1人,¥10000,圆满完成
【印刷出版】宣传画册印刷,188人,1人,¥10000,圆满完成
【印刷出版】名片加工,290人,1人,¥94,圆满完成
【网络接单】5台售票机硬件整机采购单整理,1834人,1人,¥18410,圆满完成
【咨询服务】云服务器租用,235人,1人,¥6000,圆满完成
【印刷出版】SMILE 形象海报,162人,1人,¥9961,圆满完成
【印刷出版】海报印刷,167人,1人,¥10000,圆满完成
【印刷出版】宣传册印刷,161人,1人,¥10000,圆满完成
【咨询服务】服务器空间租用,424人,1人,¥3000,圆满完成
