标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【咨询服务】厦门小吃餐厅logo和VI设计,https://task.epwk.com/475418/,2834人,1人,¥100,圆满完成,雇佣,jql0088,"“客家人”厦门经营特色小吃的餐厅，LOGO设计及简单应用                                                    经营介绍：                    “客家人”是一家以经营特色小吃为主的快餐餐厅特色餐品“客家人”是用独特的传统工艺制作而成，口感独特，明显区别其它面种，传承百年，获奖无数。                                                    VI应用内容：设计LOGO、店面招牌设计(竖排，横排)、菜牌、名片、餐巾纸、筷子纸筒、牙签包装 、员工胸牌、服装设计。                                                    设计要求：                                                                            1、大气、简洁、明快;                                                                2、有视觉冲击力，醒目易识别，突出餐饮品牌元素;                                                                3、能体现特色，LOGO已有，但如限制了设计师的创意，可重新设计。                                                                4、附上创意说明。                                                                        知识产权说明：                                                                            1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;                                                                2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2017.02.14,2018.02.03,任务编号：475418,￥100,2天,福建省-厦门市-思明区,幸福的花,https://shop.epwk.com/p05qjoelydev/,幸福的花,出售服务,https://shop.epwk.com/p05qjoelydev/chushou/,工作室,四品,81分,,,幸福的花,,测试服务添加,"￥500
            /月",,,,,,,,,,,,,,,,
【数据录入】spss数据录入,https://task.epwk.com/466904/,4119人,8人,¥260,圆满完成,雇佣,mf155****9662,五百份问卷每份十九道题，其中七道多选题，我们已将问卷结果整理到exel上，现需要将其从exel中录入spss，要尽快。,2016.12.25,2017.01.03,任务编号：466904,"￥260,￥260,￥260,￥260,￥260,￥260,￥260,￥260","260天,2天,4天,4天,4天,4天,260天,4天","广西-梧州市-万秀区,陕西省-西安市-莲湖区,广东省-珠海市-香洲区,上海市-市辖区-奉贤区,河南省-平顶山市-市辖区,江苏省-无锡市-宜兴市,山西省-太原市-迎泽区,江苏省-南京市-江宁区",ArcGIS制图与分析,https://shop.epwk.com/0jnek0zj4nv3/,ArcGIS制图与分析,出售服务,https://shop.epwk.com/0jnek0zj4nv3/chushou/,个人,九品,37分,,,ArcGIS制图与分析,,,,,,,,,,,,,,,,,,,
【数据录入】文档数据输入录入,https://task.epwk.com/460926/,5240人,17人,¥100,圆满完成,雇佣,山与水,只录入文字部分!,2016.11.26,2016.12.01,任务编号：460926,"￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100","2天,1天,1天,1天,1天,1天,1天,1天,1天,1天,1天,1天","广西-南宁市-市辖区,新疆-伊犁哈萨克自治州-伊宁市,辽宁省-沈阳市-和平区,山东省-济南市-市辖区,北京市-北京市-通州区,河北省-邯郸市-肥乡县,山西省-朔州市-朔城区,贵州省-贵阳市-小河区,重庆市-市辖区-江北区,重庆市-市辖区-万州区,四川省-成都市-新都区",mf15277192218,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】初中数学试卷录入,https://task.epwk.com/459394/,8035人,5人,¥100,圆满完成,雇佣,山与水,24张A4纸不需录入图片只需录入文档,2016.11.19,2016.11.25,任务编号：459394,"￥100,￥100,￥100,￥100,￥100","2天,2天,2天,1天,2天","云南省-红河哈尼族彝族自治州-建水县,山东省-济宁市-任城区,吉林省-长春市-榆树市,河北省-廊坊市-广阳区,河北省-石家庄市",g1165659729,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】英语翻译说明书,https://task.epwk.com/453090/,5677人,1人,¥2000,圆满完成,雇佣,一了科技,英语翻译  工期是10月30日前完成 内容是：翻译说明书52页’ 价格2000,2016.10.24,2016.11.07,任务编号：453090,￥2000,5天,河南省-洛阳市-洛龙区,专业英文翻译QQ1159891737,https://shop.epwk.com/4rn8qq1y3ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】excel表格数据录入,https://task.epwk.com/421122/,8578人,24人,¥300,圆满完成,雇佣,TEEDU,从APP上转录数据到Excel表格。共800条记录，横向有46列，基本为数字型数据。详情QQ具体沟通。,2016.05.12,2016.05.27,任务编号：421122,"￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200","2天,2天,100天,2天,5天,5天,3天,3天,150天,2天,2天,3天","浙江省-杭州市-西湖区,上海市-上海市-宝山区,浙江省-宁波市-市辖区,湖北省-武汉市-黄陂区,云南省-昆明市-盘龙区,四川省-成都市-双流县,广西-玉林市-兴业县,广西壮族自治区-桂林市-雁山区,山东省-潍坊市-奎文区,辽宁省-大连市-沙河口区,江苏省-镇江市-丹徒区,上海市-市辖区-奉贤区",春天国际,https://shop.epwk.com/78n9661mznkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【网络接单】组装电脑主机,https://task.epwk.com/521704/,4333人,1人,¥3260,圆满完成,雇佣,mf189****2668,要求珠海本地，市区优先考虑,2017.07.31,2017.08.01,任务编号：521704,￥3260,1天,广东省-珠海市-香洲区,珠海市智科电脑科技,https://shop.epwk.com/2j5jj2yw95pz/,珠海市智科电脑科技,出售服务,https://shop.epwk.com/2j5jj2yw95pz/chushou/,个人,七品,36分,,,珠海市智科电脑科技,,,,,,,,,,,,,,,,,,,
【文化艺术服务】根据《当》这首歌改编成有关共享经济主题的歌词,https://task.epwk.com/513452/,4293人,2人,¥100,圆满完成,雇佣,o5954a626e4b31,要求：1、根据《当》这首歌改编成有关共享经济主题的歌词；2、改编后的共享经济主题歌词是作为沙龙活动开场暖场唱的；3、首先需要了解共享经济大背景内容，然后根据《当》歌词来补充内容，与《当》的歌词字数、节奏保持一致；4、完成时间在7月3日（周一）,2017.06.29,2017.07.06,任务编号：513452,"￥100,￥100","1天,1天","辽宁省-营口市-大石桥市,吉林省-长春市-南关区",秋收冬藏,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】excel表格数据录入,https://task.epwk.com/508006/,12017人,7人,¥400,圆满完成,雇佣,TEEDU,从APP上转录数据到Excel表格。共800条记录，横向有46列，基本为数字型数据。详情QQ具体沟通。,2017.06.08,2017.06.17,任务编号：508006,"￥300,￥300,￥300,￥300,￥300,￥300,￥300","3天,7天,3天,5天,7天,10天,10天","山东省-临沂市-沂南县,浙江省-宁波市-慈溪市,北京市-北京市-东城区,四川省-广安市-岳池县,黑龙江-黑河市-市辖区,山西省-晋中市-榆社县,山西省-太原市-古交市",ttempt23,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】机械设备网站翻译成英文，大概1.2万字,https://task.epwk.com/485665/,3067人,2人,¥2000,圆满完成,雇佣,WeorMe,本公司主要经营大型矿山机械设备，石材加工工具，叉车等；现在公司重新做一个面向欧美国家的企业网站，要求翻译的人懂机械设备用语，翻译精准，持有英语专八证书和翻译证书；并提供相应案例；任务很急，要求三天内翻译完毕。请尽快联系我。我会选择合适的竞标者让后提供我司网站和中文文案内容。,2017.03.22,2017.03.22,任务编号：485665,￥2000,3天,福建省-厦门市-思明区,中英翻译大咖,https://shop.epwk.com/2j5xooq2x5xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】翻译一篇英文摘要,https://task.epwk.com/484837/,3906人,1人,¥200,圆满完成,雇佣,家悦,论文的英文摘要,2017.03.19,2017.03.31,任务编号：484837,￥200,2天,河南省-郑州市-中原区,专业英文翻译QQ1159891737,https://shop.epwk.com/4rn8qq1y3ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】word中的数据录入到阿里巴巴国际网发布产品,https://task.epwk.com/484415/,4891人,1人,¥150,圆满完成,雇佣,mf134****5902,所有操作流程和要求都在文档里， 没有任何技术含量，就是产品一共36页，所以产品量很大，较费时而已。由于文件较大，产品信息文档请打开链接下载。 http://pan.baidu.com/s/1eRVYenK要求： 懂基本英文最好。且速度要快。,2017.03.17,2017.03.22,任务编号：484415,￥150,2天,湖北省-襄阳市-枣阳市,毛毛虫儿,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【网络接单】俱乐部网站和俱乐部公众号维护,https://task.epwk.com/483439/,2148人,8人,¥500,圆满完成,雇佣,sakaas,1.每个月四次-八次的订阅号编辑发布工作。2.俱乐部网站的维护  2.1.俱乐部网站已经购买了模版，需要把模版上的文字改成俱乐部的。  2.2.添加俱乐部的资料和信息  2.3.每个月有十次左右的新闻发布，文案由俱乐部编辑好的。导入到网站即可。说明：俱乐部网站的前期改模版会多一些工作，改好了就没啥事儿了。计划支出：500.00元/月。按季，季中支付，签工作协议。如果俱乐部扩大，工作量增大，薪金另行商定。附俱乐部网站模版：http://www.sitestar.cn/website/choose.aspx?tpl_domain=http://travel-123.view.sitestar.cn&tpl_id=5784&user_level=2&tpl_level=2&tem_type=1&all=all,2017.03.14,2017.04.13,任务编号：483439,"￥500,￥500,￥500,￥500,￥500,￥500,￥500,￥500","30天,30天,365天,365天,365天,30天,30天,30天","河南省-周口市-鹿邑县,null-null-null,江西省-南昌市,云南省-昆明市-盘龙区,上海市-市辖区-黄浦区,贵州省-黔南布依族苗族自治州-三都水族自治县,北京市-北京市-海淀区,广东省-韶关市-浈江区",东宇网络科技,https://shop.epwk.com/81n41zpjynp6/,东宇网络科技,出售服务,https://shop.epwk.com/81n41zpjynp6/chushou/,工作室,七品,36分,,,东宇网络科技,,网站建设公司网页设计企业手机网站定制作开发商城仿站一条龙全包,￥2000,做微信附近的小程序定制开发APP公众号手机商城模板源码制作设计,价格面议,,,,,,,,,,,,,,
【数据录入】约30万字书本文字录入,https://task.epwk.com/477342/,15185人,37人,¥400,圆满完成,雇佣,o58abe7c41a050,《观赏桃》 胡东燕 张佐双/ 著 中国林业出版社 具体297千字 2010年出版的,2017.02.21,2017.03.13,任务编号：477342,"￥400,￥400,￥400,￥400,￥400,￥400,￥400,￥400,￥400,￥400,￥400,￥400","2天,3天,3天,3天,3天,2天,3天,3天,3天,1天,10天,20天","四川省-成都市-金牛区,辽宁省-大连市-西岗区,重庆市-市辖区-沙坪坝区,广东省-清远市-英德市,陕西省-西安市-雁塔区,重庆市-市辖区-南岸区,浙江省-绍兴市-越城区,广东省-深圳市-南山区,陕西省-汉中市-南郑县,湖南省-湘潭市-岳塘区,山东省-青岛市-平度市,北京市-北京市-海淀区",林明设计,https://shop.epwk.com/v0n1xxmo257y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】整理带图片的文档,https://task.epwk.com/475501/,6345人,17人,¥200,圆满完成,雇佣,mf134****5902,"我有一个产品信息的PDF 文档，共35页，里面的图片和资料信息需要复制到word文档内，无技术含量，较费时间。文档信息在百度网盘链接下载： http://pan.baidu.com/s/1o7EffUM注意点1：word文档已经完成了3页，需要继续按照这种形式完成，里面的信息全部来自PDF,输入相应空格即可，无任何技术含量。注意点2：application model 的意思是“”适用车型“”，25-31页的PDF里有这个信息，需填入表格，其他产品的这一行信息空着就行。注意点3： 需要按产品编号逐一复制，PDF的图片信息可用adobe reader放大 125% 后，直接选中图片，并复制图片到word中，复制后，调整大小，留白面积，保持美观。注意点4： word中制作表格时，请按产品，分类制作。按照pdf中的分类，写上中文标题即可。",2017.02.15,2017.02.17,任务编号：475501,"￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200","2天,3天,4天,3天,2天,2天,1天,7天,1天,2天,2天","广东省-佛山市-禅城区,广东省-惠州市-惠城区,福建省-漳州市-云霄县,广东省-深圳市-罗湖区,北京市-北京市-大兴区,山东省-青岛市-胶州市,四川省-成都市-金牛区,四川省-南充市-南部县,广西-梧州市-万秀区,江西省-吉安市-吉安县,广东省-广州市-黄埔区",佛山富途网络|网站制作|网站建设|网页制作|网站设计,https://shop.epwk.com/89dvgr8egdl2/,佛山富途网络|网站制作|网站建设|网页制,出售服务,https://shop.epwk.com/89dvgr8egdl2/chushou/,企业,九品,40分,,,佛山富途网络|网站制作|网站建设|网页制,,微信公众号建设|公众号注册|公众号开发|微信公众商城,"￥1000
            /件",手机网站建设,"￥1000
            /件",企业官网建设|网站开发|网站制作|网页设计,"￥1000
            /件",网站开发|网站制作|网站设计|网站建设|498元全包|大学生团队|包您满意,"￥498
            /件",网站开发|网页制作|网站建设|498元全包|大学生团队|包您满意,"￥498
            /件",网站建设|网页制作|网站制作|498元全包|大学生团队|包您满意,"￥498
            /件",网站制作|网页制作|网站设计|498元全包|大学生团队|包您满意,"￥498
            /件",,,,
【咨询服务】厦门小吃餐厅logo和VI设计,https://task.epwk.com/475418/,2834人,1人,¥100,圆满完成,雇佣,,,,,,,,,,,幸福的花,出售服务,https://shop.epwk.com/p05qjoelydev/chushou/,工作室,四品,81分,,,幸福的花,,测试服务添加,"￥500
            /月",,,,,,,,,,,,,,,,
【数据录入】spss数据录入,https://task.epwk.com/466904/,4119人,8人,¥260,圆满完成,雇佣,mf155****9662,五百份问卷每份十九道题，其中七道多选题，我们已将问卷结果整理到exel上，现需要将其从exel中录入spss，要尽快。,2016.12.25,2017.01.03,任务编号：466904,"￥260,￥260,￥260,￥260,￥260,￥260,￥260,￥260","260天,2天,4天,4天,4天,4天,260天,4天","广西-梧州市-万秀区,陕西省-西安市-莲湖区,广东省-珠海市-香洲区,上海市-市辖区-奉贤区,河南省-平顶山市-市辖区,江苏省-无锡市-宜兴市,山西省-太原市-迎泽区,江苏省-南京市-江宁区",ArcGIS制图与分析,https://shop.epwk.com/0jnek0zj4nv3/,ArcGIS制图与分析,出售服务,https://shop.epwk.com/0jnek0zj4nv3/chushou/,个人,九品,37分,,,ArcGIS制图与分析,,,,,,,,,,,,,,,,,,,
【数据录入】文档数据输入录入,https://task.epwk.com/460926/,5240人,17人,¥100,圆满完成,雇佣,山与水,只录入文字部分!,2016.11.26,2016.12.01,任务编号：460926,"￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100","2天,1天,1天,1天,1天,1天,1天,1天,1天,1天,1天,1天","广西-南宁市-市辖区,新疆-伊犁哈萨克自治州-伊宁市,辽宁省-沈阳市-和平区,山东省-济南市-市辖区,北京市-北京市-通州区,河北省-邯郸市-肥乡县,山西省-朔州市-朔城区,贵州省-贵阳市-小河区,重庆市-市辖区-江北区,重庆市-市辖区-万州区,四川省-成都市-新都区",mf15277192218,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】初中数学试卷录入,https://task.epwk.com/459394/,8035人,5人,¥100,圆满完成,雇佣,山与水,24张A4纸不需录入图片只需录入文档,2016.11.19,2016.11.25,任务编号：459394,"￥100,￥100,￥100,￥100,￥100","2天,2天,2天,1天,2天","云南省-红河哈尼族彝族自治州-建水县,山东省-济宁市-任城区,吉林省-长春市-榆树市,河北省-廊坊市-广阳区,河北省-石家庄市",g1165659729,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】英语翻译说明书,https://task.epwk.com/453090/,5677人,1人,¥2000,圆满完成,雇佣,一了科技,英语翻译  工期是10月30日前完成 内容是：翻译说明书52页’ 价格2000,2016.10.24,2016.11.07,任务编号：453090,￥2000,5天,河南省-洛阳市-洛龙区,专业英文翻译QQ1159891737,https://shop.epwk.com/4rn8qq1y3ngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】excel表格数据录入,https://task.epwk.com/421122/,8578人,24人,¥300,圆满完成,雇佣,TEEDU,从APP上转录数据到Excel表格。共800条记录，横向有46列，基本为数字型数据。详情QQ具体沟通。,2016.05.12,2016.05.27,任务编号：421122,"￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200","2天,2天,100天,2天,5天,5天,3天,3天,150天,2天,2天,3天","浙江省-杭州市-西湖区,上海市-上海市-宝山区,浙江省-宁波市-市辖区,湖北省-武汉市-黄陂区,云南省-昆明市-盘龙区,四川省-成都市-双流县,广西-玉林市-兴业县,广西壮族自治区-桂林市-雁山区,山东省-潍坊市-奎文区,辽宁省-大连市-沙河口区,江苏省-镇江市-丹徒区,上海市-市辖区-奉贤区",春天国际,https://shop.epwk.com/78n9661mznkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】英文翻译一份协议,https://task.epwk.com/400285/,7181人,7人,¥100,圆满完成,雇佣,o5646d6bc1c6f4,页数3页 字数974页 六级水平就可以翻译了,2016.01.06,2016.01.12,任务编号：400285,"￥100,￥100,￥100,￥100,￥100,￥100,￥100","1天,2天,1天,1天,1天,1天,1天","福建省-厦门市-思明区,河南省-郑州市-金水区,河北省-沧州市,湖北省-宜昌市-伍家岗区,辽宁省-沈阳市-和平区,贵州省-贵阳市-南明区,广东省-深圳市-南山区",中英翻译大咖,https://shop.epwk.com/2j5xooq2x5xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】游戏故事背景介绍及剧情对话等（汉译英）,https://task.epwk.com/398062/,5899人,3人,¥1200,圆满完成,雇佣,baijinyinying100,剧情对话：1170句，平均每句25字左右介绍和叙述短文：4篇游戏引导，说明性文字项目：60个总字数：30000字左右时间：10天游戏故事背景介绍，场景过渡叙述短文，剧情对话等。（汉译英）要求：（1）剧情对话，引导时的个人对白：口语，符合欧美流行口语方式。（2）介绍，叙述，说明文字：文章体（3）译文：无语法错误，无拼写错误，生动不僵硬。（4）保密：翻译内容有版权保护，不可传播。注：附件为试译内容（15句对白，1个小短文，3个说明项目），如有意承接工作，请在3日内将译文发送到我的邮箱。,2015.12.22,2016.01.05,任务编号：398062,￥1200,6天,山西省-太原市-迎泽区,中英翻译大咖,https://shop.epwk.com/2j5xooq2x5xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】翻译一份工程文件,https://task.epwk.com/392591/,22585人,1人,¥8000,圆满完成,雇佣,chaosday,大概6万字，周日交稿，中译英,2015.11.20,2015.11.22,任务编号：392591,￥8000,3天,广东省-广州市,团长的翻译事务所,https://shop.epwk.com/78n96992znkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】电子文档录入,https://task.epwk.com/392551/,8504人,4人,¥200,圆满完成,雇佣,山与水,输入初中数学试卷。不需要打印，只需要有电子文档即可。图片的部分剪贴在对应位置。,2015.11.20,2015.12.13,任务编号：392551,"￥200,￥200,￥200,￥200","20天,3天,1天,4天","河南省-三门峡市-湖滨区,河北省-保定市,广东省-广州市,上海市-市辖区-徐汇区",瘦葫芦的工作室,https://shop.epwk.com/89dvgge14dl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】问卷填写和录入,https://task.epwk.com/388605/,6774人,5人,¥300,圆满完成,雇佣,A先生,1.在武汉。有600份左右的问卷需要填写及录入。2.问卷每份只有一张A4纸大小，很简单。越快完成越好。3.600份左右的问卷需要打印。4.工期在7个工作日左右完成。5.已找到了合适的威客，其他威客请勿投标。,2015.10.30,2015.11.11,任务编号：388605,"￥300,￥300,￥300,￥300,￥300","7天,2天,2天,2天,7天","河南省-三门峡市-湖滨区,河北省-保定市-市辖区,山东省-济宁市-微山县,广东省-茂名市,广东省-东莞市-东莞市",瘦葫芦的工作室,https://shop.epwk.com/89dvgge14dl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【网络接单】整理一份WORD文档,https://task.epwk.com/386164/,5739人,39人,¥100,圆满完成,雇佣,mf151****1117,我有一个网站  上边有一些题目 我需要把题目复制下来  然后粘贴到WORD中。   有小要求   ，不许任何技术就能完成。,2015.10.20,2015.10.26,任务编号：386164,"￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100","3天,3天,1天,1天,3天,3天,3天,2天,3天,3天,1天,5天","湖北省-黄冈市-黄州区,安徽省-合肥市-包河区,山东省-青岛市-市南区,四川省-自贡市-富顺县,内蒙古-呼伦贝尔市-新巴尔虎右旗,湖南省-湘西土家族苗族自治州-泸溪县,北京市-北京市-昌平区,河南省-郑州市-二七区,黑龙江-哈尔滨市-松北区,湖南省-岳阳市-岳阳县,河北省-保定市-市辖区,安徽省-铜陵市-铜官山区",习惯隐身的人,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】地产类－宣传物料（中翻英）,https://task.epwk.com/382207/,3076人,1人,¥300,圆满完成,雇佣,子虎广告,我公司有一份楼书四折页需找人翻译，约有1300字希望有翻译过地产类的文字的熟练的人，比较急，请从速！,2015.09.28,2015.10.03,任务编号：382207,￥300,3天,湖北省-武汉市,SOUS时光影像,https://shop.epwk.com/3gd2m2g4ener/,SOUS时光影像,出售服务,https://shop.epwk.com/3gd2m2g4ener/chushou/,工作室,一品,38分,,,SOUS时光影像,,书籍排版装帧录入小说手稿打字输入拼接文字字体设计工整版面,"￥100
            /起",新闻稿/论坛稿/软文/诗歌散文/观后感/分镜/解说词/演讲稿,价格面议,活动策划/会展策划/促销策划/婚庆策划/项目策划/企业简介/商业标书/融资方案/招商手册/PPT,价格面议,PPT动画幻灯片演示动画动态效果展示切换动作播放office,价格面议,,,,,,,,,,
【网络接单】帮忙查找一个名字,https://task.epwk.com/381617/,5928人,23人,¥100,圆满完成,雇佣,mf136****2902,如题，根据我提供的信息查一个名字，佣金100？有意联系QQ,2015.09.24,2015.10.04,任务编号：381617,"￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100","1天,2天,1天,1天,1天,1天,2天,1天,1天,1天,1天,6天","云南省-昆明市-盘龙区,广东省-广州市-海珠区,江苏省-苏州市-昆山市,重庆市-市辖区-万州区,广东省-广州市,辽宁省-朝阳市-双塔区,安徽省-芜湖市-无为县,上海市-市辖区-闵行区,贵州省-贵阳市-云岩区,浙江省-金华市-义乌市,河南省-周口市-太康县,浙江省-宁波市",支付宝蚂蚁微客,https://shop.epwk.com/z2nkzyjqqnqy/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据录入】查询组织机构代码证并录入,https://task.epwk.com/368899/,7027人,21人,¥100,圆满完成,雇佣,mf159****8891,利用百度搜索，百度应用“查询组织机构代码证”，查询1100左右组织机构代码证，并录入到表格。1.组织机构代码证录入，要去掉代码证号的横线。2.绝对不能有错误领导要审核，查不到可注明。3.查询应用开放时间时间白天，2周内完成。,2015.07.27,2015.08.03,任务编号：368899,"￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100,￥100","4天,7天,10天,3天,4天,14天,4天,3天,2天,2天,14天,5天","浙江省-杭州市-江干区,河南省-郑州市-二七区,山西省-忻州市-忻府区,广东省-佛山市-禅城区,广东省-揭阳市-榕城区,上海市-市辖区-奉贤区,江西省-南昌市-青山湖区,江苏省-南通市-如皋市,山西省-临汾市-洪洞县,陕西省-西安市-莲湖区,河北省-石家庄市-藁城市,四川省-宜宾市-翠屏区",何刚柱,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【网络接单】根据地址和公司名称查找邮编,https://task.epwk.com/364931/,3523人,13人,¥200,圆满完成,雇佣,MEDCI,根据地址和公司名称查找邮编，我们提供如下EXCEL表格，查到邮编后填入邮编列，即完成任务（总共685个地址）。时间要求：2天内。客户名称客户地址邮编盐城市和达机电设备有限公司江苏省盐城市世纪大道东路7号华东理工大学上海市梅陇路130号实验17楼503南京迈瑞生物医疗电子有限公司江苏南京市江宁区正方中路666号南京迈瑞生物医疗电子有限公司江苏南京市江宁区正方中路666号建湖县科达机械有限公司建湖县明珠西路668号苏州千帆精密机械有限公司苏州市吴中区浦庄镇和安路355号提交EXCEL表格后，我们会抽检邮编的正确率，通过后付款。,2015.07.08,2015.07.10,任务编号：364931,"￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200","1天,1天,2天,2天,2天,2天,1天,1天,1天,2天,1天,2天","北京市-北京市-海淀区,江西省-萍乡市,河南省-鹤壁市-淇滨区,福建省-厦门市-思明区,江西省-上饶市,浙江省-绍兴市-绍兴县,重庆市-市辖区,上海市-市辖区-虹口区,广东省-深圳市-宝安区,陕西省-咸阳市-淳化县,山东省-东营市,安徽省-合肥市-蜀山区",yangmengtong,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】一段英文说明，请翻译为中文,https://task.epwk.com/362303/,14303人,35人,¥200,圆满完成,雇佣,edolam,一段英文说明，请翻译为中文，有意向者请留下自己的联系方式，谢谢！,2015.06.26,2015.08.05,任务编号：362303,"￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200,￥200","7天,4天,3天,1天,1天,3天,2天,1天,3天,2天,2天,1天","广西-南宁市,广东省-东莞市-东莞市,辽宁省-盘锦市-大洼县,福建省-福州市-平潭县,广东省-汕头市-潮南区,北京市-北京市-朝阳区,贵州省-遵义市,广东省-江门市-新会区,江苏省-南京市-江宁区,河北省-秦皇岛市-海港区,山东省-淄博市-沂源县,浙江省-台州市-玉环县",Tristan创意间,https://shop.epwk.com/89dvgyyzzdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】翻译一份工程文件,https://task.epwk.com/361878/,6817人,5人,¥1800,圆满完成,雇佣,chaosday,大概8万字，三天时间，需要翻译成英文,2015.06.24,2015.06.25,任务编号：361878,"￥1800,￥1800,￥1800,￥1800,￥1800","3天,7天,7天,5天,5天","广东省-广州市-越秀区,江苏省-徐州市,广东省-深圳市-龙岗区,北京市-北京市,北京市",团长的翻译事务所,https://shop.epwk.com/78n96992znkv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【英语】翻译图书出版合同 4页,https://task.epwk.com/361451/,3781人,4人,¥100,圆满完成,雇佣,Mr133****7555,非常简单的图书出版合同，共三页，急要,2015.06.23,2015.07.24,任务编号：361451,"￥100,￥100,￥100,￥100","2天,2天,1天,1天","山东省-济南市-历下区,上海市-市辖区,福建省-福州市-永泰县,河南省-新乡市",骄骄麻麻,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"【英语】写一篇关于阅读Nike, Adidas的年度报告后的比较分析报告1500",https://task.epwk.com/353983/,5855人,8人,¥1500,圆满完成,雇佣,CRMOA,"Youhave to read Nike and Adidas annual report first to complete this essayRequired:Readand summarize the CEO Letters to the shareholders.  What was said, what is your opinion of thecompany after reading the letter? (10-K reports do not have a CEO letter)1. Reviewthe section headings in the general business section.   Summarize the topics they discuss.2. Fromthe MD&A (Management Discussion and Analysis), prepare a SWOT analysis foreach firm, Strengths, Weaknesses, Opportunities, Threats3. FinancialAnalysis.  4.CurrentEvents.  Find one recent article relatingto each company, summarize the story and the business implications of theinformation5. AuditReport.  Who audited the companies, didthey issue a “clean” report6. Fromyour analysis, in which company would you invest and whyI will send you file in detail if you are interested in this project.",2015.05.19,2015.06.07,任务编号：353983,"￥1500,￥1500,￥1500,￥1500,￥1500,￥1500,￥1500,￥1500","3天,5天,1天,5天,6天,3天,10天,7天","江苏省-南京市,北京市-北京市-朝阳区,陕西省-西安市-雁塔区,安徽省-合肥市-瑶海区,(null)-(null),河北省-唐山市-市辖区,山西省-太原市-迎泽区,北京市-北京市-朝阳区",o54fc6970c2c1e,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
