标题,标题链接,查看数,参与数,价格,状态,当前网页URL,详情标题,字段1,字段2,字段3,原文件名,,,
【小程序开发】商城小程序开发,https://task.epwk.com/919697/,127人,1人,"¥18,160",圆满完成,https://task.epwk.com/page157.html?m=6&o=7,商城小程序开发,直接雇佣￥ 18160,￥ 18160,任务编号：919697,157-327.csv,,,
【APP界面设计】已经微信确定了需求,https://task.epwk.com/919763/,600人,1人,"¥5,300",圆满完成,https://task.epwk.com/page157.html?m=6&o=7,已经微信确定了需求,直接雇佣￥ 5300,￥ 5300,任务编号：919763,157-327.csv,,,
【LOGO设计】心理咨询LOGO设计，俏皮简约,https://task.epwk.com/919780/,572人,1人,¥500,圆满完成,https://task.epwk.com/page157.html?m=6&o=7,心理咨询LOGO设计，俏皮简约,直接雇佣￥ 500,￥ 500,任务编号：919780,157-327.csv,,,
【包装设计】法国红酒包装盒设计      已和设计师谈好 勿扰,https://task.epwk.com/919798/,434人,1人,"¥1,000",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,法国红酒包装盒设计      已和设计师谈好 勿扰,直接雇佣￥ 1000,￥ 1000,任务编号：919798,89-157.csv,,,
【APP开发】电商类软件购买,https://task.epwk.com/919801/,238人,1人,"¥15,000",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,电商类软件购买,直接雇佣￥ 15000,￥ 15000,任务编号：919801,89-157.csv,,,
【PPT设计】PPT美化/代做PPT,https://task.epwk.com/919817/,277人,1人,¥100,圆满完成,https://task.epwk.com/page156.html?m=6&o=7,PPT美化/代做PPT,直接雇佣￥ 100,￥ 100,任务编号：919817,89-157.csv,,,
【教育教学】前端页面开发,https://task.epwk.com/919854/,341人,1人,¥500,圆满完成,https://task.epwk.com/page156.html?m=6&o=7,前端页面开发,直接雇佣￥ 500,￥ 500,任务编号：919854,89-157.csv,,,
【VI设计】VIS视觉系统定制版,https://task.epwk.com/919897/,270人,1人,"¥8,800",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,VIS视觉系统定制版,直接雇佣￥ 8800,￥ 8800,任务编号：919897,89-157.csv,,,
【包装设计】包装设计定制版,https://task.epwk.com/919898/,262人,1人,"¥3,000",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,包装设计定制版,直接雇佣￥ 3000,￥ 3000,任务编号：919898,89-157.csv,,,
【营销推广软文】软文代写,https://task.epwk.com/919974/,319人,1人,"¥14,596",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,软文代写,直接雇佣￥ 14596,￥ 14596,任务编号：919974,89-157.csv,,,
【宣传策划】宣传文案,https://task.epwk.com/920068/,430人,1人,"¥4,000",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,宣传文案,直接雇佣￥ 4000,￥ 4000,任务编号：920068,89-157.csv,,,
【LOGO设计】丽城悦品牌升级logo,https://task.epwk.com/920070/,331人,1人,"¥5,000",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,丽城悦品牌升级logo,直接雇佣￥ 5000,￥ 5000,任务编号：920070,89-157.csv,,,
【VI设计】丽城悦品牌升级vi（1）,https://task.epwk.com/920074/,582人,1人,"¥8,000",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,丽城悦品牌升级vi（1）,直接雇佣￥ 8000,￥ 8000,任务编号：920074,89-157.csv,,,
【VI设计】丽城悦品牌升级vi（2）,https://task.epwk.com/920075/,327人,1人,"¥8,000",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,丽城悦品牌升级vi（2）,直接雇佣￥ 8000,￥ 8000,任务编号：920075,89-157.csv,,,
【VI设计】丽城悦品牌升级vi（4）,https://task.epwk.com/920077/,418人,1人,"¥8,000",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,丽城悦品牌升级vi（4）,直接雇佣￥ 8000,￥ 8000,任务编号：920077,89-157.csv,,,
【LOGO设计】看上了你设计的熊猫，麻烦提交下稿件,https://task.epwk.com/920089/,308人,1人,¥500,圆满完成,https://task.epwk.com/page156.html?m=6&o=7,看上了你设计的熊猫，麻烦提交下稿件,直接雇佣￥ 500,￥ 500,任务编号：920089,89-157.csv,,,
【品牌策划】品牌全案套餐A,https://task.epwk.com/920093/,108人,1人,"¥1,200",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,品牌全案套餐A,直接雇佣￥ 1200,￥ 1200,任务编号：920093,89-157.csv,,,
【品牌策划】招商策划方案,https://task.epwk.com/920094/,203人,1人,"¥2,500",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,招商策划方案,直接雇佣￥ 2500,￥ 2500,任务编号：920094,89-157.csv,,,
【品牌策划】PPT设计,https://task.epwk.com/920095/,103人,1人,"¥1,500",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,PPT设计,直接雇佣￥ 1500,￥ 1500,任务编号：920095,89-157.csv,,,
【品牌策划】品牌全案套餐A,https://task.epwk.com/920096/,91人,1人,"¥1,500",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,品牌全案套餐A,直接雇佣￥ 1500,￥ 1500,任务编号：920096,89-157.csv,,,
【新媒体营销】微信代运营套餐A,https://task.epwk.com/920097/,169人,1人,"¥1,200",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,微信代运营套餐A,直接雇佣￥ 1200,￥ 1200,任务编号：920097,89-157.csv,,,
【新媒体营销】微博代运营套餐B,https://task.epwk.com/920098/,304人,1人,"¥2,600",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,微博代运营套餐B,直接雇佣￥ 2600,￥ 2600,任务编号：920098,89-157.csv,,,
【品牌策划】品牌全案套餐C,https://task.epwk.com/920100/,293人,1人,"¥4,500",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,品牌全案套餐C,直接雇佣￥ 4500,￥ 4500,任务编号：920100,89-157.csv,,,
【品牌策划】商业计划书,https://task.epwk.com/920101/,166人,1人,"¥3,000",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,商业计划书,直接雇佣￥ 3000,￥ 3000,任务编号：920101,89-157.csv,,,
"【LOGO设计】logo,VI",https://task.epwk.com/920110/,427人,1人,"¥6,500",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,"logo,VI",直接雇佣￥ 6500,￥ 6500,任务编号：920110,89-157.csv,,,
【APP界面设计】【火鹰UI设计】APP设计|UI主界面设计,https://task.epwk.com/920111/,510人,1人,"¥2,000",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,【火鹰UI设计】APP设计|UI主界面设计,直接雇佣￥ 2000,￥ 2000,任务编号：920111,89-157.csv,,,
【APP开发】官网开发,https://task.epwk.com/920119/,200人,1人,"¥4,850",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,官网开发,直接雇佣￥ 4850,￥ 4850,任务编号：920119,89-157.csv,,,
【APP开发】分销系统开发二期,https://task.epwk.com/920123/,115人,1人,"¥32,000",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,分销系统开发二期,直接雇佣￥ 32000,￥ 32000,任务编号：920123,89-157.csv,,,
【APP开发】安监系统软件开发二期,https://task.epwk.com/920126/,106人,1人,"¥29,998",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,安监系统软件开发二期,直接雇佣￥ 29998,￥ 29998,任务编号：920126,89-157.csv,,,
【包装设计】设计四款天地盖礼盒,https://task.epwk.com/920128/,215人,1人,"¥2,000",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,设计四款天地盖礼盒,直接雇佣￥ 2000,￥ 2000,任务编号：920128,89-157.csv,,,
【APP开发】小游戏程序,https://task.epwk.com/920142/,130人,1人,"¥40,000",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,小游戏程序,直接雇佣￥ 40000,￥ 40000,任务编号：920142,89-157.csv,,,
【APP开发】装修顾问,https://task.epwk.com/920143/,133人,1人,"¥23,000",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,装修顾问,直接雇佣￥ 23000,￥ 23000,任务编号：920143,89-157.csv,,,
【包装设计】食品包装设计,https://task.epwk.com/920144/,459人,1人,"¥20,000",圆满完成,https://task.epwk.com/page156.html?m=6&o=7,食品包装设计,直接雇佣￥ 20000,￥ 20000,任务编号：920144,89-157.csv,,,
【其他软件开发】实现电子病历共享系统开发,https://task.epwk.com/920151/,435人,1人,"¥8,000",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,实现电子病历共享系统开发,直接雇佣￥ 8000,￥ 8000,任务编号：920151,89-157.csv,,,
【VI设计】日式料理品牌建立,https://task.epwk.com/920179/,352人,1人,"¥25,670",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,日式料理品牌建立,直接雇佣￥ 25670,￥ 25670,任务编号：920179,89-157.csv,,,
【PPT设计】PPT美化/代做PPT,https://task.epwk.com/920197/,269人,1人,¥238,圆满完成,https://task.epwk.com/page155.html?m=6&o=7,PPT美化/代做PPT,直接雇佣￥ 238,￥ 238,任务编号：920197,89-157.csv,,,
【3D建模】6000,https://task.epwk.com/920231/,1797人,1人,"¥6,000",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,6000,直接雇佣￥ 6000,￥ 6000,任务编号：920231,89-157.csv,,,
【医疗健康】医教行业软件开发,https://task.epwk.com/920239/,265人,1人,"¥50,000",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,医教行业软件开发,直接雇佣￥ 50000,￥ 50000,任务编号：920239,89-157.csv,,,
【APP开发】金融理财APP开发二期,https://task.epwk.com/920242/,149人,1人,"¥45,000",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,金融理财APP开发二期,直接雇佣￥ 45000,￥ 45000,任务编号：920242,89-157.csv,,,
【品牌策划】创意园整体装饰,https://task.epwk.com/920247/,374人,1人,"¥9,999",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,创意园整体装饰,直接雇佣￥ 9999,￥ 9999,任务编号：920247,89-157.csv,,,
【关键词优化】百科创建,https://task.epwk.com/920249/,333人,1人,"¥14,866",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,百科创建,直接雇佣￥ 14866,￥ 14866,任务编号：920249,89-157.csv,,,
【网站二次开发】在网站上加一个表单,https://task.epwk.com/920262/,368人,1人,"¥1,000",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,在网站上加一个表单,直接雇佣￥ 1000,￥ 1000,任务编号：920262,89-157.csv,,,
【小程序开发】鼠标键盘自动控件,https://task.epwk.com/920274/,341人,1人,"¥3,000",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,鼠标键盘自动控件,直接雇佣￥ 3000,￥ 3000,任务编号：920274,89-157.csv,,,
【小程序开发】商城小程序开发,https://task.epwk.com/920287/,114人,1人,"¥18,060",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,商城小程序开发,直接雇佣￥ 18060,￥ 18060,任务编号：920287,89-157.csv,,,
【直播】视频直播软件开发,https://task.epwk.com/920295/,232人,1人,"¥50,000",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,视频直播软件开发,直接雇佣￥ 50000,￥ 50000,任务编号：920295,89-157.csv,,,
【其他人工智能】蓝牙控制开发一期,https://task.epwk.com/920296/,442人,1人,"¥49,800",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,蓝牙控制开发一期,直接雇佣￥ 49800,￥ 49800,任务编号：920296,89-157.csv,,,
【小程序开发】小程序套模板,https://task.epwk.com/920308/,252人,1人,"¥18,399",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,小程序套模板,直接雇佣￥ 18399,￥ 18399,任务编号：920308,89-157.csv,,,
【包装设计】螺蛳粉三种口味包装设计,https://task.epwk.com/920339/,657人,1人,"¥6,500",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,螺蛳粉三种口味包装设计,直接雇佣￥ 6500,￥ 6500,任务编号：920339,89-157.csv,,,
【LOGO设计】，，，，，，，，，,https://task.epwk.com/920389/,302人,1人,"¥2,000",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,，，，，，，，，，,直接雇佣￥ 2000,￥ 2000,任务编号：920389,89-157.csv,,,
【LOGO设计】设计坊logo,https://task.epwk.com/920407/,261人,1人,"¥5,000",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,设计坊logo,直接雇佣￥ 5000,￥ 5000,任务编号：920407,89-157.csv,,,
【LOGO设计】设计坊logo,https://task.epwk.com/920410/,242人,1人,"¥6,000",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,设计坊logo,直接雇佣￥ 6000,￥ 6000,任务编号：920410,89-157.csv,,,
【旅游服务】Java虚拟机优化机制验证测试,https://task.epwk.com/920439/,367人,1人,"¥3,900",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,Java虚拟机优化机制验证测试,直接雇佣￥ 3900,￥ 3900,任务编号：920439,89-157.csv,,,
【企业官网】房屋买卖租赁网站及APP开发,https://task.epwk.com/920448/,589人,1人,"¥30,300",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,房屋买卖租赁网站及APP开发,直接雇佣￥ 30300,￥ 30300,任务编号：920448,89-157.csv,,,
【宣传册设计】宣传册设计,https://task.epwk.com/920453/,614人,1人,"¥20,000",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,宣传册设计,直接雇佣￥ 20000,￥ 20000,任务编号：920453,89-157.csv,,,
【品牌策划】品牌全案套餐B,https://task.epwk.com/920458/,214人,1人,"¥2,500",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,品牌全案套餐B,直接雇佣￥ 2500,￥ 2500,任务编号：920458,89-157.csv,,,
【新媒体营销】朋友圈代运营套餐A,https://task.epwk.com/920459/,127人,1人,"¥1,200",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,朋友圈代运营套餐A,直接雇佣￥ 1200,￥ 1200,任务编号：920459,89-157.csv,,,
【品牌策划】号商业计划书,https://task.epwk.com/920460/,292人,1人,"¥3,000",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,号商业计划书,直接雇佣￥ 3000,￥ 3000,任务编号：920460,89-157.csv,,,
【新媒体营销】公众号代运营套餐B,https://task.epwk.com/920461/,207人,1人,"¥2,600",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,公众号代运营套餐B,直接雇佣￥ 2600,￥ 2600,任务编号：920461,89-157.csv,,,
【品牌策划】品牌全案套餐C,https://task.epwk.com/920463/,221人,1人,"¥6,800",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,品牌全案套餐C,直接雇佣￥ 6800,￥ 6800,任务编号：920463,89-157.csv,,,
【品牌策划】PPT设计,https://task.epwk.com/920465/,261人,1人,"¥1,800",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,PPT设计,直接雇佣￥ 1800,￥ 1800,任务编号：920465,89-157.csv,,,
【电商】电商系统软件开发,https://task.epwk.com/920493/,368人,1人,"¥35,000",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,电商系统软件开发,直接雇佣￥ 35000,￥ 35000,任务编号：920493,89-157.csv,,,
【产品外观设计】设计儿童电动车,https://task.epwk.com/920522/,1745人,1人,"¥25,982",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,设计儿童电动车,直接雇佣￥ 25982,￥ 25982,任务编号：920522,89-157.csv,,,
【小程序开发】店铺管理系统定制化开发,https://task.epwk.com/920527/,385人,1人,"¥7,000",圆满完成,https://task.epwk.com/page155.html?m=6&o=7,店铺管理系统定制化开发,直接雇佣￥ 7000,￥ 7000,任务编号：920527,89-157.csv,,,
【APP开发】安监系统软件开发三期,https://task.epwk.com/920528/,228人,1人,"¥2,000",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,安监系统软件开发三期,直接雇佣￥ 2000,￥ 2000,任务编号：920528,89-157.csv,,,
【小程序开发】健身房会员管理约课系统开发,https://task.epwk.com/920530/,323人,1人,"¥7,000",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,健身房会员管理约课系统开发,直接雇佣￥ 7000,￥ 7000,任务编号：920530,89-157.csv,,,
【小程序开发】瑜伽馆营销活动策划,https://task.epwk.com/920533/,465人,1人,"¥7,000",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,瑜伽馆营销活动策划,直接雇佣￥ 7000,￥ 7000,任务编号：920533,89-157.csv,,,
【APP开发】安监系统软件开发四期,https://task.epwk.com/920535/,154人,1人,"¥18,000",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,安监系统软件开发四期,直接雇佣￥ 18000,￥ 18000,任务编号：920535,89-157.csv,,,
【小程序开发】线上教育系统开发,https://task.epwk.com/920536/,348人,1人,"¥10,000",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,线上教育系统开发,直接雇佣￥ 10000,￥ 10000,任务编号：920536,89-157.csv,,,
【小程序开发】微信小程序销售系统定制开发,https://task.epwk.com/920543/,304人,1人,"¥7,000",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,微信小程序销售系统定制开发,直接雇佣￥ 7000,￥ 7000,任务编号：920543,89-157.csv,,,
【APP开发】工厂车间进出库APP开发一期,https://task.epwk.com/920549/,226人,1人,"¥40,000",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,工厂车间进出库APP开发一期,直接雇佣￥ 40000,￥ 40000,任务编号：920549,89-157.csv,,,
【APP开发】社交APP开发一期款,https://task.epwk.com/920560/,104人,1人,"¥31,158",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,社交APP开发一期款,直接雇佣￥ 31158,￥ 31158,任务编号：920560,89-157.csv,,,
【APP开发】社交APP二期款,https://task.epwk.com/920561/,103人,1人,"¥40,888",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,社交APP二期款,直接雇佣￥ 40888,￥ 40888,任务编号：920561,89-157.csv,,,
【APP开发】服装商城小程序开发,https://task.epwk.com/920611/,178人,1人,"¥14,593",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,服装商城小程序开发,直接雇佣￥ 14593,￥ 14593,任务编号：920611,89-157.csv,,,
统计图开发8,https://task.epwk.com/920624/,243人,1人,"¥18,000",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,统计图开发8,直接雇佣￥ 18000,￥ 18000,任务编号：920624,89-157.csv,,,
【金融】网站小程序后台,https://task.epwk.com/920680/,498人,1人,"¥20,000",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,网站小程序后台,直接雇佣￥ 20000,￥ 20000,任务编号：920680,89-157.csv,,,
【PPT设计】PPT美化/代做PPT,https://task.epwk.com/920701/,279人,1人,¥100,圆满完成,https://task.epwk.com/page154.html?m=6&o=7,PPT美化/代做PPT,直接雇佣￥ 100,￥ 100,任务编号：920701,89-157.csv,,,
【小程序开发】微信小程序开发首款,https://task.epwk.com/920703/,247人,1人,"¥13,653",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,微信小程序开发首款,直接雇佣￥ 13653,￥ 13653,任务编号：920703,89-157.csv,,,
【品牌策划】品牌全案套餐A,https://task.epwk.com/920706/,415人,1人,"¥1,500",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,品牌全案套餐A,直接雇佣￥ 1500,￥ 1500,任务编号：920706,89-157.csv,,,
【新媒体营销】公众号代运营套餐B,https://task.epwk.com/920707/,271人,1人,"¥2,600",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,公众号代运营套餐B,直接雇佣￥ 2600,￥ 2600,任务编号：920707,89-157.csv,,,
【品牌策划】品牌全案套餐B,https://task.epwk.com/920708/,279人,1人,"¥3,500",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,品牌全案套餐B,直接雇佣￥ 3500,￥ 3500,任务编号：920708,89-157.csv,,,
【口碑营销】百科创建,https://task.epwk.com/920709/,254人,1人,"¥2,500",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,百科创建,直接雇佣￥ 2500,￥ 2500,任务编号：920709,89-157.csv,,,
【品牌策划】logo设计,https://task.epwk.com/920710/,290人,1人,"¥1,600",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,logo设计,直接雇佣￥ 1600,￥ 1600,任务编号：920710,89-157.csv,,,
【品牌策划】招商策划方案,https://task.epwk.com/920711/,464人,1人,"¥3,500",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,招商策划方案,直接雇佣￥ 3500,￥ 3500,任务编号：920711,89-157.csv,,,
【品牌策划】品牌全案套餐A,https://task.epwk.com/920712/,283人,1人,"¥1,500",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,品牌全案套餐A,直接雇佣￥ 1500,￥ 1500,任务编号：920712,89-157.csv,,,
【其他软件开发】录号脚本,https://task.epwk.com/920762/,296人,1人,¥400,圆满完成,https://task.epwk.com/page154.html?m=6&o=7,录号脚本,直接雇佣￥ 400,￥ 400,任务编号：920762,89-157.csv,,,
【小程序开发】信息发布及下载器软件开发,https://task.epwk.com/920776/,402人,1人,"¥5,000",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,信息发布及下载器软件开发,直接雇佣￥ 5000,￥ 5000,任务编号：920776,89-157.csv,,,
【VI设计】四款产品的主图和详情图,https://task.epwk.com/920805/,464人,1人,¥500,圆满完成,https://task.epwk.com/page154.html?m=6&o=7,四款产品的主图和详情图,直接雇佣￥ 500,￥ 500,任务编号：920805,89-157.csv,,,
【产品卖点】百科编撰,https://task.epwk.com/920823/,502人,1人,"¥4,800",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,百科编撰,直接雇佣￥ 4800,￥ 4800,任务编号：920823,89-157.csv,,,
【网站优化方案】千站推收录版4399一年,https://task.epwk.com/920830/,226人,1人,"¥4,399",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,千站推收录版4399一年,直接雇佣￥ 4399,￥ 4399,任务编号：920830,89-157.csv,,,
【微信推广】微信朋友圈附近推季度套餐,https://task.epwk.com/920835/,276人,1人,"¥4,980",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,微信朋友圈附近推季度套餐,直接雇佣￥ 4980,￥ 4980,任务编号：920835,89-157.csv,,,
【APP开发】分销系统开发三期,https://task.epwk.com/920837/,100人,1人,"¥25,000",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,分销系统开发三期,直接雇佣￥ 25000,￥ 25000,任务编号：920837,89-157.csv,,,
【其他管理软件】设备管理软件开发,https://task.epwk.com/920838/,1558人,1人,"¥19,000",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,设备管理软件开发,直接雇佣￥ 19000,￥ 19000,任务编号：920838,89-157.csv,,,
【VI设计】VI设计,https://task.epwk.com/920891/,536人,1人,"¥12,530",圆满完成,https://task.epwk.com/page154.html?m=6&o=7,VI设计,直接雇佣￥ 12530,￥ 12530,任务编号：920891,89-157.csv,,,
【网站优化方案】千站推收录版4399一年,https://task.epwk.com/920948/,223人,1人,"¥4,399",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,千站推收录版4399一年,直接雇佣￥ 4399,￥ 4399,任务编号：920948,89-157.csv,,,
【关键词优化】媒体流量投放,https://task.epwk.com/920949/,294人,1人,"¥3,500",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,媒体流量投放,直接雇佣￥ 3500,￥ 3500,任务编号：920949,89-157.csv,,,
【品牌策划】品牌全案套餐A,https://task.epwk.com/920957/,292人,1人,"¥1,500",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,品牌全案套餐A,直接雇佣￥ 1500,￥ 1500,任务编号：920957,89-157.csv,,,
【品牌策划】招商策划方案,https://task.epwk.com/920958/,462人,1人,"¥3,500",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,招商策划方案,直接雇佣￥ 3500,￥ 3500,任务编号：920958,89-157.csv,,,
【品牌策划】商业计划书标准版,https://task.epwk.com/920959/,302人,1人,"¥3,000",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,商业计划书标准版,直接雇佣￥ 3000,￥ 3000,任务编号：920959,89-157.csv,,,
【新媒体营销】公众号代运营套餐A,https://task.epwk.com/920960/,317人,1人,"¥1,200",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,公众号代运营套餐A,直接雇佣￥ 1200,￥ 1200,任务编号：920960,89-157.csv,,,
【品牌策划】品牌全案套餐B,https://task.epwk.com/920961/,291人,1人,"¥2,600",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,品牌全案套餐B,直接雇佣￥ 2600,￥ 2600,任务编号：920961,89-157.csv,,,
【品牌策划】PPT设计,https://task.epwk.com/920962/,279人,1人,"¥1,500",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,PPT设计,直接雇佣￥ 1500,￥ 1500,任务编号：920962,89-157.csv,,,
【品牌策划】品牌全案套餐A,https://task.epwk.com/920963/,275人,1人,"¥1,200",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,品牌全案套餐A,直接雇佣￥ 1200,￥ 1200,任务编号：920963,89-157.csv,,,
【新媒体营销】公众号代运营套餐A,https://task.epwk.com/920964/,410人,1人,"¥1,200",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,公众号代运营套餐A,直接雇佣￥ 1200,￥ 1200,任务编号：920964,89-157.csv,,,
【新媒体营销】微博代运营套餐B,https://task.epwk.com/920965/,607人,1人,"¥2,680",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,微博代运营套餐B,直接雇佣￥ 2680,￥ 2680,任务编号：920965,89-157.csv,,,
【APP开发】微信公众号商城小程序,https://task.epwk.com/921007/,306人,1人,"¥12,301",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,微信公众号商城小程序,直接雇佣￥ 12301,￥ 12301,任务编号：921007,89-157.csv,,,
【APP开发】社区团购软件开发一期,https://task.epwk.com/921020/,304人,1人,"¥30,000",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,社区团购软件开发一期,直接雇佣￥ 30000,￥ 30000,任务编号：921020,89-157.csv,,,
【APP开发】社区团购软件开期二期,https://task.epwk.com/921021/,214人,1人,"¥18,000",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,社区团购软件开期二期,直接雇佣￥ 18000,￥ 18000,任务编号：921021,89-157.csv,,,
【APP开发】一个可以在线购票，订阅RSS的APP,https://task.epwk.com/921037/,224人,1人,"¥38,750",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,一个可以在线购票，订阅RSS的APP,直接雇佣￥ 38750,￥ 38750,任务编号：921037,89-157.csv,,,
【包装设计】黄焖鸡调料包装设计3种产品口味,https://task.epwk.com/921054/,356人,1人,"¥5,000",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,黄焖鸡调料包装设计3种产品口味,直接雇佣￥ 5000,￥ 5000,任务编号：921054,89-157.csv,,,
【LOGO设计】牛奶乳酸菌产品包装费用1,https://task.epwk.com/921058/,311人,1人,"¥1,700",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,牛奶乳酸菌产品包装费用1,直接雇佣￥ 1700,￥ 1700,任务编号：921058,89-157.csv,,,
【包装设计】两款冷冻产品包装设计1,https://task.epwk.com/921061/,204人,1人,"¥7,500",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,两款冷冻产品包装设计1,直接雇佣￥ 7500,￥ 7500,任务编号：921061,89-157.csv,,,
【小程序开发】微商城5期,https://task.epwk.com/921080/,263人,1人,"¥46,800",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,微商城5期,直接雇佣￥ 46800,￥ 46800,任务编号：921080,89-157.csv,,,
【包装设计】文章,https://task.epwk.com/921163/,203人,1人,¥400,圆满完成,https://task.epwk.com/page153.html?m=6&o=7,文章,直接雇佣￥ 400,￥ 400,任务编号：921163,89-157.csv,,,
【APP开发】物流接单APP定制化开发,https://task.epwk.com/921168/,294人,1人,"¥37,900",圆满完成,https://task.epwk.com/page153.html?m=6&o=7,物流接单APP定制化开发,直接雇佣￥ 37900,￥ 37900,任务编号：921168,89-157.csv,,,
【PPT设计】PPT美化/代做PPT,https://task.epwk.com/921181/,293人,1人,¥140,圆满完成,https://task.epwk.com/page153.html?m=6&o=7,PPT美化/代做PPT,直接雇佣￥ 140,￥ 140,任务编号：921181,89-157.csv,,,
