标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9,能力标签,交易价格1,需求价格备选,参与交稿,字段8_link,字段9_link,字段3,字段4,字段5,字段7,字段8,字段9,字段10,字段11,字段12,字段13,字段14,字段15,字段16,字段17,字段18,字段19,交易价格备选,设计师1,设计师2,设计师3,设计师4,设计师5,设计师6,设计师7,设计师8,设计师9,设计师10,字段6,需求者,赏金总额1,交易总�����额,年份
【小程序开发】图像处理软件开发（尾款，已确定合作者）,https://task.epwk.com/1093102/,27人,1人,¥1000,圆满完成,,vitorru,称呼：崔先生地区: 不详，服务商地域不限需求: 将可见光图像和热成像图像融合，附件图中左边是可见光图像，中间是融合在一起的，右边的热成像图像，我需要中间的这个结果  。服务商提供案例、报价预算: 1万左右时间：未定备注：微信是手机号，微信注明报价范围,2024-09-30,2024.11.28,任务编号：1093102,1000.0,30天,重庆市-市辖区,道普科技-云软普创,https://shop.epwk.com/81n41gq2enp6/,道普科技-云软普创,出售服务,https://shop.epwk.com/81n41gq2enp6/chushou/,个人,四品,38分,,,道普科技-云软普创,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【小程序开发】图像处理软件开发（第三期，已确定合作者）,https://task.epwk.com/1093101/,33人,1人,¥3000,圆满完成,,vitorru,称呼：崔先生地区: 不详，服务商地域不限需求: 将可见光图像和热成像图像融合，附件图中左边是可见光图像，中间是融合在一起的，右边的热成像图像，我需要中间的这个结果  。服务商提供案例、报价预算: 1万左右时间：未定备注：微信是手机号，微信注明报价范围,2024-09-30,2024.11.28,任务编号：1093101,3000.0,30天,重庆市-市辖区,道普科技-云软普创,https://shop.epwk.com/81n41gq2enp6/,道普科技-云软普创,出售服务,https://shop.epwk.com/81n41gq2enp6/chushou/,个人,四品,38分,,,道普科技-云软普创,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【小程序开发】图像处理软件开发（第二期，已确定合作者）,https://task.epwk.com/1093099/,32人,1人,¥3000,圆满完成,,vitorru,称呼：崔先生地区: 不详，服务商地域不限需求: 将可见光图像和热成像图像融合，附件图中左边是可见光图像，中间是融合在一起的，右边的热成像图像，我需要中间的这个结果  。服务商提供案例、报价预算: 1万左右时间：未定备注：微信是手机号，微信注明报价范围,2024-09-30,2024.11.28,任务编号：1093099,3000.0,30天,重庆市-市辖区,道普科技-云软普创,https://shop.epwk.com/81n41gq2enp6/,道普科技-云软普创,出售服务,https://shop.epwk.com/81n41gq2enp6/chushou/,个人,四品,38分,,,道普科技-云软普创,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【小程序开发】图像处理软件开发(第一期，已确定合作者),https://task.epwk.com/1093098/,16人,1人,¥2000,圆满完成,,vitorru,称呼：崔先生地区: 不详，服务商地域不限需求: 将可见光图像和热成像图像融合，附件图中左边是可见光图像，中间是融合在一起的，右边的热成像图像，我需要中间的这个结果  。服务商提供案例、报价预算: 1万左右时间：未定备注：微信是手机号，微信注明报价范围,2024-09-30,2024.09.30,任务编号：1093098,2000.0,30天,重庆市-市辖区,道普科技-云软普创,https://shop.epwk.com/81n41gq2enp6/,道普科技-云软普创,出售服务,https://shop.epwk.com/81n41gq2enp6/chushou/,个人,四品,38分,,,道普科技-云软普创,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【小程序开发】公众号平台二期开发 尾款,https://task.epwk.com/1093090/,21人,1人,¥2560,圆满完成,,徐乂乂,公众号平台二期开发，具体按照谈好开发,2024-09-30,2024.09.30,任务编号：1093090,2560.0,1天,辽宁省-沈阳市-铁西区,极星网络,https://shop.epwk.com/9w56e4m7wdv1/,极星网络,出售服务,https://shop.epwk.com/9w56e4m7wdv1/chushou/,企业,二品,75分,总 39 次中标，交易总金额,￥14.45万,极星网络,,管理系统开发,"￥1000
            /起",公众号后台开发,"￥1000
            /起",电商系统开发,"￥1000
            /起",企业官网开发,"￥1000
            /起",企业软件开发,"￥2000
            /起",微信小程序开发,"￥1000
            /起",,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【其他软件开发】Python客户端开发需求,https://task.epwk.com/1093063/,338人,1人,¥650,圆满完成,,优汇Myzwy,需要一个简单的python编写的客户端，寻找已有项目快速修改完成即可的，最好是已经开发好的，把你的应用逻辑删掉，留下页面内容的就可以，具体需求见附件，写的比较详细，实际功能很少。交付源代码，并指导完成代码梳理与打包。,2024-09-29,2024.10.21,任务编号：1093063,650.0,8天,湖南省-长沙市,锐放贸易科技有限公司,https://shop.epwk.com/rp5z4v03wdx3/,锐放贸易科技有限公司,出售服务,https://shop.epwk.com/rp5z4v03wdx3/chushou/,个人,八品,58分,,,锐放贸易科技有限公司,,,,,,,,,,,,,,,,,,,,其他软件开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【微信开发】芸众插件二开,https://task.epwk.com/1092988/,405人,1人,¥3000,圆满完成,,安威客lfBr0,芸众二开需求 二开模块：一、消费积分插件1、实现逻辑：用户指定产品下单赠送消费积分（系统已有功能）2、在分销插件中，当用户获取直推佣金时，同比扣除用户的消费积分（如直推获得100的奖励，在发放奖励的同时扣除用户消费积分账户中的100爱心值）。3、在经销商插件中，当用户获得经销商奖励，包括同级的极差奖励，同比扣除用户账户中的消费积分。二、经销商奖励插件需要实现逻辑：1、当用户购买指定产品的时候触发经销商奖励插件，奖励发放为每天1次的定时任务，读取系统经销商用户等级，不同等级的用户设定好发放金额与发放时间后自动执行操作，同时可手动重复执行。奖励规则为：计算当前经销商的团队成员购买的指定产品数量，不同的经销商等级奖励的金额不一样。（如经销商等级分为1级、2级、3级。对应的奖励各自是1元、2元、3元。用户A为1级经销商，团队内产生有10个指定产品的订单，那么他每天的奖励金额为1元X10个产品=10元/天；用户B为A的上级，身份为2级经销商，那么他所获的用户A团队部分的团队收益为2元-1元X10个产品X自己其他线的团队成员数产品。）需要注意：此处的奖励逻辑同经销商权益一样，以级差的方式计算。存在平级的情况下需处理平1级地收益。在发放完此处的奖励之仍执行扣除消费积分的操作。 后台要求：需要有奖励明细表单，支持根据用户ID，时间段、经销商等级进行筛选、查询、下载导出。用户端要求：用户能看到自己账户内的剩余消费积分，已划扣消费积分，划扣明细。 用户权益限制功能1、系统中的用户所有收益均与消费积分关联，当启用消费积分插件的时候，当用户获得任何形式的奖励时同比扣除用户的消费积分，直至扣完（低于1个或者不足1个消费积分为标准）。当用户账户中的消费积分别扣完或不足以抵扣当前发生的奖励时，即停止该用户的权益权限，该笔收益计入系统账户。用户无法获取任何形式的奖励。当用户重新下单获得赠送的消费积分时即可恢复权益。当在管理后台关闭消费积分插件开关后系统按照默认逻辑运行。,2024-09-28,2024.11.21,任务编号：1092988,2000.0,10天,河南省-洛阳市,洛阳蓝普网络技术有限公司,https://shop.epwk.com/v0n1x1mq257y/,洛阳蓝普网络技术有限公司,出售服务,https://shop.epwk.com/v0n1x1mq257y/chushou/,企业,一品,105分,总 388 次中标，交易总金额,￥199.47万,洛阳蓝普网络技术有限公司,,php项目定制开发,￥1000,微信小程序定制开发,"￥1000
            /件",,,,,,,,,,,,,,,微信开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【采集工具】抓取网页功能到软件V1.0 版本尾款,https://task.epwk.com/1092976/,143人,1人,¥5250,圆满完成,,威益企zg0UU,跨境电商店群，多店独立网登陆   且每店ip不关联（搭建独立ip）多店订单数据，销售数据  退换详情（对接api）需要抓取网页功能到软件（大约5个网页,2024-09-28,2024.12.10,任务编号：1092976,5250.0,20天,四川省-成都市,辰昔科技,https://shop.epwk.com/78n96r2yznkv/,辰昔科技,出售服务,https://shop.epwk.com/78n96r2yznkv/chushou/,企业,四品,64分,总 8 次中标，交易总金额,￥5.57万,辰昔科技,,定制软件开发,"￥5000
            /起",APP定制开发,"￥5000
            /起",公众号定制开发,"￥3000
            /起",小程序定制开发,"￥5000
            /起",H5定制开发,"￥3000
            /起",,,,,,,,,采集工具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【采集工具】抓取网页功能到软件V1.0 版本中期款,https://task.epwk.com/1092975/,57人,1人,¥7875,圆满完成,,威益企zg0UU,跨境电商店群，多店独立网登陆   且每店ip不关联（搭建独立ip）多店订单数据，销售数据  退换详情（对接api）需要抓取网页功能到软件（大约5个网页,2024-09-28,2024.10.20,任务编号：1092975,7875.0,20天,四川省-成都市,辰昔科技,https://shop.epwk.com/78n96r2yznkv/,辰昔科技,出售服务,https://shop.epwk.com/78n96r2yznkv/chushou/,企业,四品,64分,总 8 次中标，交易总金额,￥5.57万,辰昔科技,,定制软件开发,"￥5000
            /起",APP定制开发,"￥5000
            /起",公众号定制开发,"￥3000
            /起",小程序定制开发,"￥5000
            /起",H5定制开发,"￥3000
            /起",,,,,,,,,采集工具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【采集工具】抓取网页功能到软件V1.0 版本首付款,https://task.epwk.com/1092974/,48人,1人,¥13125,圆满完成,,威益企zg0UU,跨境电商店群，多店独立网登陆   且每店ip不关联（搭建独立ip）多店订单数据，销售数据  退换详情（对接api）需要抓取网页功能到软件（大约5个网页,2024-09-28,2024.09.28,任务编号：1092974,13125.0,20天,四川省-成都市,辰昔科技,https://shop.epwk.com/78n96r2yznkv/,辰昔科技,出售服务,https://shop.epwk.com/78n96r2yznkv/chushou/,企业,四品,64分,总 8 次中标，交易总金额,￥5.57万,辰昔科技,,定制软件开发,"￥5000
            /起",APP定制开发,"￥5000
            /起",公众号定制开发,"￥3000
            /起",小程序定制开发,"￥5000
            /起",H5定制开发,"￥3000
            /起",,,,,,,,,采集工具,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【小程序开发】共享理疗仓小程序开发首付款,https://task.epwk.com/1092913/,25人,1人,¥10500,圆满完成,,vitorru,共享理疗仓小程序开发，具体按照合同开发,2024-09-27,2024.09.27,任务编号：1092913,10500.0,30天,浙江省-温州市,赛特网络--专注20多年的网络增值服务商,https://shop.epwk.com/4rn8qq4z3ngm/,赛特网络--专注20多年的网络增值服务商,出售服务,https://shop.epwk.com/4rn8qq4z3ngm/chushou/,企业,一品,75分,总 115 次中标，交易总金额,￥149.9万,赛特网络--专注20多年的网络增值服务商,,物联网硬件开发,价格面议,物联网软件开发,价格面议,电商系统平台开发,价格面议,O2O类平台定制开发,价格面议,APP定制开发,价格面议,小程序定制开发,价格面议,电动汽车充电桩平台开发,价格面议,电动摩托车充电桩平台开发,价格面议,酒店无人售货机平台开发,价格面议,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【小程序开发】共享充电宝小程序开发二期款,https://task.epwk.com/1092906/,26人,1人,¥15200,圆满完成,,vitorru,共享充电宝小程序开发，具体按照签订合同开发,2024-09-27,2024.09.27,任务编号：1092906,15200.0,20天,浙江省-温州市,赛特网络--专注20多年的网络增值服务商,https://shop.epwk.com/4rn8qq4z3ngm/,赛特网络--专注20多年的网络增值服务商,出售服务,https://shop.epwk.com/4rn8qq4z3ngm/chushou/,企业,一品,75分,总 115 次中标，交易总金额,￥149.9万,赛特网络--专注20多年的网络增值服务商,,物联网硬件开发,价格面议,物联网软件开发,价格面议,电商系统平台开发,价格面议,O2O类平台定制开发,价格面议,APP定制开发,价格面议,小程序定制开发,价格面议,电动汽车充电桩平台开发,价格面议,电动摩托车充电桩平台开发,价格面议,酒店无人售货机平台开发,价格面议,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【小程序开发】测算星座八字类小程序开发(第一期，已确定合作者),https://task.epwk.com/1092900/,43人,1人,¥12000,圆满完成,,vitorru,称呼：陆先生地区: 上海，服务商地域不限需求: 要求熟悉flutter，uniapp，熟悉微信小程序生态并上线过含小程序广告服务及收费服务，做过日活10000以上小程序及app外包并且现在可以在商店或小程序中搜索到的，测算星座八字类应用，报价联系 。服务商提供案例、报价预算: 看服务商报价时间：未定备注：微信是手机号,2024-09-27,2024.09.27,任务编号：1092900,12000.0,45天,浙江省-宁波市,宁波亲聆网络科技有限公司,https://shop.epwk.com/78dlj024l5lx/,宁波亲聆网络科技有限公司,出售服务,https://shop.epwk.com/78dlj024l5lx/chushou/,企业,五品,59分,总 7 次中标，交易总金额,￥1.85万,宁波亲聆网络科技有限公司,,品牌企业VI / VIS / SI 系统设计,"￥50
            /起",APP定制开发/APP搭建,"￥5000
            /起",系统定制开发/ERP/智能家居/财务管理/分销,价格面议,外贸网站/外贸独立站,"￥2999
            /起",,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【脚本开发】淘宝，咸鱼链接验证系统,https://task.epwk.com/1092797/,40人,1人,¥3000,圆满完成,,lyd1688,称呼:卢先生地区:广东深圳需求:1.   比如我保存了淘宝或者咸鱼的链接，正常 在IE 地址栏粘贴我保存的链接，我可以看到这个链接的商品是否下架或者删除了，如果我有1000个链接，手动去点击很慢，需要开发一个系统，让系统去验证这个链接的商品是否下架或者删除2，如果系统验证跑是太快，淘宝会出机器人验证，怎么去解决这个问题 ？重点3，淘宝或者咸鱼的规则变化太快，需要经常维护，需要有售后,2024-09-26,2024.10.11,任务编号：1092797,3000.0,5天,山东省-淄博市,果田科技 100%好评服务商,https://shop.epwk.com/j7n38x8pe5e1/,果田科技 100%好评服务商,出售服务,https://shop.epwk.com/j7n38x8pe5e1/chushou/,企业,一品,82分,总 67 次中标，交易总金额,￥37.77万,果田科技 100%好评服务商,,各平台APP开发,价格面议,各平台小程序开发,价格面议,,,,,,,,,,,,,,,脚本开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【小程序开发】小程序开发 可以上传下载的  确定合作者,https://task.epwk.com/1092745/,100人,1人,¥2000,圆满完成,,云派摩方,曲先生需求:基本功能：用户将手机或电脑中的本地文件或聊天记录中的文件（主要是word、excel、pdf等格式）通过小程序（手机端及pc端）、网页端上传，生成二维码（活码，可修改）和小程序路径（可添加到公众号文章中超链接），其他用户通过扫描二维码或点击公众号文章中的小程序路径查看和下载文件。流量主开通后，查看或下载文件时需看广告（后台可控制，比如每天只需看一次广告，或者不显示广告）文件可批量上传，可预设显示模板（参考草料二维码）每个用户上传的单个文件和总量有大小限制上传文件需用户手机号注册，上传的文件自动审核，防止违规其他功能：文库功能，用户可上传文件到文库中，可以设置免费或付费查看下载，赚取积分会员系统，付费会员上传文件大小无限制，可免费查看下载文库文件）先做一个模板的就行，不需要开发定制我先用用看看效果怎么样 好的话再单独开发,2024-09-26,2024.12.18,任务编号：1092745,2000.0,25天,河南省-洛阳市,洛阳蓝普网络技术有限公司,https://shop.epwk.com/v0n1x1mq257y/,洛阳蓝普网络技术有限公司,出售服务,https://shop.epwk.com/v0n1x1mq257y/chushou/,企业,一品,105分,总 388 次中标，交易总金额,￥199.47万,洛阳蓝普网络技术有限公司,,php项目定制开发,￥1000,微信小程序定制开发,"￥1000
            /件",,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【小程序开发】淘宝直通车软件开发(第一期，已确定合作者),https://task.epwk.com/1092740/,29人,1人,¥4800,圆满完成,,vitorru,称呼：彭先生地区: 四川，靠谱服务商需求: 需要开发一款与这个网址功能完全一样的直通车软件：http://tb.ykaid.com/2023/wjgjc.mp4具体的要求以实际沟通为准 。服务商提供过往案例、报价预算: 看服务商报价时间：尽快备注：微信是手机号,2024-09-26,2024.09.26,任务编号：1092740,4800.0,30天,贵州省-贵阳市,贵州越信网络科技有限公司,https://shop.epwk.com/7g5ykw1z6n0q/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【小程序开发】视频播放平台小程序开发(二期款，已确定合作者),https://task.epwk.com/1092708/,13人,1人,¥6000,圆满完成,,vitorru,称呼：许先生（股东之一）地区: 无锡，本地服务商，面谈需求: 我们需要开发一个短视频播放平台，有专人的推广及运营。消费者初期可以免费浏览视频，几分钟或几集后需要缴费，不同的会员不同的权限，源代码开发 。服务商提供案例、报价预算: 看服务商报价时间：尽快启动备注：微信是手机号,2024-09-25,2024.09.25,任务编号：1092708,6000.0,1天,江苏省-无锡市,初简馨网络,https://shop.epwk.com/9w56e48pwdv1/,初简馨网络,出售服务,https://shop.epwk.com/9w56e48pwdv1/chushou/,工作室,二品,56分,总 42 次中标，交易总金额,￥10.75万,初简馨网络,,,,,,,,,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【小程序开发】新增功能软件,https://task.epwk.com/1092695/,38人,1人,¥1700,圆满完成,,k9583****44,"地区:深圳市,深圳市需求:新增加一个功能，已经谈好价格",2024-09-25,2024.09.26,任务编号：1092695,1700.0,2天,河南省-郑州市,郑州雕画字节科技有限公司,https://shop.epwk.com/p05qj3mo3dev/,郑州雕画字节科技有限公司,出售服务,https://shop.epwk.com/p05qj3mo3dev/chushou/,企业,二品,59分,总 13 次中标，交易总金额,￥10.64万,郑州雕画字节科技有限公司,,政务服务小程序｜公共信息查询｜行政办事,"￥1000
            /起",教育类小程序开发｜在线测评｜直播授课｜在线课程｜学习工具,"￥1000
            /起",电商类小程序｜会员积分｜积分商城｜商城直播,"￥1000
            /起",小程序开发｜商城｜社交｜工具｜电商｜健康｜政企服务小程序开发,"￥1000
            /起",企业网站建设开发｜医疗网站建设｜商城网站建设｜模板建站,"￥1000
            /起",,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【APP开发】MT4指标预警信号发送到钉钉,https://task.epwk.com/1092630/,74人,1人,¥1500,圆满完成,,优品汇xNRym,MT4指标预警信号发送到钉钉。MACD指标，金叉死叉，均线金叉死叉5分钟，15分钟是30分钟分别发送，,2024-09-24,2024.09.26,任务编号：1092630,800.0,2天,浙江省-杭州市,拟现科技,https://shop.epwk.com/3gd2mvqwgner/,拟现科技,出售服务,https://shop.epwk.com/3gd2mvqwgner/chushou/,企业,七品,81分,总 2 次中标，交易总金额,￥2500.00,拟现科技,,AIGC/WEB/APP/小程序开发,"￥1000
            /日",,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【小程序开发】快递行业小程序开发尾款,https://task.epwk.com/1092556/,16人,1人,¥4800,圆满完成,,vitorru,需求:快递出库，入库的小程序，要大连本地的技术公司联系，具体按照合同开发,2024-09-24,2024.09.24,任务编号：1092556,4800.0,30天,辽宁省-大连市,大连微图知行科技有限公司,https://shop.epwk.com/81n41ol6lnp6/,大连微图知行科技有限公司,出售服务,https://shop.epwk.com/81n41ol6lnp6/chushou/,企业,四品,72分,总 7 次中标，交易总金额,￥5.78万,大连微图知行科技有限公司,,公众号H5微信小程序分销电商城众包点餐饮预约,"￥500
            /套",网站建设企业官网电商网站门户网站外贸网站营销网站,"￥500
            /套",售后工单管理软件在线报修扫码空调电脑维修师傅接单,"￥500
            /套",AI客服系统开发在线客服智能网上客服系统app,"￥500
            /套",智慧校园教育思想政治学工宿管食品安全协同办公,"￥500
            /套",螃蟹券礼品卡微信小程序开发预订赠送礼品兑换核销商,"￥500
            /套",抽奖软件企业管理行政订单管理软件定制开发制作设计,"￥500
            /套",公众号小程序H5微信生态定制开发源码,"￥500
            /套",生鲜配送APP小程序开发外卖预约点餐团购超市电商,"￥500
            /套",小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【小程序开发】微信小程序开发第一期,https://task.epwk.com/1092469/,829人,1人,¥4500,圆满完成,,躺平还是不安稳,1，会议信息发布2，会员系统VIP3，教育信息发布,2024-09-23,2024.10.10,任务编号：1092469,4500.0,40天,江西省-南昌市,四角龙软件,https://shop.epwk.com/09drjye6e53w/,四角龙软件,出售服务,https://shop.epwk.com/09drjye6e53w/chushou/,工作室,四品,57分,总 8 次中标，交易总金额,￥2.29万,四角龙软件,,微信、短视频、支付宝小程序开发,"￥5000
            /起",商城建设、官网搭建,"￥5000
            /起",软件开发 APP定制,"￥5000
            /起",,,,,,,,,,,,,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【小程序开发】滑雪教学培训类的小程序+公众号（二期款）,https://task.epwk.com/1092432/,27人,1人,¥15040,圆满完成,,vitorru,已确定合作，具体已双方合同为准,2024-09-23,2024.09.23,任务编号：1092432,15040.0,20天,浙江省-温州市,赛特网络--专注20多年的网络增值服务商,https://shop.epwk.com/4rn8qq4z3ngm/,赛特网络--专注20多年的网络增值服务商,出售服务,https://shop.epwk.com/4rn8qq4z3ngm/chushou/,企业,一品,75分,总 115 次中标，交易总金额,￥149.9万,赛特网络--专注20多年的网络增值服务商,,物联网硬件开发,价格面议,物联网软件开发,价格面议,电商系统平台开发,价格面议,O2O类平台定制开发,价格面议,APP定制开发,价格面议,小程序定制开发,价格面议,电动汽车充电桩平台开发,价格面议,电动摩托车充电桩平台开发,价格面议,酒店无人售货机平台开发,价格面议,小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【APP开发】uniapp 视频录制-插件开发,https://task.epwk.com/1092295/,123人,1人,¥450,圆满完成,,o5fe6fd1de6bf4,1.支持语言 vue32.支持iOS和Android3.录制视频，包含声音 4.开始录制-事件接口 （需要返回开始录制的时间 毫秒值）5.结束录制-事件接口   (录制完成后保存至 相册/或者其他路径 （本app 可访问的文件路径），返回 视频文件路径)6.插件宽高  默认 16：9    插件宽度 使用  view容器 宽度 100%,2024-09-20,2024.11.20,任务编号：1092295,450.0,3天,广东省-广州市-番禺区,睿览科技,https://shop.epwk.com/4rn8q7j73ngm/,睿览科技,出售服务,https://shop.epwk.com/4rn8q7j73ngm/chushou/,工作室,五品,46分,总 11 次中标，交易总金额,￥1.64万,睿览科技,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【软件UI设计】UI设计,https://task.epwk.com/1092170/,59人,1人,¥200,圆满完成,,mf156****9185,UI设计  网站ui设计,2024-09-19,2024.09.23,任务编号：1092170,200.0,2天,四川省-自贡市,黑羽网络-网站微信小程序开发,https://shop.epwk.com/p05qjzggrdev/,黑羽网络-网站微信小程序开发,出售服务,https://shop.epwk.com/p05qjzggrdev/chushou/,企业,二品,119分,总 58 次中标，交易总金额,￥10.1万,黑羽网络-网站微信小程序开发,,【设计师一对一】高端LOGO设计 高档定制 LOGO定制设计,"￥1
            /起",【黑羽网络】小程序开发/定制开发/手机网站/微信公众号开发,"￥1
            /起",微信公众号/小程序/H5定制开发/电脑端PC/移动端手机网站,"￥1
            /起",【黑羽网络】量身设计/KV设计/LOGO设计/海报设计/设计,"￥1
            /起",【黑羽网络】网站建设/网页设计/UI设计/页面设计,"￥1
            /起",【企业站专场】网站建设 网站制作 豪华企业网站所有栏目首页,"￥1
            /起",【黑羽网络】HTML5网站建设/量身设计/企业网站/黑羽网络,"￥1
            /详谈",【企业站专场】网站建设PC站送手机微信站 买一送二进行中,"￥1
            /详谈",微信公众号小程序H5定制开发电脑端PC移动端手机网站APP,价格面议,软件UI设计,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【网站二次开发】基于ThinkPHP框架开发的增删改查网站,https://task.epwk.com/1091994/,114人,1人,¥200,圆满完成,,尚品4atjK,修复一个网站登陆后一会儿又要登陆，其次对字段删增改；活不多；当天完成没有技术难度,2024-09-17,2024.09.18,任务编号：1091994,200.0,1天,浙江省-宁波市,宁波亲聆网络科技有限公司,https://shop.epwk.com/78dlj024l5lx/,宁波亲聆网络科技有限公司,出售服务,https://shop.epwk.com/78dlj024l5lx/chushou/,企业,五品,59分,总 7 次中标，交易总金额,￥1.85万,宁波亲聆网络科技有限公司,,品牌企业VI / VIS / SI 系统设计,"￥50
            /起",APP定制开发/APP搭建,"￥5000
            /起",系统定制开发/ERP/智能家居/财务管理/分销,价格面议,外贸网站/外贸独立站,"￥2999
            /起",,,,,,,,,,,网站二次开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【APP开发】APP二期开发（已确定合作）,https://task.epwk.com/1091886/,49人,1人,¥6750,圆满完成,,麦阁NjlBG,1 、基于双庆APP做AI接入方案&原型。语音识别转化方案。大模型接入方案。实时视频方案。实时语音方案。基于方案做全套UI设计。各种对接账号申请及费用清单（chatGPT，语音文字转换等...,2024-09-14,2024.09.29,任务编号：1091886,6750.0,30天,河南省-郑州市-金水区,项域网络,https://shop.epwk.com/0z5o4r0xqnjq/,项域网络,出售服务,https://shop.epwk.com/0z5o4r0xqnjq/chushou/,个人,五品,59分,总 2 次中标，交易总金额,￥2.15万,项域网络,,,,,,,,,,,,,,,,,,,,APP开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【小程序开发】核销小程序（尾款）,https://task.epwk.com/1091859/,25人,1人,¥9000,圆满完成,,k8134****47,项目尾款款项，具体以双方合同为准,2024-09-14,2024.09.14,任务编号：1091859,9000.0,30天,广东省-潮州市,维创时代网络科技公司,https://shop.epwk.com/zqdpl4gmgn1v/,维创时代网络科技公司,出售服务,https://shop.epwk.com/zqdpl4gmgn1v/chushou/,企业,三品,60分,总 21 次中标，交易总金额,￥8.51万,维创时代网络科技公司,,画册设计、宣传单、易拉宝、招牌设计,价格面议,海报设计、包装、封面、广告、彩页,价格面议,VI设计、名片设计、商标设计、台历设计,价格面议,LOGO设计,价格面议,电商系统（带分销，公众号，小程序，代理商，秒杀拼团）,"￥16800
            /套",WeShop 电商管理系统(多用户),"￥12800
            /套",APP 定制开发,价格面议,微信公众号定制化开发,价格面议,wechose CMS内容管理系统,"￥1380
            /次",小程序开发,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
【门户网站】视听研究院的网站开发（首付款）,https://task.epwk.com/1091773/,19人,1人,¥1600,圆满完成,,k1274****21,称呼:鲍先生地区:宁夏（服务商地域不限，宁夏的最好）需求:视听研究院的网站开发，类似官网，具体详谈完成时间:未定预算:报价联系备注 微信号是手机号,2024-09-13,2024.09.13,任务编号：1091773,1600.0,5天,江苏省-淮安市,江苏执笔科技有限公司,https://shop.epwk.com/7g5ykg706n0q/,江苏执笔科技有限公司,出售服务,https://shop.epwk.com/7g5ykg706n0q/chushou/,企业,五品,70分,总 4 次中标，交易总金额,￥1.19万,江苏执笔科技有限公司,,,,,,,,,,,,,,,,,,,,门户网站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024
